id,donateNum,donateType,upgradeCondition,buff,buff_show,condition,effect_para,effect_type,effectParams,fightforce,group_id,level,max_level,res_need,res_num,techpoint_cost
20120102,[1|1],[1|13],[],-1,alliance_tech_showdesc_128,,[3103|200],2,[3103|200],30000,201201,2,5,[1|13],[1|1],428400
20120103,[1|1],[1|12],[],-1,alliance_tech_showdesc_128,,[3103|300],2,[3103|300],60000,201201,3,5,[1|12],[1|1],535500
20120104,[1|1],[1|13],[],-1,alliance_tech_showdesc_128,,[3103|400],2,[3103|400],100000,201201,4,5,[1|13],[1|1],749700
20120105,[1|1],[1|12],[],-1,alliance_tech_showdesc_128,,[3103|500],2,[3103|500],150000,201201,5,5,[1|12],[1|1],856800
20120301,[1|1],[1|13],[20110203],-1,alliance_tech_showdesc_131,[20110203],[3104|100],2,[3104|100],10000,201203,1,5,[1|13],[1|1],428400
20120302,[1|1],[1|12],[],-1,alliance_tech_showdesc_131,,[3104|200],2,[3104|200],30000,201203,2,5,[1|12],[1|1],535500
20120303,[1|1],[1|13],[],-1,alliance_tech_showdesc_131,,[3104|300],2,[3104|300],60000,201203,3,5,[1|13],[1|1],642600
20120304,[1|1],[1|12],[],-1,alliance_tech_showdesc_131,,[3104|400],2,[3104|400],100000,201203,4,5,[1|12],[1|1],856800
20120305,[1|1],[1|13],[],-1,alliance_tech_showdesc_131,,[3104|500],2,[3104|500],150000,201203,5,5,[1|13],[1|1],963900
20130201,[1|1],[1|13],[20120103|20120303],-1,alliance_tech_showdesc_203,[20120103|20120303],[104|100],2,[104|100],10000,201302,1,5,[1|13],[1|1],535500
20130202,[1|1],[1|12],[],-1,alliance_tech_showdesc_203,,[104|200],2,[104|200],30000,201302,2,5,[1|12],[1|1],642600
20130203,[1|1],[1|13],[],-1,alliance_tech_showdesc_203,,[104|300],2,[104|300],60000,201302,3,5,[1|13],[1|1],749700
20130204,[1|1],[1|12],[],-1,alliance_tech_showdesc_203,,[104|400],2,[104|400],100000,201302,4,5,[1|12],[1|1],963900
20130205,[1|1],[1|13],[],-1,alliance_tech_showdesc_203,,[104|500],2,[104|500],150000,201302,5,5,[1|13],[1|1],1071000
20140101,[1|1],[1|12],[20130203],-1,alliance_tech_showdesc_130,[20130203],[4103|100],2,[4103|100],10000,201401,1,5,[1|12],[1|1],642600
20140102,[1|1],[1|13],[],-1,alliance_tech_showdesc_130,,[4103|200],2,[4103|200],30000,201401,2,5,[1|13],[1|1],749700
20140103,[1|1],[1|12],[],-1,alliance_tech_showdesc_130,,[4103|300],2,[4103|300],60000,201401,3,5,[1|12],[1|1],856800
20140104,[1|1],[1|13],[],-1,alliance_tech_showdesc_130,,[4103|400],2,[4103|400],100000,201401,4,5,[1|13],[1|1],1071000
20140105,[1|1],[1|12],[],-1,alliance_tech_showdesc_130,,[4103|500],2,[4103|500],150000,201401,5,5,[1|12],[1|1],1178100
20140301,[1|1],[1|13],[20130203],-1,alliance_tech_showdesc_133,[20130203],[4104|100],2,[4104|100],10000,201403,1,5,[1|13],[1|1],749700
20140302,[1|1],[1|12],[],-1,alliance_tech_showdesc_133,,[4104|200],2,[4104|200],30000,201403,2,5,[1|12],[1|1],856800
20140303,[1|1],[1|13],[],-1,alliance_tech_showdesc_133,,[4104|300],2,[4104|300],60000,201403,3,5,[1|13],[1|1],963900
20140304,[1|1],[1|12],[],-1,alliance_tech_showdesc_133,,[4104|400],2,[4104|400],100000,201403,4,5,[1|12],[1|1],1178100
20140305,[1|1],[1|13],[],-1,alliance_tech_showdesc_133,,[4104|500],2,[4104|500],150000,201403,5,5,[1|13],[1|1],1285200
20150201,[1|1],[1|12],[20140103|20140303],-1,alliance_tech_showdesc_207,[20140103|20140303],[103|100],2,[103|100],10000,201502,1,5,[1|12],[1|1],856800
20150202,[1|1],[1|13],[],-1,alliance_tech_showdesc_207,,[103|200],2,[103|200],30000,201502,2,5,[1|13],[1|1],963900
20150203,[1|1],[1|12],[],-1,alliance_tech_showdesc_207,,[103|300],2,[103|300],60000,201502,3,5,[1|12],[1|1],1071000
20150204,[1|1],[1|13],[],-1,alliance_tech_showdesc_207,,[103|400],2,[103|400],100000,201502,4,5,[1|13],[1|1],1285200
20150205,[1|1],[1|12],[],-1,alliance_tech_showdesc_207,,[103|500],2,[103|500],150000,201502,5,5,[1|12],[1|1],1392300
20160101,[1|1],[1|12],[20150203],-1,alliance_tech_showdesc_129,[20150203],[5103|100],2,[5103|100],10000,201601,1,5,[1|12],[1|1],963900
20160102,[1|1],[1|13],[],-1,alliance_tech_showdesc_129,,[5103|200],2,[5103|200],30000,201601,2,5,[1|13],[1|1],1071000
20160103,[1|1],[1|12],[],-1,alliance_tech_showdesc_129,,[5103|300],2,[5103|300],60000,201601,3,5,[1|12],[1|1],1178100
20160104,[1|1],[1|13],[],-1,alliance_tech_showdesc_129,,[5103|400],2,[5103|400],100000,201601,4,5,[1|13],[1|1],1392300
20160105,[1|1],[1|12],[],-1,alliance_tech_showdesc_129,,[5103|500],2,[5103|500],150000,201601,5,5,[1|12],[1|1],1499400
20160301,[1|1],[1|13],[20150203],-1,alliance_tech_showdesc_132,[20150203],[5104|100],2,[5104|100],10000,201603,1,5,[1|13],[1|1],1071000
20160302,[1|1],[1|12],[],-1,alliance_tech_showdesc_132,,[5104|200],2,[5104|200],30000,201603,2,5,[1|12],[1|1],1178100
20160303,[1|1],[1|13],[],-1,alliance_tech_showdesc_132,,[5104|300],2,[5104|300],60000,201603,3,5,[1|13],[1|1],1285200
20160304,[1|1],[1|12],[],-1,alliance_tech_showdesc_132,,[5104|400],2,[5104|400],100000,201603,4,5,[1|12],[1|1],1499400
20160305,[1|1],[1|13],[],-1,alliance_tech_showdesc_132,,[5104|500],2,[5104|500],150000,201603,5,5,[1|13],[1|1],1606500
20170201,[1|1],[1|13],[20160103|20160303],-1,alliance_tech_showdesc_209,[20160103|20160303],[104|100],2,[104|100],10000,201702,1,5,[1|13],[1|1],1178100
20170202,[1|1],[1|12],[],-1,alliance_tech_showdesc_209,,[104|200],2,[104|200],30000,201702,2,5,[1|12],[1|1],1285200
20170203,[1|1],[1|13],[],-1,alliance_tech_showdesc_209,,[104|300],2,[104|300],60000,201702,3,5,[1|13],[1|1],1392300
20170204,[1|1],[1|12],[],-1,alliance_tech_showdesc_209,,[104|400],2,[104|400],100000,201702,4,5,[1|12],[1|1],1606500
20170205,[1|1],[1|13],[],-1,alliance_tech_showdesc_209,,[104|500],2,[104|500],150000,201702,5,5,[1|13],[1|1],1713600
20180201,[1|1],[1|12],[20170203],-1,alliance_tech_showdesc_201,[20170203],[103|100],2,[103|100],10000,201802,1,5,[1|12],[1|1],1285200
20180202,[1|1],[1|13],[],-1,alliance_tech_showdesc_201,,[103|200],2,[103|200],30000,201802,2,5,[1|13],[1|1],1392300
20180203,[1|1],[1|12],[],-1,alliance_tech_showdesc_201,,[103|300],2,[103|300],60000,201802,3,5,[1|12],[1|1],1499400
20180204,[1|1],[1|13],[],-1,alliance_tech_showdesc_201,,[103|400],2,[103|400],100000,201802,4,5,[1|13],[1|1],1713600
20180205,[1|1],[1|12],[],-1,alliance_tech_showdesc_201,,[103|500],2,[103|500],150000,201802,5,5,[1|12],[1|1],1820700
20190101,[1|1],[1|12],[20180203],-1,alliance_tech_showdesc_128,[20180203],[3103|100],2,[3103|100],10000,201901,1,5,[1|12],[1|1],1392300
20190102,[1|1],[1|13],[],-1,alliance_tech_showdesc_128,,[3103|200],2,[3103|200],30000,201901,2,5,[1|13],[1|1],1499400
20190103,[1|1],[1|12],[],-1,alliance_tech_showdesc_128,,[3103|300],2,[3103|300],60000,201901,3,5,[1|12],[1|1],1606500
20190104,[1|1],[1|13],[],-1,alliance_tech_showdesc_128,,[3103|400],2,[3103|400],100000,201901,4,5,[1|13],[1|1],1820700
20190105,[1|1],[1|12],[],-1,alliance_tech_showdesc_128,,[3103|500],2,[3103|500],150000,201901,5,5,[1|12],[1|1],1927800
20190301,[1|1],[1|13],[20180203],-1,alliance_tech_showdesc_131,[20180203],[3104|100],2,[3104|100],10000,201903,1,5,[1|13],[1|1],1499400
20190302,[1|1],[1|12],[],-1,alliance_tech_showdesc_131,,[3104|200],2,[3104|200],30000,201903,2,5,[1|12],[1|1],1606500
20190303,[1|1],[1|13],[],-1,alliance_tech_showdesc_131,,[3104|300],2,[3104|300],60000,201903,3,5,[1|13],[1|1],1713600
20190304,[1|1],[1|12],[],-1,alliance_tech_showdesc_131,,[3104|400],2,[3104|400],100000,201903,4,5,[1|12],[1|1],1927800
20190305,[1|1],[1|13],[],-1,alliance_tech_showdesc_131,,[3104|500],2,[3104|500],150000,201903,5,5,[1|13],[1|1],2034900
20200201,[1|1],[1|13],[20190103|20190303],-1,alliance_tech_showdesc_203,[20190103|20190303],[104|100],2,[104|100],10000,202002,1,5,[1|13],[1|1],1606500
20200202,[1|1],[1|12],[],-1,alliance_tech_showdesc_203,,[104|200],2,[104|200],30000,202002,2,5,[1|12],[1|1],1713600
20200203,[1|1],[1|13],[],-1,alliance_tech_showdesc_203,,[104|300],2,[104|300],60000,202002,3,5,[1|13],[1|1],1820700
20200204,[1|1],[1|12],[],-1,alliance_tech_showdesc_203,,[104|400],2,[104|400],100000,202002,4,5,[1|12],[1|1],2034900
20200205,[1|1],[1|13],[],-1,alliance_tech_showdesc_203,,[104|500],2,[104|500],150000,202002,5,5,[1|13],[1|1],2142000
20210101,[1|1],[1|12],[20200203],-1,alliance_tech_showdesc_130,[20200203],[4103|100],2,[4103|100],10000,202101,1,5,[1|12],[1|1],1713600
20210102,[1|1],[1|13],[],-1,alliance_tech_showdesc_130,,[4103|200],2,[4103|200],30000,202101,2,5,[1|13],[1|1],1820700
20210103,[1|1],[1|12],[],-1,alliance_tech_showdesc_130,,[4103|300],2,[4103|300],60000,202101,3,5,[1|12],[1|1],1927800
20210104,[1|1],[1|13],[],-1,alliance_tech_showdesc_130,,[4103|400],2,[4103|400],100000,202101,4,5,[1|13],[1|1],2142000
20210105,[1|1],[1|12],[],-1,alliance_tech_showdesc_130,,[4103|500],2,[4103|500],150000,202101,5,5,[1|12],[1|1],2249100
20210301,[1|1],[1|13],[20200203],-1,alliance_tech_showdesc_133,[20200203],[4104|100],2,[4104|100],10000,202103,1,5,[1|13],[1|1],1820700
20210302,[1|1],[1|12],[],-1,alliance_tech_showdesc_133,,[4104|200],2,[4104|200],30000,202103,2,5,[1|12],[1|1],1927800
20210303,[1|1],[1|13],[],-1,alliance_tech_showdesc_133,,[4104|300],2,[4104|300],60000,202103,3,5,[1|13],[1|1],2034900
20210304,[1|1],[1|12],[],-1,alliance_tech_showdesc_133,,[4104|400],2,[4104|400],100000,202103,4,5,[1|12],[1|1],2249100
20210305,[1|1],[1|13],[],-1,alliance_tech_showdesc_133,,[4104|500],2,[4104|500],150000,202103,5,5,[1|13],[1|1],2356200
20220201,[1|1],[1|12],[20210103|20210303],-1,alliance_tech_showdesc_207,[20210103|20210303],[103|100],2,[103|100],10000,202202,1,5,[1|12],[1|1],1927800
20220202,[1|1],[1|13],[],-1,alliance_tech_showdesc_207,,[103|200],2,[103|200],30000,202202,2,5,[1|13],[1|1],2034900
20220203,[1|1],[1|12],[],-1,alliance_tech_showdesc_207,,[103|300],2,[103|300],60000,202202,3,5,[1|12],[1|1],2142000
20220204,[1|1],[1|13],[],-1,alliance_tech_showdesc_207,,[103|400],2,[103|400],100000,202202,4,5,[1|13],[1|1],2356200
20220205,[1|1],[1|12],[],-1,alliance_tech_showdesc_207,,[103|500],2,[103|500],150000,202202,5,5,[1|12],[1|1],2463300
20230101,[1|1],[1|12],[20220203],-1,alliance_tech_showdesc_129,[20220203],[5103|100],2,[5103|100],10000,202301,1,5,[1|12],[1|1],2034900
20230102,[1|1],[1|13],[],-1,alliance_tech_showdesc_129,,[5103|200],2,[5103|200],30000,202301,2,5,[1|13],[1|1],2142000
20230103,[1|1],[1|12],[],-1,alliance_tech_showdesc_129,,[5103|300],2,[5103|300],60000,202301,3,5,[1|12],[1|1],2249100
20230104,[1|1],[1|13],[],-1,alliance_tech_showdesc_129,,[5103|400],2,[5103|400],100000,202301,4,5,[1|13],[1|1],2463300
20230105,[1|1],[1|12],[],-1,alliance_tech_showdesc_129,,[5103|500],2,[5103|500],150000,202301,5,5,[1|12],[1|1],2570400
20230301,[1|1],[1|13],[20220203],-1,alliance_tech_showdesc_132,[20220203],[5104|100],2,[5104|100],10000,202303,1,5,[1|13],[1|1],2142000
20230302,[1|1],[1|12],[],-1,alliance_tech_showdesc_132,,[5104|200],2,[5104|200],30000,202303,2,5,[1|12],[1|1],2249100
20230303,[1|1],[1|13],[],-1,alliance_tech_showdesc_132,,[5104|300],2,[5104|300],60000,202303,3,5,[1|13],[1|1],2356200
20230304,[1|1],[1|12],[],-1,alliance_tech_showdesc_132,,[5104|400],2,[5104|400],100000,202303,4,5,[1|12],[1|1],2570400
20230305,[1|1],[1|13],[],-1,alliance_tech_showdesc_132,,[5104|500],2,[5104|500],150000,202303,5,5,[1|13],[1|1],2677500
20240201,[1|1],[1|13],[20230103|20230303],-1,alliance_tech_showdesc_209,[20230103|20230303],[104|100],2,[104|100],10000,202402,1,5,[1|13],[1|1],2249100
20240202,[1|1],[1|12],[],-1,alliance_tech_showdesc_209,,[104|200],2,[104|200],30000,202402,2,5,[1|12],[1|1],2356200
20240203,[1|1],[1|13],[],-1,alliance_tech_showdesc_209,,[104|300],2,[104|300],60000,202402,3,5,[1|13],[1|1],2463300
20240204,[1|1],[1|12],[],-1,alliance_tech_showdesc_209,,[104|400],2,[104|400],100000,202402,4,5,[1|12],[1|1],2677500
20240205,[1|1],[1|13],[],-1,alliance_tech_showdesc_209,,[104|500],2,[104|500],150000,202402,5,5,[1|13],[1|1],2784600
2150101,[1|1],[1|12],[20240203],-1,"alliance_tech_showdesc_21501_1,alliance_tech_showdesc_21501_2",[20240203],[1000201|20010104|100],2,[1000201|20010104|100],10000,21501,1,5,[1|12],[1|1],1978800
2150102,[1|1],[1|13],[],-1,"alliance_tech_showdesc_21501_1,alliance_tech_showdesc_21501_2",,[1000201|40010104|200],2,[1000201|40010104|200],30000,21501,2,5,[1|13],[1|1],2374600
2150103,[1|1],[1|12],[],-1,"alliance_tech_showdesc_21501_1,alliance_tech_showdesc_21501_2",,[1000201|60010104|300],2,[1000201|60010104|300],60000,21501,3,5,[1|12],[1|1],2849500
2150104,[1|1],[1|13],[],-1,"alliance_tech_showdesc_21501_1,alliance_tech_showdesc_21501_2",,[1000201|80010104|400],2,[1000201|80010104|400],100000,21501,4,5,[1|13],[1|1],3419400
2150105,[1|1],[1|12],[],-1,"alliance_tech_showdesc_21501_1,alliance_tech_showdesc_21501_2",,[1000201|100010104|500],2,[1000201|100010104|500],150000,21501,5,5,[1|12],[1|1],4103300
2150201,[1|1],[1|12],[20240203],-1,"alliance_tech_showdesc_21502_1,alliance_tech_showdesc_21502_2",[20240203],[1000202|20010104|100],2,[1000202|20010104|100],10000,21502,1,5,[1|12],[1|1],1978800
2150202,[1|1],[1|12],[],-1,"alliance_tech_showdesc_21502_1,alliance_tech_showdesc_21502_2",,[1000202|40010104|200],2,[1000202|40010104|200],30000,21502,2,5,[1|12],[1|1],2374600
2150203,[1|1],[1|13],[],-1,"alliance_tech_showdesc_21502_1,alliance_tech_showdesc_21502_2",,[1000202|60010104|300],2,[1000202|60010104|300],60000,21502,3,5,[1|13],[1|1],2849500
2150204,[1|1],[1|12],[],-1,"alliance_tech_showdesc_21502_1,alliance_tech_showdesc_21502_2",,[1000202|80010104|400],2,[1000202|80010104|400],100000,21502,4,5,[1|12],[1|1],3419400
2150205,[1|1],[1|13],[],-1,"alliance_tech_showdesc_21502_1,alliance_tech_showdesc_21502_2",,[1000202|100010104|500],2,[1000202|100010104|500],150000,21502,5,5,[1|13],[1|1],4103300
2150301,[1|1],[1|12],[20240203],-1,"alliance_tech_showdesc_21503_1,alliance_tech_showdesc_21503_2",[20240203],[1000203|20010104|100],2,[1000203|20010104|100],10000,21503,1,5,[1|12],[1|1],1978800
2150302,[1|1],[1|13],[],-1,"alliance_tech_showdesc_21503_1,alliance_tech_showdesc_21503_2",,[1000203|40010104|200],2,[1000203|40010104|200],30000,21503,2,5,[1|13],[1|1],2374600
2150303,[1|1],[1|13],[],-1,"alliance_tech_showdesc_21503_1,alliance_tech_showdesc_21503_2",,[1000203|60010104|300],2,[1000203|60010104|300],60000,21503,3,5,[1|13],[1|1],2849500
2150304,[1|1],[1|12],[],-1,"alliance_tech_showdesc_21503_1,alliance_tech_showdesc_21503_2",,[1000203|80010104|400],2,[1000203|80010104|400],100000,21503,4,5,[1|12],[1|1],3419400
2150305,[1|1],[1|13],[],-1,"alliance_tech_showdesc_21503_1,alliance_tech_showdesc_21503_2",,[1000203|100010104|500],2,[1000203|100010104|500],150000,21503,5,5,[1|13],[1|1],4103300
20110401,[1|1],[1|13],[20110203],-1,alliance_tech_showdesc_exchange,[20110203],,-1,[],200000,201104,1,1,[1|13],[1|1],3213000
20130401,[1|1],[1|12],[20130203|20110401],-1,alliance_tech_showdesc_exchange,[20130203|20110401],,-1,[],250000,201304,1,1,[1|12],[1|1],5355000
20150401,[1|1],[1|13],[20150203|20130401],-1,alliance_tech_showdesc_exchange,[20150203|20130401],,-1,[],300000,201504,1,1,[1|13],[1|1],8568000
20180401,[1|1],[1|12],[20180203|20150401],-1,alliance_tech_showdesc_301,[20180203|20150401],,-1,[],200000,201804,1,1,[1|12],[1|1],9103500
20200401,[1|1],[1|13],[20200203|20180401],-1,alliance_tech_showdesc_302,[20200203|20180401],,-1,[],250000,202004,1,1,[1|13],[1|1],9639000
20220401,[1|1],[1|12],[20220203|20200401],-1,alliance_tech_showdesc_303,[20220203|20200401],,-1,[],300000,202204,1,1,[1|12],[1|1],10710000
20240401,[1|1],[1|13],[20240203|20220401],-1,alliance_tech_showdesc_exchange,[20240203|20220401],,-1,[],300000,202404,1,1,[1|13],[1|1],10710000
101010101,[1|1],[1|12],[],-1,alliance_tech_showdesc_201,,[3|100],2,[3|100],10000,1010101,1,5,[1|12],[1|1],107100
101010102,[1|1],[1|13],[],-1,alliance_tech_showdesc_201,,[3|100],2,[3|100],30000,1010101,2,5,[1|13],[1|1],214200
101010103,[1|1],[1|12],[],-1,alliance_tech_showdesc_201,,[3|100],2,[3|100],60000,1010101,3,5,[1|12],[1|1],321300
101010104,[1|1],[1|13],[],-1,alliance_tech_showdesc_201,,[3|100],2,[3|100],100000,1010101,4,5,[1|13],[1|1],428400
101010105,[1|1],[1|12],[],-1,alliance_tech_showdesc_201,,[3|100],2,[3|100],150000,1010101,5,5,[1|12],[1|1],535500
101010301,[1|1],[1|13],[],-1,alliance_tech_showdesc_203,,[4|1000],2,[4|1000],10000,1010103,1,5,[1|13],[1|1],107100
101010302,[1|1],[1|12],[],-1,alliance_tech_showdesc_203,,[4|1000],2,[4|1000],30000,1010103,2,5,[1|12],[1|1],214200
101010303,[1|1],[1|13],[],-1,alliance_tech_showdesc_203,,[4|1000],2,[4|1000],60000,1010103,3,5,[1|13],[1|1],321300
101010304,[1|1],[1|12],[],-1,alliance_tech_showdesc_203,,[4|1000],2,[4|1000],100000,1010103,4,5,[1|12],[1|1],428400
101010305,[1|1],[1|13],[],-1,alliance_tech_showdesc_203,,[4|1000],2,[4|1000],150000,1010103,5,5,[1|13],[1|1],535500
101020101,[1|1],[1|12],[101010103],-1,alliance_tech_showdesc_1010201,[101010103],[21015|100],2,[21015|100],10000,1010201,1,5,[1|12],[1|1],321300
101020102,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010201,,[21015|100],2,[21015|100],30000,1010201,2,5,[1|13],[1|1],428400
101020103,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010201,,[21015|100],2,[21015|100],60000,1010201,3,5,[1|12],[1|1],535500
101020104,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010201,,[21015|100],2,[21015|100],100000,1010201,4,5,[1|13],[1|1],642600
101020105,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010201,,[21015|100],2,[21015|100],150000,1010201,5,5,[1|12],[1|1],749700
101020301,[1|1],[1|13],[101010303],-1,alliance_tech_showdesc_1010203,[101010303],[21016|1000],2,[21016|1000],10000,1010203,1,5,[1|13],[1|1],321300
101020302,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010203,,[21016|1000],2,[21016|1000],30000,1010203,2,5,[1|12],[1|1],428400
101020303,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010203,,[21016|1000],2,[21016|1000],60000,1010203,3,5,[1|13],[1|1],535500
101020304,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010203,,[21016|1000],2,[21016|1000],100000,1010203,4,5,[1|12],[1|1],642600
101020305,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010203,,[21016|1000],2,[21016|1000],150000,1010203,5,5,[1|13],[1|1],749700
101030201,[1|1],[1|12],[101020103|101020303],-1,alliance_tech_showdesc_1010302,[101020103|101020303],,-1,[],120000,1010302,1,1,[1|12],[1|1],428400
101040101,[1|1],[1|13],[101030201],-1,alliance_tech_showdesc_128,[101030201],[3003|100],2,[3003|100],10000,1010401,1,5,[1|13],[1|1],214200
101040102,[1|1],[1|12],[],-1,alliance_tech_showdesc_128,,[3003|100],2,[3003|100],30000,1010401,2,5,[1|12],[1|1],321300
101040103,[1|1],[1|13],[],-1,alliance_tech_showdesc_128,,[3003|100],2,[3003|100],60000,1010401,3,5,[1|13],[1|1],428400
101040104,[1|1],[1|12],[],-1,alliance_tech_showdesc_128,,[3003|100],2,[3003|100],100000,1010401,4,5,[1|12],[1|1],535500
101040105,[1|1],[1|13],[],-1,alliance_tech_showdesc_128,,[3003|100],2,[3003|100],150000,1010401,5,5,[1|13],[1|1],642600
101040201,[1|1],[1|12],[101030201],-1,alliance_tech_showdesc_130,[101030201],[4003|100],2,[4003|100],10000,1010402,1,5,[1|12],[1|1],214200
101040202,[1|1],[1|13],[],-1,alliance_tech_showdesc_130,,[4003|100],2,[4003|100],30000,1010402,2,5,[1|13],[1|1],321300
101040203,[1|1],[1|12],[],-1,alliance_tech_showdesc_130,,[4003|100],2,[4003|100],60000,1010402,3,5,[1|12],[1|1],428400
101040204,[1|1],[1|13],[],-1,alliance_tech_showdesc_130,,[4003|100],2,[4003|100],100000,1010402,4,5,[1|13],[1|1],535500
101040205,[1|1],[1|12],[],-1,alliance_tech_showdesc_130,,[4003|100],2,[4003|100],150000,1010402,5,5,[1|12],[1|1],642600
101040301,[1|1],[1|13],[101030201],-1,alliance_tech_showdesc_129,[101030201],[5003|100],2,[5003|100],10000,1010403,1,5,[1|13],[1|1],214200
101040302,[1|1],[1|12],[],-1,alliance_tech_showdesc_129,,[5003|100],2,[5003|100],30000,1010403,2,5,[1|12],[1|1],321300
101040303,[1|1],[1|13],[],-1,alliance_tech_showdesc_129,,[5003|100],2,[5003|100],60000,1010403,3,5,[1|13],[1|1],428400
101040304,[1|1],[1|12],[],-1,alliance_tech_showdesc_129,,[5003|100],2,[5003|100],100000,1010403,4,5,[1|12],[1|1],535500
101040305,[1|1],[1|13],[],-1,alliance_tech_showdesc_129,,[5003|100],2,[5003|100],150000,1010403,5,5,[1|13],[1|1],642600
101050101,[1|1],[1|12],[101040103],-1,alliance_tech_showdesc_1010501,[101040103],[21017|100],2,[21017|100],10000,1010501,1,5,[1|12],[1|1],321300
101050102,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010501,,[21017|100],2,[21017|100],30000,1010501,2,5,[1|13],[1|1],428400
101050103,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010501,,[21017|100],2,[21017|100],60000,1010501,3,5,[1|12],[1|1],535500
101050104,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010501,,[21017|100],2,[21017|100],100000,1010501,4,5,[1|13],[1|1],642600
101050105,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010501,,[21017|100],2,[21017|100],150000,1010501,5,5,[1|12],[1|1],749700
101050201,[1|1],[1|13],[101040203],-1,alliance_tech_showdesc_1010502,[101040203],[21019|100],2,[21019|100],10000,1010502,1,5,[1|13],[1|1],321300
101050202,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010502,,[21019|100],2,[21019|100],30000,1010502,2,5,[1|12],[1|1],428400
101050203,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010502,,[21019|100],2,[21019|100],60000,1010502,3,5,[1|13],[1|1],535500
101050204,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010502,,[21019|100],2,[21019|100],100000,1010502,4,5,[1|12],[1|1],642600
101050205,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010502,,[21019|100],2,[21019|100],150000,1010502,5,5,[1|13],[1|1],749700
101050301,[1|1],[1|12],[101040303],-1,alliance_tech_showdesc_1010503,[101040303],[21021|100],2,[21021|100],10000,1010503,1,5,[1|12],[1|1],321300
101050302,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010503,,[21021|100],2,[21021|100],30000,1010503,2,5,[1|13],[1|1],428400
101050303,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010503,,[21021|100],2,[21021|100],60000,1010503,3,5,[1|12],[1|1],535500
101050304,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010503,,[21021|100],2,[21021|100],100000,1010503,4,5,[1|13],[1|1],642600
101050305,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010503,,[21021|100],2,[21021|100],150000,1010503,5,5,[1|12],[1|1],749700
101060201,[1|1],[1|13],[101050103|101050203|101050303],-1,alliance_tech_showdesc_1010602,[101050103|101050203|101050303],,-1,[],120000,1010602,1,1,[1|13],[1|1],642600
101070101,[1|1],[1|12],[101060201],-1,alliance_tech_showdesc_131,[101060201],[3004|1000],2,[3004|1000],10000,1010701,1,5,[1|12],[1|1],214200
101070102,[1|1],[1|13],[],-1,alliance_tech_showdesc_131,,[3004|1000],2,[3004|1000],30000,1010701,2,5,[1|13],[1|1],321300
101070103,[1|1],[1|12],[],-1,alliance_tech_showdesc_131,,[3004|1000],2,[3004|1000],60000,1010701,3,5,[1|12],[1|1],428400
101070104,[1|1],[1|13],[],-1,alliance_tech_showdesc_131,,[3004|1000],2,[3004|1000],100000,1010701,4,5,[1|13],[1|1],535500
101070105,[1|1],[1|12],[],-1,alliance_tech_showdesc_131,,[3004|1000],2,[3004|1000],150000,1010701,5,5,[1|12],[1|1],642600
101070201,[1|1],[1|13],[101060201],-1,alliance_tech_showdesc_133,[101060201],[4004|1000],2,[4004|1000],10000,1010702,1,5,[1|13],[1|1],214200
101070202,[1|1],[1|12],[],-1,alliance_tech_showdesc_133,,[4004|1000],2,[4004|1000],30000,1010702,2,5,[1|12],[1|1],321300
101070203,[1|1],[1|13],[],-1,alliance_tech_showdesc_133,,[4004|1000],2,[4004|1000],60000,1010702,3,5,[1|13],[1|1],428400
101070204,[1|1],[1|12],[],-1,alliance_tech_showdesc_133,,[4004|1000],2,[4004|1000],100000,1010702,4,5,[1|12],[1|1],535500
101070205,[1|1],[1|13],[],-1,alliance_tech_showdesc_133,,[4004|1000],2,[4004|1000],150000,1010702,5,5,[1|13],[1|1],642600
101070301,[1|1],[1|12],[101060201],-1,alliance_tech_showdesc_132,[101060201],[5004|1000],2,[5004|1000],10000,1010703,1,5,[1|12],[1|1],214200
101070302,[1|1],[1|13],[],-1,alliance_tech_showdesc_132,,[5004|1000],2,[5004|1000],30000,1010703,2,5,[1|13],[1|1],321300
101070303,[1|1],[1|12],[],-1,alliance_tech_showdesc_132,,[5004|1000],2,[5004|1000],60000,1010703,3,5,[1|12],[1|1],428400
101070304,[1|1],[1|13],[],-1,alliance_tech_showdesc_132,,[5004|1000],2,[5004|1000],100000,1010703,4,5,[1|13],[1|1],535500
