id,rank_id,reward_id,stage_first_number,stage_last_number
32910003,3291,37552,3,3
32910004,3291,37553,4,5
32910006,3291,37554,6,10
32910011,3291,37555,11,20
32910021,3291,37556,21,50
32910051,3291,37557,51,100
32910101,3291,37558,101,200
32910201,3291,37559,201,400
32910401,3291,37560,401,800
32910801,3291,37561,801,1000
32911001,3291,37562,1001,2000
32920001,3292,37563,1,1
32920002,3292,37564,2,2
32920003,3292,37565,3,3
32920004,3292,37566,4,5
32920006,3292,37567,6,10
32920011,3292,37568,11,20
32920021,3292,37569,21,50
32920051,3292,37570,51,100
32920101,3292,37571,101,200
32920201,3292,37572,201,400
32920401,3292,37573,401,800
32920801,3292,37574,801,1000
32921001,3292,37575,1001,2000
32930001,3293,37576,1,1
32930002,3293,37577,2,2
32930003,3293,37578,3,3
32930004,3293,37579,4,5
32930006,3293,37580,6,10
32930011,3293,37581,11,20
32930021,3293,37582,21,50
32930051,3293,37583,51,100
32930101,3293,37584,101,200
32930201,3293,37585,201,400
32930401,3293,37586,401,800
32930801,3293,37587,801,1000
32931001,3293,37588,1001,2000
32940001,3294,37589,1,1
32940002,3294,37590,2,2
32940003,3294,37591,3,3
32940004,3294,37592,4,5
32940006,3294,37593,6,10
32940011,3294,37594,11,20
32940021,3294,37595,21,50
32940051,3294,37596,51,100
32940101,3294,37597,101,200
32940201,3294,37598,201,400
32940401,3294,37599,401,800
32940801,3294,37600,801,1500
32941001,3294,37601,1001,2000
32950001,3295,37602,1,1
32950002,3295,37603,2,2
32950003,3295,37604,3,3
32950004,3295,37605,4,5
32950006,3295,37606,6,10
32950011,3295,37607,11,20
32950021,3295,37608,21,50
32950051,3295,37609,51,100
32950101,3295,37610,101,200
32950201,3295,37611,201,400
32950401,3295,37612,401,800
32950801,3295,37613,801,1500
32951001,3295,37614,1001,2000
32960001,3296,37615,1,1
32960002,3296,37616,2,2
32960003,3296,37617,3,3
32960004,3296,37618,4,5
32960006,3296,37619,6,10
32960011,3296,37620,11,20
32960021,3296,37621,21,50
32960051,3296,37622,51,100
32960101,3296,37623,101,200
32960201,3296,37624,201,400
32960401,3296,37625,401,800
32960801,3296,37626,801,1500
32961001,3296,37627,1001,2000
32970001,3297,37628,1,1
32970002,3297,37629,2,2
32970003,3297,37630,3,3
32970004,3297,37631,4,5
32970006,3297,37632,6,10
32970011,3297,37633,11,20
32970021,3297,37634,21,50
32970051,3297,37635,51,100
32970101,3297,37636,101,200
32970201,3297,37637,201,400
32970401,3297,37638,401,800
32970801,3297,37639,801,1500
32971001,3297,37640,1001,2000
32980001,3298,37641,1,1
32980002,3298,37642,2,2
32980003,3298,37643,3,3
32980004,3298,37644,4,5
32980006,3298,37645,6,10
32980011,3298,37646,11,20
32980021,3298,37647,21,50
32980051,3298,37648,51,100
32980101,3298,37649,101,200
32980201,3298,37650,201,400
32980401,3298,37651,401,800
32980801,3298,37652,801,1500
32981001,3298,37653,1001,2000
32990001,3299,503184701,1,1
32990002,3299,503184702,2,2
32990003,3299,503184703,3,3
32990004,3299,503184704,4,5
32990006,3299,503184705,6,10
33000001,3300,503184801,1,1
33000002,3300,503184802,2,2
33000003,3300,503184803,3,3
33000004,3300,503184804,4,10
33000011,3300,503184805,11,20
33000021,3300,503184806,21,40
33000041,3300,503184807,41,100
33010001,3301,503184901,1,1
33010002,3301,503184902,2,2
33010003,3301,503184903,3,3
33010004,3301,503184904,4,10
33010011,3301,503184905,11,20
33010021,3301,503184906,21,40
33010041,3301,503184907,41,100
33020001,3302,504071001,1,1
33020002,3302,504071002,2,2
33020003,3302,504071003,3,3
33020004,3302,504071004,4,10
33020011,3302,504071005,11,20
33020021,3302,504071006,21,40
33020041,3302,504071007,41,100
33030001,3303,412190901,1,1
33030002,3303,412190902,2,2
33030003,3303,412190903,3,3
33030004,3303,412190904,4,5
33030006,3303,412190905,6,10
33040001,3304,37101,1,1
33040002,3304,37102,2,2
33040003,3304,37103,3,3
33040004,3304,37104,4,10
33040011,3304,37105,11,20
33040021,3304,37106,21,50
33040051,3304,37107,51,100
33040101,3304,37108,101,500
33040501,3304,37109,501,2000
33050001,3305,37111,1,1
33050002,3305,37112,2,2
33050003,3305,37113,3,3
33050004,3305,37114,4,10
33050011,3305,37115,11,20
33050021,3305,37116,21,50
33050051,3305,37117,51,100
33050101,3305,37118,101,500
33050501,3305,37119,501,2000
33060001,3306,37121,1,1
33060002,3306,37122,2,2
33060003,3306,37123,3,3
33060004,3306,37124,4,10
33060011,3306,37125,11,20
33060021,3306,37126,21,50
33060051,3306,37127,51,100
33060101,3306,37128,101,500
33060501,3306,37129,501,2000
33070001,3307,37131,1,1
33070002,3307,37132,2,2
33070003,3307,37133,3,3
33070004,3307,37134,4,10
33070011,3307,37135,11,20
33070021,3307,37136,21,50
33070051,3307,37137,51,100
33070101,3307,37138,101,500
33070501,3307,37139,501,2000
33080001,3308,37141,1,1
33080002,3308,37142,2,2
33080003,3308,37143,3,3
33080004,3308,37144,4,10
33080011,3308,37145,11,20
33080021,3308,37146,21,50
33080051,3308,37147,51,100
33080101,3308,37148,101,500
33080501,3308,37149,501,2000
33090001,3309,37151,1,1
33090002,3309,37152,2,2
33090003,3309,37153,3,3
33090004,3309,37154,4,10
33090011,3309,37155,11,20
33090021,3309,37156,21,50
33090051,3309,37157,51,100
33090101,3309,37158,101,500
33090501,3309,37159,501,2000
33100001,3310,37161,1,1
33100002,3310,37162,2,2
33100003,3310,37163,3,3
33100004,3310,37164,4,10
33100011,3310,37165,11,20
33100021,3310,37166,21,50
33100051,3310,37167,51,100
33100101,3310,37168,101,500
33100501,3310,37169,501,2000
33110001,3311,37171,1,1
33110002,3311,37172,2,2
33110003,3311,37173,3,3
33110004,3311,37174,4,10
33110011,3311,37175,11,20
33110021,3311,37176,21,50
33110051,3311,37177,51,100
33110101,3311,37178,101,500
33110501,3311,37179,501,2000
33120001,3312,37201,1,1
33120002,3312,37202,2,2
33120003,3312,37203,3,3
33120004,3312,37204,4,10
33120011,3312,37205,11,20
33120021,3312,37206,21,50
33120051,3312,37207,51,100
33120101,3312,37208,101,500
33120501,3312,37209,501,2000
33130001,3313,37211,1,1
33130002,3313,37212,2,2
33130003,3313,37213,3,3
33130004,3313,37214,4,10
33130011,3313,37215,11,20
33130021,3313,37216,21,50
33130051,3313,37217,51,100
33130101,3313,37218,101,500
33130501,3313,37219,501,2000
33140001,3314,37221,1,1
33140002,3314,37222,2,2
33140003,3314,37223,3,3
33140004,3314,37224,4,10
33140011,3314,37225,11,20
33140021,3314,37226,21,50
33140051,3314,37227,51,100
33140101,3314,37228,101,500
33140501,3314,37229,501,2000
33150001,3315,37231,1,1
33150002,3315,37232,2,2
33150003,3315,37233,3,3
33150004,3315,37234,4,10
33150011,3315,37235,11,20
33150021,3315,37236,21,50
33150051,3315,37237,51,100
33150101,3315,37238,101,500
33150501,3315,37239,501,2000
33160001,3316,37241,1,1
33160002,3316,37242,2,2
33160003,3316,37243,3,3
33160004,3316,37244,4,10
33160011,3316,37245,11,20
33160021,3316,37246,21,50
33160051,3316,37247,51,100
33160101,3316,37248,101,500
33160501,3316,37249,501,2000
33170001,3317,37251,1,1
33170002,3317,37252,2,2
33170003,3317,37253,3,3
33170004,3317,37254,4,10
33170011,3317,37255,11,20
33170021,3317,37256,21,50
33170051,3317,37257,51,100
33170101,3317,37258,101,500
33170501,3317,37259,501,2000
33180001,3318,37261,1,1
33180002,3318,37262,2,2
33180003,3318,37263,3,3
33180004,3318,37264,4,10
33180011,3318,37265,11,20
33180021,3318,37266,21,50
33180051,3318,37267,51,100
33180101,3318,37268,101,500
33180501,3318,37269,501,2000
33190001,3319,37271,1,1
33190002,3319,37272,2,2
33190003,3319,37273,3,3
33190004,3319,37274,4,10
33190011,3319,37275,11,20
33190021,3319,37276,21,50
33190051,3319,37277,51,100
33190101,3319,37278,101,500
33190501,3319,37279,501,2000
33200001,3320,37842,1,1
33200002,3320,37843,2,2
33200003,3320,37844,3,3
33200004,3320,37845,4,5
33200006,3320,37846,6,10
33200011,3320,37847,11,20
33200021,3320,37848,21,50
33200051,3320,37849,51,100
33200101,3320,37850,101,1000
33210001,3321,37836,1,1
33210002,3321,37837,2,2
33210003,3321,37838,3,3
33210004,3321,37839,4,4
33210005,3321,37840,5,5
33210006,3321,37841,6,6
33211007,3322,37817,1,1
33211008,3322,37818,2,2
33211009,3322,37819,3,3
33211010,3322,37820,4,10
33211011,3322,37821,11,20
33211012,3322,37822,21,50
33211013,3322,37823,51,100
33211014,3322,37824,101,500
33211015,3322,37825,501,999
33211016,3323,37826,1,1
33211017,3323,37827,2,2
33211018,3323,37828,3,3
33211019,3323,37829,4,10
33211020,3323,37830,11,20
33211021,3323,37831,21,50
33211022,3323,37832,51,100
33211023,3323,37833,101,500
33211024,3323,37834,501,999
33211025,3324,504235101,1,1
33211026,3324,504235102,2,2
33211027,3324,504235103,3,3
33211028,3324,504235104,4,5
33211029,3324,504235105,6,10
33211030,3325,504235201,1,1
33211031,3325,504235202,2,2
33211032,3325,504235203,3,3
33211033,3325,504235204,4,10
33211034,3325,504235205,11,20
33211035,3325,504235206,21,40
33211036,3325,504235207,41,100
33211037,3326,504235301,1,1
33211038,3326,504235302,2,2
33211039,3326,504235303,3,3
33211040,3326,504235304,4,10
33211041,3326,504235305,11,20
33211042,3326,504235306,21,40
33211043,3326,504235307,41,100
33212001,3327,-1,1,1
33212002,3327,-1,2,2
33212003,3327,-1,3,3
33212004,3327,-1,4,10
33212005,3327,-1,11,50
33212006,3327,-1,51,100
33212007,3327,-1,101,200
33280001,3328,506035201,1,1
33280002,3328,506035202,2,2
33280003,3328,506035203,3,3
33280004,3328,506035204,4,10
33280011,3328,506035205,11,20
33280021,3328,506035206,21,40
33280041,3328,506035207,41,100
33280101,3328,506035207,101,2000
33300001,3330,506035211,1,1
33300002,3330,506035212,2,2
33300003,3330,506035213,3,3
33300004,3330,506035214,4,10
33300011,3330,506035215,11,20
33300021,3330,506035216,21,40
33300041,3330,506035217,41,100
33300101,3330,506035217,101,2000
33320001,3332,506035221,1,1
33320002,3332,506035222,2,2
33320003,3332,506035223,3,3
33320004,3332,506035224,4,10
33320011,3332,506035225,11,20
33320021,3332,506035226,21,40
33320041,3332,506035227,41,100
33330001,3333,506035231,1,1
33330002,3333,506035232,2,2
33330003,3333,506035233,3,3
33330004,3333,506035234,4,10
33330011,3333,506035235,11,20
33330021,3333,506035236,21,40
33330041,3333,506035237,41,100
33340001,3334,37906,1,1
33340002,3334,37907,2,2
33340003,3334,37908,3,3
33340004,3334,37909,4,10
33340011,3334,37910,11,20
33340021,3334,37911,21,50
33340051,3334,37912,51,100
33340101,3334,37913,101,500
33340501,3334,37914,501,999
33290001,3329,37915,1,1
33290002,3329,37916,2,2
33290003,3329,37917,3,3
33290004,3329,37918,4,10
33290011,3329,37919,11,20
33290021,3329,37920,21,50
33290051,3329,37921,51,100
33290101,3329,37922,101,500
33290501,3329,37923,501,999
33350001,3335,33060,1,1
33350002,3335,33061,2,2
33350003,3335,33062,3,3
33350004,3335,33063,4,5
33350006,3335,33064,6,10
33350011,3335,33065,11,20
33350021,3335,33066,21,50
33350051,3335,33067,51,100
33350101,3335,33068,101,200
33350201,3335,33069,201,400
33350401,3335,33070,401,800
33350801,3335,33071,801,1000
33351001,3335,33072,1001,2000
33360001,3336,33073,1,1
33360002,3336,33074,2,2
33360003,3336,33075,3,3
33360004,3336,33076,4,5
33360006,3336,33077,6,10
33360011,3336,33078,11,20
33360021,3336,33079,21,50
33360051,3336,33080,51,100
33360101,3336,33081,101,200
33360201,3336,33082,201,400
33360401,3336,33083,401,800
33360801,3336,33084,801,1000
33361001,3336,33085,1001,2000
33370001,3337,33086,1,1
33370002,3337,33087,2,2
33370003,3337,33088,3,3
33370004,3337,33089,4,5
33370006,3337,33090,6,10
33370011,3337,33091,11,20
33370021,3337,33092,21,50
33370051,3337,33093,51,100
33370101,3337,33094,101,200
33370201,3337,33095,201,400
33370401,3337,33096,401,800
33370801,3337,33097,801,1000
33371001,3337,33098,1001,2000
33380001,3338,33099,1,1
33380002,3338,33100,2,2
33380003,3338,33101,3,3
33380004,3338,33102,4,5
33380006,3338,33103,6,10
33380011,3338,33104,11,20
33380021,3338,33105,21,50
33380051,3338,33106,51,100
33380101,3338,33107,101,200
33380201,3338,33108,201,400
33380401,3338,33109,401,800
33380801,3338,33110,801,1000
33381001,3338,33111,1001,2000
33390001,3339,33112,1,1
33390002,3339,33113,2,2
33390003,3339,33114,3,3
33390004,3339,33115,4,5
33390006,3339,33116,6,10
33390011,3339,33117,11,20
33390021,3339,33118,21,50
33390051,3339,33119,51,100
33390101,3339,33120,101,200
33390201,3339,33121,201,400
33390401,3339,33122,401,800
33390801,3339,33123,801,1000
33391001,3339,33124,1001,2000
33400001,3340,37955,1,1
33400002,3340,37956,2,2
33400003,3340,37957,3,3
33400004,3340,37958,4,5
33400006,3340,37959,6,10
33400011,3340,37960,11,20
33400021,3340,37961,21,50
33400051,3340,37962,51,300
33410001,3341,37963,1,1
33410002,3341,37964,2,2
33410003,3341,37965,3,3
33410004,3341,37966,4,5
33410006,3341,37967,6,10
33410011,3341,37968,11,20
33410021,3341,37969,21,50
33410051,3341,37970,51,100
33410101,3341,37971,101,400
33420001,3342,37972,1,1
33420002,3342,37973,2,2
33420003,3342,37974,3,3
33420004,3342,37975,4,5
33420006,3342,37976,6,10
33420011,3342,37977,11,20
33420021,3342,37978,21,50
33420051,3342,37979,51,100
33420101,3342,37980,101,600
33430001,3343,37981,1,1
33430002,3343,37982,2,2
33430003,3343,37983,3,3
33430004,3343,37984,4,5
33430006,3343,37985,6,10
33430011,3343,37986,11,20
33430021,3343,37987,21,50
33430051,3343,37988,51,200
33430201,3343,37989,201,800
33440001,3344,37990,1,1
33440002,3344,37991,2,2
33440003,3344,37992,3,3
33440004,3344,37993,4,5
33440006,3344,37994,6,10
33440011,3344,37995,11,20
33440021,3344,37996,21,50
33440051,3344,37997,51,200
33440201,3344,37998,201,2000
33450001,3345,506036201,1,1
33450002,3345,506036202,2,2
33450003,3345,506036203,3,3
33450004,3345,506036204,4,10
33450011,3345,506036205,11,20
33450021,3345,506036206,21,40
33450041,3345,506036207,41,100
33450101,3345,506036207,101,2000
33460001,3346,506036211,1,1
33460002,3346,506036212,2,2
33460003,3346,506036213,3,3
33460004,3346,506036214,4,10
33460011,3346,506036215,11,30
33460031,3346,506036216,31,300
33460301,3346,506036217,301,2000
33470001,3347,506036221,1,1
33470002,3347,506036222,2,2
33470003,3347,506036223,3,3
33470004,3347,506036224,4,10
33470011,3347,506036225,11,20
33470021,3347,506036226,21,40
33470041,3347,506036227,41,100
33480001,3348,506036231,1,1
33480002,3348,506036232,2,2
33480003,3348,506036233,3,3
33480004,3348,506036234,4,10
33480011,3348,506036235,11,20
33480021,3348,506036236,21,40
33480041,3348,506036237,41,100
33490001,3349,506037201,1,1
33490002,3349,506037202,2,2
33490003,3349,506037203,3,3
33490004,3349,506037204,4,10
33490011,3349,506037205,11,20
33490021,3349,506037206,21,40
33490041,3349,506037207,41,100
33490101,3349,506037207,101,2000
33500001,3350,506037211,1,1
33500002,3350,506037212,2,2
33500003,3350,506037213,3,3
33500004,3350,506037214,4,10
33500011,3350,506037215,11,30
33500031,3350,506037216,31,300
33500301,3350,506037217,301,2000
33510001,3351,506037221,1,1
33510002,3351,506037222,2,2
33510003,3351,506037223,3,3
33510004,3351,506037224,4,10
33510011,3351,506037225,11,20
33510021,3351,506037226,21,40
33510041,3351,506037227,41,100
33520001,3352,506037231,1,1
33520002,3352,506037232,2,2
33520003,3352,506037233,3,3
33520004,3352,506037234,4,10
33520011,3352,506037235,11,20
33520021,3352,506037236,21,40
33520041,3352,506037237,41,100
33530001,3353,37915,1,1
33530002,3353,37916,2,2
33530003,3353,37917,3,3
33530004,3353,37918,4,10
33530005,3353,37919,11,20
33530006,3353,37920,21,50
33530007,3353,37921,51,100
33530008,3353,37922,101,500
33530009,3353,37923,501,999
33540001,3354,52501,1,1
33540002,3354,52502,2,2
33540003,3354,52503,3,3
33540004,3354,52504,4,10
33540005,3354,52505,11,20
33540006,3354,52506,21,50
33540007,3354,52507,51,100
33540008,3354,52508,101,500
33540009,3354,52509,501,999
33550001,3355,38414,1,1
33550002,3355,38415,2,2
33550003,3355,38416,3,3
33550004,3355,38417,4,10
33550005,3355,38418,11,20
33550006,3355,38419,21,50
33550007,3355,38420,51,100
33550008,3355,38421,101,500
33550009,3355,38422,501,999
33560001,3356,38041,1,1
33560002,3356,38042,2,2
33560003,3356,38043,3,3
33560004,3356,38044,4,10
33560011,3356,38045,11,20
33560021,3356,38046,21,50
33560051,3356,38047,51,100
33560101,3356,38048,101,500
33560501,3356,38049,501,999
33570001,3357,504071001,1,1
33570002,3357,504071002,2,2
33570003,3357,504071003,3,3
33570004,3357,504071004,4,10
33570011,3357,504071005,11,20
33570021,3357,504071006,21,40
33570041,3357,504071007,41,100
33580001,3358,412190901,1,1
33580002,3358,412190902,2,2
33580003,3358,412190903,3,3
33580004,3358,412190904,4,5
33580006,3358,412190905,6,10
33590001,3359,506038301,1,1
33590002,3359,506038302,2,2
33590003,3359,506038303,3,3
33590004,3359,506038304,4,10
33590011,3359,506038305,11,30
33590031,3359,506038306,31,300
33590301,3359,506038307,301,2000
33600001,3360,38210,1,1
33600002,3360,38211,2,3
33600004,3360,38212,4,120
33610001,3361,38213,1,1
33610002,3361,38214,2,3
33610004,3361,38215,4,120
33620001,3362,38216,1,1
33620002,3362,38217,2,3
33620004,3362,38218,4,120
33630001,3363,38219,1,1
33630002,3363,38220,2,3
33630004,3363,38221,4,120
33640001,3364,38222,1,1
33640002,3364,38223,2,3
33640004,3364,38224,4,120
33650001,3365,38225,1,1
33650002,3365,38226,2,3
33650004,3365,38227,4,120
33660001,3366,38228,1,1
33660002,3366,38229,2,3
33660004,3366,38230,4,120
33670001,3367,38231,1,1
33670002,3367,38232,2,3
33670004,3367,38233,4,120
33680001,3368,508212301,1,1
33680002,3368,508212302,2,2
33680003,3368,508212303,3,3
33680004,3368,508212304,4,10
33680011,3368,508212305,11,20
33680021,3368,508212306,21,40
33680041,3368,508212307,41,100
33680101,3368,508212308,101,300
33690001,3369,412190901,1,1
33690002,3369,412190902,2,2
33690003,3369,412190903,3,3
33690004,3369,412190904,4,5
33690006,3369,412190905,6,10
33700001,3370,508223002,1,1
33700002,3370,508223003,2,2
33700003,3370,508223004,3,3
33700004,3370,508223005,4,4
33700005,3370,508223006,5,5
33700006,3370,508223007,6,6
33700007,3370,508223008,7,7
33700008,3370,508223009,8,8
33700009,3370,508223010,9,9
33700010,3370,508223011,10,10
33700011,3370,508223012,11,20
33700021,3370,508223013,21,40
33700041,3370,508223014,41,100
33700101,3370,508223015,101,500
33700501,3370,508223016,501,2000
33710001,3371,508223023,1,1
33710002,3371,508223024,2,2
33710003,3371,508223025,3,3
33710004,3371,508223026,4,4
33710005,3371,508223027,5,5
33710006,3371,508223028,6,6
33710007,3371,508223029,7,7
33710008,3371,508223030,8,8
33710009,3371,508223031,9,9
33710010,3371,508223032,10,10
33710011,3371,508223033,11,20
33710021,3371,508223034,21,40
33710041,3371,508223035,41,100
33710101,3371,508223036,101,500
33710501,3371,508223037,501,2000
33720001,3372,508224009,1,1
33720002,3372,508224010,2,2
33720003,3372,508224011,3,3
33720004,3372,508224012,4,4
33720005,3372,508224013,5,5
33720006,3372,508224014,6,6
33720007,3372,508224015,7,7
33720008,3372,508224016,8,8
33720009,3372,508224017,9,9
33720010,3372,508224018,10,10
33720011,3372,508224019,11,20
33720021,3372,508224020,21,40
33720041,3372,508224021,41,100
33720101,3372,508224022,101,500
33720501,3372,508224023,501,2000
33730001,3373,25227,1,1
33730002,3373,25228,2,2
33730003,3373,25229,3,3
33730004,3373,25230,4,5
33730006,3373,25231,6,10
33730011,3373,25232,11,20
33730021,3373,25233,21,50
33730051,3373,25234,51,100
33730101,3373,25235,101,200
33730201,3373,25236,201,400
33730401,3373,25237,401,800
33730801,3373,25238,801,1500
33740001,3374,25327,1,1
33740002,3374,25328,2,2
33740003,3374,25329,3,3
33740004,3374,25330,4,5
33740006,3374,25331,6,10
33740011,3374,25332,11,20
33740021,3374,25333,21,50
33740051,3374,25334,51,100
33740101,3374,25335,101,200
33740201,3374,25336,201,400
33740401,3374,25337,401,800
33740801,3374,25338,801,1500
33750001,3375,38280,1,1
33750002,3375,38281,2,2
33750003,3375,38282,3,3
33750004,3375,38283,4,5
33750006,3375,38284,6,10
33750011,3375,38285,11,20
33750021,3375,38286,21,50
33750051,3375,38287,51,100
33750101,3375,38288,101,200
33750201,3375,38289,201,400
33750401,3375,38290,401,800
33750801,3375,38291,801,1000
33751001,3375,38292,1001,2000
33760001,3376,38293,1,1
33760002,3376,38294,2,2
33760003,3376,38295,3,3
33760004,3376,38296,4,5
33760006,3376,38297,6,10
33760011,3376,38298,11,20
33760021,3376,38299,21,50
33760051,3376,38300,51,100
33760101,3376,38301,101,200
33760201,3376,38302,201,400
33760401,3376,38303,401,800
33760801,3376,38304,801,1000
33761001,3376,38305,1001,2000
33770001,3377,38306,1,1
33770002,3377,38307,2,2
33770003,3377,38308,3,3
33770004,3377,38309,4,5
33770006,3377,38310,6,10
33770011,3377,38311,11,20
33770021,3377,38312,21,50
33770051,3377,38313,51,100
33770101,3377,38314,101,200
33770201,3377,38315,201,400
33770401,3377,38316,401,800
33770801,3377,38317,801,1000
33771001,3377,38318,1001,2000
33780001,3378,38319,1,1
33780002,3378,38320,2,2
33780003,3378,38321,3,3
33780004,3378,38322,4,5
33780006,3378,38323,6,10
33780011,3378,38324,11,20
33780021,3378,38325,21,50
33780051,3378,38326,51,100
33780101,3378,38327,101,200
33780201,3378,38328,201,400
33780401,3378,38329,401,800
33780801,3378,38330,801,1000
33781001,3378,38331,1001,2000
33790001,3379,38332,1,1
33790002,3379,38333,2,2
33790003,3379,38334,3,3
33790004,3379,38335,4,5
33790006,3379,38336,6,10
33790011,3379,38337,11,20
33790021,3379,38338,21,50
33790051,3379,38339,51,100
33790101,3379,38340,101,200
33790201,3379,38341,201,400
33790401,3379,38342,401,800
33790801,3379,38343,801,1000
33791001,3379,38344,1001,2000
33800001,3380,38345,1,1
33800002,3380,38346,2,2
33800003,3380,38347,3,3
33800004,3380,38348,4,5
33800006,3380,38349,6,10
33800011,3380,38350,11,20
33800021,3380,38351,21,50
33800051,3380,38352,51,300
33810001,3381,38353,1,1
33810002,3381,38354,2,2
33810003,3381,38355,3,3
33810004,3381,38356,4,5
33810006,3381,38357,6,10
33810011,3381,38358,11,20
33810021,3381,38359,21,50
33810051,3381,38360,51,100
33810101,3381,38361,101,400
33820001,3382,38362,1,1
33820002,3382,38363,2,2
33820003,3382,38364,3,3
33820004,3382,38365,4,5
33820006,3382,38366,6,10
33820011,3382,38367,11,20
33820021,3382,38368,21,50
33820051,3382,38369,51,100
33820101,3382,38370,101,600
33830001,3383,38371,1,1
33830002,3383,38372,2,2
33830003,3383,38373,3,3
33830004,3383,38374,4,5
33830006,3383,38375,6,10
33830011,3383,38376,11,20
33830021,3383,38377,21,50
33830051,3383,38378,51,200
33830201,3383,38379,201,800
33840001,3384,38380,1,1
33840002,3384,38381,2,2
33840003,3384,38382,3,3
33840004,3384,38383,4,5
33840006,3384,38384,6,10
33840011,3384,38385,11,20
33840021,3384,38386,21,50
33840051,3384,38387,51,200
33840201,3384,38388,201,2000
33850001,3385,38476,1,1
33850002,3385,38477,2,2
33850003,3385,38478,3,3
33850004,3385,38479,4,10
33850011,3385,38480,11,20
33850021,3385,38481,21,50
33850051,3385,38482,51,100
33850101,3385,38483,101,500
33850501,3385,38484,501,2000
33860001,3386,38485,1,1
33860002,3386,38486,2,2
33860003,3386,38487,3,3
33860004,3386,38488,4,10
33860011,3386,38489,11,20
33860021,3386,38490,21,50
33860051,3386,38491,51,100
33860101,3386,38492,101,500
33860501,3386,38493,501,2000
33870001,3387,38494,1,1
33870002,3387,38495,2,2
33870003,3387,38496,3,3
33870004,3387,38497,4,10
33870011,3387,38498,11,20
33870021,3387,38499,21,50
33870051,3387,38500,51,100
33870101,3387,38501,101,500
33870501,3387,38502,501,2000
33880001,3388,38503,1,1
33880002,3388,38504,2,2
33880003,3388,38505,3,3
33880004,3388,38506,4,10
33880011,3388,38507,11,20
33880021,3388,38508,21,50
33880051,3388,38509,51,100
33880101,3388,38510,101,500
33880501,3388,38511,501,2000
33890001,3389,38512,1,1
33890002,3389,38513,2,2
33890003,3389,38514,3,3
33890004,3389,38515,4,10
33890011,3389,38516,11,20
33890021,3389,38517,21,50
33890051,3389,38518,51,100
33890101,3389,38519,101,500
33890501,3389,38520,501,2000
33900001,3390,38521,1,1
33900002,3390,38522,2,2
33900003,3390,38523,3,3
33900004,3390,38524,4,10
33900011,3390,38525,11,20
33900021,3390,38526,21,50
33900051,3390,38527,51,100
33900101,3390,38528,101,500
33900501,3390,38529,501,2000
33910001,3391,38530,1,1
33910002,3391,38531,2,2
33910003,3391,38532,3,3
33910004,3391,38533,4,10
33910011,3391,38534,11,20
33910021,3391,38535,21,50
33910051,3391,38536,51,100
33910101,3391,38537,101,500
33910501,3391,38538,501,2000
33920001,3392,38539,1,1
33920002,3392,38540,2,2
33920003,3392,38541,3,3
33920004,3392,38542,4,10
33920011,3392,38543,11,20
33920021,3392,38544,21,50
33920051,3392,38545,51,100
33920101,3392,38546,101,500
33920501,3392,38547,501,2000
33930001,3393,38548,1,1
33930002,3393,38549,2,2
33930003,3393,38550,3,3
33930004,3393,38551,4,10
33930011,3393,38552,11,20
33930021,3393,38553,21,50
33930051,3393,38554,51,100
33930101,3393,38555,101,500
33930501,3393,38556,501,2000
33940001,3394,38557,1,1
33940002,3394,38558,2,2
33940003,3394,38559,3,3
33940004,3394,38560,4,10
33940011,3394,38561,11,20
33940021,3394,38562,21,50
33940051,3394,38563,51,100
33940101,3394,38564,101,500
33940501,3394,38565,501,2000
33950001,3395,38566,1,1
33950002,3395,38567,2,2
33950003,3395,38568,3,3
33950004,3395,38569,4,10
33950011,3395,38570,11,20
33950021,3395,38571,21,50
33950051,3395,38572,51,100
33950101,3395,38573,101,500
33950501,3395,38574,501,2000
33960001,3396,38575,1,1
33960002,3396,38576,2,2
33960003,3396,38577,3,3
33960004,3396,38578,4,10
33960011,3396,38579,11,20
33960021,3396,38580,21,50
33960051,3396,38581,51,100
33960101,3396,38582,101,500
33960501,3396,38583,501,2000
33970001,3397,38584,1,1
33970002,3397,38585,2,2
33970003,3397,38586,3,3
33970004,3397,38587,4,10
33970011,3397,38588,11,20
33970021,3397,38589,21,50
33970051,3397,38590,51,100
33970101,3397,38591,101,500
33970501,3397,38592,501,2000
33980001,3398,38593,1,1
33980002,3398,38594,2,2
33980003,3398,38595,3,3
33980004,3398,38596,4,10
33980011,3398,38597,11,20
33980021,3398,38598,21,50
33980051,3398,38599,51,100
33980101,3398,38600,101,500
33980501,3398,38601,501,2000
33990001,3399,38602,1,1
33990002,3399,38603,2,2
33990003,3399,38604,3,3
33990004,3399,38605,4,10
33990011,3399,38606,11,20
33990021,3399,38607,21,50
33990051,3399,38608,51,100
33990101,3399,38609,101,500
33990501,3399,38610,501,2000
34000001,3400,38611,1,1
34000002,3400,38612,2,2
34000003,3400,38613,3,3
34000004,3400,38614,4,10
34000011,3400,38615,11,20
34000021,3400,38616,21,50
34000051,3400,38617,51,100
34000101,3400,38618,101,500
34000501,3400,38619,501,2000
34010001,3401,52510,1,1
34010002,3401,52511,2,2
34010003,3401,52512,3,3
34010004,3401,52513,4,10
34010005,3401,52514,11,20
34010006,3401,52515,21,50
34010007,3401,52516,51,100
34010008,3401,52517,101,500
34010009,3401,52518,501,999
34020001,3402,38705,1,1
