Assembly,FullTypeName,TypeName,UsedBySuccessfulExport,GenerateMetaSignatures,GetMetaEnumeratorDeclaringType,StaticStringMembers
GameProj,HeroDetailMeta,HeroDetailMeta,false,"HeroDetailMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroDetailMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroDetailMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroExclusiveMeta,HeroExclusiveMeta,true,"HeroExclusiveMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroExclusiveMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroExclusiveMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroHonorBonusMeta,HeroHonorBonusMeta,true,"HeroHonorBonusMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroHonorBonusMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroHonorBonusMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroHonorMeta,HeroHonorMeta,true,"HeroHonorMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroHonorMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroHonorMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroLevelMeta,HeroLevelMeta,true,"HeroLevelMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroLevelMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroLevelMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroLinkMeta,HeroLinkMeta,true,"HeroLinkMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroLinkMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroLinkMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroRecommendMeta,HeroRecommendMeta,true,"HeroRecommendMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroRecommendMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroRecommendMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroSkinMeta,HeroSkinMeta,true,"HeroSkinMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroSkinMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroSkinMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroStarMeta,HeroStarMeta,true,"HeroStarMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroStarMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroStarMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroTalentGroupMeta,HeroTalentGroupMeta,true,"HeroTalentGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroTalentGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroTalentGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroTalentMeta,HeroTalentMeta,true,"HeroTalentMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroTalentMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroTalentMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroTalentNewMeta,HeroTalentNewMeta,true,"HeroTalentNewMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroTalentNewMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroTalentNewMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroTalentSwapMeta,HeroTalentSwapMeta,true,"HeroTalentSwapMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroTalentSwapMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroTalentSwapMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroTeamMeta,HeroTeamMeta,true,"HeroTeamMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroTeamMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroTeamMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroTeamPosMeta,HeroTeamPosMeta,true,"HeroTeamPosMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroTeamPosMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroTeamPosMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,HeroVoiceMeta,HeroVoiceMeta,true,"HeroVoiceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[HeroVoiceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[HeroVoiceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
FMCommon,IMeta,IMeta,false,,,
GameProj,InfiniteGiftGroupMeta,InfiniteGiftGroupMeta,true,"InfiniteGiftGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[InfiniteGiftGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[InfiniteGiftGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,InfiniteGiftTypeMeta,InfiniteGiftTypeMeta,true,"InfiniteGiftTypeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[InfiniteGiftTypeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[InfiniteGiftTypeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,InfiniteMonsterAttrMeta,InfiniteMonsterAttrMeta,true,"InfiniteMonsterAttrMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[InfiniteMonsterAttrMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[InfiniteMonsterAttrMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,InfiniteMonsterBuffMeta,InfiniteMonsterBuffMeta,true,"InfiniteMonsterBuffMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[InfiniteMonsterBuffMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[InfiniteMonsterBuffMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,InfiniteMonsterBuildingattrMeta,InfiniteMonsterBuildingattrMeta,true,"InfiniteMonsterBuildingattrMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[InfiniteMonsterBuildingattrMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[InfiniteMonsterBuildingattrMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,InfiniteMonsterGroupMeta,InfiniteMonsterGroupMeta,true,"InfiniteMonsterGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[InfiniteMonsterGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[InfiniteMonsterGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,InfiniteMonsterMeta,InfiniteMonsterMeta,true,"InfiniteMonsterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[InfiniteMonsterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[InfiniteMonsterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,InfoMeta,InfoMeta,true,"InfoMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[InfoMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[InfoMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,JumpMeta,JumpMeta,true,"JumpMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[JumpMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[JumpMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,KeyServerMsgMeta,KeyServerMsgMeta,true,"KeyServerMsgMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","StringKeyMetaBase`2[[KeyServerMsgMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[KeyServerMsgMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,KingdomElementsMeta,KingdomElementsMeta,true,"KingdomElementsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[KingdomElementsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[KingdomElementsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,KingdomKingskillMeta,KingdomKingskillMeta,true,"KingdomKingskillMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[KingdomKingskillMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[KingdomKingskillMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,KingdomwarKingrewardMeta,KingdomwarKingrewardMeta,true,"KingdomwarKingrewardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[KingdomwarKingrewardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[KingdomwarKingrewardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,KingdomwarKingtitleMeta,KingdomwarKingtitleMeta,true,"KingdomwarKingtitleMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[KingdomwarKingtitleMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[KingdomwarKingtitleMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,LanguageSettingMeta,LanguageSettingMeta,true,"LanguageSettingMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[LanguageSettingMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[LanguageSettingMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,LevelUpExpMeta,LevelUpExpMeta,true,"LevelUpExpMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[LevelUpExpMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[LevelUpExpMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,LordEquipMasterMeta,LordEquipMasterMeta,true,"LordEquipMasterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[LordEquipMasterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[LordEquipMasterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,LordEquipmentMeta,LordEquipmentMeta,true,"LordEquipmentMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[LordEquipmentMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[LordEquipmentMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapAdventureAreaMeta,MapAdventureAreaMeta,true,"MapAdventureAreaMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapAdventureAreaMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapAdventureAreaMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapAreaMeta,MapAreaMeta,true,"MapAreaMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapAreaMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapAreaMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapBossMeta,MapBossMeta,true,"MapBossMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapBossMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapBossMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapBuildingMeta,MapBuildingMeta,false,"MapBuildingMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapBuildingMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapBuildingMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapChallengeMeta,MapChallengeMeta,true,"MapChallengeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapChallengeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapChallengeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapChallengeStageMeta,MapChallengeStageMeta,true,"MapChallengeStageMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapChallengeStageMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapChallengeStageMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapEventMeta,MapEventMeta,true,"MapEventMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapEventMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapEventMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",PLAY_ACTION_PRINCESS=princess | PLAY_ACTION_DRAGON_PRINCESS=princess_dragon
GameProj,MapEventMeta+EventTalkBubbleMeta,EventTalkBubbleMeta,false,,,
GameProj,MapFinishMeta,MapFinishMeta,true,"MapFinishMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapFinishMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapFinishMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapInstanceEventMeta,MapInstanceEventMeta,true,"MapInstanceEventMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapInstanceEventMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapInstanceEventMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapInstanceMeta,MapInstanceMeta,true,"MapInstanceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapInstanceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapInstanceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapMarchMeta,MapMarchMeta,true,"MapMarchMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapMarchMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapMarchMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapMarchRallyMeta,MapMarchRallyMeta,true,"MapMarchRallyMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapMarchRallyMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapMarchRallyMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapMeta,MapMeta,true,"MapMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapMonsterGroupMeta,MapMonsterGroupMeta,true,"MapMonsterGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapMonsterGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapMonsterGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapMonsterMeta,MapMonsterMeta,true,"MapMonsterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapMonsterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapMonsterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapMonsterRefreshMeta,MapMonsterRefreshMeta,true,"MapMonsterRefreshMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapMonsterRefreshMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapMonsterRefreshMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapRallyRefreshMeta,MapRallyRefreshMeta,true,"MapRallyRefreshMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapRallyRefreshMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapRallyRefreshMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapResourceMeta,MapResourceMeta,true,"MapResourceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapResourceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapResourceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapResourceTypeMeta,MapResourceTypeMeta,true,"MapResourceTypeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapResourceTypeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapResourceTypeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapSlgUnderpalaceMeta,MapSlgUnderpalaceMeta,true,"MapSlgUnderpalaceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapSlgUnderpalaceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapSlgUnderpalaceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapStageBirthMeta,MapStageBirthMeta,true,"MapStageBirthMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapStageBirthMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapStageBirthMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapStageMeta,MapStageMeta,true,"MapStageMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapStageMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapStageMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapStageWaveMeta,MapStageWaveMeta,true,"MapStageWaveMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapStageWaveMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapStageWaveMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapWorldMeta,MapWorldMeta,true,"MapWorldMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapWorldMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapWorldMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MapZoomMeta,MapZoomMeta,true,"MapZoomMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MapZoomMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MapZoomMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MarkMeta,MarkMeta,true,"MarkMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MarkMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MarkMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MedalTaskMeta,MedalTaskMeta,true,"MedalTaskMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MedalTaskMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MedalTaskMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ModPermissionsMeta,ModPermissionsMeta,true,"ModPermissionsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ModPermissionsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ModPermissionsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MonsterAttrMeta,MonsterAttrMeta,true,"MonsterAttrMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MonsterAttrMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MonsterAttrMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MonsterDayattrAdjustMeta,MonsterDayattrAdjustMeta,true,"MonsterDayattrAdjustMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MonsterDayattrAdjustMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MonsterDayattrAdjustMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MonsterGroupMeta,MonsterGroupMeta,true,"MonsterGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MonsterGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MonsterGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MonsterHeroDayattrAdjustMeta,MonsterHeroDayattrAdjustMeta,true,"MonsterHeroDayattrAdjustMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MonsterHeroDayattrAdjustMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MonsterHeroDayattrAdjustMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MonsterHeroMeta,MonsterHeroMeta,true,"MonsterHeroMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MonsterHeroMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MonsterHeroMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MonsterMeta,MonsterMeta,true,"MonsterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MonsterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MonsterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MonsterMeta+FightBubbleMeta,FightBubbleMeta,false,,,
GameProj,MonsterTowerBossMeta,MonsterTowerBossMeta,true,"MonsterTowerBossMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MonsterTowerBossMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MonsterTowerBossMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,MonsterTowerMeta,MonsterTowerMeta,true,"MonsterTowerMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[MonsterTowerMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[MonsterTowerMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,NewGuideMeta,NewGuideMeta,false,"NewGuideMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[NewGuideMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[NewGuideMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
