id,taskConditionVo,type,achievement_point,icon,inherit_type,jumpParams,offsetPos,pre_task,reward,scene,season,show_progress,task_condition,task_condition_num,task_discription,task_group,task_guide,task_guide_mun,task_type,taskConditionType,week
206041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,2,1,85,3|2,task_season_dec_85,170,12,[59],1,RelicTreasure,6
206042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,206041,-1,0,2,1,85,8|2,task_season_dec_85,170,12,[59],1,RelicTreasure,6
206043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,206042,-1,0,2,1,85,15|2,task_season_dec_85,170,12,[59],1,RelicTreasure,6
206051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,2,1,42,10,task_season_dec_42,171,1,[116],1,42,6
206052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,206051,-1,0,2,1,42,20,task_season_dec_42,171,1,[116],1,42,6
206053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,206052,-1,0,2,1,42,40,task_season_dec_42,171,1,[116],1,42,6
206061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,2,1,46,"51,52,53|3",task_season_dec_46,172,3,[15111|25111|25121],1,46,6
206062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,206061,-1,1,2,1,46,"51,52,53|8",task_season_dec_46,172,3,[15111|25111|25121],1,46,6
206063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,206062,-1,1,2,1,46,"51,52,53|15",task_season_dec_46,172,3,[15111|25111|25121],1,46,6
206071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,2,1,62,200,task_desc_62_0,173,1,[125],1,62,6
206072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,206071,-1,0,2,1,62,500,task_desc_62_0,173,1,[125],1,62,6
206073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,206072,-1,0,2,1,62,1000,task_desc_62_0,173,1,[125],1,62,6
206081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,2,1,32,3,task_season_dec_32,174,1,[136],1,32,6
206091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,2,1,50,5,task_dec_xuanshang,175,12,[116],1,50,6
206092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,206091,-1,0,2,1,50,15,task_dec_xuanshang,175,12,[116],1,50,6
206093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,206092,-1,0,2,1,50,25,task_dec_xuanshang,175,12,[116],1,50,6
206101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,2,1,204,3,task_season_dec_204,176,12,[116],1,204,6
206102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,206101,-1,0,2,1,204,5,task_season_dec_204,176,12,[116],1,204,6
206103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,206102,-1,0,2,1,204,10,task_season_dec_204,176,12,[116],1,204,6
206111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,2,1,53,284|500,task_season_dec_53,177,12,[63],1,53,6
206112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,206111,-1,0,2,1,53,284|1000,task_season_dec_53,177,12,[63],1,53,6
206113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,206112,-1,0,2,1,53,284|1500,task_season_dec_53,177,12,[63],1,53,6
207011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,2,1,84,3,task_season_dec_84,178,1,[151],1,84,7
207012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,207011,-1,0,2,1,84,8,task_season_dec_84,178,1,[151],1,84,7
207013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,207012,-1,0,2,1,84,15,task_season_dec_84,178,1,[151],1,84,7
207021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|3",task_season_dec_401,179,13,[109],1,RallyMonster,7
207022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,207021,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|5",task_season_dec_401,179,13,[109],1,RallyMonster,7
207023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,207022,-1,0,2,1,401,"209001,209002,209003,209004,209005,209006,209007,209008,209009|10",task_season_dec_401,179,13,[109],1,RallyMonster,7
207031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,2,1,60,300,task_season_dec_60,180,8,[101],1,60,7
207032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,207031,-1,2,2,1,60,1200,task_season_dec_60,180,8,[101],1,60,7
207033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,207032,-1,2,2,1,60,2100,task_season_dec_60,180,8,[101],1,60,7
207041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,2,1,85,3|2,task_season_dec_85,181,12,[59],1,RelicTreasure,7
207042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,207041,-1,0,2,1,85,8|2,task_season_dec_85,181,12,[59],1,RelicTreasure,7
207043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,207042,-1,0,2,1,85,15|2,task_season_dec_85,181,12,[59],1,RelicTreasure,7
207051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,2,1,42,10,task_season_dec_42,182,1,[116],1,42,7
207052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,207051,-1,0,2,1,42,20,task_season_dec_42,182,1,[116],1,42,7
207053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,207052,-1,0,2,1,42,40,task_season_dec_42,182,1,[116],1,42,7
207061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,2,1,46,"51,52,53|3",task_season_dec_46,183,3,[15111|25111|25121],1,46,7
207062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,207061,-1,1,2,1,46,"51,52,53|8",task_season_dec_46,183,3,[15111|25111|25121],1,46,7
207063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,207062,-1,1,2,1,46,"51,52,53|15",task_season_dec_46,183,3,[15111|25111|25121],1,46,7
207071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,2,1,62,200,task_desc_62_0,184,1,[125],1,62,7
207072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,207071,-1,0,2,1,62,500,task_desc_62_0,184,1,[125],1,62,7
207073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,207072,-1,0,2,1,62,1000,task_desc_62_0,184,1,[125],1,62,7
207081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,2,1,32,3,task_season_dec_32,185,1,[136],1,32,7
207091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,2,1,50,5,task_dec_xuanshang,186,12,[116],1,50,7
207092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,207091,-1,0,2,1,50,15,task_dec_xuanshang,186,12,[116],1,50,7
207093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,207092,-1,0,2,1,50,25,task_dec_xuanshang,186,12,[116],1,50,7
207101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,2,1,204,3,task_season_dec_204,187,12,[116],1,204,7
207102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,207101,-1,0,2,1,204,5,task_season_dec_204,187,12,[116],1,204,7
207103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,207102,-1,0,2,1,204,10,task_season_dec_204,187,12,[116],1,204,7
207111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,2,1,53,284|500,task_season_dec_53,188,12,[63],1,53,7
207112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,207111,-1,0,2,1,53,284|1000,task_season_dec_53,188,12,[63],1,53,7
207113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,207112,-1,0,2,1,53,284|1500,task_season_dec_53,188,12,[63],1,53,7
20801,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[],,-1,-1,-1,2,1,211,3,task_season_dec_211,1008,-1,,2,211,-1
20802,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[],,20801,-1,-1,2,1,211,5,task_season_dec_211,1008,-1,,2,211,-1
20803,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[],,20802,-1,-1,2,1,211,10,task_season_dec_211,1008,-1,,2,211,-1
20804,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[],,20803,-1,-1,2,1,211,20,task_season_dec_211,1008,-1,,2,211,-1
20805,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[],,20804,-1,-1,2,1,211,30,task_season_dec_211,1008,-1,,2,211,-1
20806,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[],,20805,-1,-1,2,1,211,45,task_season_dec_211,1008,-1,,2,211,-1
20807,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[],,20806,-1,-1,2,1,211,60,task_season_dec_211,1008,-1,,2,211,-1
20901,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,-1,-1,-1,2,1,205,3,task_season_dec_20900,1009,20,[2554],2,205,-1
20902,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,20901,-1,-1,2,1,205,6,task_season_dec_20900,1009,20,[2554],2,205,-1
20903,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,20902,-1,-1,2,1,205,9,task_season_dec_20900,1009,20,[2554],2,205,-1
20904,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,20903,-1,-1,2,1,205,12,task_season_dec_20900,1009,20,[2554],2,205,-1
20905,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,20904,-1,-1,2,1,205,15,task_season_dec_20900,1009,20,[2554],2,205,-1
20906,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,20905,-1,-1,2,1,205,20,task_season_dec_20900,1009,20,[2554],2,205,-1
20907,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,20906,-1,-1,2,1,205,25,task_season_dec_20900,1009,20,[2554],2,205,-1
20908,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,20907,-1,-1,2,1,205,30,task_season_dec_20900,1009,20,[2554],2,205,-1
20909,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,20908,-1,-1,2,1,205,40,task_season_dec_20900,1009,20,[2554],2,205,-1
20910,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[2554],,20909,-1,-1,2,1,205,50,task_season_dec_20900,1009,20,[2554],2,205,-1
21001,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[1707],,-1,-1,-1,2,1,206,3,task_season_dec_21000,1010,20,[1707],2,206,-1
21002,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[1707],,21001,-1,-1,2,1,206,5,task_season_dec_21000,1010,20,[1707],2,206,-1
21003,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[1707],,21002,-1,-1,2,1,206,10,task_season_dec_21000,1010,20,[1707],2,206,-1
21004,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[1707],,21003,-1,-1,2,1,206,15,task_season_dec_21000,1010,20,[1707],2,206,-1
21005,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[1707],,21004,-1,-1,2,1,206,20,task_season_dec_21000,1010,20,[1707],2,206,-1
21006,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[1707],,21005,-1,-1,2,1,206,30,task_season_dec_21000,1010,20,[1707],2,206,-1
21007,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[1707],,21006,-1,-1,2,1,206,40,task_season_dec_21000,1010,20,[1707],2,206,-1
21008,TaskConditionBaseVO,Longterm,10,icon_Achievement_18,1,[1707],,21007,-1,-1,2,1,206,50,task_season_dec_21000,1010,20,[1707],2,206,-1
21101,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,-1,-1,-1,2,1,207,5,task_season_dec_207,1011,-1,,2,207,-1
21102,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,21101,-1,-1,2,1,207,10,task_season_dec_207,1011,-1,,2,207,-1
21103,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,21102,-1,-1,2,1,207,15,task_season_dec_207,1011,-1,,2,207,-1
21104,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,21103,-1,-1,2,1,207,20,task_season_dec_207,1011,-1,,2,207,-1
21105,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,21104,-1,-1,2,1,207,25,task_season_dec_207,1011,-1,,2,207,-1
21106,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,21105,-1,-1,2,1,207,30,task_season_dec_207,1011,-1,,2,207,-1
21107,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,21106,-1,-1,2,1,207,35,task_season_dec_207,1011,-1,,2,207,-1
21108,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,21107,-1,-1,2,1,207,40,task_season_dec_207,1011,-1,,2,207,-1
21109,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,21108,-1,-1,2,1,207,45,task_season_dec_207,1011,-1,,2,207,-1
21110,TaskConditionBaseVO,Longterm,10,icon_Achievement_7,1,[],,21109,-1,-1,2,1,207,50,task_season_dec_207,1011,-1,,2,207,-1
21201,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,-1,-1,-1,2,1,208,5,task_season_dec_208,1012,20,[88],2,208,-1
21202,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21201,-1,-1,2,1,208,10,task_season_dec_208,1012,20,[88],2,208,-1
21203,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21202,-1,-1,2,1,208,15,task_season_dec_208,1012,20,[88],2,208,-1
21204,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21203,-1,-1,2,1,208,20,task_season_dec_208,1012,20,[88],2,208,-1
21205,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21204,-1,-1,2,1,208,25,task_season_dec_208,1012,20,[88],2,208,-1
21206,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21205,-1,-1,2,1,208,30,task_season_dec_208,1012,20,[88],2,208,-1
21207,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21206,-1,-1,2,1,208,35,task_season_dec_208,1012,20,[88],2,208,-1
21208,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21207,-1,-1,2,1,208,40,task_season_dec_208,1012,20,[88],2,208,-1
21209,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21208,-1,-1,2,1,208,45,task_season_dec_208,1012,20,[88],2,208,-1
21210,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21209,-1,-1,2,1,208,50,task_season_dec_208,1012,20,[88],2,208,-1
21211,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21210,-1,-1,2,1,208,55,task_season_dec_208,1012,20,[88],2,208,-1
21212,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21211,-1,-1,2,1,208,60,task_season_dec_208,1012,20,[88],2,208,-1
21213,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21212,-1,-1,2,1,208,65,task_season_dec_208,1012,20,[88],2,208,-1
21214,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21213,-1,-1,2,1,208,70,task_season_dec_208,1012,20,[88],2,208,-1
21215,TaskConditionBaseVO,Longterm,10,icon_Achievement_6,1,[88],,21214,-1,-1,2,1,208,75,task_season_dec_208,1012,20,[88],2,208,-1
21301,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,-1,-1,-1,2,1,401,"208001,208002,208003,208004,208005|10",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
21302,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,21301,-1,-1,2,1,401,"208001,208002,208003,208004,208005|20",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
21303,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,21302,-1,-1,2,1,401,"208001,208002,208003,208004,208005|30",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
21304,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,21303,-1,-1,2,1,401,"208001,208002,208003,208004,208005|40",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
21305,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,21304,-1,-1,2,1,401,"208001,208002,208003,208004,208005|50",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
21306,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,21305,-1,-1,2,1,401,"208001,208002,208003,208004,208005|60",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
21307,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,21306,-1,-1,2,1,401,"208001,208002,208003,208004,208005|70",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
21308,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,21307,-1,-1,2,1,401,"208001,208002,208003,208004,208005|80",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
21309,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,21308,-1,-1,2,1,401,"208001,208002,208003,208004,208005|90",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
21310,TaskConditionBaseVO,Longterm,10,icon_Achievement_11,1,[109],,21309,-1,-1,2,1,401,"208001,208002,208003,208004,208005|100",task_season_dec_21300,1013,13,[109],2,RallyMonster,-1
300011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,3,1,84,4,task_season_dec_84,201,1,[151],1,84,0
300012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,300011,-1,0,3,1,84,12,task_season_dec_84,201,1,[151],1,84,0
300013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,300012,-1,0,3,1,84,20,task_season_dec_84,201,1,[151],1,84,0
300021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|3",task_season_dec_401,202,13,[109],1,RallyMonster,0
300022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,300021,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|5",task_season_dec_401,202,13,[109],1,RallyMonster,0
300023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,300022,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|10",task_season_dec_401,202,13,[109],1,RallyMonster,0
300031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,3,1,60,300,task_season_dec_60,203,8,[101],1,60,0
300032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,300031,-1,2,3,1,60,1200,task_season_dec_60,203,8,[101],1,60,0
300033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,300032,-1,2,3,1,60,2100,task_season_dec_60,203,8,[101],1,60,0
300041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,3,1,85,8|2,task_season_dec_85,204,12,[59],1,RelicTreasure,0
300042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,300041,-1,0,3,1,85,15|2,task_season_dec_85,204,12,[59],1,RelicTreasure,0
300043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,300042,-1,0,3,1,85,25|2,task_season_dec_85,204,12,[59],1,RelicTreasure,0
300051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,3,1,42,10,task_season_dec_42,205,1,[116],1,42,0
300052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,300051,-1,0,3,1,42,20,task_season_dec_42,205,1,[116],1,42,0
300053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,300052,-1,0,3,1,42,40,task_season_dec_42,205,1,[116],1,42,0
300061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,3,1,46,"51,52,53|3",task_season_dec_46,206,3,[15111|25111|25121],1,46,0
300062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,300061,-1,1,3,1,46,"51,52,53|8",task_season_dec_46,206,3,[15111|25111|25121],1,46,0
300063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,300062,-1,1,3,1,46,"51,52,53|15",task_season_dec_46,206,3,[15111|25111|25121],1,46,0
300071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,3,1,62,500,task_desc_62_0,207,1,[125],1,62,0
300072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,300071,-1,0,3,1,62,1000,task_desc_62_0,207,1,[125],1,62,0
300073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,300072,-1,0,3,1,62,2000,task_desc_62_0,207,1,[125],1,62,0
300081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,3,1,32,3,task_season_dec_32,208,1,[136],1,32,0
300091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,3,1,50,8,task_dec_xuanshang,209,12,[116],1,50,0
300092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,300091,-1,0,3,1,50,24,task_dec_xuanshang,209,12,[116],1,50,0
300093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,300092,-1,0,3,1,50,40,task_dec_xuanshang,209,12,[116],1,50,0
300101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,3,1,204,5,task_season_dec_204,210,12,[116],1,204,0
300102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,300101,-1,0,3,1,204,10,task_season_dec_204,210,12,[116],1,204,0
300103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,300102,-1,0,3,1,204,20,task_season_dec_204,210,12,[116],1,204,0
300111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,3,1,53,284|500,task_season_dec_53,211,12,[63],1,53,0
300112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,300111,-1,0,3,1,53,284|2000,task_season_dec_53,211,12,[63],1,53,0
300113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,300112,-1,0,3,1,53,284|4000,task_season_dec_53,211,12,[63],1,53,0
301011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,3,1,84,4,task_season_dec_84,212,1,[151],1,84,1
301012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,301011,-1,0,3,1,84,12,task_season_dec_84,212,1,[151],1,84,1
301013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,301012,-1,0,3,1,84,20,task_season_dec_84,212,1,[151],1,84,1
301021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|3",task_season_dec_401,213,13,[109],1,RallyMonster,1
301022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,301021,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|5",task_season_dec_401,213,13,[109],1,RallyMonster,1
301023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,301022,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|10",task_season_dec_401,213,13,[109],1,RallyMonster,1
301031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,3,1,60,300,task_season_dec_60,214,8,[101],1,60,1
301032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,301031,-1,2,3,1,60,1200,task_season_dec_60,214,8,[101],1,60,1
301033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,301032,-1,2,3,1,60,2100,task_season_dec_60,214,8,[101],1,60,1
301041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,3,1,85,8|2,task_season_dec_85,215,12,[59],1,RelicTreasure,1
301042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,301041,-1,0,3,1,85,15|2,task_season_dec_85,215,12,[59],1,RelicTreasure,1
301043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,301042,-1,0,3,1,85,25|2,task_season_dec_85,215,12,[59],1,RelicTreasure,1
301051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,3,1,42,10,task_season_dec_42,216,1,[116],1,42,1
301052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,301051,-1,0,3,1,42,20,task_season_dec_42,216,1,[116],1,42,1
301053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,301052,-1,0,3,1,42,40,task_season_dec_42,216,1,[116],1,42,1
301061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,3,1,46,"51,52,53|3",task_season_dec_46,217,3,[15111|25111|25121],1,46,1
301062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,301061,-1,1,3,1,46,"51,52,53|8",task_season_dec_46,217,3,[15111|25111|25121],1,46,1
301063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,301062,-1,1,3,1,46,"51,52,53|15",task_season_dec_46,217,3,[15111|25111|25121],1,46,1
301071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,3,1,62,500,task_desc_62_0,218,1,[125],1,62,1
301072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,301071,-1,0,3,1,62,1000,task_desc_62_0,218,1,[125],1,62,1
301073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,301072,-1,0,3,1,62,2000,task_desc_62_0,218,1,[125],1,62,1
301081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,3,1,32,3,task_season_dec_32,219,1,[136],1,32,1
301091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,3,1,50,8,task_dec_xuanshang,220,12,[116],1,50,1
