id,attribute_rate_random,attrRate,equipment,equipment_star,maxAttrFloat,minAttrFloat,race_list,race_probability
200001503,[10000|10000|100],[[10000|10000|100]],1503,-1,[10000],[10000],1,10000
200001504,[10000|10000|100],[[10000|10000|100]],1504,-1,[10000],[10000],1,10000
210001501,[10000|10000|100],[[10000|10000|100]],1501,-1,[10000],[10000],2,10000
210001502,[10000|10000|100],[[10000|10000|100]],1502,-1,[10000],[10000],2,10000
210001503,[10000|10000|100],[[10000|10000|100]],1503,-1,[10000],[10000],2,10000
210001504,[10000|10000|100],[[10000|10000|100]],1504,-1,[10000],[10000],2,10000
220001501,[10000|10000|100],[[10000|10000|100]],1501,-1,[10000],[10000],3,10000
220001502,[10000|10000|100],[[10000|10000|100]],1502,-1,[10000],[10000],3,10000
220001503,[10000|10000|100],[[10000|10000|100]],1503,-1,[10000],[10000],3,10000
220001504,[10000|10000|100],[[10000|10000|100]],1504,-1,[10000],[10000],3,10000
200101501,[10000|10000|100],[[10000|10000|100]],1501,40,[10000],[10000],1,10000
200101502,[10000|10000|100],[[10000|10000|100]],1502,40,[10000],[10000],1,10000
200101503,[10000|10000|100],[[10000|10000|100]],1503,40,[10000],[10000],1,10000
200101504,[10000|10000|100],[[10000|10000|100]],1504,40,[10000],[10000],1,10000
210101501,[10000|10000|100],[[10000|10000|100]],1501,40,[10000],[10000],2,10000
210101502,[10000|10000|100],[[10000|10000|100]],1502,40,[10000],[10000],2,10000
210101503,[10000|10000|100],[[10000|10000|100]],1503,40,[10000],[10000],2,10000
210101504,[10000|10000|100],[[10000|10000|100]],1504,40,[10000],[10000],2,10000
220101501,[10000|10000|100],[[10000|10000|100]],1501,40,[10000],[10000],3,10000
220101502,[10000|10000|100],[[10000|10000|100]],1502,40,[10000],[10000],3,10000
220101503,[10000|10000|100],[[10000|10000|100]],1503,40,[10000],[10000],3,10000
220101504,[10000|10000|100],[[10000|10000|100]],1504,40,[10000],[10000],3,10000
1511000,[10000|10000|100],[[10000|10000|100]],1511,-1,[10000],[10000],,-1
1512000,[10000|10000|100],[[10000|10000|100]],1512,-1,[10000],[10000],,-1
1513000,[10000|10000|100],[[10000|10000|100]],1513,-1,[10000],[10000],,-1
1514000,[10000|10000|100],[[10000|10000|100]],1514,-1,[10000],[10000],,-1
1511001,[10000|10000|100],[[10000|10000|100]],1511,-1,[10000],[10000],1,10000
1512001,[10000|10000|100],[[10000|10000|100]],1512,-1,[10000],[10000],1,10000
1513001,[10000|10000|100],[[10000|10000|100]],1513,-1,[10000],[10000],1,10000
1514001,[10000|10000|100],[[10000|10000|100]],1514,-1,[10000],[10000],1,10000
1511002,[10000|10000|100],[[10000|10000|100]],1511,-1,[10000],[10000],2,10000
1512002,[10000|10000|100],[[10000|10000|100]],1512,-1,[10000],[10000],2,10000
1513002,[10000|10000|100],[[10000|10000|100]],1513,-1,[10000],[10000],2,10000
1514002,[10000|10000|100],[[10000|10000|100]],1514,-1,[10000],[10000],2,10000
1511003,[10000|10000|100],[[10000|10000|100]],1511,-1,[10000],[10000],3,10000
1512003,[10000|10000|100],[[10000|10000|100]],1512,-1,[10000],[10000],3,10000
1513003,[10000|10000|100],[[10000|10000|100]],1513,-1,[10000],[10000],3,10000
1514003,[10000|10000|100],[[10000|10000|100]],1514,-1,[10000],[10000],3,10000
1521000,[10000|10000|100],[[10000|10000|100]],1521,-1,[10000],[10000],,-1
1522000,[10000|10000|100],[[10000|10000|100]],1522,-1,[10000],[10000],,-1
1523000,[10000|10000|100],[[10000|10000|100]],1523,-1,[10000],[10000],,-1
1524000,[10000|10000|100],[[10000|10000|100]],1524,-1,[10000],[10000],,-1
1521001,[10000|10000|100],[[10000|10000|100]],1521,-1,[10000],[10000],1,10000
1522001,[10000|10000|100],[[10000|10000|100]],1522,-1,[10000],[10000],1,10000
1523001,[10000|10000|100],[[10000|10000|100]],1523,-1,[10000],[10000],1,10000
1524001,[10000|10000|100],[[10000|10000|100]],1524,-1,[10000],[10000],1,10000
1521002,[10000|10000|100],[[10000|10000|100]],1521,-1,[10000],[10000],2,10000
1522002,[10000|10000|100],[[10000|10000|100]],1522,-1,[10000],[10000],2,10000
1523002,[10000|10000|100],[[10000|10000|100]],1523,-1,[10000],[10000],2,10000
1524002,[10000|10000|100],[[10000|10000|100]],1524,-1,[10000],[10000],2,10000
1521003,[10000|10000|100],[[10000|10000|100]],1521,-1,[10000],[10000],3,10000
1522003,[10000|10000|100],[[10000|10000|100]],1522,-1,[10000],[10000],3,10000
1523003,[10000|10000|100],[[10000|10000|100]],1523,-1,[10000],[10000],3,10000
1524003,[10000|10000|100],[[10000|10000|100]],1524,-1,[10000],[10000],3,10000
1531000,[10000|10000|100],[[10000|10000|100]],1531,-1,[10000],[10000],,-1
1532000,[10000|10000|100],[[10000|10000|100]],1532,-1,[10000],[10000],,-1
1533000,[10000|10000|100],[[10000|10000|100]],1533,-1,[10000],[10000],,-1
1534000,[10000|10000|100],[[10000|10000|100]],1534,-1,[10000],[10000],,-1
1531001,[10000|10000|100],[[10000|10000|100]],1531,-1,[10000],[10000],1,10000
1532001,[10000|10000|100],[[10000|10000|100]],1532,-1,[10000],[10000],1,10000
1533001,[10000|10000|100],[[10000|10000|100]],1533,-1,[10000],[10000],1,10000
1534001,[10000|10000|100],[[10000|10000|100]],1534,-1,[10000],[10000],1,10000
1531002,[10000|10000|100],[[10000|10000|100]],1531,-1,[10000],[10000],2,10000
1532002,[10000|10000|100],[[10000|10000|100]],1532,-1,[10000],[10000],2,10000
1533002,[10000|10000|100],[[10000|10000|100]],1533,-1,[10000],[10000],2,10000
1534002,[10000|10000|100],[[10000|10000|100]],1534,-1,[10000],[10000],2,10000
1531003,[10000|10000|100],[[10000|10000|100]],1531,-1,[10000],[10000],3,10000
1532003,[10000|10000|100],[[10000|10000|100]],1532,-1,[10000],[10000],3,10000
1533003,[10000|10000|100],[[10000|10000|100]],1533,-1,[10000],[10000],3,10000
1534003,[10000|10000|100],[[10000|10000|100]],1534,-1,[10000],[10000],3,10000
