id,group,group_index,is_abbreviate,reward,scene,show_progress,task_button,task_condition,task_condition_num,task_condition_para,task_discription,task_guide,task_guide_num,task_icon,task_inherit,taskConditionNumArr,taskGuideNumArr
173801,1738,1,1,31238,-1,1,0,1051,[2|1400000000],,task_achievement_desc_boss1,-1,,,-1,[2|1400000000],[]
173901,1739,1,1,31239,-1,1,0,1051,[2|1600000000],,task_achievement_desc_boss1,-1,,,-1,[2|1600000000],[]
174001,1740,1,1,31240,-1,1,0,1051,[2|1800000000],,task_achievement_desc_boss1,-1,,,-1,[2|1800000000],[]
180101,1801,1,1,31201,-1,1,0,1051,[3|100000],,task_achievement_desc_boss1,-1,,,-1,[3|100000],[]
180201,1802,1,1,31202,-1,1,0,1051,[3|300000],,task_achievement_desc_boss1,-1,,,-1,[3|300000],[]
180301,1803,1,1,31203,-1,1,0,1051,[3|600000],,task_achievement_desc_boss1,-1,,,-1,[3|600000],[]
180401,1804,1,1,31204,-1,1,0,1051,[3|1000000],,task_achievement_desc_boss1,-1,,,-1,[3|1000000],[]
180501,1805,1,1,31205,-1,1,0,1051,[3|1500000],,task_achievement_desc_boss1,-1,,,-1,[3|1500000],[]
180601,1806,1,1,31206,-1,1,0,1051,[3|2000000],,task_achievement_desc_boss1,-1,,,-1,[3|2000000],[]
180701,1807,1,1,31207,-1,1,0,1051,[3|3000000],,task_achievement_desc_boss1,-1,,,-1,[3|3000000],[]
180801,1808,1,1,31208,-1,1,0,1051,[3|4000000],,task_achievement_desc_boss1,-1,,,-1,[3|4000000],[]
180901,1809,1,1,31209,-1,1,0,1051,[3|5000000],,task_achievement_desc_boss1,-1,,,-1,[3|5000000],[]
181001,1810,1,1,31210,-1,1,0,1051,[3|6000000],,task_achievement_desc_boss1,-1,,,-1,[3|6000000],[]
181101,1811,1,1,31211,-1,1,0,1051,[3|8000000],,task_achievement_desc_boss1,-1,,,-1,[3|8000000],[]
181201,1812,1,1,31212,-1,1,0,1051,[3|10000000],,task_achievement_desc_boss1,-1,,,-1,[3|10000000],[]
181301,1813,1,1,31213,-1,1,0,1051,[3|12000000],,task_achievement_desc_boss1,-1,,,-1,[3|12000000],[]
181401,1814,1,1,31214,-1,1,0,1051,[3|15000000],,task_achievement_desc_boss1,-1,,,-1,[3|15000000],[]
181501,1815,1,1,31215,-1,1,0,1051,[3|18000000],,task_achievement_desc_boss1,-1,,,-1,[3|18000000],[]
181601,1816,1,1,31216,-1,1,0,1051,[3|20000000],,task_achievement_desc_boss1,-1,,,-1,[3|20000000],[]
181701,1817,1,1,31217,-1,1,0,1051,[3|25000000],,task_achievement_desc_boss1,-1,,,-1,[3|25000000],[]
181801,1818,1,1,31218,-1,1,0,1051,[3|30000000],,task_achievement_desc_boss1,-1,,,-1,[3|30000000],[]
181901,1819,1,1,31219,-1,1,0,1051,[3|40000000],,task_achievement_desc_boss1,-1,,,-1,[3|40000000],[]
182001,1820,1,1,31220,-1,1,0,1051,[3|50000000],,task_achievement_desc_boss1,-1,,,-1,[3|50000000],[]
182101,1821,1,1,31221,-1,1,0,1051,[3|60000000],,task_achievement_desc_boss1,-1,,,-1,[3|60000000],[]
182201,1822,1,1,31222,-1,1,0,1051,[3|70000000],,task_achievement_desc_boss1,-1,,,-1,[3|70000000],[]
182301,1823,1,1,31223,-1,1,0,1051,[3|80000000],,task_achievement_desc_boss1,-1,,,-1,[3|80000000],[]
182401,1824,1,1,31224,-1,1,0,1051,[3|90000000],,task_achievement_desc_boss1,-1,,,-1,[3|90000000],[]
182501,1825,1,1,31225,-1,1,0,1051,[3|100000000],,task_achievement_desc_boss1,-1,,,-1,[3|100000000],[]
182601,1826,1,1,31226,-1,1,0,1051,[3|120000000],,task_achievement_desc_boss1,-1,,,-1,[3|120000000],[]
182701,1827,1,1,31227,-1,1,0,1051,[3|140000000],,task_achievement_desc_boss1,-1,,,-1,[3|140000000],[]
182801,1828,1,1,31228,-1,1,0,1051,[3|160000000],,task_achievement_desc_boss1,-1,,,-1,[3|160000000],[]
182901,1829,1,1,31229,-1,1,0,1051,[3|180000000],,task_achievement_desc_boss1,-1,,,-1,[3|180000000],[]
183001,1830,1,1,31230,-1,1,0,1051,[3|200000000],,task_achievement_desc_boss1,-1,,,-1,[3|200000000],[]
183101,1831,1,1,31231,-1,1,0,1051,[3|250000000],,task_achievement_desc_boss1,-1,,,-1,[3|250000000],[]
183201,1832,1,1,31232,-1,1,0,1051,[3|300000000],,task_achievement_desc_boss1,-1,,,-1,[3|300000000],[]
183301,1833,1,1,31233,-1,1,0,1051,[3|400000000],,task_achievement_desc_boss1,-1,,,-1,[3|400000000],[]
183401,1834,1,1,31234,-1,1,0,1051,[3|600000000],,task_achievement_desc_boss1,-1,,,-1,[3|600000000],[]
183501,1835,1,1,31235,-1,1,0,1051,[3|800000000],,task_achievement_desc_boss1,-1,,,-1,[3|800000000],[]
183601,1836,1,1,31236,-1,1,0,1051,[3|1000000000],,task_achievement_desc_boss1,-1,,,-1,[3|1000000000],[]
183701,1837,1,1,31237,-1,1,0,1051,[3|1200000000],,task_achievement_desc_boss1,-1,,,-1,[3|1200000000],[]
183801,1838,1,1,31238,-1,1,0,1051,[3|1400000000],,task_achievement_desc_boss1,-1,,,-1,[3|1400000000],[]
183901,1839,1,1,31239,-1,1,0,1051,[3|1600000000],,task_achievement_desc_boss1,-1,,,-1,[3|1600000000],[]
184001,1840,1,1,31240,-1,1,0,1051,[3|1800000000],,task_achievement_desc_boss1,-1,,,-1,[3|1800000000],[]
190101,1901,1,1,604159001,-1,1,0,3001,[101001|300000],,task_achievement_desc_boss1,-1,,,-1,[101001|300000],[]
190201,1902,1,1,604159002,-1,1,0,3001,[101001|600000],,task_achievement_desc_boss1,-1,,,-1,[101001|600000],[]
190301,1903,1,1,604159003,-1,1,0,3001,[101001|1000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1000000],[]
190401,1904,1,1,604159004,-1,1,0,3001,[101001|2000000],,task_achievement_desc_boss1,-1,,,-1,[101001|2000000],[]
190501,1905,1,1,604159005,-1,1,0,3001,[101001|4000000],,task_achievement_desc_boss1,-1,,,-1,[101001|4000000],[]
190601,1906,1,1,604159006,-1,1,0,3001,[101001|6000000],,task_achievement_desc_boss1,-1,,,-1,[101001|6000000],[]
190701,1907,1,1,604159007,-1,1,0,3001,[101001|8000000],,task_achievement_desc_boss1,-1,,,-1,[101001|8000000],[]
190801,1908,1,1,604159008,-1,1,0,3001,[101001|10000000],,task_achievement_desc_boss1,-1,,,-1,[101001|10000000],[]
190901,1909,1,1,604159009,-1,1,0,3001,[101001|15000000],,task_achievement_desc_boss1,-1,,,-1,[101001|15000000],[]
191001,1910,1,1,604159010,-1,1,0,3001,[101001|20000000],,task_achievement_desc_boss1,-1,,,-1,[101001|20000000],[]
191101,1911,1,1,604159011,-1,1,0,3001,[101001|30000000],,task_achievement_desc_boss1,-1,,,-1,[101001|30000000],[]
191201,1912,1,1,604159012,-1,1,0,3001,[101001|40000000],,task_achievement_desc_boss1,-1,,,-1,[101001|40000000],[]
191301,1913,1,1,604159013,-1,1,0,3001,[101001|60000000],,task_achievement_desc_boss1,-1,,,-1,[101001|60000000],[]
191401,1914,1,1,604159014,-1,1,0,3001,[101001|80000000],,task_achievement_desc_boss1,-1,,,-1,[101001|80000000],[]
191501,1915,1,1,604159015,-1,1,0,3001,[101001|100000000],,task_achievement_desc_boss1,-1,,,-1,[101001|100000000],[]
191601,1916,1,1,604159016,-1,1,0,3001,[101001|120000000],,task_achievement_desc_boss1,-1,,,-1,[101001|120000000],[]
191701,1917,1,1,604159017,-1,1,0,3001,[101001|140000000],,task_achievement_desc_boss1,-1,,,-1,[101001|140000000],[]
191801,1918,1,1,604159018,-1,1,0,3001,[101001|160000000],,task_achievement_desc_boss1,-1,,,-1,[101001|160000000],[]
191901,1919,1,1,604159019,-1,1,0,3001,[101001|180000000],,task_achievement_desc_boss1,-1,,,-1,[101001|180000000],[]
192001,1920,1,1,604159020,-1,1,0,3001,[101001|200000000],,task_achievement_desc_boss1,-1,,,-1,[101001|200000000],[]
192101,1921,1,1,604159021,-1,1,0,3001,[101001|250000000],,task_achievement_desc_boss1,-1,,,-1,[101001|250000000],[]
192201,1922,1,1,604159022,-1,1,0,3001,[101001|300000000],,task_achievement_desc_boss1,-1,,,-1,[101001|300000000],[]
192301,1923,1,1,604159023,-1,1,0,3001,[101001|350000000],,task_achievement_desc_boss1,-1,,,-1,[101001|350000000],[]
192401,1924,1,1,604159024,-1,1,0,3001,[101001|400000000],,task_achievement_desc_boss1,-1,,,-1,[101001|400000000],[]
192501,1925,1,1,604159025,-1,1,0,3001,[101001|450000000],,task_achievement_desc_boss1,-1,,,-1,[101001|450000000],[]
192601,1926,1,1,604159026,-1,1,0,3001,[101001|500000000],,task_achievement_desc_boss1,-1,,,-1,[101001|500000000],[]
192701,1927,1,1,604159027,-1,1,0,3001,[101001|550000000],,task_achievement_desc_boss1,-1,,,-1,[101001|550000000],[]
192801,1928,1,1,604159028,-1,1,0,3001,[101001|600000000],,task_achievement_desc_boss1,-1,,,-1,[101001|600000000],[]
192901,1929,1,1,604159029,-1,1,0,3001,[101001|700000000],,task_achievement_desc_boss1,-1,,,-1,[101001|700000000],[]
193001,1930,1,1,604159030,-1,1,0,3001,[101001|800000000],,task_achievement_desc_boss1,-1,,,-1,[101001|800000000],[]
193101,1931,1,1,604159031,-1,1,0,3001,[101001|900000000],,task_achievement_desc_boss1,-1,,,-1,[101001|900000000],[]
193201,1932,1,1,604159032,-1,1,0,3001,[101001|1000000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1000000000],[]
193301,1933,1,1,604159033,-1,1,0,3001,[101001|1100000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1100000000],[]
193401,1934,1,1,604159034,-1,1,0,3001,[101001|1200000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1200000000],[]
193501,1935,1,1,604159035,-1,1,0,3001,[101001|1300000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1300000000],[]
193601,1936,1,1,604159036,-1,1,0,3001,[101001|1400000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1400000000],[]
193701,1937,1,1,604159037,-1,1,0,3001,[101001|1500000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1500000000],[]
193801,1938,1,1,604159038,-1,1,0,3001,[101001|1600000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1600000000],[]
193901,1939,1,1,604159039,-1,1,0,3001,[101001|1700000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1700000000],[]
194001,1940,1,1,604159040,-1,1,0,3001,[101001|1800000000],,task_achievement_desc_boss1,-1,,,-1,[101001|1800000000],[]
200101,2001,1,1,604159001,-1,1,0,3001,[101002|300000],,task_achievement_desc_boss1,-1,,,-1,[101002|300000],[]
200201,2002,1,1,604159002,-1,1,0,3001,[101002|600000],,task_achievement_desc_boss1,-1,,,-1,[101002|600000],[]
200301,2003,1,1,604159003,-1,1,0,3001,[101002|1000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1000000],[]
200401,2004,1,1,604159004,-1,1,0,3001,[101002|2000000],,task_achievement_desc_boss1,-1,,,-1,[101002|2000000],[]
200501,2005,1,1,604159005,-1,1,0,3001,[101002|4000000],,task_achievement_desc_boss1,-1,,,-1,[101002|4000000],[]
200601,2006,1,1,604159006,-1,1,0,3001,[101002|6000000],,task_achievement_desc_boss1,-1,,,-1,[101002|6000000],[]
200701,2007,1,1,604159007,-1,1,0,3001,[101002|8000000],,task_achievement_desc_boss1,-1,,,-1,[101002|8000000],[]
200801,2008,1,1,604159008,-1,1,0,3001,[101002|10000000],,task_achievement_desc_boss1,-1,,,-1,[101002|10000000],[]
200901,2009,1,1,604159009,-1,1,0,3001,[101002|15000000],,task_achievement_desc_boss1,-1,,,-1,[101002|15000000],[]
201001,2010,1,1,604159010,-1,1,0,3001,[101002|20000000],,task_achievement_desc_boss1,-1,,,-1,[101002|20000000],[]
201101,2011,1,1,604159011,-1,1,0,3001,[101002|30000000],,task_achievement_desc_boss1,-1,,,-1,[101002|30000000],[]
201201,2012,1,1,604159012,-1,1,0,3001,[101002|40000000],,task_achievement_desc_boss1,-1,,,-1,[101002|40000000],[]
201301,2013,1,1,604159013,-1,1,0,3001,[101002|60000000],,task_achievement_desc_boss1,-1,,,-1,[101002|60000000],[]
201401,2014,1,1,604159014,-1,1,0,3001,[101002|80000000],,task_achievement_desc_boss1,-1,,,-1,[101002|80000000],[]
201501,2015,1,1,604159015,-1,1,0,3001,[101002|100000000],,task_achievement_desc_boss1,-1,,,-1,[101002|100000000],[]
201601,2016,1,1,604159016,-1,1,0,3001,[101002|120000000],,task_achievement_desc_boss1,-1,,,-1,[101002|120000000],[]
201701,2017,1,1,604159017,-1,1,0,3001,[101002|140000000],,task_achievement_desc_boss1,-1,,,-1,[101002|140000000],[]
201801,2018,1,1,604159018,-1,1,0,3001,[101002|160000000],,task_achievement_desc_boss1,-1,,,-1,[101002|160000000],[]
201901,2019,1,1,604159019,-1,1,0,3001,[101002|180000000],,task_achievement_desc_boss1,-1,,,-1,[101002|180000000],[]
202001,2020,1,1,604159020,-1,1,0,3001,[101002|200000000],,task_achievement_desc_boss1,-1,,,-1,[101002|200000000],[]
202101,2021,1,1,604159021,-1,1,0,3001,[101002|250000000],,task_achievement_desc_boss1,-1,,,-1,[101002|250000000],[]
202201,2022,1,1,604159022,-1,1,0,3001,[101002|300000000],,task_achievement_desc_boss1,-1,,,-1,[101002|300000000],[]
202301,2023,1,1,604159023,-1,1,0,3001,[101002|350000000],,task_achievement_desc_boss1,-1,,,-1,[101002|350000000],[]
202401,2024,1,1,604159024,-1,1,0,3001,[101002|400000000],,task_achievement_desc_boss1,-1,,,-1,[101002|400000000],[]
202501,2025,1,1,604159025,-1,1,0,3001,[101002|450000000],,task_achievement_desc_boss1,-1,,,-1,[101002|450000000],[]
202601,2026,1,1,604159026,-1,1,0,3001,[101002|500000000],,task_achievement_desc_boss1,-1,,,-1,[101002|500000000],[]
202701,2027,1,1,604159027,-1,1,0,3001,[101002|550000000],,task_achievement_desc_boss1,-1,,,-1,[101002|550000000],[]
202801,2028,1,1,604159028,-1,1,0,3001,[101002|600000000],,task_achievement_desc_boss1,-1,,,-1,[101002|600000000],[]
202901,2029,1,1,604159029,-1,1,0,3001,[101002|700000000],,task_achievement_desc_boss1,-1,,,-1,[101002|700000000],[]
203001,2030,1,1,604159030,-1,1,0,3001,[101002|800000000],,task_achievement_desc_boss1,-1,,,-1,[101002|800000000],[]
203101,2031,1,1,604159031,-1,1,0,3001,[101002|900000000],,task_achievement_desc_boss1,-1,,,-1,[101002|900000000],[]
203201,2032,1,1,604159032,-1,1,0,3001,[101002|1000000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1000000000],[]
203301,2033,1,1,604159033,-1,1,0,3001,[101002|1100000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1100000000],[]
203401,2034,1,1,604159034,-1,1,0,3001,[101002|1200000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1200000000],[]
203501,2035,1,1,604159035,-1,1,0,3001,[101002|1300000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1300000000],[]
203601,2036,1,1,604159036,-1,1,0,3001,[101002|1400000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1400000000],[]
203701,2037,1,1,604159037,-1,1,0,3001,[101002|1500000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1500000000],[]
203801,2038,1,1,604159038,-1,1,0,3001,[101002|1600000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1600000000],[]
203901,2039,1,1,604159039,-1,1,0,3001,[101002|1700000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1700000000],[]
204001,2040,1,1,604159040,-1,1,0,3001,[101002|1800000000],,task_achievement_desc_boss1,-1,,,-1,[101002|1800000000],[]
210101,2101,1,1,604159001,-1,1,0,3001,[101003|300000],,task_achievement_desc_boss1,-1,,,-1,[101003|300000],[]
210201,2102,1,1,604159002,-1,1,0,3001,[101003|600000],,task_achievement_desc_boss1,-1,,,-1,[101003|600000],[]
210301,2103,1,1,604159003,-1,1,0,3001,[101003|1000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1000000],[]
210401,2104,1,1,604159004,-1,1,0,3001,[101003|2000000],,task_achievement_desc_boss1,-1,,,-1,[101003|2000000],[]
210501,2105,1,1,604159005,-1,1,0,3001,[101003|4000000],,task_achievement_desc_boss1,-1,,,-1,[101003|4000000],[]
210601,2106,1,1,604159006,-1,1,0,3001,[101003|6000000],,task_achievement_desc_boss1,-1,,,-1,[101003|6000000],[]
210701,2107,1,1,604159007,-1,1,0,3001,[101003|8000000],,task_achievement_desc_boss1,-1,,,-1,[101003|8000000],[]
210801,2108,1,1,604159008,-1,1,0,3001,[101003|10000000],,task_achievement_desc_boss1,-1,,,-1,[101003|10000000],[]
210901,2109,1,1,604159009,-1,1,0,3001,[101003|15000000],,task_achievement_desc_boss1,-1,,,-1,[101003|15000000],[]
211001,2110,1,1,604159010,-1,1,0,3001,[101003|20000000],,task_achievement_desc_boss1,-1,,,-1,[101003|20000000],[]
211101,2111,1,1,604159011,-1,1,0,3001,[101003|30000000],,task_achievement_desc_boss1,-1,,,-1,[101003|30000000],[]
211201,2112,1,1,604159012,-1,1,0,3001,[101003|40000000],,task_achievement_desc_boss1,-1,,,-1,[101003|40000000],[]
211301,2113,1,1,604159013,-1,1,0,3001,[101003|60000000],,task_achievement_desc_boss1,-1,,,-1,[101003|60000000],[]
211401,2114,1,1,604159014,-1,1,0,3001,[101003|80000000],,task_achievement_desc_boss1,-1,,,-1,[101003|80000000],[]
211501,2115,1,1,604159015,-1,1,0,3001,[101003|100000000],,task_achievement_desc_boss1,-1,,,-1,[101003|100000000],[]
211601,2116,1,1,604159016,-1,1,0,3001,[101003|120000000],,task_achievement_desc_boss1,-1,,,-1,[101003|120000000],[]
211701,2117,1,1,604159017,-1,1,0,3001,[101003|140000000],,task_achievement_desc_boss1,-1,,,-1,[101003|140000000],[]
211801,2118,1,1,604159018,-1,1,0,3001,[101003|160000000],,task_achievement_desc_boss1,-1,,,-1,[101003|160000000],[]
211901,2119,1,1,604159019,-1,1,0,3001,[101003|180000000],,task_achievement_desc_boss1,-1,,,-1,[101003|180000000],[]
212001,2120,1,1,604159020,-1,1,0,3001,[101003|200000000],,task_achievement_desc_boss1,-1,,,-1,[101003|200000000],[]
212101,2121,1,1,604159021,-1,1,0,3001,[101003|250000000],,task_achievement_desc_boss1,-1,,,-1,[101003|250000000],[]
212201,2122,1,1,604159022,-1,1,0,3001,[101003|300000000],,task_achievement_desc_boss1,-1,,,-1,[101003|300000000],[]
212301,2123,1,1,604159023,-1,1,0,3001,[101003|350000000],,task_achievement_desc_boss1,-1,,,-1,[101003|350000000],[]
212401,2124,1,1,604159024,-1,1,0,3001,[101003|400000000],,task_achievement_desc_boss1,-1,,,-1,[101003|400000000],[]
212501,2125,1,1,604159025,-1,1,0,3001,[101003|450000000],,task_achievement_desc_boss1,-1,,,-1,[101003|450000000],[]
212601,2126,1,1,604159026,-1,1,0,3001,[101003|500000000],,task_achievement_desc_boss1,-1,,,-1,[101003|500000000],[]
212701,2127,1,1,604159027,-1,1,0,3001,[101003|550000000],,task_achievement_desc_boss1,-1,,,-1,[101003|550000000],[]
212801,2128,1,1,604159028,-1,1,0,3001,[101003|600000000],,task_achievement_desc_boss1,-1,,,-1,[101003|600000000],[]
212901,2129,1,1,604159029,-1,1,0,3001,[101003|700000000],,task_achievement_desc_boss1,-1,,,-1,[101003|700000000],[]
213001,2130,1,1,604159030,-1,1,0,3001,[101003|800000000],,task_achievement_desc_boss1,-1,,,-1,[101003|800000000],[]
213101,2131,1,1,604159031,-1,1,0,3001,[101003|900000000],,task_achievement_desc_boss1,-1,,,-1,[101003|900000000],[]
213201,2132,1,1,604159032,-1,1,0,3001,[101003|1000000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1000000000],[]
213301,2133,1,1,604159033,-1,1,0,3001,[101003|1100000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1100000000],[]
213401,2134,1,1,604159034,-1,1,0,3001,[101003|1200000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1200000000],[]
213501,2135,1,1,604159035,-1,1,0,3001,[101003|1300000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1300000000],[]
213601,2136,1,1,604159036,-1,1,0,3001,[101003|1400000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1400000000],[]
213701,2137,1,1,604159037,-1,1,0,3001,[101003|1500000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1500000000],[]
213801,2138,1,1,604159038,-1,1,0,3001,[101003|1600000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1600000000],[]
213901,2139,1,1,604159039,-1,1,0,3001,[101003|1700000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1700000000],[]
214001,2140,1,1,604159040,-1,1,0,3001,[101003|1800000000],,task_achievement_desc_boss1,-1,,,-1,[101003|1800000000],[]
220101,2201,1,1,606157001,-1,-1,1,2010,[1|50],,task_achievement_desc_spark1,25,[45],,-1,[1|50],[45]
220201,2202,1,1,606157002,-1,-1,1,2010,[1|7],,task_achievement_desc_spark4,25,[45],,-1,[1|7],[45]
220301,2203,1,1,606157003,-1,-1,1,2010,[1|3],,task_achievement_desc_spark3,25,[45],,-1,[1|3],[45]
