id,dropReward,build_prefab,cab_score,desc,drop_show,first_drop_client,first_reward,gather_speed,gather_time,iconSrc,iconType,is_visible,kvk_honor,level,lifetime,load_factor,map_instance,map_stage,map_zoom_icon,model,model_unlock,name,need_level,new_ui_banner,resource_type,reward,reward_time,scale_para,show_group,show_need_level,storage,tech_detail,x_para,y_para
14107,6101,1,-1,map_resource_desc_101,6101,7337,7337,24,4,gather_res_4,2,1,-1,7,1800,5,20007,20301107,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,1260000,-1,0,0
14108,6101,1,-1,map_resource_desc_101,6101,7338,7338,27,4,gather_res_4,2,1,-1,8,1800,5,20008,20301108,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,1440000,-1,0,0
14109,6101,1,-1,map_resource_desc_101,6101,7339,7339,30,4,gather_res_4,2,1,-1,9,1800,5,20009,20301109,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,1620000,-1,0,0
14110,6101,1,-1,map_resource_desc_101,6101,7340,7340,36,4,gather_res_4,2,1,-1,10,1800,5,20010,20301110,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,1800000,-1,0,0
14111,6101,1,-1,map_resource_desc_101,6101,7340,7340,42,4,gather_res_4,2,1,-1,11,7200,5,20011,20301111,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,141,1,2160000,-1,0,0
14112,6101,1,-1,map_resource_desc_101,6101,6101,6101,42,4,gather_res_4,2,1,-1,12,7200,5,20011,-1,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,-1,1,2592000,-1,0,0
15101,6151,1,-1,map_resource_desc_501,6151,7351,7351,6,4,gather_res_5,2,1,-1,1,1800,5,21001,20301501,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,180000,-1,0,0
15102,6151,1,-1,map_resource_desc_501,6151,7352,7352,9,4,gather_res_5,2,1,-1,2,1800,5,21002,20301502,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,360000,-1,0,0
15103,6151,1,-1,map_resource_desc_501,6151,7353,7353,12,4,gather_res_5,2,1,-1,3,1800,5,21003,20301503,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,540000,-1,0,0
15104,6151,1,-1,map_resource_desc_501,6151,7354,7354,15,4,gather_res_5,2,1,-1,4,1800,5,21004,20301504,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,720000,-1,0,0
15105,6151,1,-1,map_resource_desc_501,6151,7355,7355,18,4,gather_res_5,2,1,-1,5,1800,5,21005,20301505,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,900000,-1,0,0
15106,6151,1,-1,map_resource_desc_501,6151,7356,7356,21,4,gather_res_5,2,1,-1,6,1800,5,21006,20301506,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,1080000,-1,0,0
15107,6151,1,-1,map_resource_desc_501,6151,7357,7357,24,4,gather_res_5,2,1,-1,7,1800,5,21007,20301507,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,1260000,-1,0,0
15108,6151,1,-1,map_resource_desc_501,6151,7358,7358,27,4,gather_res_5,2,1,-1,8,1800,5,21008,20301508,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,1440000,-1,0,0
15109,6151,1,-1,map_resource_desc_501,6151,7359,7359,30,4,gather_res_5,2,1,-1,9,1800,5,21009,20301509,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,1620000,-1,0,0
15110,6151,1,-1,map_resource_desc_501,6151,7360,7360,36,4,gather_res_5,2,1,-1,10,1800,5,21010,20301510,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,1800000,-1,0,0
15111,6151,1,-1,map_resource_desc_501,6151,7360,7360,42,4,gather_res_5,2,1,-1,11,7200,5,21011,20301511,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,151,1,2160000,-1,0,0
15112,6151,1,-1,map_resource_desc_501,6151,6151,6151,42,4,gather_res_5,2,1,-1,12,7200,5,21011,-1,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,-1,1,2592000,-1,0,0
16101,6171,1,-1,map_resource_desc_701,6171,7361,7361,8,8,gather_res_6,2,1,-1,1,1800,10,22001,20301701,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,60000,-1,0,0
16102,6171,1,-1,map_resource_desc_701,6171,7362,7362,12,8,gather_res_6,2,1,-1,2,1800,10,22002,20301702,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,120000,-1,0,0
16103,6171,1,-1,map_resource_desc_701,6171,7363,7363,16,8,gather_res_6,2,1,-1,3,1800,10,22003,20301703,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,180000,-1,0,0
16104,6171,1,-1,map_resource_desc_701,6171,7364,7364,20,8,gather_res_6,2,1,-1,4,1800,10,22004,20301704,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,240000,-1,0,0
16105,6171,1,-1,map_resource_desc_701,6171,7365,7365,24,8,gather_res_6,2,1,-1,5,1800,10,22005,20301705,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,300000,-1,0,0
16106,6171,1,-1,map_resource_desc_701,6171,7366,7366,32,8,gather_res_6,2,1,-1,6,1800,10,22006,20301706,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,360000,-1,0,0
16107,6171,1,-1,map_resource_desc_701,6171,7367,7367,36,8,gather_res_6,2,1,-1,7,1800,10,22007,20301707,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,420000,-1,0,0
16108,6171,1,-1,map_resource_desc_701,6171,7368,7368,40,8,gather_res_6,2,1,-1,8,1800,10,22008,20301708,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,480000,-1,0,0
16109,6171,1,-1,map_resource_desc_701,6171,7369,7369,44,8,gather_res_6,2,1,-1,9,1800,10,22009,20301709,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,540000,-1,0,0
16110,6171,1,-1,map_resource_desc_701,6171,7370,7370,48,8,gather_res_6,2,1,-1,10,1800,10,22010,20301710,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,600000,-1,0,0
16111,6171,1,-1,map_resource_desc_701,6171,7370,7370,52,8,gather_res_6,2,1,-1,11,7200,10,22010,20301711,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,161,1,720000,-1,0,0
16112,6171,1,-1,map_resource_desc_701,6171,6171,6171,52,8,gather_res_6,2,1,-1,12,7200,10,22010,-1,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,-1,1,864000,-1,0,0
14201,6101,1,-1,map_resource_desc_101,6101,7331,7331,6,4,gather_res_4,2,1,-1,1,1800,5,20001,20302101,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,180000,-1,0,0
14202,6101,1,-1,map_resource_desc_101,6101,7332,7332,9,4,gather_res_4,2,1,-1,2,1800,5,20002,20302102,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,360000,-1,0,0
14203,6101,1,-1,map_resource_desc_101,6101,7333,7333,12,4,gather_res_4,2,1,-1,3,1800,5,20003,20302103,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,540000,-1,0,0
14204,6101,1,-1,map_resource_desc_101,6101,7334,7334,15,4,gather_res_4,2,1,-1,4,1800,5,20004,20302104,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,720000,-1,0,0
14205,6101,1,-1,map_resource_desc_101,6101,7335,7335,18,4,gather_res_4,2,1,-1,5,1800,5,20005,20302105,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,900000,-1,0,0
14206,6101,1,-1,map_resource_desc_101,6101,7336,7336,21,4,gather_res_4,2,1,-1,6,1800,5,20006,20302106,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,1080000,-1,0,0
14207,6101,1,-1,map_resource_desc_101,6101,7337,7337,24,4,gather_res_4,2,1,-1,7,1800,5,20007,20302107,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,1260000,-1,0,0
14208,6101,1,-1,map_resource_desc_101,6101,7338,7338,27,4,gather_res_4,2,1,-1,8,1800,5,20008,20302108,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,1440000,-1,0,0
14209,6101,1,-1,map_resource_desc_101,6101,7339,7339,30,4,gather_res_4,2,1,-1,9,1800,5,20009,20302109,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,1620000,-1,0,0
14210,6101,1,-1,map_resource_desc_101,6101,7340,7340,36,4,gather_res_4,2,1,-1,10,1800,5,20010,20302110,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,1800000,-1,0,0
14211,6101,1,-1,map_resource_desc_101,6101,7340,7340,42,4,gather_res_4,2,1,-1,11,7200,5,20011,20302111,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,142,1,2160000,-1,0,0
14212,6101,1,-1,map_resource_desc_101,6101,6101,6101,42,4,gather_res_4,2,1,-1,12,7200,5,20011,-1,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,-1,1,2592000,-1,0,0
15201,6151,1,-1,map_resource_desc_501,6151,7351,7351,6,4,gather_res_5,2,1,-1,1,1800,5,21001,20302501,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,180000,-1,0,0
15202,6151,1,-1,map_resource_desc_501,6151,7352,7352,9,4,gather_res_5,2,1,-1,2,1800,5,21002,20302502,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,360000,-1,0,0
15203,6151,1,-1,map_resource_desc_501,6151,7353,7353,12,4,gather_res_5,2,1,-1,3,1800,5,21003,20302503,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,540000,-1,0,0
15204,6151,1,-1,map_resource_desc_501,6151,7354,7354,15,4,gather_res_5,2,1,-1,4,1800,5,21004,20302504,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,720000,-1,0,0
15205,6151,1,-1,map_resource_desc_501,6151,7355,7355,18,4,gather_res_5,2,1,-1,5,1800,5,21005,20302505,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,900000,-1,0,0
15206,6151,1,-1,map_resource_desc_501,6151,7356,7356,21,4,gather_res_5,2,1,-1,6,1800,5,21006,20302506,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,1080000,-1,0,0
15207,6151,1,-1,map_resource_desc_501,6151,7357,7357,24,4,gather_res_5,2,1,-1,7,1800,5,21007,20302507,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,1260000,-1,0,0
15208,6151,1,-1,map_resource_desc_501,6151,7358,7358,27,4,gather_res_5,2,1,-1,8,1800,5,21008,20302508,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,1440000,-1,0,0
15209,6151,1,-1,map_resource_desc_501,6151,7359,7359,30,4,gather_res_5,2,1,-1,9,1800,5,21009,20302509,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,1620000,-1,0,0
15210,6151,1,-1,map_resource_desc_501,6151,7360,7360,36,4,gather_res_5,2,1,-1,10,1800,5,21010,20302510,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,1800000,-1,0,0
15211,6151,1,-1,map_resource_desc_501,6151,7360,7360,42,4,gather_res_5,2,1,-1,11,7200,5,21011,20302511,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,152,1,2160000,-1,0,0
15212,6151,1,-1,map_resource_desc_501,6151,6151,6151,42,4,gather_res_5,2,1,-1,12,7200,5,21011,-1,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,-1,1,2592000,-1,0,0
16201,6171,1,-1,map_resource_desc_701,6171,7361,7361,8,8,gather_res_6,2,1,-1,1,1800,10,22001,20302701,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,60000,-1,0,0
16202,6171,1,-1,map_resource_desc_701,6171,7362,7362,12,8,gather_res_6,2,1,-1,2,1800,10,22002,20302702,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,120000,-1,0,0
16203,6171,1,-1,map_resource_desc_701,6171,7363,7363,16,8,gather_res_6,2,1,-1,3,1800,10,22003,20302703,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,180000,-1,0,0
16204,6171,1,-1,map_resource_desc_701,6171,7364,7364,20,8,gather_res_6,2,1,-1,4,1800,10,22004,20302704,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,240000,-1,0,0
16205,6171,1,-1,map_resource_desc_701,6171,7365,7365,24,8,gather_res_6,2,1,-1,5,1800,10,22005,20302705,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,300000,-1,0,0
16206,6171,1,-1,map_resource_desc_701,6171,7366,7366,32,8,gather_res_6,2,1,-1,6,1800,10,22006,20302706,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,360000,-1,0,0
16207,6171,1,-1,map_resource_desc_701,6171,7367,7367,36,8,gather_res_6,2,1,-1,7,1800,10,22007,20302707,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,420000,-1,0,0
16208,6171,1,-1,map_resource_desc_701,6171,7368,7368,40,8,gather_res_6,2,1,-1,8,1800,10,22008,20302708,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,480000,-1,0,0
16209,6171,1,-1,map_resource_desc_701,6171,7369,7369,44,8,gather_res_6,2,1,-1,9,1800,10,22009,20302709,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,540000,-1,0,0
16210,6171,1,-1,map_resource_desc_701,6171,7370,7370,48,8,gather_res_6,2,1,-1,10,1800,10,22010,20302710,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,600000,-1,0,0
16211,6171,1,-1,map_resource_desc_701,6171,7370,7370,52,8,gather_res_6,2,1,-1,11,7200,10,22010,20302711,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,162,1,720000,-1,0,0
16212,6171,1,-1,map_resource_desc_701,6171,6171,6171,52,8,gather_res_6,2,1,-1,12,7200,10,22010,-1,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,-1,1,864000,-1,0,0
14301,6101,1,-1,map_resource_desc_101,6101,7331,7331,6,4,gather_res_4,2,1,-1,1,1800,5,20001,20302101,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,180000,-1,0,0
14302,6101,1,-1,map_resource_desc_101,6101,7332,7332,9,4,gather_res_4,2,1,-1,2,1800,5,20002,20302102,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,360000,-1,0,0
14303,6101,1,-1,map_resource_desc_101,6101,7333,7333,12,4,gather_res_4,2,1,-1,3,1800,5,20003,20302103,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,540000,-1,0,0
14304,6101,1,-1,map_resource_desc_101,6101,7334,7334,15,4,gather_res_4,2,1,-1,4,1800,5,20004,20302104,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,720000,-1,0,0
14305,6101,1,-1,map_resource_desc_101,6101,7335,7335,18,4,gather_res_4,2,1,-1,5,1800,5,20005,20302105,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,900000,-1,0,0
14306,6101,1,-1,map_resource_desc_101,6101,7336,7336,21,4,gather_res_4,2,1,-1,6,1800,5,20006,20302106,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,1080000,-1,0,0
14307,6101,1,-1,map_resource_desc_101,6101,7337,7337,24,4,gather_res_4,2,1,-1,7,1800,5,20007,20302107,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,1260000,-1,0,0
14308,6101,1,-1,map_resource_desc_101,6101,7338,7338,27,4,gather_res_4,2,1,-1,8,1800,5,20008,20302108,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,1440000,-1,0,0
14309,6101,1,-1,map_resource_desc_101,6101,7339,7339,30,4,gather_res_4,2,1,-1,9,1800,5,20009,20302109,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,1620000,-1,0,0
14310,6101,1,-1,map_resource_desc_101,6101,7340,7340,36,4,gather_res_4,2,1,-1,10,1800,5,20010,20302110,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,1800000,-1,0,0
14311,6101,1,-1,map_resource_desc_101,6101,7340,7340,42,4,gather_res_4,2,1,-1,11,7200,5,20011,20302111,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,143,1,2160000,-1,0,0
14312,6101,1,-1,map_resource_desc_101,6101,6101,6101,42,4,gather_res_4,2,1,-1,12,7200,5,20011,-1,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,-1,1,2592000,-1,0,0
15301,6151,1,-1,map_resource_desc_501,6151,7351,7351,6,4,gather_res_5,2,1,-1,1,1800,5,21001,20302501,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,180000,-1,0,0
15302,6151,1,-1,map_resource_desc_501,6151,7352,7352,9,4,gather_res_5,2,1,-1,2,1800,5,21002,20302502,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,360000,-1,0,0
15303,6151,1,-1,map_resource_desc_501,6151,7353,7353,12,4,gather_res_5,2,1,-1,3,1800,5,21003,20302503,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,540000,-1,0,0
15304,6151,1,-1,map_resource_desc_501,6151,7354,7354,15,4,gather_res_5,2,1,-1,4,1800,5,21004,20302504,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,720000,-1,0,0
15305,6151,1,-1,map_resource_desc_501,6151,7355,7355,18,4,gather_res_5,2,1,-1,5,1800,5,21005,20302505,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,900000,-1,0,0
15306,6151,1,-1,map_resource_desc_501,6151,7356,7356,21,4,gather_res_5,2,1,-1,6,1800,5,21006,20302506,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,1080000,-1,0,0
15307,6151,1,-1,map_resource_desc_501,6151,7357,7357,24,4,gather_res_5,2,1,-1,7,1800,5,21007,20302507,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,1260000,-1,0,0
15308,6151,1,-1,map_resource_desc_501,6151,7358,7358,27,4,gather_res_5,2,1,-1,8,1800,5,21008,20302508,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,1440000,-1,0,0
15309,6151,1,-1,map_resource_desc_501,6151,7359,7359,30,4,gather_res_5,2,1,-1,9,1800,5,21009,20302509,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,1620000,-1,0,0
15310,6151,1,-1,map_resource_desc_501,6151,7360,7360,36,4,gather_res_5,2,1,-1,10,1800,5,21010,20302510,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,1800000,-1,0,0
15311,6151,1,-1,map_resource_desc_501,6151,7360,7360,42,4,gather_res_5,2,1,-1,11,7200,5,21011,20302511,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,153,1,2160000,-1,0,0
15312,6151,1,-1,map_resource_desc_501,6151,6151,6151,42,4,gather_res_5,2,1,-1,12,7200,5,21011,-1,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,-1,1,2592000,-1,0,0
16301,6171,1,-1,map_resource_desc_701,6171,7361,7361,8,8,gather_res_6,2,1,-1,1,1800,10,22001,20302701,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,60000,-1,0,0
16302,6171,1,-1,map_resource_desc_701,6171,7362,7362,12,8,gather_res_6,2,1,-1,2,1800,10,22002,20302702,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,120000,-1,0,0
16303,6171,1,-1,map_resource_desc_701,6171,7363,7363,16,8,gather_res_6,2,1,-1,3,1800,10,22003,20302703,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,180000,-1,0,0
16304,6171,1,-1,map_resource_desc_701,6171,7364,7364,20,8,gather_res_6,2,1,-1,4,1800,10,22004,20302704,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,240000,-1,0,0
16305,6171,1,-1,map_resource_desc_701,6171,7365,7365,24,8,gather_res_6,2,1,-1,5,1800,10,22005,20302705,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,300000,-1,0,0
16306,6171,1,-1,map_resource_desc_701,6171,7366,7366,32,8,gather_res_6,2,1,-1,6,1800,10,22006,20302706,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,360000,-1,0,0
16307,6171,1,-1,map_resource_desc_701,6171,7367,7367,36,8,gather_res_6,2,1,-1,7,1800,10,22007,20302707,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,420000,-1,0,0
16308,6171,1,-1,map_resource_desc_701,6171,7368,7368,40,8,gather_res_6,2,1,-1,8,1800,10,22008,20302708,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,480000,-1,0,0
16309,6171,1,-1,map_resource_desc_701,6171,7369,7369,44,8,gather_res_6,2,1,-1,9,1800,10,22009,20302709,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,540000,-1,0,0
16310,6171,1,-1,map_resource_desc_701,6171,7370,7370,48,8,gather_res_6,2,1,-1,10,1800,10,22010,20302710,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,600000,-1,0,0
16311,6171,1,-1,map_resource_desc_701,6171,7370,7370,52,8,gather_res_6,2,1,-1,11,7200,10,22010,20302711,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,163,1,720000,-1,0,0
16312,6171,1,-1,map_resource_desc_701,6171,6171,6171,52,8,gather_res_6,2,1,-1,12,7200,10,22010,-1,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,-1,1,864000,-1,0,0
14401,6101,1,-1,map_resource_desc_101,6101,7331,7331,6,4,gather_res_4,2,1,-1,1,1800,5,-1,451001,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,180000,-1,0,0
14402,6101,1,-1,map_resource_desc_101,6101,7332,7332,9,4,gather_res_4,2,1,-1,2,1800,5,-1,451002,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,360000,-1,0,0
