id,attribute,attrs,cost,costNoBack,fightforce,lv_up_cost_no_back,model_id,pre_building_level,preBuildLv,star,star_up_cost,star_up_costs,starPowers
67243,[66|242100|65|6840],[[66|242100]|[65|6840]],[[2|206|3385]],[],[134960],,672,[117|40],[117|40],43,[2|206|3385],[[2|206|3385]],[134960]
67244,[66|254165|65|7180],[[66|254165]|[65|7180]],[[2|206|4225]],[],[141683],,672,[117|40],[117|40],44,[2|206|4225],[[2|206|4225]],[141683]
67245,[66|266230|65|7520],[[66|266230]|[65|7520]],[[2|206|4225]],[],[148405],,672,[117|40],[117|40],45,[2|206|4225],[[2|206|4225]],[148405]
67246,[66|278295|65|7860],[[66|278295]|[65|7860]],[[2|206|4225]],[],[155127],,672,[117|40],[117|40],46,[2|206|4225],[[2|206|4225]],[155127]
67247,[66|290360|65|8200],[[66|290360]|[65|8200]],[[2|206|5635]],[],[161849],,672,[117|40],[117|40],47,[2|206|5635],[[2|206|5635]],[161849]
67248,[66|302425|65|8540],[[66|302425]|[65|8540]],[[2|206|5635]],[],[168572],,672,[117|40],[117|40],48,[2|206|5635],[[2|206|5635]],[168572]
67249,[66|314490|65|8880],[[66|314490]|[65|8880]],[[2|206|5635]],[],[175294],,672,[117|40],[117|40],49,[2|206|5635],[[2|206|5635]],[175294]
67250,[66|359730|65|10140],[[66|359730]|[65|10140]],[[2|206|5635]],[],[200440],,672,[117|40],[117|40],50,[2|206|5635],[[2|206|5635]],[200440]
67301,[65|210],[[65|210]],[[2|206|180]],[],[840],,673,[117|0],[117|0],1,[2|206|180],[[2|206|180]],[840]
67302,[65|420],[[65|420]],[[2|206|215]],[],[1680],,673,[117|0],[117|0],2,[2|206|215],[[2|206|215]],[1680]
67303,[65|630],[[65|630]],[[2|206|230]],[],[2520],,673,[117|0],[117|0],3,[2|206|230],[[2|206|230]],[2520]
67304,[65|840],[[65|840]],[[2|206|250]],[],[3360],,673,[117|0],[117|0],4,[2|206|250],[[2|206|250]],[3360]
67305,[65|1050],[[65|1050]],[[2|206|265]],[],[4200],,673,[117|0],[117|0],5,[2|206|265],[[2|206|265]],[4200]
67306,[65|1260],[[65|1260]],[[2|206|285]],[],[5040],,673,[117|0],[117|0],6,[2|206|285],[[2|206|285]],[5040]
67307,[65|1470],[[65|1470]],[[2|206|320]],[],[5880],,673,[117|0],[117|0],7,[2|206|320],[[2|206|320]],[5880]
67308,[65|1680],[[65|1680]],[[2|206|355]],[],[6720],,673,[117|0],[117|0],8,[2|206|355],[[2|206|355]],[6720]
67309,[65|1890],[[65|1890]],[[2|206|530]],[],[7560],,673,[117|0],[117|0],9,[2|206|530],[[2|206|530]],[7560]
67310,[65|2730],[[65|2730]],[[2|206|705]],[],[10920],,673,[117|0],[117|0],10,[2|206|705],[[2|206|705]],[10920]
67311,[65|3045],[[65|3045]],[[2|206|530]],[],[12180],,673,[117|10],[117|10],11,[2|206|530],[[2|206|530]],[12180]
67312,[65|3360],[[65|3360]],[[2|206|530]],[],[13440],,673,[117|10],[117|10],12,[2|206|530],[[2|206|530]],[13440]
67313,[65|3675],[[65|3675]],[[2|206|620]],[],[14700],,673,[117|10],[117|10],13,[2|206|620],[[2|206|620]],[14700]
67314,[65|3990],[[65|3990]],[[2|206|620]],[],[15960],,673,[117|10],[117|10],14,[2|206|620],[[2|206|620]],[15960]
67315,[65|4305],[[65|4305]],[[2|206|705]],[],[17220],,673,[117|10],[117|10],15,[2|206|705],[[2|206|705]],[17220]
67316,[65|4620],[[65|4620]],[[2|206|705]],[],[18480],,673,[117|10],[117|10],16,[2|206|705],[[2|206|705]],[18480]
67317,[65|4935],[[65|4935]],[[2|206|880]],[],[19740],,673,[117|10],[117|10],17,[2|206|880],[[2|206|880]],[19740]
67318,[65|5250],[[65|5250]],[[2|206|880]],[],[21000],,673,[117|10],[117|10],18,[2|206|880],[[2|206|880]],[21000]
67319,[65|5565],[[65|5565]],[[2|206|1060]],[],[22260],,673,[117|10],[117|10],19,[2|206|1060],[[2|206|1060]],[22260]
67320,[65|6825],[[65|6825]],[[2|206|1410]],[],[27300],,673,[117|10],[117|10],20,[2|206|1410],[[2|206|1410]],[27300]
67321,[65|7455],[[65|7455]],[[2|206|1060]],[],[29820],,673,[117|20],[117|20],21,[2|206|1060],[[2|206|1060]],[29820]
67322,[65|8085],[[65|8085]],[[2|206|1145]],[],[32340],,673,[117|20],[117|20],22,[2|206|1145],[[2|206|1145]],[32340]
67323,[65|8715],[[65|8715]],[[2|206|1235]],[],[34860],,673,[117|20],[117|20],23,[2|206|1235],[[2|206|1235]],[34860]
67324,[65|9345],[[65|9345]],[[2|206|845]],[],[37380],,673,[117|20],[117|20],24,[2|206|845],[[2|206|845]],[37380]
67325,[65|9975],[[65|9975]],[[2|206|1410]],[],[39900],,673,[117|20],[117|20],25,[2|206|1410],[[2|206|1410]],[39900]
67326,[65|10605],[[65|10605]],[[2|206|1585]],[],[42420],,673,[117|20],[117|20],26,[2|206|1585],[[2|206|1585]],[42420]
67327,[65|11235],[[65|11235]],[[2|206|1585]],[],[44940],,673,[117|20],[117|20],27,[2|206|1585],[[2|206|1585]],[44940]
67328,[65|11865],[[65|11865]],[[2|206|1760]],[],[47460],,673,[117|20],[117|20],28,[2|206|1760],[[2|206|1760]],[47460]
67329,[65|12495],[[65|12495]],[[2|206|1760]],[],[49980],,673,[117|20],[117|20],29,[2|206|1760],[[2|206|1760]],[49980]
67330,[65|15010],[[65|15010]],[[2|206|2640]],[],[60040],,673,[117|20],[117|20],30,[2|206|2640],[[2|206|2640]],[60040]
67331,[65|16060],[[65|16060]],[[2|206|1760]],[],[64240],,673,[117|30],[117|30],31,[2|206|1760],[[2|206|1760]],[64240]
67332,[65|17110],[[65|17110]],[[2|206|1935]],[],[68440],,673,[117|30],[117|30],32,[2|206|1935],[[2|206|1935]],[68440]
67333,[65|18160],[[65|18160]],[[2|206|2115]],[],[72640],,673,[117|30],[117|30],33,[2|206|2115],[[2|206|2115]],[72640]
67334,[65|19210],[[65|19210]],[[2|206|2640]],[],[76840],,673,[117|30],[117|30],34,[2|206|2640],[[2|206|2640]],[76840]
67335,[65|20260],[[65|20260]],[[2|206|2640]],[],[81040],,673,[117|30],[117|30],35,[2|206|2640],[[2|206|2640]],[81040]
67336,[65|21310],[[65|21310]],[[2|206|2640]],[],[85240],,673,[117|30],[117|30],36,[2|206|2640],[[2|206|2640]],[85240]
67337,[65|22360],[[65|22360]],[[2|206|3520]],[],[89440],,673,[117|30],[117|30],37,[2|206|3520],[[2|206|3520]],[89440]
67338,[65|23410],[[65|23410]],[[2|206|3520]],[],[93640],,673,[117|30],[117|30],38,[2|206|3520],[[2|206|3520]],[93640]
67339,[65|24460],[[65|24460]],[[2|206|3520]],[],[97840],,673,[117|30],[117|30],39,[2|206|3520],[[2|206|3520]],[97840]
67340,[65|28650],[[65|28650]],[[2|206|3520]],[],[114600],,673,[117|30],[117|30],40,[2|206|3520],[[2|206|3520]],[114600]
67341,[65|30330],[[65|30330]],[[2|206|2820]],[],[121320],,673,[117|40],[117|40],41,[2|206|2820],[[2|206|2820]],[121320]
67342,[65|32010],[[65|32010]],[[2|206|3100]],[],[128040],,673,[117|40],[117|40],42,[2|206|3100],[[2|206|3100]],[128040]
67343,[65|33690],[[65|33690]],[[2|206|3385]],[],[134760],,673,[117|40],[117|40],43,[2|206|3385],[[2|206|3385]],[134760]
67344,[65|35370],[[65|35370]],[[2|206|4225]],[],[141480],,673,[117|40],[117|40],44,[2|206|4225],[[2|206|4225]],[141480]
67345,[65|37050],[[65|37050]],[[2|206|4225]],[],[148200],,673,[117|40],[117|40],45,[2|206|4225],[[2|206|4225]],[148200]
67346,[65|38730],[[65|38730]],[[2|206|4225]],[],[154920],,673,[117|40],[117|40],46,[2|206|4225],[[2|206|4225]],[154920]
67347,[65|40410],[[65|40410]],[[2|206|5635]],[],[161640],,673,[117|40],[117|40],47,[2|206|5635],[[2|206|5635]],[161640]
67348,[65|42090],[[65|42090]],[[2|206|5635]],[],[168360],,673,[117|40],[117|40],48,[2|206|5635],[[2|206|5635]],[168360]
67349,[65|43770],[[65|43770]],[[2|206|5635]],[],[175080],,673,[117|40],[117|40],49,[2|206|5635],[[2|206|5635]],[175080]
67350,[65|50055],[[65|50055]],[[2|206|5635]],[],[200220],,673,[117|40],[117|40],50,[2|206|5635],[[2|206|5635]],[200220]
67401,[66|1510|65|45],[[66|1510]|[65|45]],[[2|206|180]],[],[852],,674,[117|0],[117|0],1,[2|206|180],[[2|206|180]],[852]
67402,[66|3020|65|90],[[66|3020]|[65|90]],[[2|206|215]],[],[1703],,674,[117|0],[117|0],2,[2|206|215],[[2|206|215]],[1703]
67403,[66|4530|65|135],[[66|4530]|[65|135]],[[2|206|230]],[],[2554],,674,[117|0],[117|0],3,[2|206|230],[[2|206|230]],[2554]
67404,[66|6040|65|180],[[66|6040]|[65|180]],[[2|206|250]],[],[3405],,674,[117|0],[117|0],4,[2|206|250],[[2|206|250]],[3405]
67405,[66|7550|65|225],[[66|7550]|[65|225]],[[2|206|265]],[],[4256],,674,[117|0],[117|0],5,[2|206|265],[[2|206|265]],[4256]
67406,[66|9060|65|270],[[66|9060]|[65|270]],[[2|206|285]],[],[5107],,674,[117|0],[117|0],6,[2|206|285],[[2|206|285]],[5107]
67407,[66|10570|65|315],[[66|10570]|[65|315]],[[2|206|320]],[],[5958],,674,[117|0],[117|0],7,[2|206|320],[[2|206|320]],[5958]
67408,[66|12080|65|360],[[66|12080]|[65|360]],[[2|206|355]],[],[6809],,674,[117|0],[117|0],8,[2|206|355],[[2|206|355]],[6809]
67409,[66|13590|65|405],[[66|13590]|[65|405]],[[2|206|530]],[],[7660],,674,[117|0],[117|0],9,[2|206|530],[[2|206|530]],[7660]
67410,[66|19625|65|575],[[66|19625]|[65|575]],[[2|206|705]],[],[11023],,674,[117|0],[117|0],10,[2|206|705],[[2|206|705]],[11023]
67411,[66|21890|65|640],[[66|21890]|[65|640]],[[2|206|530]],[],[12289],,674,[117|10],[117|10],11,[2|206|530],[[2|206|530]],[12289]
67412,[66|24155|65|705],[[66|24155]|[65|705]],[[2|206|530]],[],[13556],,674,[117|10],[117|10],12,[2|206|530],[[2|206|530]],[13556]
67413,[66|26420|65|770],[[66|26420]|[65|770]],[[2|206|620]],[],[14823],,674,[117|10],[117|10],13,[2|206|620],[[2|206|620]],[14823]
67414,[66|28685|65|835],[[66|28685]|[65|835]],[[2|206|620]],[],[16089],,674,[117|10],[117|10],14,[2|206|620],[[2|206|620]],[16089]
67415,[66|30950|65|900],[[66|30950]|[65|900]],[[2|206|705]],[],[17356],,674,[117|10],[117|10],15,[2|206|705],[[2|206|705]],[17356]
67416,[66|33215|65|965],[[66|33215]|[65|965]],[[2|206|705]],[],[18623],,674,[117|10],[117|10],16,[2|206|705],[[2|206|705]],[18623]
67417,[66|35480|65|1030],[[66|35480]|[65|1030]],[[2|206|880]],[],[19889],,674,[117|10],[117|10],17,[2|206|880],[[2|206|880]],[19889]
67418,[66|37745|65|1095],[[66|37745]|[65|1095]],[[2|206|880]],[],[21156],,674,[117|10],[117|10],18,[2|206|880],[[2|206|880]],[21156]
67419,[66|40010|65|1160],[[66|40010]|[65|1160]],[[2|206|1060]],[],[22423],,674,[117|10],[117|10],19,[2|206|1060],[[2|206|1060]],[22423]
67420,[66|49060|65|1415],[[66|49060]|[65|1415]],[[2|206|1410]],[],[27465],,674,[117|10],[117|10],20,[2|206|1410],[[2|206|1410]],[27465]
67421,[66|53585|65|1545],[[66|53585]|[65|1545]],[[2|206|1060]],[],[29996],,674,[117|20],[117|20],21,[2|206|1060],[[2|206|1060]],[29996]
67422,[66|58110|65|1675],[[66|58110]|[65|1675]],[[2|206|1145]],[],[32527],,674,[117|20],[117|20],22,[2|206|1145],[[2|206|1145]],[32527]
67423,[66|62635|65|1805],[[66|62635]|[65|1805]],[[2|206|1235]],[],[35058],,674,[117|20],[117|20],23,[2|206|1235],[[2|206|1235]],[35058]
67424,[66|67160|65|1935],[[66|67160]|[65|1935]],[[2|206|845]],[],[37589],,674,[117|20],[117|20],24,[2|206|845],[[2|206|845]],[37589]
67425,[66|71685|65|2065],[[66|71685]|[65|2065]],[[2|206|1410]],[],[40120],,674,[117|20],[117|20],25,[2|206|1410],[[2|206|1410]],[40120]
67426,[66|76210|65|2195],[[66|76210]|[65|2195]],[[2|206|1585]],[],[42652],,674,[117|20],[117|20],26,[2|206|1585],[[2|206|1585]],[42652]
67427,[66|80735|65|2325],[[66|80735]|[65|2325]],[[2|206|1585]],[],[45183],,674,[117|20],[117|20],27,[2|206|1585],[[2|206|1585]],[45183]
67428,[66|85260|65|2455],[[66|85260]|[65|2455]],[[2|206|1760]],[],[47714],,674,[117|20],[117|20],28,[2|206|1760],[[2|206|1760]],[47714]
67429,[66|89785|65|2585],[[66|89785]|[65|2585]],[[2|206|1760]],[],[50245],,674,[117|20],[117|20],29,[2|206|1760],[[2|206|1760]],[50245]
67430,[66|107885|65|3090],[[66|107885]|[65|3090]],[[2|206|2640]],[],[60309],,674,[117|20],[117|20],30,[2|206|2640],[[2|206|2640]],[60309]
67431,[66|115425|65|3300],[[66|115425]|[65|3300]],[[2|206|1760]],[],[64500],,674,[117|30],[117|30],31,[2|206|1760],[[2|206|1760]],[64500]
67432,[66|122965|65|3510],[[66|122965]|[65|3510]],[[2|206|1935]],[],[68692],,674,[117|30],[117|30],32,[2|206|1935],[[2|206|1935]],[68692]
67433,[66|130505|65|3720],[[66|130505]|[65|3720]],[[2|206|2115]],[],[72883],,674,[117|30],[117|30],33,[2|206|2115],[[2|206|2115]],[72883]
67434,[66|138045|65|3930],[[66|138045]|[65|3930]],[[2|206|2640]],[],[77074],,674,[117|30],[117|30],34,[2|206|2640],[[2|206|2640]],[77074]
67435,[66|145585|65|4140],[[66|145585]|[65|4140]],[[2|206|2640]],[],[81265],,674,[117|30],[117|30],35,[2|206|2640],[[2|206|2640]],[81265]
67436,[66|153125|65|4350],[[66|153125]|[65|4350]],[[2|206|2640]],[],[85456],,674,[117|30],[117|30],36,[2|206|2640],[[2|206|2640]],[85456]
67437,[66|160665|65|4560],[[66|160665]|[65|4560]],[[2|206|3520]],[],[89647],,674,[117|30],[117|30],37,[2|206|3520],[[2|206|3520]],[89647]
67438,[66|168205|65|4770],[[66|168205]|[65|4770]],[[2|206|3520]],[],[93838],,674,[117|30],[117|30],38,[2|206|3520],[[2|206|3520]],[93838]
67439,[66|175745|65|4980],[[66|175745]|[65|4980]],[[2|206|3520]],[],[98029],,674,[117|30],[117|30],39,[2|206|3520],[[2|206|3520]],[98029]
67440,[66|205905|65|5820],[[66|205905]|[65|5820]],[[2|206|3520]],[],[114794],,674,[117|30],[117|30],40,[2|206|3520],[[2|206|3520]],[114794]
67441,[66|217970|65|6160],[[66|217970]|[65|6160]],[[2|206|2820]],[],[121516],,674,[117|40],[117|40],41,[2|206|2820],[[2|206|2820]],[121516]
67442,[66|230035|65|6500],[[66|230035]|[65|6500]],[[2|206|3100]],[],[128238],,674,[117|40],[117|40],42,[2|206|3100],[[2|206|3100]],[128238]
67443,[66|242100|65|6840],[[66|242100]|[65|6840]],[[2|206|3385]],[],[134960],,674,[117|40],[117|40],43,[2|206|3385],[[2|206|3385]],[134960]
67444,[66|254165|65|7180],[[66|254165]|[65|7180]],[[2|206|4225]],[],[141683],,674,[117|40],[117|40],44,[2|206|4225],[[2|206|4225]],[141683]
67445,[66|266230|65|7520],[[66|266230]|[65|7520]],[[2|206|4225]],[],[148405],,674,[117|40],[117|40],45,[2|206|4225],[[2|206|4225]],[148405]
67446,[66|278295|65|7860],[[66|278295]|[65|7860]],[[2|206|4225]],[],[155127],,674,[117|40],[117|40],46,[2|206|4225],[[2|206|4225]],[155127]
67447,[66|290360|65|8200],[[66|290360]|[65|8200]],[[2|206|5635]],[],[161849],,674,[117|40],[117|40],47,[2|206|5635],[[2|206|5635]],[161849]
67448,[66|302425|65|8540],[[66|302425]|[65|8540]],[[2|206|5635]],[],[168572],,674,[117|40],[117|40],48,[2|206|5635],[[2|206|5635]],[168572]
67449,[66|314490|65|8880],[[66|314490]|[65|8880]],[[2|206|5635]],[],[175294],,674,[117|40],[117|40],49,[2|206|5635],[[2|206|5635]],[175294]
67450,[66|359730|65|10140],[[66|359730]|[65|10140]],[[2|206|5635]],[],[200440],,674,[117|40],[117|40],50,[2|206|5635],[[2|206|5635]],[200440]
68101,[65|210],[[65|210]],[[2|206|180]],[],[840],,681,[117|0],[117|0],1,[2|206|180],[[2|206|180]],[840]
68102,[65|420],[[65|420]],[[2|206|215]],[],[1680],,681,[117|0],[117|0],2,[2|206|215],[[2|206|215]],[1680]
68103,[65|630],[[65|630]],[[2|206|230]],[],[2520],,681,[117|0],[117|0],3,[2|206|230],[[2|206|230]],[2520]
68104,[65|840],[[65|840]],[[2|206|250]],[],[3360],,681,[117|0],[117|0],4,[2|206|250],[[2|206|250]],[3360]
68105,[65|1050],[[65|1050]],[[2|206|265]],[],[4200],,681,[117|0],[117|0],5,[2|206|265],[[2|206|265]],[4200]
68106,[65|1260],[[65|1260]],[[2|206|285]],[],[5040],,681,[117|0],[117|0],6,[2|206|285],[[2|206|285]],[5040]
68107,[65|1470],[[65|1470]],[[2|206|320]],[],[5880],,681,[117|0],[117|0],7,[2|206|320],[[2|206|320]],[5880]
68108,[65|1680],[[65|1680]],[[2|206|355]],[],[6720],,681,[117|0],[117|0],8,[2|206|355],[[2|206|355]],[6720]
68109,[65|1890],[[65|1890]],[[2|206|530]],[],[7560],,681,[117|0],[117|0],9,[2|206|530],[[2|206|530]],[7560]
68110,[65|2730],[[65|2730]],[[2|206|705]],[],[10920],,681,[117|0],[117|0],10,[2|206|705],[[2|206|705]],[10920]
68111,[65|3045],[[65|3045]],[[2|206|530]],[],[12180],,681,[117|10],[117|10],11,[2|206|530],[[2|206|530]],[12180]
68112,[65|3360],[[65|3360]],[[2|206|530]],[],[13440],,681,[117|10],[117|10],12,[2|206|530],[[2|206|530]],[13440]
68113,[65|3675],[[65|3675]],[[2|206|620]],[],[14700],,681,[117|10],[117|10],13,[2|206|620],[[2|206|620]],[14700]
68114,[65|3990],[[65|3990]],[[2|206|620]],[],[15960],,681,[117|10],[117|10],14,[2|206|620],[[2|206|620]],[15960]
68115,[65|4305],[[65|4305]],[[2|206|705]],[],[17220],,681,[117|10],[117|10],15,[2|206|705],[[2|206|705]],[17220]
68116,[65|4620],[[65|4620]],[[2|206|705]],[],[18480],,681,[117|10],[117|10],16,[2|206|705],[[2|206|705]],[18480]
68117,[65|4935],[[65|4935]],[[2|206|880]],[],[19740],,681,[117|10],[117|10],17,[2|206|880],[[2|206|880]],[19740]
68118,[65|5250],[[65|5250]],[[2|206|880]],[],[21000],,681,[117|10],[117|10],18,[2|206|880],[[2|206|880]],[21000]
68119,[65|5565],[[65|5565]],[[2|206|1060]],[],[22260],,681,[117|10],[117|10],19,[2|206|1060],[[2|206|1060]],[22260]
68120,[65|6825],[[65|6825]],[[2|206|1410]],[],[27300],,681,[117|10],[117|10],20,[2|206|1410],[[2|206|1410]],[27300]
68121,[65|7455],[[65|7455]],[[2|206|1060]],[],[29820],,681,[117|20],[117|20],21,[2|206|1060],[[2|206|1060]],[29820]
68122,[65|8085],[[65|8085]],[[2|206|1145]],[],[32340],,681,[117|20],[117|20],22,[2|206|1145],[[2|206|1145]],[32340]
68123,[65|8715],[[65|8715]],[[2|206|1235]],[],[34860],,681,[117|20],[117|20],23,[2|206|1235],[[2|206|1235]],[34860]
68124,[65|9345],[[65|9345]],[[2|206|845]],[],[37380],,681,[117|20],[117|20],24,[2|206|845],[[2|206|845]],[37380]
68125,[65|9975],[[65|9975]],[[2|206|1410]],[],[39900],,681,[117|20],[117|20],25,[2|206|1410],[[2|206|1410]],[39900]
68126,[65|10605],[[65|10605]],[[2|206|1585]],[],[42420],,681,[117|20],[117|20],26,[2|206|1585],[[2|206|1585]],[42420]
68127,[65|11235],[[65|11235]],[[2|206|1585]],[],[44940],,681,[117|20],[117|20],27,[2|206|1585],[[2|206|1585]],[44940]
68128,[65|11865],[[65|11865]],[[2|206|1760]],[],[47460],,681,[117|20],[117|20],28,[2|206|1760],[[2|206|1760]],[47460]
68129,[65|12495],[[65|12495]],[[2|206|1760]],[],[49980],,681,[117|20],[117|20],29,[2|206|1760],[[2|206|1760]],[49980]
68130,[65|15010],[[65|15010]],[[2|206|2640]],[],[60040],,681,[117|20],[117|20],30,[2|206|2640],[[2|206|2640]],[60040]
68131,[65|16060],[[65|16060]],[[2|206|1760]],[],[64240],,681,[117|30],[117|30],31,[2|206|1760],[[2|206|1760]],[64240]
68132,[65|17110],[[65|17110]],[[2|206|1935]],[],[68440],,681,[117|30],[117|30],32,[2|206|1935],[[2|206|1935]],[68440]
68133,[65|18160],[[65|18160]],[[2|206|2115]],[],[72640],,681,[117|30],[117|30],33,[2|206|2115],[[2|206|2115]],[72640]
68134,[65|19210],[[65|19210]],[[2|206|2640]],[],[76840],,681,[117|30],[117|30],34,[2|206|2640],[[2|206|2640]],[76840]
68135,[65|20260],[[65|20260]],[[2|206|2640]],[],[81040],,681,[117|30],[117|30],35,[2|206|2640],[[2|206|2640]],[81040]
68136,[65|21310],[[65|21310]],[[2|206|2640]],[],[85240],,681,[117|30],[117|30],36,[2|206|2640],[[2|206|2640]],[85240]
68137,[65|22360],[[65|22360]],[[2|206|3520]],[],[89440],,681,[117|30],[117|30],37,[2|206|3520],[[2|206|3520]],[89440]
68138,[65|23410],[[65|23410]],[[2|206|3520]],[],[93640],,681,[117|30],[117|30],38,[2|206|3520],[[2|206|3520]],[93640]
68139,[65|24460],[[65|24460]],[[2|206|3520]],[],[97840],,681,[117|30],[117|30],39,[2|206|3520],[[2|206|3520]],[97840]
68140,[65|28650],[[65|28650]],[[2|206|5635]],[],[114600],,681,[117|30],[117|30],40,[2|206|5635],[[2|206|5635]],[114600]
68141,[65|30330],[[65|30330]],[[2|206|2820]],[],[121320],,681,[117|40],[117|40],41,[2|206|2820],[[2|206|2820]],[121320]
68142,[65|32010],[[65|32010]],[[2|206|3100]],[],[128040],,681,[117|40],[117|40],42,[2|206|3100],[[2|206|3100]],[128040]
68143,[65|33690],[[65|33690]],[[2|206|3385]],[],[134760],,681,[117|40],[117|40],43,[2|206|3385],[[2|206|3385]],[134760]
68144,[65|35370],[[65|35370]],[[2|206|4225]],[],[141480],,681,[117|40],[117|40],44,[2|206|4225],[[2|206|4225]],[141480]
68145,[65|37050],[[65|37050]],[[2|206|4225]],[],[148200],,681,[117|40],[117|40],45,[2|206|4225],[[2|206|4225]],[148200]
68146,[65|38730],[[65|38730]],[[2|206|4225]],[],[154920],,681,[117|40],[117|40],46,[2|206|4225],[[2|206|4225]],[154920]
68147,[65|40410],[[65|40410]],[[2|206|5635]],[],[161640],,681,[117|40],[117|40],47,[2|206|5635],[[2|206|5635]],[161640]
68148,[65|42090],[[65|42090]],[[2|206|5635]],[],[168360],,681,[117|40],[117|40],48,[2|206|5635],[[2|206|5635]],[168360]
68149,[65|43770],[[65|43770]],[[2|206|5635]],[],[175080],,681,[117|40],[117|40],49,[2|206|5635],[[2|206|5635]],[175080]
68150,[65|50055],[[65|50055]],[[2|206|5635]],[],[200220],,681,[117|40],[117|40],50,[2|206|5635],[[2|206|5635]],[200220]
68201,[66|1885],[[66|1885]],[[2|206|180]],[],[838],,682,[117|0],[117|0],1,[2|206|180],[[2|206|180]],[838]
68202,[66|3770],[[66|3770]],[[2|206|215]],[],[1676],,682,[117|0],[117|0],2,[2|206|215],[[2|206|215]],[1676]
68203,[66|5655],[[66|5655]],[[2|206|230]],[],[2514],,682,[117|0],[117|0],3,[2|206|230],[[2|206|230]],[2514]
68204,[66|7540],[[66|7540]],[[2|206|250]],[],[3352],,682,[117|0],[117|0],4,[2|206|250],[[2|206|250]],[3352]
68205,[66|9425],[[66|9425]],[[2|206|265]],[],[4189],,682,[117|0],[117|0],5,[2|206|265],[[2|206|265]],[4189]
68206,[66|11310],[[66|11310]],[[2|206|285]],[],[5027],,682,[117|0],[117|0],6,[2|206|285],[[2|206|285]],[5027]
68207,[66|13195],[[66|13195]],[[2|206|320]],[],[5865],,682,[117|0],[117|0],7,[2|206|320],[[2|206|320]],[5865]
68208,[66|15080],[[66|15080]],[[2|206|355]],[],[6703],,682,[117|0],[117|0],8,[2|206|355],[[2|206|355]],[6703]
68209,[66|16965],[[66|16965]],[[2|206|530]],[],[7540],,682,[117|0],[117|0],9,[2|206|530],[[2|206|530]],[7540]
68210,[66|24505],[[66|24505]],[[2|206|705]],[],[10892],,682,[117|0],[117|0],10,[2|206|705],[[2|206|705]],[10892]
68211,[66|27335],[[66|27335]],[[2|206|530]],[],[12149],,682,[117|10],[117|10],11,[2|206|530],[[2|206|530]],[12149]
68212,[66|30165],[[66|30165]],[[2|206|530]],[],[13407],,682,[117|10],[117|10],12,[2|206|530],[[2|206|530]],[13407]
68213,[66|32995],[[66|32995]],[[2|206|620]],[],[14665],,682,[117|10],[117|10],13,[2|206|620],[[2|206|620]],[14665]
68214,[66|35825],[[66|35825]],[[2|206|620]],[],[15923],,682,[117|10],[117|10],14,[2|206|620],[[2|206|620]],[15923]
68215,[66|38655],[[66|38655]],[[2|206|705]],[],[17180],,682,[117|10],[117|10],15,[2|206|705],[[2|206|705]],[17180]
68216,[66|41485],[[66|41485]],[[2|206|705]],[],[18438],,682,[117|10],[117|10],16,[2|206|705],[[2|206|705]],[18438]
68217,[66|44315],[[66|44315]],[[2|206|880]],[],[19696],,682,[117|10],[117|10],17,[2|206|880],[[2|206|880]],[19696]
68218,[66|47145],[[66|47145]],[[2|206|880]],[],[20954],,682,[117|10],[117|10],18,[2|206|880],[[2|206|880]],[20954]
68219,[66|49975],[[66|49975]],[[2|206|1060]],[],[22212],,682,[117|10],[117|10],19,[2|206|1060],[[2|206|1060]],[22212]
68220,[66|61285],[[66|61285]],[[2|206|1410]],[],[27238],,682,[117|10],[117|10],20,[2|206|1410],[[2|206|1410]],[27238]
68221,[66|66940],[[66|66940]],[[2|206|1060]],[],[29752],,682,[117|20],[117|20],21,[2|206|1060],[[2|206|1060]],[29752]
68222,[66|72595],[[66|72595]],[[2|206|1145]],[],[32265],,682,[117|20],[117|20],22,[2|206|1145],[[2|206|1145]],[32265]
68223,[66|78250],[[66|78250]],[[2|206|1235]],[],[34778],,682,[117|20],[117|20],23,[2|206|1235],[[2|206|1235]],[34778]
68224,[66|83905],[[66|83905]],[[2|206|845]],[],[37292],,682,[117|20],[117|20],24,[2|206|845],[[2|206|845]],[37292]
68225,[66|89560],[[66|89560]],[[2|206|1410]],[],[39805],,682,[117|20],[117|20],25,[2|206|1410],[[2|206|1410]],[39805]
68226,[66|95215],[[66|95215]],[[2|206|1585]],[],[42318],,682,[117|20],[117|20],26,[2|206|1585],[[2|206|1585]],[42318]
68227,[66|100870],[[66|100870]],[[2|206|1585]],[],[44832],,682,[117|20],[117|20],27,[2|206|1585],[[2|206|1585]],[44832]
68228,[66|106525],[[66|106525]],[[2|206|1760]],[],[47345],,682,[117|20],[117|20],28,[2|206|1760],[[2|206|1760]],[47345]
68229,[66|112180],[[66|112180]],[[2|206|1760]],[],[49858],,682,[117|20],[117|20],29,[2|206|1760],[[2|206|1760]],[49858]
68230,[66|134800],[[66|134800]],[[2|206|2640]],[],[59912],,682,[117|20],[117|20],30,[2|206|2640],[[2|206|2640]],[59912]
68231,[66|144225],[[66|144225]],[[2|206|1760]],[],[64100],,682,[117|30],[117|30],31,[2|206|1760],[[2|206|1760]],[64100]
68232,[66|153650],[[66|153650]],[[2|206|1935]],[],[68289],,682,[117|30],[117|30],32,[2|206|1935],[[2|206|1935]],[68289]
