id,exp_1,exp_2,exp_3,isplay_notice_effect,monsterA_num,monsterA_roleld,monsterB_num,monsterB_roleld,monsterC_num,monsterC_roleld,stageRounds,timeInterval
573507,,,,-1,8,573507,8,573506,-1,-1,1,6000
573508,,,,1,8,573508,1,573512,-1,-1,1,10000
573509,,,,-1,8,573509,8,573508,-1,-1,1,6000
573510,,,,-1,8,573510,8,573509,-1,-1,1,6000
573513,,,,2,1,573513,-1,-1,-1,-1,1,4000
574101,,,,-1,8,574101,-1,-1,-1,-1,1,6000
574102,,,,-1,8,574102,-1,-1,-1,-1,1,6000
574103,,,,-1,8,574103,-1,-1,-1,-1,1,6000
574104,,,,1,8,574104,1,574111,-1,-1,1,10000
574105,,,,-1,8,574105,8,574104,-1,-1,1,6000
574106,,,,-1,8,574106,8,574105,-1,-1,1,6000
574107,,,,-1,8,574107,8,574106,-1,-1,1,6000
574108,,,,1,8,574108,1,574112,-1,-1,1,10000
574109,,,,-1,8,574109,8,574108,-1,-1,1,6000
574110,,,,-1,8,574110,8,574109,-1,-1,1,6000
574113,,,,2,1,574113,-1,-1,-1,-1,1,4000
574201,,,,-1,8,574201,-1,-1,-1,-1,1,6000
574202,,,,-1,8,574202,-1,-1,-1,-1,1,6000
574203,,,,-1,8,574203,-1,-1,-1,-1,1,6000
574204,,,,1,8,574204,1,574211,-1,-1,1,10000
574205,,,,-1,8,574205,8,574204,-1,-1,1,6000
574206,,,,-1,8,574206,8,574205,-1,-1,1,6000
574207,,,,-1,8,574207,8,574206,-1,-1,1,6000
574208,,,,1,8,574208,1,574212,-1,-1,1,10000
574209,,,,-1,8,574209,8,574208,-1,-1,1,6000
574210,,,,-1,8,574210,8,574209,-1,-1,1,6000
574213,,,,2,1,574213,-1,-1,-1,-1,1,4000
574301,,,,-1,8,574301,-1,-1,-1,-1,1,6000
574302,,,,-1,8,574302,-1,-1,-1,-1,1,6000
574303,,,,-1,8,574303,-1,-1,-1,-1,1,6000
574304,,,,1,8,574304,1,574311,-1,-1,1,10000
574305,,,,-1,8,574305,8,574304,-1,-1,1,6000
574306,,,,-1,8,574306,8,574305,-1,-1,1,6000
574307,,,,-1,8,574307,8,574306,-1,-1,1,6000
574308,,,,1,8,574308,1,574312,-1,-1,1,10000
574309,,,,-1,8,574309,8,574308,-1,-1,1,6000
574310,,,,-1,8,574310,8,574309,-1,-1,1,6000
574313,,,,2,1,574313,-1,-1,-1,-1,1,4000
574401,,,,-1,8,574401,-1,-1,-1,-1,1,6000
574402,,,,-1,8,574402,-1,-1,-1,-1,1,6000
574403,,,,-1,8,574403,-1,-1,-1,-1,1,6000
574404,,,,1,8,574404,1,574411,-1,-1,1,10000
574405,,,,-1,8,574405,8,574404,-1,-1,1,6000
574406,,,,-1,8,574406,8,574405,-1,-1,1,6000
574407,,,,-1,8,574407,8,574406,-1,-1,1,6000
574408,,,,1,8,574408,1,574412,-1,-1,1,10000
574409,,,,-1,8,574409,8,574408,-1,-1,1,6000
574410,,,,-1,8,574410,8,574409,-1,-1,1,6000
574413,,,,2,1,574413,-1,-1,-1,-1,1,4000
574501,,,,-1,8,574501,-1,-1,-1,-1,1,6000
574502,,,,-1,8,574502,-1,-1,-1,-1,1,6000
574503,,,,-1,8,574503,-1,-1,-1,-1,1,6000
574504,,,,1,8,574504,1,574511,-1,-1,1,10000
574505,,,,-1,8,574505,8,574504,-1,-1,1,6000
574506,,,,-1,8,574506,8,574505,-1,-1,1,6000
574507,,,,-1,8,574507,8,574506,-1,-1,1,6000
574508,,,,1,8,574508,1,574512,-1,-1,1,10000
574509,,,,-1,8,574509,8,574508,-1,-1,1,6000
574510,,,,-1,8,574510,8,574509,-1,-1,1,6000
574513,,,,2,1,574513,-1,-1,-1,-1,1,4000
575101,,,,-1,8,575101,-1,-1,-1,-1,1,6000
575102,,,,-1,8,575102,-1,-1,-1,-1,1,6000
575103,,,,-1,8,575103,-1,-1,-1,-1,1,6000
575104,,,,1,8,575104,1,575111,-1,-1,1,10000
575105,,,,-1,8,575105,8,575104,-1,-1,1,6000
575106,,,,-1,8,575106,8,575105,-1,-1,1,6000
575107,,,,-1,8,575107,8,575106,-1,-1,1,6000
575108,,,,1,8,575108,1,575112,-1,-1,1,10000
575109,,,,-1,8,575109,8,575108,-1,-1,1,6000
575110,,,,-1,8,575110,8,575109,-1,-1,1,6000
575113,,,,2,1,575113,-1,-1,-1,-1,1,4000
575201,,,,-1,8,575201,-1,-1,-1,-1,1,6000
575202,,,,-1,8,575202,-1,-1,-1,-1,1,6000
575203,,,,-1,8,575203,-1,-1,-1,-1,1,6000
575204,,,,1,8,575204,1,575211,-1,-1,1,10000
575205,,,,-1,8,575205,8,575204,-1,-1,1,6000
575206,,,,-1,8,575206,8,575205,-1,-1,1,6000
575207,,,,-1,8,575207,8,575206,-1,-1,1,6000
575208,,,,1,8,575208,1,575212,-1,-1,1,10000
575209,,,,-1,8,575209,8,575208,-1,-1,1,6000
575210,,,,-1,8,575210,8,575209,-1,-1,1,6000
575213,,,,2,1,575213,-1,-1,-1,-1,1,4000
575301,,,,-1,8,575301,-1,-1,-1,-1,1,6000
575302,,,,-1,8,575302,-1,-1,-1,-1,1,6000
575303,,,,-1,8,575303,-1,-1,-1,-1,1,6000
575304,,,,1,8,575304,1,575311,-1,-1,1,10000
575305,,,,-1,8,575305,8,575304,-1,-1,1,6000
575306,,,,-1,8,575306,8,575305,-1,-1,1,6000
575307,,,,-1,8,575307,8,575306,-1,-1,1,6000
575308,,,,1,8,575308,1,575312,-1,-1,1,10000
575309,,,,-1,8,575309,8,575308,-1,-1,1,6000
575310,,,,-1,8,575310,8,575309,-1,-1,1,6000
575313,,,,2,1,575313,-1,-1,-1,-1,1,4000
575401,,,,-1,8,575401,-1,-1,-1,-1,1,6000
575402,,,,-1,8,575402,-1,-1,-1,-1,1,6000
575403,,,,-1,8,575403,-1,-1,-1,-1,1,6000
575404,,,,1,8,575404,1,575411,-1,-1,1,10000
575405,,,,-1,8,575405,8,575404,-1,-1,1,6000
575406,,,,-1,8,575406,8,575405,-1,-1,1,6000
575407,,,,-1,8,575407,8,575406,-1,-1,1,6000
575408,,,,1,8,575408,1,575412,-1,-1,1,10000
575409,,,,-1,8,575409,8,575408,-1,-1,1,6000
575410,,,,-1,8,575410,8,575409,-1,-1,1,6000
575413,,,,2,1,575413,-1,-1,-1,-1,1,4000
575501,,,,-1,8,575501,-1,-1,-1,-1,1,6000
575502,,,,-1,8,575502,-1,-1,-1,-1,1,6000
575503,,,,-1,8,575503,-1,-1,-1,-1,1,6000
575504,,,,1,8,575504,1,575511,-1,-1,1,10000
575505,,,,-1,8,575505,8,575504,-1,-1,1,6000
575506,,,,-1,8,575506,8,575505,-1,-1,1,6000
575507,,,,-1,8,575507,8,575506,-1,-1,1,6000
575508,,,,1,8,575508,1,575512,-1,-1,1,10000
575509,,,,-1,8,575509,8,575508,-1,-1,1,6000
575510,,,,-1,8,575510,8,575509,-1,-1,1,6000
575513,,,,2,1,575513,-1,-1,-1,-1,1,4000
576101,,,,-1,8,576101,-1,-1,-1,-1,1,6000
576102,,,,-1,8,576102,-1,-1,-1,-1,1,6000
576103,,,,-1,8,576103,-1,-1,-1,-1,1,6000
576104,,,,1,8,576104,1,576111,-1,-1,1,10000
576105,,,,-1,8,576105,8,576104,-1,-1,1,6000
576106,,,,-1,8,576106,8,576105,-1,-1,1,6000
576107,,,,-1,8,576107,8,576106,-1,-1,1,6000
576108,,,,1,8,576108,1,576112,-1,-1,1,10000
576109,,,,-1,8,576109,8,576108,-1,-1,1,6000
576110,,,,-1,8,576110,8,576109,-1,-1,1,6000
576113,,,,2,1,576113,-1,-1,-1,-1,1,4000
576201,,,,-1,8,576201,-1,-1,-1,-1,1,6000
576202,,,,-1,8,576202,-1,-1,-1,-1,1,6000
576203,,,,-1,8,576203,-1,-1,-1,-1,1,6000
576204,,,,1,8,576204,1,576211,-1,-1,1,10000
576205,,,,-1,8,576205,8,576204,-1,-1,1,6000
576206,,,,-1,8,576206,8,576205,-1,-1,1,6000
576207,,,,-1,8,576207,8,576206,-1,-1,1,6000
576208,,,,1,8,576208,1,576212,-1,-1,1,10000
576209,,,,-1,8,576209,8,576208,-1,-1,1,6000
576210,,,,-1,8,576210,8,576209,-1,-1,1,6000
576213,,,,2,1,576213,-1,-1,-1,-1,1,4000
576301,,,,-1,8,576301,-1,-1,-1,-1,1,6000
576302,,,,-1,8,576302,-1,-1,-1,-1,1,6000
576303,,,,-1,8,576303,-1,-1,-1,-1,1,6000
576304,,,,1,8,576304,1,576311,-1,-1,1,10000
576305,,,,-1,8,576305,8,576304,-1,-1,1,6000
576306,,,,-1,8,576306,8,576305,-1,-1,1,6000
576307,,,,-1,8,576307,8,576306,-1,-1,1,6000
576308,,,,1,8,576308,1,576312,-1,-1,1,10000
576309,,,,-1,8,576309,8,576308,-1,-1,1,6000
576310,,,,-1,8,576310,8,576309,-1,-1,1,6000
576313,,,,2,1,576313,-1,-1,-1,-1,1,4000
576401,,,,-1,8,576401,-1,-1,-1,-1,1,6000
576402,,,,-1,8,576402,-1,-1,-1,-1,1,6000
576403,,,,-1,8,576403,-1,-1,-1,-1,1,6000
576404,,,,1,8,576404,1,576411,-1,-1,1,10000
576405,,,,-1,8,576405,8,576404,-1,-1,1,6000
576406,,,,-1,8,576406,8,576405,-1,-1,1,6000
576407,,,,-1,8,576407,8,576406,-1,-1,1,6000
576408,,,,1,8,576408,1,576412,-1,-1,1,10000
576409,,,,-1,8,576409,8,576408,-1,-1,1,6000
576410,,,,-1,8,576410,8,576409,-1,-1,1,6000
576413,,,,2,1,576413,-1,-1,-1,-1,1,4000
576501,,,,-1,8,576501,-1,-1,-1,-1,1,6000
576502,,,,-1,8,576502,-1,-1,-1,-1,1,6000
576503,,,,-1,8,576503,-1,-1,-1,-1,1,6000
576504,,,,1,8,576504,1,576511,-1,-1,1,10000
576505,,,,-1,8,576505,8,576504,-1,-1,1,6000
576506,,,,-1,8,576506,8,576505,-1,-1,1,6000
576507,,,,-1,8,576507,8,576506,-1,-1,1,6000
576508,,,,1,8,576508,1,576512,-1,-1,1,10000
576509,,,,-1,8,576509,8,576508,-1,-1,1,6000
576510,,,,-1,8,576510,8,576509,-1,-1,1,6000
576513,,,,2,1,576513,-1,-1,-1,-1,1,4000
580101,,,,-1,1,580101,-1,-1,-1,-1,1,3000
580102,,,,-1,1,580102,-1,-1,-1,-1,1,3000
580103,,,,-1,1,580103,-1,-1,-1,-1,1,3000
580104,,,,-1,1,580104,-1,-1,-1,-1,1,3000
580105,,,,-1,1,580105,-1,-1,-1,-1,1,3000
580106,,,,-1,1,580106,-1,-1,-1,-1,1,3000
580201,,,,-1,1,580201,-1,-1,-1,-1,1,3000
580202,,,,-1,1,580202,-1,-1,-1,-1,1,3000
580203,,,,-1,1,580203,-1,-1,-1,-1,1,3000
580204,,,,-1,1,580204,-1,-1,-1,-1,1,3000
580205,,,,-1,1,580205,-1,-1,-1,-1,1,3000
580206,,,,-1,1,580206,-1,-1,-1,-1,1,3000
580301,,,,-1,1,580301,-1,-1,-1,-1,1,3000
580302,,,,-1,1,580302,-1,-1,-1,-1,1,3000
580303,,,,-1,1,580303,-1,-1,-1,-1,1,3000
580304,,,,-1,1,580304,-1,-1,-1,-1,1,3000
580305,,,,-1,1,580305,-1,-1,-1,-1,1,3000
580306,,,,-1,1,580306,-1,-1,-1,-1,1,3000
580401,,,,-1,1,580401,-1,-1,-1,-1,1,3000
580402,,,,-1,1,580402,-1,-1,-1,-1,1,3000
580403,,,,-1,1,580403,-1,-1,-1,-1,1,3000
580404,,,,-1,1,580404,-1,-1,-1,-1,1,3000
580405,,,,-1,1,580405,-1,-1,-1,-1,1,3000
580406,,,,-1,1,580406,-1,-1,-1,-1,1,3000
580501,,,,-1,1,580501,-1,-1,-1,-1,1,3000
580502,,,,-1,1,580502,-1,-1,-1,-1,1,3000
580503,,,,-1,1,580503,-1,-1,-1,-1,1,3000
580504,,,,-1,1,580504,-1,-1,-1,-1,1,3000
580505,,,,-1,1,580505,-1,-1,-1,-1,1,3000
580506,,,,-1,1,580506,-1,-1,-1,-1,1,3000
580601,,,,-1,1,580601,-1,-1,-1,-1,1,3000
580602,,,,-1,1,580602,-1,-1,-1,-1,1,3000
580603,,,,-1,1,580603,-1,-1,-1,-1,1,3000
580604,,,,-1,1,580604,-1,-1,-1,-1,1,3000
580605,,,,-1,1,580605,-1,-1,-1,-1,1,3000
580606,,,,-1,1,580606,-1,-1,-1,-1,1,3000
580701,,,,-1,1,580701,-1,-1,-1,-1,1,3000
580702,,,,-1,1,580702,-1,-1,-1,-1,1,3000
580703,,,,-1,1,580703,-1,-1,-1,-1,1,3000
580704,,,,-1,1,580704,-1,-1,-1,-1,1,3000
580705,,,,-1,1,580705,-1,-1,-1,-1,1,3000
580706,,,,-1,1,580706,-1,-1,-1,-1,1,3000
580801,,,,-1,1,580801,-1,-1,-1,-1,1,3000
580802,,,,-1,1,580802,-1,-1,-1,-1,1,3000
580803,,,,-1,1,580803,-1,-1,-1,-1,1,3000
580804,,,,-1,1,580804,-1,-1,-1,-1,1,3000
580805,,,,-1,1,580805,-1,-1,-1,-1,1,3000
580806,,,,-1,1,580806,-1,-1,-1,-1,1,3000
580901,,,,-1,1,580901,-1,-1,-1,-1,1,3000
580902,,,,-1,1,580902,-1,-1,-1,-1,1,3000
580903,,,,-1,1,580903,-1,-1,-1,-1,1,3000
580904,,,,-1,1,580904,-1,-1,-1,-1,1,3000
580905,,,,-1,1,580905,-1,-1,-1,-1,1,3000
580906,,,,-1,1,580906,-1,-1,-1,-1,1,3000
581001,,,,-1,1,581001,-1,-1,-1,-1,1,3000
581002,,,,-1,1,581002,-1,-1,-1,-1,1,3000
581003,,,,-1,1,581003,-1,-1,-1,-1,1,3000
581004,,,,-1,1,581004,-1,-1,-1,-1,1,3000
581005,,,,-1,1,581005,-1,-1,-1,-1,1,3000
581006,,,,-1,1,581006,-1,-1,-1,-1,1,3000
581101,,,,-1,1,581101,-1,-1,-1,-1,1,3000
581102,,,,-1,1,581102,-1,-1,-1,-1,1,3000
581103,,,,-1,1,581103,-1,-1,-1,-1,1,3000
581104,,,,-1,1,581104,-1,-1,-1,-1,1,3000
581105,,,,-1,1,581105,-1,-1,-1,-1,1,3000
581106,,,,-1,1,581106,-1,-1,-1,-1,1,3000
581201,,,,-1,1,581201,-1,-1,-1,-1,1,3000
581202,,,,-1,1,581202,-1,-1,-1,-1,1,3000
581203,,,,-1,1,581203,-1,-1,-1,-1,1,3000
581204,,,,-1,1,581204,-1,-1,-1,-1,1,3000
581205,,,,-1,1,581205,-1,-1,-1,-1,1,3000
581206,,,,-1,1,581206,-1,-1,-1,-1,1,3000
581301,,,,-1,1,581301,-1,-1,-1,-1,1,3000
581302,,,,-1,1,581302,-1,-1,-1,-1,1,3000
581303,,,,-1,1,581303,-1,-1,-1,-1,1,3000
581304,,,,-1,1,581304,-1,-1,-1,-1,1,3000
581305,,,,-1,1,581305,-1,-1,-1,-1,1,3000
581306,,,,-1,1,581306,-1,-1,-1,-1,1,3000
5908101,,,,-1,8,5908101,-1,-1,-1,-1,1,6000
5908102,,,,-1,8,5908102,-1,-1,-1,-1,1,6000
5908103,,,,-1,8,5908103,-1,-1,-1,-1,1,6000
5908104,,,,1,8,5908104,1,5908111,-1,-1,1,10000
5908105,,,,-1,8,5908105,8,5908104,-1,-1,1,6000
5908106,,,,-1,8,5908106,8,5908105,-1,-1,1,6000
5908107,,,,-1,8,5908107,8,5908106,-1,-1,1,6000
5908108,,,,1,8,5908108,1,5908112,-1,-1,1,10000
5908109,,,,-1,8,5908109,8,5908108,-1,-1,1,6000
5908110,,,,-1,8,5908110,8,5908109,-1,-1,1,6000
5908113,,,,2,1,5908113,-1,-1,-1,-1,1,4000
5908201,,,,-1,8,5908201,-1,-1,-1,-1,1,6000
5908202,,,,-1,8,5908202,-1,-1,-1,-1,1,6000
5908203,,,,-1,8,5908203,-1,-1,-1,-1,1,6000
5908204,,,,1,8,5908204,1,5908211,-1,-1,1,10000
5908205,,,,-1,8,5908205,8,5908204,-1,-1,1,6000
5908206,,,,-1,8,5908206,8,5908205,-1,-1,1,6000
5908207,,,,-1,8,5908207,8,5908206,-1,-1,1,6000
5908208,,,,1,8,5908208,1,5908212,-1,-1,1,10000
5908209,,,,-1,8,5908209,8,5908208,-1,-1,1,6000
5908210,,,,-1,8,5908210,8,5908209,-1,-1,1,6000
5908213,,,,2,1,5908213,-1,-1,-1,-1,1,4000
5908301,,,,-1,8,5908301,-1,-1,-1,-1,1,6000
5908302,,,,-1,8,5908302,-1,-1,-1,-1,1,6000
5908303,,,,-1,8,5908303,-1,-1,-1,-1,1,6000
5908304,,,,1,8,5908304,1,5908311,-1,-1,1,10000
5908305,,,,-1,8,5908305,8,5908304,-1,-1,1,6000
5908306,,,,-1,8,5908306,8,5908305,-1,-1,1,6000
5908307,,,,-1,8,5908307,8,5908306,-1,-1,1,6000
5908308,,,,1,8,5908308,1,5908312,-1,-1,1,10000
5908309,,,,-1,8,5908309,8,5908308,-1,-1,1,6000
5908310,,,,-1,8,5908310,8,5908309,-1,-1,1,6000
5908313,,,,2,1,5908313,-1,-1,-1,-1,1,4000
5908401,,,,-1,8,5908401,-1,-1,-1,-1,1,6000
5908402,,,,-1,8,5908402,-1,-1,-1,-1,1,6000
5908403,,,,-1,8,5908403,-1,-1,-1,-1,1,6000
5908404,,,,1,8,5908404,1,5908411,-1,-1,1,10000
5908405,,,,-1,8,5908405,8,5908404,-1,-1,1,6000
5908406,,,,-1,8,5908406,8,5908405,-1,-1,1,6000
5908407,,,,-1,8,5908407,8,5908406,-1,-1,1,6000
5908408,,,,1,8,5908408,1,5908412,-1,-1,1,10000
5908409,,,,-1,8,5908409,8,5908408,-1,-1,1,6000
5908410,,,,-1,8,5908410,8,5908409,-1,-1,1,6000
5908413,,,,2,1,5908413,-1,-1,-1,-1,1,4000
5908501,,,,-1,8,5908501,-1,-1,-1,-1,1,6000
5908502,,,,-1,8,5908502,-1,-1,-1,-1,1,6000
5908503,,,,-1,8,5908503,-1,-1,-1,-1,1,6000
5908504,,,,1,8,5908504,1,5908511,-1,-1,1,10000
5908505,,,,-1,8,5908505,8,5908504,-1,-1,1,6000
5908506,,,,-1,8,5908506,8,5908505,-1,-1,1,6000
5908507,,,,-1,8,5908507,8,5908506,-1,-1,1,6000
5908508,,,,1,8,5908508,1,5908512,-1,-1,1,10000
5908509,,,,-1,8,5908509,8,5908508,-1,-1,1,6000
5908510,,,,-1,8,5908510,8,5908509,-1,-1,1,6000
5908513,,,,2,1,5908513,-1,-1,-1,-1,1,4000
5909101,,,,-1,8,5909101,-1,-1,-1,-1,1,6000
5909102,,,,-1,8,5909102,-1,-1,-1,-1,1,6000
5909103,,,,-1,8,5909103,-1,-1,-1,-1,1,6000
5909104,,,,1,8,5909104,1,5909111,-1,-1,1,10000
5909105,,,,-1,8,5909105,8,5909104,-1,-1,1,6000
5909106,,,,-1,8,5909106,8,5909105,-1,-1,1,6000
5909107,,,,-1,8,5909107,8,5909106,-1,-1,1,6000
5909108,,,,1,8,5909108,1,5909112,-1,-1,1,10000
5909109,,,,-1,8,5909109,8,5909108,-1,-1,1,6000
5909110,,,,-1,8,5909110,8,5909109,-1,-1,1,6000
5909113,,,,2,1,5909113,-1,-1,-1,-1,1,4000
5909201,,,,-1,8,5909201,-1,-1,-1,-1,1,6000
5909202,,,,-1,8,5909202,-1,-1,-1,-1,1,6000
5909203,,,,-1,8,5909203,-1,-1,-1,-1,1,6000
5909204,,,,1,8,5909204,1,5909211,-1,-1,1,10000
5909205,,,,-1,8,5909205,8,5909204,-1,-1,1,6000
5909206,,,,-1,8,5909206,8,5909205,-1,-1,1,6000
5909207,,,,-1,8,5909207,8,5909206,-1,-1,1,6000
5909208,,,,1,8,5909208,1,5909212,-1,-1,1,10000
5909209,,,,-1,8,5909209,8,5909208,-1,-1,1,6000
5909210,,,,-1,8,5909210,8,5909209,-1,-1,1,6000
5909213,,,,2,1,5909213,-1,-1,-1,-1,1,4000
5909301,,,,-1,8,5909301,-1,-1,-1,-1,1,6000
5909302,,,,-1,8,5909302,-1,-1,-1,-1,1,6000
5909303,,,,-1,8,5909303,-1,-1,-1,-1,1,6000
5909304,,,,1,8,5909304,1,5909311,-1,-1,1,10000
5909305,,,,-1,8,5909305,8,5909304,-1,-1,1,6000
5909306,,,,-1,8,5909306,8,5909305,-1,-1,1,6000
5909307,,,,-1,8,5909307,8,5909306,-1,-1,1,6000
5909308,,,,1,8,5909308,1,5909312,-1,-1,1,10000
5909309,,,,-1,8,5909309,8,5909308,-1,-1,1,6000
5909310,,,,-1,8,5909310,8,5909309,-1,-1,1,6000
5909313,,,,2,1,5909313,-1,-1,-1,-1,1,4000
5909401,,,,-1,8,5909401,-1,-1,-1,-1,1,6000
5909402,,,,-1,8,5909402,-1,-1,-1,-1,1,6000
5909403,,,,-1,8,5909403,-1,-1,-1,-1,1,6000
5909404,,,,1,8,5909404,1,5909411,-1,-1,1,10000
5909405,,,,-1,8,5909405,8,5909404,-1,-1,1,6000
5909406,,,,-1,8,5909406,8,5909405,-1,-1,1,6000
5909407,,,,-1,8,5909407,8,5909406,-1,-1,1,6000
5909408,,,,1,8,5909408,1,5909412,-1,-1,1,10000
5909409,,,,-1,8,5909409,8,5909408,-1,-1,1,6000
5909410,,,,-1,8,5909410,8,5909409,-1,-1,1,6000
5909413,,,,2,1,5909413,-1,-1,-1,-1,1,4000
5909501,,,,-1,8,5909501,-1,-1,-1,-1,1,6000
5909502,,,,-1,8,5909502,-1,-1,-1,-1,1,6000
5909503,,,,-1,8,5909503,-1,-1,-1,-1,1,6000
5909504,,,,1,8,5909504,1,5909511,-1,-1,1,10000
5909505,,,,-1,8,5909505,8,5909504,-1,-1,1,6000
5909506,,,,-1,8,5909506,8,5909505,-1,-1,1,6000
5909507,,,,-1,8,5909507,8,5909506,-1,-1,1,6000
5909508,,,,1,8,5909508,1,5909512,-1,-1,1,10000
5909509,,,,-1,8,5909509,8,5909508,-1,-1,1,6000
5909510,,,,-1,8,5909510,8,5909509,-1,-1,1,6000
5909513,,,,2,1,5909513,-1,-1,-1,-1,1,4000
5910101,,,,-1,8,5910101,-1,-1,-1,-1,1,6000
5910102,,,,-1,8,5910102,-1,-1,-1,-1,1,6000
5910103,,,,-1,8,5910103,-1,-1,-1,-1,1,6000
5910104,,,,1,8,5910104,1,5910111,-1,-1,1,10000
5910105,,,,-1,8,5910105,8,5910104,-1,-1,1,6000
5910106,,,,-1,8,5910106,8,5910105,-1,-1,1,6000
5910107,,,,-1,8,5910107,8,5910106,-1,-1,1,6000
5910108,,,,1,8,5910108,1,5910112,-1,-1,1,10000
5910109,,,,-1,8,5910109,8,5910108,-1,-1,1,6000
5910110,,,,-1,8,5910110,8,5910109,-1,-1,1,6000
5910113,,,,2,1,5910113,-1,-1,-1,-1,1,4000
5910201,,,,-1,8,5910201,-1,-1,-1,-1,1,6000
5910202,,,,-1,8,5910202,-1,-1,-1,-1,1,6000
5910203,,,,-1,8,5910203,-1,-1,-1,-1,1,6000
5910204,,,,1,8,5910204,1,5910211,-1,-1,1,10000
5910205,,,,-1,8,5910205,8,5910204,-1,-1,1,6000
5910206,,,,-1,8,5910206,8,5910205,-1,-1,1,6000
5910207,,,,-1,8,5910207,8,5910206,-1,-1,1,6000
5910208,,,,1,8,5910208,1,5910212,-1,-1,1,10000
5910209,,,,-1,8,5910209,8,5910208,-1,-1,1,6000
5910210,,,,-1,8,5910210,8,5910209,-1,-1,1,6000
5910213,,,,2,1,5910213,-1,-1,-1,-1,1,4000
5910301,,,,-1,8,5910301,-1,-1,-1,-1,1,6000
5910302,,,,-1,8,5910302,-1,-1,-1,-1,1,6000
5910303,,,,-1,8,5910303,-1,-1,-1,-1,1,6000
5910304,,,,1,8,5910304,1,5910311,-1,-1,1,10000
5910305,,,,-1,8,5910305,8,5910304,-1,-1,1,6000
5910306,,,,-1,8,5910306,8,5910305,-1,-1,1,6000
5910307,,,,-1,8,5910307,8,5910306,-1,-1,1,6000
5910308,,,,1,8,5910308,1,5910312,-1,-1,1,10000
5910309,,,,-1,8,5910309,8,5910308,-1,-1,1,6000
5910310,,,,-1,8,5910310,8,5910309,-1,-1,1,6000
5910313,,,,2,1,5910313,-1,-1,-1,-1,1,4000
5910401,,,,-1,8,5910401,-1,-1,-1,-1,1,6000
5910402,,,,-1,8,5910402,-1,-1,-1,-1,1,6000
5910403,,,,-1,8,5910403,-1,-1,-1,-1,1,6000
5910404,,,,1,8,5910404,1,5910411,-1,-1,1,10000
5910405,,,,-1,8,5910405,8,5910404,-1,-1,1,6000
5910406,,,,-1,8,5910406,8,5910405,-1,-1,1,6000
5910407,,,,-1,8,5910407,8,5910406,-1,-1,1,6000
5910408,,,,1,8,5910408,1,5910412,-1,-1,1,10000
5910409,,,,-1,8,5910409,8,5910408,-1,-1,1,6000
5910410,,,,-1,8,5910410,8,5910409,-1,-1,1,6000
5910413,,,,2,1,5910413,-1,-1,-1,-1,1,4000
5910501,,,,-1,8,5910501,-1,-1,-1,-1,1,6000
5910502,,,,-1,8,5910502,-1,-1,-1,-1,1,6000
5910503,,,,-1,8,5910503,-1,-1,-1,-1,1,6000
5910504,,,,1,8,5910504,1,5910511,-1,-1,1,10000
5910505,,,,-1,8,5910505,8,5910504,-1,-1,1,6000
5910506,,,,-1,8,5910506,8,5910505,-1,-1,1,6000
5910507,,,,-1,8,5910507,8,5910506,-1,-1,1,6000
5910508,,,,1,8,5910508,1,5910512,-1,-1,1,10000
5910509,,,,-1,8,5910509,8,5910508,-1,-1,1,6000
5910510,,,,-1,8,5910510,8,5910509,-1,-1,1,6000
5910513,,,,2,1,5910513,-1,-1,-1,-1,1,4000
5911101,,,,-1,8,5911101,-1,-1,-1,-1,1,6000
5911102,,,,-1,8,5911102,-1,-1,-1,-1,1,6000
5911103,,,,-1,8,5911103,-1,-1,-1,-1,1,6000
5911104,,,,1,8,5911104,1,5911111,-1,-1,1,10000
5911105,,,,-1,8,5911105,8,5911104,-1,-1,1,6000
5911106,,,,-1,8,5911106,8,5911105,-1,-1,1,6000
5911107,,,,-1,8,5911107,8,5911106,-1,-1,1,6000
5911108,,,,1,8,5911108,1,5911112,-1,-1,1,10000
5911109,,,,-1,8,5911109,8,5911108,-1,-1,1,6000
5911110,,,,-1,8,5911110,8,5911109,-1,-1,1,6000
5911113,,,,2,1,5911113,-1,-1,-1,-1,1,4000
5911201,,,,-1,8,5911201,-1,-1,-1,-1,1,6000
5911202,,,,-1,8,5911202,-1,-1,-1,-1,1,6000
5911203,,,,-1,8,5911203,-1,-1,-1,-1,1,6000
5911204,,,,1,8,5911204,1,5911211,-1,-1,1,10000
5911205,,,,-1,8,5911205,8,5911204,-1,-1,1,6000
5911206,,,,-1,8,5911206,8,5911205,-1,-1,1,6000
5911207,,,,-1,8,5911207,8,5911206,-1,-1,1,6000
5911208,,,,1,8,5911208,1,5911212,-1,-1,1,10000
5911209,,,,-1,8,5911209,8,5911208,-1,-1,1,6000
5911210,,,,-1,8,5911210,8,5911209,-1,-1,1,6000
5911213,,,,2,1,5911213,-1,-1,-1,-1,1,4000
5911301,,,,-1,8,5911301,-1,-1,-1,-1,1,6000
5911302,,,,-1,8,5911302,-1,-1,-1,-1,1,6000
5911303,,,,-1,8,5911303,-1,-1,-1,-1,1,6000
5911304,,,,1,8,5911304,1,5911311,-1,-1,1,10000
5911305,,,,-1,8,5911305,8,5911304,-1,-1,1,6000
5911306,,,,-1,8,5911306,8,5911305,-1,-1,1,6000
5911307,,,,-1,8,5911307,8,5911306,-1,-1,1,6000
