id,equipTierAtlas,iconAtlas,attr_para1,attrs,cost,costs,equip_tier,equip_tier_atlas,fightforce,icon,icon_atlas,level,lord_equip_desc,lord_equip_name,quality,star,type
1340055,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1060|13103|2205|10104|1940],[[3103|1060]|[13103|2205]|[10104|1940]],[2|154|10000|2|155|95|2|156|20],[[2|154|10000]|[2|155|95]|[2|156|20]],icon_txt_T3,,125962,icon_lord_4,,55,lord_equip_desc0061,lord_equip_name04,5,3,4
1340056,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1075|13103|2235|10104|1970],[[3103|1075]|[13103|2235]|[10104|1970]],[2|154|10000|2|155|95|2|156|20],[[2|154|10000]|[2|155|95]|[2|156|20]],icon_txt_T3,,129340,icon_lord_4,,56,lord_equip_desc0061,lord_equip_name04,5,3,4
1340057,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1090|13103|2270|10104|2000],[[3103|1090]|[13103|2270]|[10104|2000]],[2|154|10000|2|155|95|2|156|20],[[2|154|10000]|[2|155|95]|[2|156|20]],icon_txt_T3,,132717,icon_lord_4,,57,lord_equip_desc0061,lord_equip_name04,5,3,4
1340058,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1105|13103|2305|10104|2030],[[3103|1105]|[13103|2305]|[10104|2030]],[2|154|10000|2|155|95|2|156|20],[[2|154|10000]|[2|155|95]|[2|156|20]],icon_txt_T3,,136095,icon_lord_4,,58,lord_equip_desc0061,lord_equip_name04,5,3,4
1340059,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1180|13103|2460|10104|2165],[[3103|1180]|[13103|2460]|[10104|2165]],[2|154|10000|2|155|90|2|156|20],[[2|154|10000]|[2|155|90]|[2|156|20]],icon_txt_T4,,140427,icon_lord_4,,59,lord_equip_desc0071,lord_equip_name04,5,0,4
1340060,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1200|13103|2500|10104|2200],[[3103|1200]|[13103|2500]|[10104|2200]],[2|154|13000|2|155|130|2|156|22],[[2|154|13000]|[2|155|130]|[2|156|22]],icon_txt_T4,,144760,icon_lord_4,,60,lord_equip_desc0071,lord_equip_name04,5,1,4
1340061,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1220|13103|2535|10104|2235],[[3103|1220]|[13103|2535]|[10104|2235]],[2|154|13000|2|155|130|2|156|22],[[2|154|13000]|[2|155|130]|[2|156|22]],icon_txt_T4,,149093,icon_lord_4,,61,lord_equip_desc0071,lord_equip_name04,5,1,4
1340062,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1235|13103|2575|10104|2265],[[3103|1235]|[13103|2575]|[10104|2265]],[2|154|13000|2|155|130|2|156|22],[[2|154|13000]|[2|155|130]|[2|156|22]],icon_txt_T4,,153426,icon_lord_4,,62,lord_equip_desc0071,lord_equip_name04,5,1,4
1340063,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1255|13103|2615|10104|2300],[[3103|1255]|[13103|2615]|[10104|2300]],[2|154|13000|2|155|130|2|156|22],[[2|154|13000]|[2|155|130]|[2|156|22]],icon_txt_T4,,157759,icon_lord_4,,63,lord_equip_desc0071,lord_equip_name04,5,1,4
1340064,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1275|13103|2655|10104|2335],[[3103|1275]|[13103|2655]|[10104|2335]],[2|154|13000|2|155|140|2|156|23],[[2|154|13000]|[2|155|140]|[2|156|23]],icon_txt_T4,,162092,icon_lord_4,,64,lord_equip_desc0071,lord_equip_name04,5,2,4
1340065,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1290|13103|2690|10104|2370],[[3103|1290]|[13103|2690]|[10104|2370]],[2|154|13000|2|155|140|2|156|23],[[2|154|13000]|[2|155|140]|[2|156|23]],icon_txt_T4,,166424,icon_lord_4,,65,lord_equip_desc0071,lord_equip_name04,5,2,4
1340066,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1310|13103|2730|10104|2405],[[3103|1310]|[13103|2730]|[10104|2405]],[2|154|13000|2|155|140|2|156|23],[[2|154|13000]|[2|155|140]|[2|156|23]],icon_txt_T4,,170757,icon_lord_4,,66,lord_equip_desc0071,lord_equip_name04,5,2,4
1340067,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1330|13103|2770|10104|2435],[[3103|1330]|[13103|2770]|[10104|2435]],[2|154|13000|2|155|140|2|156|23],[[2|154|13000]|[2|155|140]|[2|156|23]],icon_txt_T4,,175090,icon_lord_4,,67,lord_equip_desc0071,lord_equip_name04,5,2,4
1340068,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1350|13103|2810|10104|2470],[[3103|1350]|[13103|2810]|[10104|2470]],[2|154|14000|2|155|150|2|156|25],[[2|154|14000]|[2|155|150]|[2|156|25]],icon_txt_T4,,179423,icon_lord_4,,68,lord_equip_desc0071,lord_equip_name04,5,3,4
1340069,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1365|13103|2845|10104|2505],[[3103|1365]|[13103|2845]|[10104|2505]],[2|154|14000|2|155|150|2|156|25],[[2|154|14000]|[2|155|150]|[2|156|25]],icon_txt_T4,,183756,icon_lord_4,,69,lord_equip_desc0071,lord_equip_name04,5,3,4
1340070,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1385|13103|2885|10104|2540],[[3103|1385]|[13103|2885]|[10104|2540]],[2|154|14000|2|155|150|2|156|25],[[2|154|14000]|[2|155|150]|[2|156|25]],icon_txt_T4,,188089,icon_lord_4,,70,lord_equip_desc0071,lord_equip_name04,5,3,4
1340071,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1405|13103|2925|10104|2575],[[3103|1405]|[13103|2925]|[10104|2575]],[2|154|14000|2|155|150|2|156|25],[[2|154|14000]|[2|155|150]|[2|156|25]],icon_txt_T4,,192422,icon_lord_4,,71,lord_equip_desc0071,lord_equip_name04,5,3,4
1340072,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1485|13103|3100|10104|2725],[[3103|1485]|[13103|3100]|[10104|2725]],[2|154|15000|2|155|140|2|156|20|2|157|2],[[2|154|15000]|[2|155|140]|[2|156|20]|[2|157|2]],,,196817,icon_lord_4,,72,lord_equip_desc008,lord_equip_name04,6,0,4
1340073,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1505|13103|3135|10104|2755],[[3103|1505]|[13103|3135]|[10104|2755]],[2|154|13000|2|155|140|2|156|20|2|157|2],[[2|154|13000]|[2|155|140]|[2|156|20]|[2|157|2]],,,201212,icon_lord_4,,73,lord_equip_desc008,lord_equip_name04,6,1,4
1340074,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1520|13103|3170|10104|2785],[[3103|1520]|[13103|3170]|[10104|2785]],[2|154|13000|2|155|140|2|156|20|2|157|2],[[2|154|13000]|[2|155|140]|[2|156|20]|[2|157|2]],,,205607,icon_lord_4,,74,lord_equip_desc008,lord_equip_name04,6,1,4
1340075,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1535|13103|3200|10104|2820],[[3103|1535]|[13103|3200]|[10104|2820]],[2|154|13000|2|155|140|2|156|20|2|157|2],[[2|154|13000]|[2|155|140]|[2|156|20]|[2|157|2]],,,210002,icon_lord_4,,75,lord_equip_desc008,lord_equip_name04,6,1,4
1340076,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1555|13103|3235|10104|2850],[[3103|1555]|[13103|3235]|[10104|2850]],[2|154|13000|2|155|140|2|156|20|2|157|2],[[2|154|13000]|[2|155|140]|[2|156|20]|[2|157|2]],,,214397,icon_lord_4,,76,lord_equip_desc008,lord_equip_name04,6,1,4
1340077,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1570|13103|3270|10104|2880],[[3103|1570]|[13103|3270]|[10104|2880]],[2|154|13000|2|155|140|2|156|20|2|157|2],[[2|154|13000]|[2|155|140]|[2|156|20]|[2|157|2]],,,218792,icon_lord_4,,77,lord_equip_desc008,lord_equip_name04,6,1,4
1340078,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1585|13103|3305|10104|2910],[[3103|1585]|[13103|3305]|[10104|2910]],[2|154|13500|2|155|160|2|156|25|2|157|2],[[2|154|13500]|[2|155|160]|[2|156|25]|[2|157|2]],,,223187,icon_lord_4,,78,lord_equip_desc008,lord_equip_name04,6,2,4
1340079,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1605|13103|3340|10104|2940],[[3103|1605]|[13103|3340]|[10104|2940]],[2|154|13500|2|155|160|2|156|25|2|157|2],[[2|154|13500]|[2|155|160]|[2|156|25]|[2|157|2]],,,227582,icon_lord_4,,79,lord_equip_desc008,lord_equip_name04,6,2,4
1340080,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1620|13103|3375|10104|2970],[[3103|1620]|[13103|3375]|[10104|2970]],[2|154|13500|2|155|160|2|156|25|2|157|2],[[2|154|13500]|[2|155|160]|[2|156|25]|[2|157|2]],,,231977,icon_lord_4,,80,lord_equip_desc008,lord_equip_name04,6,2,4
1340081,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1635|13103|3410|10104|3000],[[3103|1635]|[13103|3410]|[10104|3000]],[2|154|13500|2|155|160|2|156|25|2|157|2],[[2|154|13500]|[2|155|160]|[2|156|25]|[2|157|2]],,,236372,icon_lord_4,,81,lord_equip_desc008,lord_equip_name04,6,2,4
1340082,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1655|13103|3445|10104|3030],[[3103|1655]|[13103|3445]|[10104|3030]],[2|154|13500|2|155|160|2|156|25|2|157|2],[[2|154|13500]|[2|155|160]|[2|156|25]|[2|157|2]],,,240767,icon_lord_4,,82,lord_equip_desc008,lord_equip_name04,6,2,4
1340083,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1670|13103|3480|10104|3065],[[3103|1670]|[13103|3480]|[10104|3065]],[2|154|14000|2|155|160|2|156|25|2|157|4],[[2|154|14000]|[2|155|160]|[2|156|25]|[2|157|4]],,,245162,icon_lord_4,,83,lord_equip_desc008,lord_equip_name04,6,3,4
1340084,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1685|13103|3515|10104|3095],[[3103|1685]|[13103|3515]|[10104|3095]],[2|154|14000|2|155|160|2|156|25|2|157|4],[[2|154|14000]|[2|155|160]|[2|156|25]|[2|157|4]],,,249557,icon_lord_4,,84,lord_equip_desc008,lord_equip_name04,6,3,4
1340085,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1705|13103|3550|10104|3125],[[3103|1705]|[13103|3550]|[10104|3125]],[2|154|14000|2|155|160|2|156|25|2|157|4],[[2|154|14000]|[2|155|160]|[2|156|25]|[2|157|4]],,,253952,icon_lord_4,,85,lord_equip_desc008,lord_equip_name04,6,3,4
1340086,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1720|13103|3585|10104|3155],[[3103|1720]|[13103|3585]|[10104|3155]],[2|154|14000|2|155|160|2|156|25|2|157|4],[[2|154|14000]|[2|155|160]|[2|156|25]|[2|157|4]],,,258347,icon_lord_4,,86,lord_equip_desc008,lord_equip_name04,6,3,4
1340087,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1740|13103|3620|10104|3185],[[3103|1740]|[13103|3620]|[10104|3185]],[2|154|14000|2|155|160|2|156|25|2|157|4],[[2|154|14000]|[2|155|160]|[2|156|25]|[2|157|4]],,,262742,icon_lord_4,,87,lord_equip_desc008,lord_equip_name04,6,3,4
1340088,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1830|13103|3815|10104|3355],[[3103|1830]|[13103|3815]|[10104|3355]],[2|154|15000|2|155|180|2|156|25|2|157|4],[[2|154|15000]|[2|155|180]|[2|156|25]|[2|157|4]],icon_txt_T1,,268109,icon_lord_4,,88,lord_equip_desc009,lord_equip_name04,6,0,4
1340089,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1850|13103|3850|10104|3390],[[3103|1850]|[13103|3850]|[10104|3390]],[2|154|14000|2|155|160|2|156|28|2|157|3],[[2|154|14000]|[2|155|160]|[2|156|28]|[2|157|3]],icon_txt_T1,,273477,icon_lord_4,,89,lord_equip_desc009,lord_equip_name04,6,1,4
1340090,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1870|13103|3890|10104|3425],[[3103|1870]|[13103|3890]|[10104|3425]],[2|154|14000|2|155|160|2|156|28|2|157|3],[[2|154|14000]|[2|155|160]|[2|156|28]|[2|157|3]],icon_txt_T1,,278844,icon_lord_4,,90,lord_equip_desc009,lord_equip_name04,6,1,4
1340091,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1885|13103|3930|10104|3460],[[3103|1885]|[13103|3930]|[10104|3460]],[2|154|14000|2|155|160|2|156|28|2|157|3],[[2|154|14000]|[2|155|160]|[2|156|28]|[2|157|3]],icon_txt_T1,,284212,icon_lord_4,,91,lord_equip_desc009,lord_equip_name04,6,1,4
1340092,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1905|13103|3970|10104|3490],[[3103|1905]|[13103|3970]|[10104|3490]],[2|154|14000|2|155|160|2|156|28|2|157|3],[[2|154|14000]|[2|155|160]|[2|156|28]|[2|157|3]],icon_txt_T1,,289580,icon_lord_4,,92,lord_equip_desc009,lord_equip_name04,6,1,4
1340093,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1925|13103|4005|10104|3525],[[3103|1925]|[13103|4005]|[10104|3525]],[2|154|14000|2|155|160|2|156|28|2|157|3],[[2|154|14000]|[2|155|160]|[2|156|28]|[2|157|3]],icon_txt_T1,,294947,icon_lord_4,,93,lord_equip_desc009,lord_equip_name04,6,1,4
1340094,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1940|13103|4045|10104|3560],[[3103|1940]|[13103|4045]|[10104|3560]],[2|154|15000|2|155|170|2|156|30|2|157|4],[[2|154|15000]|[2|155|170]|[2|156|30]|[2|157|4]],icon_txt_T1,,300315,icon_lord_4,,94,lord_equip_desc009,lord_equip_name04,6,2,4
1340095,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1960|13103|4085|10104|3595],[[3103|1960]|[13103|4085]|[10104|3595]],[2|154|15000|2|155|170|2|156|30|2|157|4],[[2|154|15000]|[2|155|170]|[2|156|30]|[2|157|4]],icon_txt_T1,,305683,icon_lord_4,,95,lord_equip_desc009,lord_equip_name04,6,2,4
1340096,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|1980|13103|4125|10104|3630],[[3103|1980]|[13103|4125]|[10104|3630]],[2|154|15000|2|155|170|2|156|30|2|157|4],[[2|154|15000]|[2|155|170]|[2|156|30]|[2|157|4]],icon_txt_T1,,311050,icon_lord_4,,96,lord_equip_desc009,lord_equip_name04,6,2,4
1340097,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2000|13103|4160|10104|3660],[[3103|2000]|[13103|4160]|[10104|3660]],[2|154|15000|2|155|170|2|156|30|2|157|4],[[2|154|15000]|[2|155|170]|[2|156|30]|[2|157|4]],icon_txt_T1,,316418,icon_lord_4,,97,lord_equip_desc009,lord_equip_name04,6,2,4
1340098,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2015|13103|4200|10104|3695],[[3103|2015]|[13103|4200]|[10104|3695]],[2|154|15000|2|155|170|2|156|30|2|157|4],[[2|154|15000]|[2|155|170]|[2|156|30]|[2|157|4]],icon_txt_T1,,321785,icon_lord_4,,98,lord_equip_desc009,lord_equip_name04,6,2,4
1340099,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2035|13103|4240|10104|3730],[[3103|2035]|[13103|4240]|[10104|3730]],[2|154|16500|2|155|175|2|156|30|2|157|4],[[2|154|16500]|[2|155|175]|[2|156|30]|[2|157|4]],icon_txt_T1,,327153,icon_lord_4,,99,lord_equip_desc009,lord_equip_name04,6,3,4
1340100,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2055|13103|4280|10104|3765],[[3103|2055]|[13103|4280]|[10104|3765]],[2|154|16500|2|155|175|2|156|30|2|157|4],[[2|154|16500]|[2|155|175]|[2|156|30]|[2|157|4]],icon_txt_T1,,332521,icon_lord_4,,100,lord_equip_desc009,lord_equip_name04,6,3,4
1340101,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2070|13103|4315|10104|3800],[[3103|2070]|[13103|4315]|[10104|3800]],[2|154|16500|2|155|175|2|156|30|2|157|4],[[2|154|16500]|[2|155|175]|[2|156|30]|[2|157|4]],icon_txt_T1,,337888,icon_lord_4,,101,lord_equip_desc009,lord_equip_name04,6,3,4
1340102,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2090|13103|4355|10104|3830],[[3103|2090]|[13103|4355]|[10104|3830]],[2|154|16500|2|155|175|2|156|30|2|157|4],[[2|154|16500]|[2|155|175]|[2|156|30]|[2|157|4]],icon_txt_T1,,343256,icon_lord_4,,102,lord_equip_desc009,lord_equip_name04,6,3,4
1340103,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2110|13103|4395|10104|3865],[[3103|2110]|[13103|4395]|[10104|3865]],[2|154|16500|2|155|175|2|156|30|2|157|4],[[2|154|16500]|[2|155|175]|[2|156|30]|[2|157|4]],icon_txt_T1,,348624,icon_lord_4,,103,lord_equip_desc009,lord_equip_name04,6,3,4
1340104,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2215|13103|4610|10104|4055],[[3103|2215]|[13103|4610]|[10104|4055]],[2|154|18000|2|155|190|2|156|30|2|157|4],[[2|154|18000]|[2|155|190]|[2|156|30]|[2|157|4]],icon_txt_T2,,355145,icon_lord_4,,104,lord_equip_desc010,lord_equip_name04,6,0,4
1340105,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2235|13103|4655|10104|4095],[[3103|2235]|[13103|4655]|[10104|4095]],[2|154|17000|2|155|195|2|156|35|2|157|5],[[2|154|17000]|[2|155|195]|[2|156|35]|[2|157|5]],icon_txt_T2,,361667,icon_lord_4,,105,lord_equip_desc010,lord_equip_name04,6,1,4
1340106,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2255|13103|4695|10104|4135],[[3103|2255]|[13103|4695]|[10104|4135]],[2|154|17000|2|155|195|2|156|35|2|157|5],[[2|154|17000]|[2|155|195]|[2|156|35]|[2|157|5]],icon_txt_T2,,368189,icon_lord_4,,106,lord_equip_desc010,lord_equip_name04,6,1,4
1340107,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2275|13103|4740|10104|4170],[[3103|2275]|[13103|4740]|[10104|4170]],[2|154|17000|2|155|195|2|156|35|2|157|5],[[2|154|17000]|[2|155|195]|[2|156|35]|[2|157|5]],icon_txt_T2,,374710,icon_lord_4,,107,lord_equip_desc010,lord_equip_name04,6,1,4
1340108,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2295|13103|4785|10104|4210],[[3103|2295]|[13103|4785]|[10104|4210]],[2|154|17000|2|155|195|2|156|35|2|157|5],[[2|154|17000]|[2|155|195]|[2|156|35]|[2|157|5]],icon_txt_T2,,381232,icon_lord_4,,108,lord_equip_desc010,lord_equip_name04,6,1,4
1340109,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2315|13103|4825|10104|4250],[[3103|2315]|[13103|4825]|[10104|4250]],[2|154|17000|2|155|195|2|156|35|2|157|5],[[2|154|17000]|[2|155|195]|[2|156|35]|[2|157|5]],icon_txt_T2,,387754,icon_lord_4,,109,lord_equip_desc010,lord_equip_name04,6,1,4
1340110,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2340|13103|4870|10104|4285],[[3103|2340]|[13103|4870]|[10104|4285]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,394275,icon_lord_4,,110,lord_equip_desc010,lord_equip_name04,6,2,4
1340111,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2360|13103|4915|10104|4325],[[3103|2360]|[13103|4915]|[10104|4325]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,400797,icon_lord_4,,111,lord_equip_desc010,lord_equip_name04,6,2,4
1340112,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2380|13103|4955|10104|4360],[[3103|2380]|[13103|4955]|[10104|4360]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,407319,icon_lord_4,,112,lord_equip_desc010,lord_equip_name04,6,2,4
1340113,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2400|13103|5000|10104|4400],[[3103|2400]|[13103|5000]|[10104|4400]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,413840,icon_lord_4,,113,lord_equip_desc010,lord_equip_name04,6,2,4
1340114,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2420|13103|5045|10104|4440],[[3103|2420]|[13103|5045]|[10104|4440]],[2|154|18000|2|155|220|2|156|35|2|157|5],[[2|154|18000]|[2|155|220]|[2|156|35]|[2|157|5]],icon_txt_T2,,420362,icon_lord_4,,114,lord_equip_desc010,lord_equip_name04,6,2,4
1340115,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2440|13103|5085|10104|4475],[[3103|2440]|[13103|5085]|[10104|4475]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,426884,icon_lord_4,,115,lord_equip_desc010,lord_equip_name04,6,3,4
1340116,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2460|13103|5130|10104|4515],[[3103|2460]|[13103|5130]|[10104|4515]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,433405,icon_lord_4,,116,lord_equip_desc010,lord_equip_name04,6,3,4
1340117,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2485|13103|5175|10104|4550],[[3103|2485]|[13103|5175]|[10104|4550]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,439927,icon_lord_4,,117,lord_equip_desc010,lord_equip_name04,6,3,4
1340118,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2505|13103|5215|10104|4590],[[3103|2505]|[13103|5215]|[10104|4590]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,446449,icon_lord_4,,118,lord_equip_desc010,lord_equip_name04,6,3,4
1340119,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2525|13103|5260|10104|4630],[[3103|2525]|[13103|5260]|[10104|4630]],[2|154|19000|2|155|230|2|156|40|2|157|5],[[2|154|19000]|[2|155|230]|[2|156|40]|[2|157|5]],icon_txt_T2,,452971,icon_lord_4,,119,lord_equip_desc010,lord_equip_name04,6,3,4
1340120,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2645|13103|5505|10104|4845],[[3103|2645]|[13103|5505]|[10104|4845]],[2|154|20000|2|155|245|2|156|40|2|157|5],[[2|154|20000]|[2|155|245]|[2|156|40]|[2|157|5]],icon_txt_T3,,460944,icon_lord_4,,120,lord_equip_desc011,lord_equip_name04,6,0,4
1340121,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2665|13103|5555|10104|4890],[[3103|2665]|[13103|5555]|[10104|4890]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,468917,icon_lord_4,,121,lord_equip_desc011,lord_equip_name04,6,1,4
1340122,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2690|13103|5605|10104|4935],[[3103|2690]|[13103|5605]|[10104|4935]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,476890,icon_lord_4,,122,lord_equip_desc011,lord_equip_name04,6,1,4
1340123,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2715|13103|5655|10104|4975],[[3103|2715]|[13103|5655]|[10104|4975]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,484864,icon_lord_4,,123,lord_equip_desc011,lord_equip_name04,6,1,4
1340124,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2740|13103|5705|10104|5020],[[3103|2740]|[13103|5705]|[10104|5020]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,492837,icon_lord_4,,124,lord_equip_desc011,lord_equip_name04,6,1,4
1340125,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2760|13103|5755|10104|5065],[[3103|2760]|[13103|5755]|[10104|5065]],[2|154|20000|2|155|240|2|156|40|2|157|6],[[2|154|20000]|[2|155|240]|[2|156|40]|[2|157|6]],icon_txt_T3,,500810,icon_lord_4,,125,lord_equip_desc011,lord_equip_name04,6,1,4
1340126,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2785|13103|5805|10104|5110],[[3103|2785]|[13103|5805]|[10104|5110]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,508783,icon_lord_4,,126,lord_equip_desc011,lord_equip_name04,6,2,4
1340127,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2810|13103|5855|10104|5150],[[3103|2810]|[13103|5855]|[10104|5150]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,516757,icon_lord_4,,127,lord_equip_desc011,lord_equip_name04,6,2,4
1340128,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2835|13103|5905|10104|5195],[[3103|2835]|[13103|5905]|[10104|5195]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,524730,icon_lord_4,,128,lord_equip_desc011,lord_equip_name04,6,2,4
1340129,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2855|13103|5955|10104|5240],[[3103|2855]|[13103|5955]|[10104|5240]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,532703,icon_lord_4,,129,lord_equip_desc011,lord_equip_name04,6,2,4
1340130,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2880|13103|6000|10104|5280],[[3103|2880]|[13103|6000]|[10104|5280]],[2|154|21000|2|155|250|2|156|40|2|157|6],[[2|154|21000]|[2|155|250]|[2|156|40]|[2|157|6]],icon_txt_T3,,540676,icon_lord_4,,130,lord_equip_desc011,lord_equip_name04,6,2,4
1340131,Atlas/UI_PersonalInfo,Atlas/UI_Item,[3103|2905|13103|6050|10104|5325],[[3103|2905]|[13103|6050]|[10104|5325]],[2|154|21000|2|155|270|2|156|45|2|157|7],[[2|154|21000]|[2|155|270]|[2|156|45]|[2|157|7]],icon_txt_T3,,548650,icon_lord_4,,131,lord_equip_desc011,lord_equip_name04,6,3,4
