id,IsAutoFinish,IsShowInTeleBubble,taskConditionVo,arrow_offset,Atlas,chapter_id,coordinate,coordinates,icon,inherit_type,is_auto_finish,is_change,is_close,is_land_guide,is_show_hand,is_transform_bubble,jumpParams,link_task,map_id,offsetPos,param1,param2,point,portal_use,portal_use2,reward,scene,show_progress,task_condition,task_condition_num,task_discription,task_group,task_guide,task_guide_mun,task_guide_mun2,task_guide2,task_order,task_show_quality,task_type,taskConditionType,unlock_building,unlock_id
312235,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_jingjichang,-1,-1,-1,-1,-1,-1,-1,[122|4|2],,-1,,122,35,5,,,60004,10,1,101,122|35,task_dec_build_lvup,118,1,[122|4|2],[122|4|2],1,-1,740,3,BuildLevelUp,,312234
312236,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_jingjichang,-1,-1,-1,-1,-1,-1,-1,[122|4|2],,-1,,122,36,5,,,60004,10,1,101,122|36,task_dec_build_lvup,118,1,[122|4|2],[122|4|2],1,-1,750,3,BuildLevelUp,,312235
312237,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_jingjichang,-1,-1,-1,-1,-1,-1,-1,[122|4|2],,-1,,122,37,5,,,60004,10,1,101,122|37,task_dec_build_lvup,118,1,[122|4|2],[122|4|2],1,-1,760,3,BuildLevelUp,,312236
312238,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_jingjichang,-1,-1,-1,-1,-1,-1,-1,[122|4|2],,-1,,122,38,5,,,60004,10,1,101,122|38,task_dec_build_lvup,118,1,[122|4|2],[122|4|2],1,-1,770,3,BuildLevelUp,,312237
312239,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_jingjichang,-1,-1,-1,-1,-1,-1,-1,[122|4|2],,-1,,122,39,5,,,60004,10,1,101,122|39,task_dec_build_lvup,118,1,[122|4|2],[122|4|2],1,-1,780,3,BuildLevelUp,,312238
312240,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_jingjichang,-1,-1,-1,-1,-1,-1,-1,[122|4|2],,-1,,122,40,5,,,60004,10,1,101,122|40,task_dec_build_lvup,118,1,[122|4|2],[122|4|2],1,-1,790,3,BuildLevelUp,,312239
312301,false,false,TaskCondition_BuildingBuildLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|3],,-1,,123,0,5,,,60004,1,1,4,123,task_dec_build,119,1,[123|3],[123|3],1,-1,411,3,BuildUnlock,,311729
312302,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,2,5,,,60004,10,1,101,123|2,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,421,3,BuildLevelUp,,312301
312303,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,3,5,,,60004,10,1,101,123|3,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,431,3,BuildLevelUp,,312302
312304,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,4,5,,,60004,10,1,101,123|4,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,441,3,BuildLevelUp,,312303
312305,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,5,5,,,60004,10,1,101,123|5,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,451,3,BuildLevelUp,,312304
312306,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,6,5,,,60004,10,1,101,123|6,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,461,3,BuildLevelUp,,312305
312307,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,7,5,,,60004,10,1,101,123|7,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,471,3,BuildLevelUp,,312306
312308,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,8,5,,,60004,10,1,101,123|8,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,481,3,BuildLevelUp,,312307
312309,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,9,5,,,60004,10,1,101,123|9,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,491,3,BuildLevelUp,,312308
312310,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,10,5,,,60004,10,1,101,123|10,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,501,3,BuildLevelUp,,312309
312311,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,11,5,,,60004,10,1,101,123|11,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,511,3,BuildLevelUp,,312310
312312,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,12,5,,,60004,10,1,101,123|12,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,521,3,BuildLevelUp,,312311
312313,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,13,5,,,60004,10,1,101,123|13,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,531,3,BuildLevelUp,,312312
312314,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,14,5,,,60004,10,1,101,123|14,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,541,3,BuildLevelUp,,312313
312315,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,15,5,,,60004,10,1,101,123|15,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,551,3,BuildLevelUp,,312314
312316,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,16,5,,,60004,10,1,101,123|16,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,561,3,BuildLevelUp,,312315
312317,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,17,5,,,60004,10,1,101,123|17,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,571,3,BuildLevelUp,,312316
312318,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,18,5,,,60004,10,1,101,123|18,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,581,3,BuildLevelUp,,312317
312319,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,19,5,,,60004,10,1,101,123|19,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,591,3,BuildLevelUp,,312318
312320,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,20,5,,,60004,10,1,101,123|20,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,601,3,BuildLevelUp,,312319
312321,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,21,5,,,60004,10,1,101,123|21,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,611,3,BuildLevelUp,,312320
312322,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,22,5,,,60004,10,1,101,123|22,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,621,3,BuildLevelUp,,312321
312323,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,23,5,,,60004,10,1,101,123|23,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,631,3,BuildLevelUp,,312322
312324,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,24,5,,,60004,10,1,101,123|24,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,641,3,BuildLevelUp,,312323
312325,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,25,5,,,60004,10,1,101,123|25,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,651,3,BuildLevelUp,,312324
312326,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,26,5,,,60004,10,1,101,123|26,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,661,3,BuildLevelUp,,312325
312327,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,27,5,,,60004,10,1,101,123|27,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,671,3,BuildLevelUp,,312326
312328,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,28,5,,,60004,10,1,101,123|28,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,681,3,BuildLevelUp,,312327
312329,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,29,5,,,60004,10,1,101,123|29,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,691,3,BuildLevelUp,,312328
312330,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,30,5,,,60004,10,1,101,123|30,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,701,3,BuildLevelUp,,312329
312331,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,31,5,,,60004,10,1,101,123|31,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,711,3,BuildLevelUp,,312330
312332,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,32,5,,,60004,10,1,101,123|32,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,721,3,BuildLevelUp,,312331
312333,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,33,5,,,60004,10,1,101,123|33,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,731,3,BuildLevelUp,,312332
312334,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,34,5,,,60004,10,1,101,123|34,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,741,3,BuildLevelUp,,312333
312335,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,35,5,,,60004,10,1,101,123|35,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,751,3,BuildLevelUp,,312334
312336,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,36,5,,,60004,10,1,101,123|36,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,761,3,BuildLevelUp,,312335
312337,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,37,5,,,60004,10,1,101,123|37,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,771,3,BuildLevelUp,,312336
312338,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,38,5,,,60004,10,1,101,123|38,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,781,3,BuildLevelUp,,312337
312339,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,39,5,,,60004,10,1,101,123|39,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,791,3,BuildLevelUp,,312338
312340,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_junshidating,-1,-1,-1,-1,-1,-1,-1,[123|4|2],,-1,,123,40,5,,,60004,10,1,101,123|40,task_dec_build_lvup,119,1,[123|4|2],[123|4|2],1,-1,801,3,BuildLevelUp,,312339
312401,false,false,TaskCondition_BuildingBuildLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|3],,-1,,124,0,5,,,60004,10,1,4,124,task_dec_build,120,1,[124|3],[124|3],1,-1,402,3,BuildUnlock,,311729
312402,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,2,5,,,60004,1,1,101,124|2,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,412,3,BuildLevelUp,,312401
312403,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,3,5,,,60004,10,1,101,124|3,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,422,3,BuildLevelUp,,312402
312404,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,4,5,,,60004,10,1,101,124|4,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,432,3,BuildLevelUp,,312403
312405,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,5,5,,,60004,10,1,101,124|5,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,442,3,BuildLevelUp,,312404
312406,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,6,5,,,60004,10,1,101,124|6,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,452,3,BuildLevelUp,,312405
312407,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,7,5,,,60004,10,1,101,124|7,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,462,3,BuildLevelUp,,312406
312408,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,8,5,,,60004,10,1,101,124|8,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,472,3,BuildLevelUp,,312407
312409,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,9,5,,,60004,10,1,101,124|9,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,482,3,BuildLevelUp,,312408
312410,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,10,5,,,60004,10,1,101,124|10,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,492,3,BuildLevelUp,,312409
312411,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,11,5,,,60004,10,1,101,124|11,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,502,3,BuildLevelUp,,312410
312412,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,12,5,,,60004,10,1,101,124|12,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,512,3,BuildLevelUp,,312411
312413,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,13,5,,,60004,10,1,101,124|13,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,522,3,BuildLevelUp,,312412
312414,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,14,5,,,60004,10,1,101,124|14,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,532,3,BuildLevelUp,,312413
312415,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,15,5,,,60004,10,1,101,124|15,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,542,3,BuildLevelUp,,312414
312416,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,16,5,,,60004,10,1,101,124|16,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,552,3,BuildLevelUp,,312415
312417,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,17,5,,,60004,10,1,101,124|17,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,562,3,BuildLevelUp,,312416
312418,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,18,5,,,60004,10,1,101,124|18,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,572,3,BuildLevelUp,,312417
312419,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,19,5,,,60004,10,1,101,124|19,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,582,3,BuildLevelUp,,312418
312420,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,20,5,,,60004,10,1,101,124|20,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,592,3,BuildLevelUp,,312419
312421,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,21,5,,,60004,10,1,101,124|21,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,602,3,BuildLevelUp,,312420
312422,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,22,5,,,60004,10,1,101,124|22,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,612,3,BuildLevelUp,,312421
312423,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,23,5,,,60004,10,1,101,124|23,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,622,3,BuildLevelUp,,312422
312424,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,24,5,,,60004,10,1,101,124|24,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,632,3,BuildLevelUp,,312423
312425,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,25,5,,,60004,10,1,101,124|25,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,642,3,BuildLevelUp,,312424
312426,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,26,5,,,60004,10,1,101,124|26,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,652,3,BuildLevelUp,,312425
312427,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,27,5,,,60004,10,1,101,124|27,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,662,3,BuildLevelUp,,312426
312428,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,28,5,,,60004,10,1,101,124|28,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,672,3,BuildLevelUp,,312427
312429,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,29,5,,,60004,10,1,101,124|29,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,682,3,BuildLevelUp,,312428
312430,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,30,5,,,60004,10,1,101,124|30,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,692,3,BuildLevelUp,,312429
312431,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,31,5,,,60004,10,1,101,124|31,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,702,3,BuildLevelUp,,312430
312432,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,32,5,,,60004,10,1,101,124|32,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,712,3,BuildLevelUp,,312431
312433,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,33,5,,,60004,10,1,101,124|33,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,722,3,BuildLevelUp,,312432
312434,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,34,5,,,60004,10,1,101,124|34,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,732,3,BuildLevelUp,,312433
312435,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,35,5,,,60004,10,1,101,124|35,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,742,3,BuildLevelUp,,312434
312436,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,36,5,,,60004,10,1,101,124|36,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,752,3,BuildLevelUp,,312435
312437,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,37,5,,,60004,10,1,101,124|37,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,762,3,BuildLevelUp,,312436
312438,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,38,5,,,60004,10,1,101,124|38,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,772,3,BuildLevelUp,,312437
312439,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,39,5,,,60004,10,1,101,124|39,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,782,3,BuildLevelUp,,312438
312440,false,false,TaskCondition_BuildingLvUpLogic,,Atlas/UI_Building,-1,,,Building_wangguozhijian,-1,-1,-1,-1,-1,-1,-1,[124|4|2],,-1,,124,40,5,,,60004,10,1,101,124|40,task_dec_build_lvup,120,1,[124|4|2],[124|4|2],1,-1,792,3,BuildLevelUp,,312439
311001,false,false,TaskCondition_BuildingBuildLogic,,Atlas/UI_Building,-1,,,Building_wangguozhidun,-1,-1,-1,-1,-1,-1,-1,[110|3],,-1,,110,0,3,,,60101,1,1,4,110,task_dec_build,121,1,[110|3],[110|3],1,-1,110,3,BuildUnlock,,
