id,eliteMonsterAttrList,monsterAttrList,alert_range,attr_level,boss_reward,Cannot_push,chase_range,elite_kill_exp,elite_kill_exp_hero,elite_monster_attr,elite_monster_attr_group,elite_probability,elite_reward_id,elite_rewardIds,fight_bubble,fightBubbleMeta,first_reward_id,first_rewardIds,firstkill_dialog,firstkill_event_id,haloFX,haloFX__scale,ini_action,Is_Boss,kill_event_id,kill_exp,kill_exp_hero,level,map_id,model_scale,monster_attr,monster_attr_group,name,OutRangeRecaver,patrol_distance,patrol_idle_time,patrol_range,relive_cdtime,reward_id,rewardIds,unitID
320144,[[3|12000000]|[4|2400000000]|[18|3300]],[[3|12000000]|[4|2400000000]|[18|3300]],1200,-1,,1,3000,-1,-1,"3|12000000,4|2400000000,18|3300",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|12000000,4|2400000000,18|3300",2,虚空宝库,-1,,,-1,-1,,[],60260
320150,[[3|12600000]|[4|2880000000]|[18|3600]],[[3|12600000]|[4|2880000000]|[18|3600]],1200,-1,,1,3000,-1,-1,"3|12600000,4|2880000000,18|3600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|12600000,4|2880000000,18|3600",2,虚空宝库,-1,,,-1,-1,,[],88025
320151,[[3|13050000]|[4|2960000000]|[18|3600]],[[3|13050000]|[4|2960000000]|[18|3600]],1200,-1,,1,3000,-1,-1,"3|13050000,4|2960000000,18|3600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|13050000,4|2960000000,18|3600",2,虚空宝库,-1,,,-1,-1,,[],88027
320152,[[3|13500000]|[4|3040000000]|[18|3600]],[[3|13500000]|[4|3040000000]|[18|3600]],1200,-1,,1,3000,-1,-1,"3|13500000,4|3040000000,18|3600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|13500000,4|3040000000,18|3600",2,虚空宝库,-1,,,-1,-1,,[],88028
320153,[[3|13950000]|[4|3120000000]|[18|3600]],[[3|13950000]|[4|3120000000]|[18|3600]],1200,-1,,1,3000,-1,-1,"3|13950000,4|3120000000,18|3600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|13950000,4|3120000000,18|3600",2,虚空宝库,-1,,,-1,-1,,[],88030
320154,[[3|14400000]|[4|3200000000]|[18|3600]],[[3|14400000]|[4|3200000000]|[18|3600]],1200,-1,,1,3000,-1,-1,"3|14400000,4|3200000000,18|3600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|14400000,4|3200000000,18|3600",2,虚空宝库,-1,,,-1,-1,,[],60260
320155,[[3|14880000]|[4|3360000000]|[18|22400]],[[3|14880000]|[4|3360000000]|[18|22400]],1200,-1,,1,3000,-1,-1,"3|14880000,4|3360000000,18|22400",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|14880000,4|3360000000,18|22400",2,虚空宝库,-1,,,-1,-1,,[],88010
320156,[[3|15360000]|[4|3520000000]|[18|22400]],[[3|15360000]|[4|3520000000]|[18|22400]],1200,-1,,1,3000,-1,-1,"3|15360000,4|3520000000,18|22400",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|15360000,4|3520000000,18|22400",2,虚空宝库,-1,,,-1,-1,,[],88024
320157,[[3|15840000]|[4|3680000000]|[18|23100]],[[3|15840000]|[4|3680000000]|[18|23100]],1200,-1,,1,3000,-1,-1,"3|15840000,4|3680000000,18|23100",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|15840000,4|3680000000,18|23100",2,虚空宝库,-1,,,-1,-1,,[],88017
320158,[[3|16320000]|[4|3840000000]|[18|23800]],[[3|16320000]|[4|3840000000]|[18|23800]],1200,-1,,1,3000,-1,-1,"3|16320000,4|3840000000,18|23800",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|16320000,4|3840000000,18|23800",2,虚空宝库,-1,,,-1,-1,,[],88017
320159,[[3|16800000]|[4|4000000000]|[18|23800]],[[3|16800000]|[4|4000000000]|[18|23800]],1200,-1,,1,3000,-1,-1,"3|16800000,4|4000000000,18|23800",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|16800000,4|4000000000,18|23800",2,虚空宝库,-1,,,-1,-1,,[],60415
320160,[[3|17280000]|[4|4200000000]|[18|24500]],[[3|17280000]|[4|4200000000]|[18|24500]],1200,-1,,1,3000,-1,-1,"3|17280000,4|4200000000,18|24500",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|17280000,4|4200000000,18|24500",2,虚空宝库,-1,,,-1,-1,,[],88055
320161,[[3|17760000]|[4|4400000000]|[18|25900]],[[3|17760000]|[4|4400000000]|[18|25900]],1200,-1,,1,3000,-1,-1,"3|17760000,4|4400000000,18|25900",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|17760000,4|4400000000,18|25900",2,虚空宝库,-1,,,-1,-1,,[],88019
320162,[[3|18240000]|[4|4600000000]|[18|26600]],[[3|18240000]|[4|4600000000]|[18|26600]],1200,-1,,1,3000,-1,-1,"3|18240000,4|4600000000,18|26600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|18240000,4|4600000000,18|26600",2,虚空宝库,-1,,,-1,-1,,[],88012
320163,[[3|18720000]|[4|4800000000]|[18|28000]],[[3|18720000]|[4|4800000000]|[18|28000]],1200,-1,,1,3000,-1,-1,"3|18720000,4|4800000000,18|28000",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|18720000,4|4800000000,18|28000",2,虚空宝库,-1,,,-1,-1,,[],88012
320164,[[3|19200000]|[4|5000000000]|[18|28700]],[[3|19200000]|[4|5000000000]|[18|28700]],1200,-1,,1,3000,-1,-1,"3|19200000,4|5000000000,18|28700",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|19200000,4|5000000000,18|28700",2,虚空宝库,-1,,,-1,-1,,[],60415
320165,[[3|19680000]|[4|5300000000]|[18|29400]],[[3|19680000]|[4|5300000000]|[18|29400]],1200,-1,,1,3000,-1,-1,"3|19680000,4|5300000000,18|29400",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|19680000,4|5300000000,18|29400",2,虚空宝库,-1,,,-1,-1,,[],88066
320166,[[3|20160000]|[4|5600000000]|[18|30100]],[[3|20160000]|[4|5600000000]|[18|30100]],1200,-1,,1,3000,-1,-1,"3|20160000,4|5600000000,18|30100",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|20160000,4|5600000000,18|30100",2,虚空宝库,-1,,,-1,-1,,[],88063
320167,[[3|20640000]|[4|5900000000]|[18|30800]],[[3|20640000]|[4|5900000000]|[18|30800]],1200,-1,,1,3000,-1,-1,"3|20640000,4|5900000000,18|30800",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|20640000,4|5900000000,18|30800",2,虚空宝库,-1,,,-1,-1,,[],88026
320168,[[3|21120000]|[4|6200000000]|[18|31500]],[[3|21120000]|[4|6200000000]|[18|31500]],1200,-1,,1,3000,-1,-1,"3|21120000,4|6200000000,18|31500",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|21120000,4|6200000000,18|31500",2,虚空宝库,-1,,,-1,-1,,[],88026
320169,[[3|21600000]|[4|6500000000]|[18|32200]],[[3|21600000]|[4|6500000000]|[18|32200]],1200,-1,,1,3000,-1,-1,"3|21600000,4|6500000000,18|32200",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|21600000,4|6500000000,18|32200",2,虚空宝库,-1,,,-1,-1,,[],60415
320170,[[3|22080000]|[4|6800000000]|[18|32900]],[[3|22080000]|[4|6800000000]|[18|32900]],1200,-1,,1,3000,-1,-1,"3|22080000,4|6800000000,18|32900",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|22080000,4|6800000000,18|32900",2,虚空宝库,-1,,,-1,-1,,[],88057
320171,[[3|22560000]|[4|7100000000]|[18|33600]],[[3|22560000]|[4|7100000000]|[18|33600]],1200,-1,,1,3000,-1,-1,"3|22560000,4|7100000000,18|33600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|22560000,4|7100000000,18|33600",2,虚空宝库,-1,,,-1,-1,,[],88060
320172,[[3|23040000]|[4|7400000000]|[18|35000]],[[3|23040000]|[4|7400000000]|[18|35000]],1200,-1,,1,3000,-1,-1,"3|23040000,4|7400000000,18|35000",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|23040000,4|7400000000,18|35000",2,虚空宝库,-1,,,-1,-1,,[],88005
320173,[[3|23520000]|[4|7700000000]|[18|35700]],[[3|23520000]|[4|7700000000]|[18|35700]],1200,-1,,1,3000,-1,-1,"3|23520000,4|7700000000,18|35700",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|23520000,4|7700000000,18|35700",2,虚空宝库,-1,,,-1,-1,,[],88005
320174,[[3|24000000]|[4|8000000000]|[18|36400]],[[3|24000000]|[4|8000000000]|[18|36400]],1200,-1,,1,3000,-1,-1,"3|24000000,4|8000000000,18|36400",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|24000000,4|8000000000,18|36400",2,虚空宝库,-1,,,-1,-1,,[],60415
320175,[[3|24480000]|[4|8300000000]|[18|38500]],[[3|24480000]|[4|8300000000]|[18|38500]],1200,-1,,1,3000,-1,-1,"3|24480000,4|8300000000,18|38500",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|24480000,4|8300000000,18|38500",2,虚空宝库,-1,,,-1,-1,,[],88066
320176,[[3|24960000]|[4|8600000000]|[18|39900]],[[3|24960000]|[4|8600000000]|[18|39900]],1200,-1,,1,3000,-1,-1,"3|24960000,4|8600000000,18|39900",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|24960000,4|8600000000,18|39900",2,虚空宝库,-1,,,-1,-1,,[],88010
320177,[[3|25440000]|[4|8900000000]|[18|42000]],[[3|25440000]|[4|8900000000]|[18|42000]],1200,-1,,1,3000,-1,-1,"3|25440000,4|8900000000,18|42000",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|25440000,4|8900000000,18|42000",2,虚空宝库,-1,,,-1,-1,,[],88067
320178,[[3|25920000]|[4|9200000000]|[18|43400]],[[3|25920000]|[4|9200000000]|[18|43400]],1200,-1,,1,3000,-1,-1,"3|25920000,4|9200000000,18|43400",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|25920000,4|9200000000,18|43400",2,虚空宝库,-1,,,-1,-1,,[],88006
320179,[[3|26400000]|[4|9500000000]|[18|44800]],[[3|26400000]|[4|9500000000]|[18|44800]],1200,-1,,1,3000,-1,-1,"3|26400000,4|9500000000,18|44800",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|26400000,4|9500000000,18|44800",2,虚空宝库,-1,,,-1,-1,,[],60416
320180,[[3|26880000]|[4|9800000000]|[18|46900]],[[3|26880000]|[4|9800000000]|[18|46900]],1200,-1,,1,3000,-1,-1,"3|26880000,4|9800000000,18|46900",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|26880000,4|9800000000,18|46900",2,虚空宝库,-1,,,-1,-1,,[],88063
320181,[[3|27360000]|[4|10100000000]|[18|48300]],[[3|27360000]|[4|10100000000]|[18|48300]],1200,-1,,1,3000,-1,-1,"3|27360000,4|10100000000,18|48300",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|27360000,4|10100000000,18|48300",2,虚空宝库,-1,,,-1,-1,,[],88024
320182,[[3|27840000]|[4|10400000000]|[18|50400]],[[3|27840000]|[4|10400000000]|[18|50400]],1200,-1,,1,3000,-1,-1,"3|27840000,4|10400000000,18|50400",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|27840000,4|10400000000,18|50400",2,虚空宝库,-1,,,-1,-1,,[],88064
320183,[[3|28320000]|[4|10700000000]|[18|51800]],[[3|28320000]|[4|10700000000]|[18|51800]],1200,-1,,1,3000,-1,-1,"3|28320000,4|10700000000,18|51800",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|28320000,4|10700000000,18|51800",2,虚空宝库,-1,,,-1,-1,,[],88013
320184,[[3|28800000]|[4|11000000000]|[18|53200]],[[3|28800000]|[4|11000000000]|[18|53200]],1200,-1,,1,3000,-1,-1,"3|28800000,4|11000000000,18|53200",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|28800000,4|11000000000,18|53200",2,虚空宝库,-1,,,-1,-1,,[],60416
320185,[[3|29280000]|[4|11300000000]|[18|55300]],[[3|29280000]|[4|11300000000]|[18|55300]],1200,-1,,1,3000,-1,-1,"3|29280000,4|11300000000,18|55300",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|29280000,4|11300000000,18|55300",2,虚空宝库,-1,,,-1,-1,,[],88057
320186,[[3|29760000]|[4|11600000000]|[18|56700]],[[3|29760000]|[4|11600000000]|[18|56700]],1200,-1,,1,3000,-1,-1,"3|29760000,4|11600000000,18|56700",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|29760000,4|11600000000,18|56700",2,虚空宝库,-1,,,-1,-1,,[],88066
320187,[[3|30240000]|[4|11900000000]|[18|58100]],[[3|30240000]|[4|11900000000]|[18|58100]],1200,-1,,1,3000,-1,-1,"3|30240000,4|11900000000,18|58100",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|30240000,4|11900000000,18|58100",2,虚空宝库,-1,,,-1,-1,,[],88058
320188,[[3|30720000]|[4|12200000000]|[18|60200]],[[3|30720000]|[4|12200000000]|[18|60200]],1200,-1,,1,3000,-1,-1,"3|30720000,4|12200000000,18|60200",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|30720000,4|12200000000,18|60200",2,虚空宝库,-1,,,-1,-1,,[],88027
320189,[[3|31200000]|[4|12500000000]|[18|61600]],[[3|31200000]|[4|12500000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|31200000,4|12500000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|31200000,4|12500000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],60416
320190,[[3|31680000]|[4|12800000000]|[18|61600]],[[3|31680000]|[4|12800000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|31680000,4|12800000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|31680000,4|12800000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88018
320191,[[3|32160000]|[4|13100000000]|[18|61600]],[[3|32160000]|[4|13100000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|32160000,4|13100000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|32160000,4|13100000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88060
320192,[[3|32640000]|[4|13400000000]|[18|61600]],[[3|32640000]|[4|13400000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|32640000,4|13400000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|32640000,4|13400000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88019
320193,[[3|33120000]|[4|13700000000]|[18|61600]],[[3|33120000]|[4|13700000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|33120000,4|13700000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|33120000,4|13700000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88061
320194,[[3|33600000]|[4|14000000000]|[18|61600]],[[3|33600000]|[4|14000000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|33600000,4|14000000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|33600000,4|14000000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],60416
320195,[[3|34080000]|[4|14300000000]|[18|61600]],[[3|34080000]|[4|14300000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|34080000,4|14300000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|34080000,4|14300000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88058
320196,[[3|34560000]|[4|14600000000]|[18|61600]],[[3|34560000]|[4|14600000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|34560000,4|14600000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|34560000,4|14600000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88010
320197,[[3|35040000]|[4|14900000000]|[18|61600]],[[3|35040000]|[4|14900000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|35040000,4|14900000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|35040000,4|14900000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88011
320198,[[3|35520000]|[4|15200000000]|[18|61600]],[[3|35520000]|[4|15200000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|35520000,4|15200000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|35520000,4|15200000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88006
320199,[[3|36000000]|[4|15500000000]|[18|61600]],[[3|36000000]|[4|15500000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|36000000,4|15500000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|36000000,4|15500000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],60417
320200,[[3|36480000]|[4|15800000000]|[18|61600]],[[3|36480000]|[4|15800000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|36480000,4|15800000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|36480000,4|15800000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88064
320201,[[3|36960000]|[4|16100000000]|[18|61600]],[[3|36960000]|[4|16100000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|36960000,4|16100000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|36960000,4|16100000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88024
320202,[[3|37440000]|[4|16400000000]|[18|61600]],[[3|37440000]|[4|16400000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|37440000,4|16400000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|37440000,4|16400000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88025
320203,[[3|37920000]|[4|16700000000]|[18|61600]],[[3|37920000]|[4|16700000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|37920000,4|16700000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|37920000,4|16700000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88013
320204,[[3|38400000]|[4|17000000000]|[18|61600]],[[3|38400000]|[4|17000000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|38400000,4|17000000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|38400000,4|17000000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],60417
320205,[[3|38880000]|[4|17300000000]|[18|61600]],[[3|38880000]|[4|17300000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|38880000,4|17300000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|38880000,4|17300000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88056
320206,[[3|39360000]|[4|17600000000]|[18|61600]],[[3|39360000]|[4|17600000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|39360000,4|17600000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|39360000,4|17600000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88066
320207,[[3|39840000]|[4|17900000000]|[18|61600]],[[3|39840000]|[4|17900000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|39840000,4|17900000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|39840000,4|17900000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88067
320208,[[3|40320000]|[4|18200000000]|[18|61600]],[[3|40320000]|[4|18200000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|40320000,4|18200000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|40320000,4|18200000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88027
320209,[[3|40800000]|[4|18500000000]|[18|61600]],[[3|40800000]|[4|18500000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|40800000,4|18500000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|40800000,4|18500000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],60417
320210,[[3|41280000]|[4|18800000000]|[18|61600]],[[3|41280000]|[4|18800000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|41280000,4|18800000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|41280000,4|18800000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88018
320211,[[3|41760000]|[4|19100000000]|[18|61600]],[[3|41760000]|[4|19100000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|41760000,4|19100000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|41760000,4|19100000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88061
320212,[[3|42240000]|[4|19400000000]|[18|61600]],[[3|42240000]|[4|19400000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|42240000,4|19400000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|42240000,4|19400000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88019
320213,[[3|42720000]|[4|19700000000]|[18|61600]],[[3|42720000]|[4|19700000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|42720000,4|19700000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|42720000,4|19700000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],88020
320214,[[3|43200000]|[4|20000000000]|[18|61600]],[[3|43200000]|[4|20000000000]|[18|61600]],1200,-1,,1,3000,-1,-1,"3|43200000,4|20000000000,18|61600",3,-1,,[],,,,[],-1,-1,Effect/Battle/CommonEffect/Fx_Boss_GuangHuan,100,,-1,-1,-1,-1,0,-1,70,"3|43200000,4|20000000000,18|61600",2,虚空宝库,-1,,,-1,-1,,[],60417
