id,can_refresh_condition,can_refresh_level,cost_energy,icon,is_boss,is_hide_name,itemId,level,main_bounty_accept,mainBountyConditionDic,name_desc,name_desc_parameter,parameter,pre_level,prestige_reward,quality,reward,special_type,task_desc,task_quality,time,type
29003,3|89,10|20,5,icon_dragon,-1,-1,31103,3,,{},bounty_task_name_16,,31103,-1,1,0,26703,0,,3,28800,2
29004,3|89,10|20,5,icon_dragon,-1,-1,31104,4,,{},bounty_task_name_16,,31104,-1,1,0,26704,0,,4,28800,2
29005,4|1|22,10|20,5,icon_dragon,-1,-1,31105,5,,{},bounty_task_name_16,,31105,-1,1,0,26705,0,,5,28800,2
100001,,,-1,icon_superboss,-1,-1,31001,0,,{},bounty_task_name_09,[10001],31001,-1,0,0,28401,0,,6,-1,9
100002,,,-1,icon_superboss,-1,-1,31002,0,,{},bounty_task_name_09,[10002],31002,100001,0,0,28402,0,,6,-1,9
100003,,,-1,icon_superboss,-1,-1,31003,0,,{},bounty_task_name_09,[10003],31003,100002,0,0,28403,0,,6,-1,9
100004,,,-1,icon_superboss,-1,-1,31004,0,,{},bounty_task_name_09,[10004],31004,100003,0,0,28404,0,,6,-1,9
100005,,,-1,icon_10037,-1,-1,31005,0,,{},bounty_task_name_09,[10005],31005,100004,0,0,28405,0,,6,-1,9
100006,,,-1,icon_superboss,-1,-1,31001,0,,{},bounty_task_name_09,[10006],31001,100005,0,0,28406,0,,6,-1,9
100007,,,-1,icon_superboss,-1,-1,31002,0,,{},bounty_task_name_09,[10007],31002,100006,0,0,28407,0,,6,-1,9
100008,,,-1,icon_superboss,-1,-1,31003,0,,{},bounty_task_name_09,[10008],31003,100007,0,0,28408,0,,6,-1,9
100009,,,-1,icon_superboss,-1,-1,31004,0,,{},bounty_task_name_09,[10009],31004,100008,0,0,28409,0,,6,-1,9
100010,,,-1,icon_10037,-1,-1,31005,0,,{},bounty_task_name_09,[100010],31005,100009,0,0,28410,0,,6,-1,9
100011,,,-1,icon_superboss,-1,-1,31001,0,,{},bounty_task_name_09,[100011],31001,100010,0,0,28411,0,,6,-1,9
100012,,,-1,icon_superboss,-1,-1,31002,0,,{},bounty_task_name_09,[100012],31002,100011,0,0,28412,0,,6,-1,9
100013,,,-1,icon_superboss,-1,-1,31003,0,,{},bounty_task_name_09,[100013],31003,100012,0,0,28413,0,,6,-1,9
100014,,,-1,icon_superboss,-1,-1,31004,0,,{},bounty_task_name_09,[100014],31004,100013,0,0,28414,0,,6,-1,9
100015,,,-1,icon_10037,-1,-1,31005,0,,{},bounty_task_name_09,[100015],31005,100014,0,0,28415,0,,6,-1,9
100016,,,-1,icon_superboss,-1,-1,31001,0,,{},bounty_task_name_09,[100016],31001,100015,0,0,28416,0,,6,-1,9
100017,,,-1,icon_superboss,-1,-1,31002,0,,{},bounty_task_name_09,[100017],31002,100016,0,0,28417,0,,6,-1,9
100018,,,-1,icon_superboss,-1,-1,31003,0,,{},bounty_task_name_09,[100018],31003,100017,0,0,28418,0,,6,-1,9
100019,,,-1,icon_superboss,-1,-1,31004,0,,{},bounty_task_name_09,[100019],31004,100018,0,0,28419,0,,6,-1,9
100020,,,-1,icon_10037,-1,-1,31005,0,,{},bounty_task_name_09,[100020],31005,100019,0,0,28420,0,,6,-1,9
30000,,3|20,5,icon_dragon,-1,-1,0,1,,{},bounty_task_name_17,,,-1,1,6000,26001,-1,bounty_task_desc_17,1,28800,11
30001,,3|20,5,icon_dragon,-1,-1,0,1,,{},bounty_task_name_17,,,-1,1,6000,26002,-1,bounty_task_desc_17,2,28800,11
30002,,3|20,5,icon_dragon,-1,-1,0,1,,{},bounty_task_name_17,,,-1,1,6000,26003,-1,bounty_task_desc_17,3,28800,11
30003,,3|20,5,icon_dragon,-1,-1,0,1,,{},bounty_task_name_17,,,-1,1,6000,26004,-1,bounty_task_desc_17,4,28800,11
30004,,3|20,5,icon_dragon,-1,-1,0,1,,{},bounty_task_name_17,,,-1,1,6000,26005,-1,bounty_task_desc_17,5,28800,11
31000,,3|20,0,icon_dragon,-1,-1,0,1,,{},bounty_task_name_19,,,-1,1,2000,26001,-1,bounty_task_desc_19,1,28800,14
31001,,3|20,0,icon_dragon,-1,-1,0,1,,{},bounty_task_name_19,,,-1,1,2000,26002,-1,bounty_task_desc_19,2,28800,14
31002,,3|20,0,icon_dragon,-1,-1,0,1,,{},bounty_task_name_19,,,-1,1,2000,26003,-1,bounty_task_desc_19,3,28800,14
31003,,3|20,0,icon_dragon,-1,-1,0,1,,{},bounty_task_name_19,,,-1,1,2000,26004,-1,bounty_task_desc_19,4,28800,14
31004,,3|20,0,icon_dragon,-1,-1,0,1,,{},bounty_task_name_19,,,-1,1,2000,26005,-1,bounty_task_desc_19,5,28800,14
32000,,3|20,0,icon_materials_DragonTraining,-1,-1,15,1,,{},bounty_task_name_21,,15,-1,1,0,26001,-1,bounty_task_desc_21,5,28800,15
32001,,,0,icon_dragon,-1,-1,16,1,,{},bounty_task_name_21,,16,-1,1,0,26001,-1,bounty_task_desc_19,5,28800,16
40001,,,-1,icon_pet01,-1,-1,31201,1,,{},pet_egg_04,,31201,-1,-1,0,26801,-1,bounty_task_desc_08,2,43200,12
40002,,,-1,icon_pet02,-1,-1,31201,1,,{},pet_egg_04,,31201,-1,-1,0,26802,-1,bounty_task_desc_08,3,43200,12
40003,,,-1,icon_pet03,-1,-1,31201,1,,{},pet_egg_04,,31201,-1,-1,0,26803,-1,bounty_task_desc_08,4,43200,12
40004,,,-1,icon_pet04,-1,-1,31201,1,,{},pet_egg_04,,31201,-1,-1,0,26804,-1,bounty_task_desc_08,5,43200,12
40005,,,-1,icon_pet01,-1,-1,31201,1,,{},pet_egg_04,,31201,-1,-1,0,26801,-1,bounty_task_desc_08,2,43200,12
40006,,,-1,icon_pet02,-1,-1,31201,1,,{},pet_egg_04,,31201,-1,-1,0,26802,-1,bounty_task_desc_08,3,43200,12
40007,,,-1,icon_pet03,-1,-1,31201,1,,{},pet_egg_04,,31201,-1,-1,0,26803,-1,bounty_task_desc_08,4,43200,12
40008,,,-1,icon_pet04,-1,-1,31201,1,,{},pet_egg_04,,31201,-1,-1,0,26804,-1,bounty_task_desc_08,5,43200,12
40101,,,-1,icon_pet01,-1,-1,31202,2,,{},pet_egg_04,,31202,-1,-1,0,26821,-1,bounty_task_desc_08,2,43200,12
40102,,,-1,icon_pet02,-1,-1,31202,2,,{},pet_egg_04,,31202,-1,-1,0,26822,-1,bounty_task_desc_08,3,43200,12
40103,,,-1,icon_pet03,-1,-1,31202,2,,{},pet_egg_04,,31202,-1,-1,0,26823,-1,bounty_task_desc_08,4,43200,12
40104,,,-1,icon_pet04,-1,-1,31202,2,,{},pet_egg_04,,31202,-1,-1,0,26824,-1,bounty_task_desc_08,5,43200,12
40105,,,-1,icon_pet01,-1,-1,31202,2,,{},pet_egg_04,,31202,-1,-1,0,26821,-1,bounty_task_desc_08,2,43200,12
40106,,,-1,icon_pet02,-1,-1,31202,2,,{},pet_egg_04,,31202,-1,-1,0,26822,-1,bounty_task_desc_08,3,43200,12
40107,,,-1,icon_pet03,-1,-1,31202,2,,{},pet_egg_04,,31202,-1,-1,0,26823,-1,bounty_task_desc_08,4,43200,12
40108,,,-1,icon_pet04,-1,-1,31202,2,,{},pet_egg_04,,31202,-1,-1,0,26824,-1,bounty_task_desc_08,5,43200,12
40201,,,-1,icon_Shovel,-1,-1,2,4,,{},bounty_task_name_18,,2,-1,-1,6000,28502,-1,bounty_task_desc_08,4,43200,13
40202,,,-1,icon_Shovel,-1,-1,5,4,,{},bounty_task_name_18,,5,-1,-1,6000,28502,-1,bounty_task_desc_08,4,43200,13
40203,,,-1,icon_Shovel,-1,-1,10,4,,{},bounty_task_name_18,,10,-1,-1,6000,28503,-1,bounty_task_desc_08,4,43200,13
40204,,,-1,icon_Showerhead,-1,-1,2,4,,{},bounty_task_name_20,,2,-1,-1,6000,28502,-1,bounty_task_desc_08,4,43200,13
40205,,,-1,icon_Showerhead,-1,-1,5,4,,{},bounty_task_name_20,,5,-1,-1,6000,28502,-1,bounty_task_desc_08,4,43200,13
40206,,,-1,icon_Showerhead,-1,-1,10,4,,{},bounty_task_name_20,,10,-1,-1,6000,28503,-1,bounty_task_desc_08,4,43200,13
41001,,,-1,icon_pet01,-1,-1,39201,1,,{},pet_egg_04,,39201,-1,-1,6000,26801,-1,bounty_task_desc_08,2,43200,12
41002,,,-1,icon_pet02,-1,-1,39201,1,,{},pet_egg_04,,39201,-1,-1,6000,26802,-1,bounty_task_desc_08,3,43200,12
41003,,,-1,icon_pet03,-1,-1,39201,1,,{},pet_egg_04,,39201,-1,-1,4000,26803,-1,bounty_task_desc_08,4,43200,12
41004,,,-1,icon_pet04,-1,-1,39201,1,,{},pet_egg_04,,39201,-1,-1,4000,26804,-1,bounty_task_desc_08,5,43200,12
41005,,,-1,icon_pet01,-1,-1,39201,1,,{},pet_egg_04,,39201,-1,-1,3000,26801,-1,bounty_task_desc_08,2,43200,12
41006,,,-1,icon_pet02,-1,-1,39201,1,,{},pet_egg_04,,39201,-1,-1,3000,26802,-1,bounty_task_desc_08,3,43200,12
41007,,,-1,icon_pet03,-1,-1,39201,1,,{},pet_egg_04,,39201,-1,-1,2000,26803,-1,bounty_task_desc_08,4,43200,12
41008,,,-1,icon_pet04,-1,-1,39201,1,,{},pet_egg_04,,39201,-1,-1,2000,26804,-1,bounty_task_desc_08,5,43200,12
41101,,,-1,icon_pet01,-1,-1,39202,2,,{},pet_egg_04,,39202,-1,-1,6000,26821,-1,bounty_task_desc_08,2,43200,12
41102,,,-1,icon_pet02,-1,-1,39202,2,,{},pet_egg_04,,39202,-1,-1,6000,26822,-1,bounty_task_desc_08,3,43200,12
41103,,,-1,icon_pet03,-1,-1,39202,2,,{},pet_egg_04,,39202,-1,-1,4000,26823,-1,bounty_task_desc_08,4,43200,12
41104,,,-1,icon_pet04,-1,-1,39202,2,,{},pet_egg_04,,39202,-1,-1,4000,26824,-1,bounty_task_desc_08,5,43200,12
41105,,,-1,icon_pet01,-1,-1,39202,2,,{},pet_egg_04,,39202,-1,-1,3000,26821,-1,bounty_task_desc_08,2,43200,12
41106,,,-1,icon_pet02,-1,-1,39202,2,,{},pet_egg_04,,39202,-1,-1,3000,26822,-1,bounty_task_desc_08,3,43200,12
41107,,,-1,icon_pet03,-1,-1,39202,2,,{},pet_egg_04,,39202,-1,-1,2000,26823,-1,bounty_task_desc_08,4,43200,12
41108,,,-1,icon_pet04,-1,-1,39202,2,,{},pet_egg_04,,39202,-1,-1,2000,26824,-1,bounty_task_desc_08,5,43200,12
