id,building_ratio,compensation_id,compensation_num,compensation_type,hero_limit,is_removal,level_limit,num,num_1,num_2,num_3,num_4,num_5,reward_1,reward_2,reward_3,reward_4,reward_5,type,type_1,type_2,type_3,type_4,type_5,weight_1,weight_2,weight_3,weight_4,weight_5
1023013,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023014,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023015,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023016,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023017,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023018,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023019,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023020,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023021,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023022,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023023,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023024,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023025,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023026,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023027,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023028,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023029,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023030,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023031,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023032,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023033,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023034,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023035,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023036,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023037,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023038,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023039,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023040,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023041,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023042,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023043,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023044,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023045,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023046,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023047,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023048,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023049,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023050,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023051,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023052,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023053,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023054,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023055,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023056,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023057,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023058,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023059,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023060,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023061,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023062,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023063,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023064,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023065,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023066,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023067,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023068,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023069,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023070,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023071,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023072,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023073,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023074,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023075,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023076,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023077,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023078,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023079,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023080,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023081,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023082,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023083,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023084,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023085,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023086,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023087,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023088,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023089,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023090,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023091,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023092,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023093,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023094,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023095,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023096,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023097,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023098,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023099,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023100,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023101,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023102,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023103,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023104,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023105,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023106,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023107,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023108,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023109,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023110,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023111,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023112,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023113,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023114,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023115,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023116,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023117,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023118,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023119,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023120,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023121,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023122,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023123,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023124,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023125,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023126,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023127,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023128,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023129,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023130,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023131,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023132,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023133,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023134,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023135,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023136,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023137,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023138,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023139,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023140,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023141,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023142,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023143,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023144,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023145,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023146,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023147,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023148,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023149,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023150,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023151,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023152,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023153,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023154,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023155,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023156,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023157,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023158,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023159,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023160,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023161,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023162,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023163,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023164,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023165,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023166,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023167,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023168,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023169,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023170,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023171,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023172,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023173,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023174,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023175,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023176,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023177,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023178,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023179,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023180,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023181,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023182,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023183,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023184,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023185,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023186,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023187,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023188,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023189,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023190,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023191,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023192,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023193,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023194,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023195,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023196,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023197,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023198,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023199,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023200,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023201,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023202,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023203,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023204,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023205,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023206,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023207,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023208,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023209,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023210,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023211,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023212,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023213,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023214,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023215,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023216,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023217,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023218,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023219,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023220,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023221,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023222,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023223,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023224,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023225,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023226,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023227,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023228,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023229,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023230,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023231,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023232,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023233,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023234,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023235,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023236,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023237,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023238,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023239,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023240,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023241,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023242,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023243,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023244,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023245,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023246,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023247,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023248,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023249,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023250,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
1023251,-1,,,,-1,-1,-1,1,[1],,,,,[404100004],,,,,2,2,-1,-1,-1,-1,,,,,
