id,adjuest_day1,adjuest_day10,adjuest_day11,adjuest_day12,adjuest_day13,adjuest_day14,adjuest_day15,adjuest_day16,adjuest_day17,adjuest_day18,adjuest_day19,adjuest_day2,adjuest_day20,adjuest_day21,adjuest_day22,adjuest_day23,adjuest_day24,adjuest_day25,adjuest_day26,adjuest_day27,adjuest_day28,adjuest_day29,adjuest_day3,adjuest_day30,adjuest_day4,adjuest_day5,adjuest_day6,adjuest_day7,adjuest_day8,adjuest_day9
96001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96004,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96005,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96006,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96007,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96008,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96009,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96010,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96011,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
96012,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
97001,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
97002,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
97003,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102101,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102102,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102103,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102104,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102105,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102201,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102202,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102203,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102204,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
102205,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103101,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103102,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103103,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103104,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103105,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103201,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103202,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103203,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103204,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103205,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103301,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103302,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103303,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103304,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
103305,[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104101,[103|2000|104|8000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104102,[103|2000|104|8000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104103,[103|2000|104|8000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104104,[103|2000|104|8000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104105,[103|2000|104|8000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104106,[103|2000|104|8000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104201,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104202,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104203,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104204,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104205,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104206,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0]
104301,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0]
104302,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0]
104303,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0]
104304,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0]
104305,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0]
104306,[103|3000|104|12000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|2000|104|8000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|1000|104|4000],[103|0],[103|0|104|0],[103|0],[103|0],[103|0],[103|0|104|0],[103|0]
105101,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105102,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105103,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105104,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105105,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105106,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105201,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105202,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105203,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105204,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105205,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105206,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105301,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105302,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105303,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
