id,attr_1,attr_2,break_cost,break_extra_cost,break_extra_cost_num,hero_id,link_goods,link_skill,link_star,power,quality,rate_1,rate_2,show_star,skin,special,star,star_dec,star_name,star_sub,universal_cost,unlock_time,unlock_weekday,unlock_weekday_2
10017101,,,2|10017|10,-1,-1,10017,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,31,0|1,0|1
10017102,,,2|10017|10,-1,-1,10017,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,31,0|1,0|1
10017103,,,2|10017|10,-1,-1,10017,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,31,0|1,0|1
10017104,,,2|10017|15,-1,-1,10017,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,31,0|1,0|1
10017105,,,2|10017|15,3015,2,10017,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,142,31,0|1,0|1
10017200,,,2|10017|15,-1,-1,10017,-1,1001704,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10017_dec_2,hero_awaken_10017_stage_2,0,-1,31,0|1,0|1
10017201,,,2|10017|15,-1,-1,10017,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,31,0|1,0|1
10017202,,,2|10017|20,-1,-1,10017,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,31,0|1,0|1
10017203,,,2|10017|20,-1,-1,10017,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,31,0|1,0|1
10017204,,,2|10017|20,-1,-1,10017,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,31,0|1,0|1
10017205,,,2|10017|20,3015,2,10017,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,142,31,0|1,0|1
10017300,,,2|10017|20,-1,-1,10017,-1,1001713,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10023_dec_03,hero_awaken_10017_stage_3,0,-1,31,0|1,0|1
10017301,,,2|10017|20,-1,-1,10017,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,31,0|1,0|1
10017302,,,2|10017|30,-1,-1,10017,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,31,0|1,0|1
10017303,,,2|10017|30,-1,-1,10017,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,31,0|1,0|1
10017304,,,2|10017|30,-1,-1,10017,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,31,0|1,0|1
10017305,,,2|10017|40,3015,4,10017,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,142,31,0|1,0|1
10017400,,,,-1,-1,10017,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11017,4,4,hero_awaken_10017_dec_4,hero_awaken_10017_stage_4,0,-1,31,0|1,0|1
10008000,,,2|10008|5,3008,1,10008,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,143,30,0|1,6|3
10008100,,,2|10008|5,-1,-1,10008,-1,1000813,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10028_dec_1,hero_awaken_10008_stage_1,0,-1,30,0|1,6|3
10008101,,,2|10008|10,-1,-1,10008,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,30,0|1,6|3
10008102,,,2|10008|10,-1,-1,10008,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,30,0|1,6|3
10008103,,,2|10008|10,-1,-1,10008,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,30,0|1,6|3
10008104,,,2|10008|15,-1,-1,10008,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,30,0|1,6|3
10008105,,,2|10008|15,3008,2,10008,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,143,30,0|1,6|3
10008200,,,2|10008|15,-1,-1,10008,-1,1000804,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10008_dec_2,hero_awaken_10008_stage_2,0,-1,30,0|1,6|3
10008201,,,2|10008|15,-1,-1,10008,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,30,0|1,6|3
10008202,,,2|10008|20,-1,-1,10008,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,30,0|1,6|3
10008203,,,2|10008|20,-1,-1,10008,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,30,0|1,6|3
10008204,,,2|10008|20,-1,-1,10008,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,30,0|1,6|3
10008205,,,2|10008|20,3008,2,10008,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,143,30,0|1,6|3
10008300,,,2|10008|20,-1,-1,10008,-1,1000813,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10028_dec_3,hero_awaken_10008_stage_3,0,-1,30,0|1,6|3
10008301,,,2|10008|20,-1,-1,10008,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,30,0|1,6|3
10008302,,,2|10008|30,-1,-1,10008,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,30,0|1,6|3
10008303,,,2|10008|30,-1,-1,10008,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,30,0|1,6|3
10008304,,,2|10008|30,-1,-1,10008,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,30,0|1,6|3
10008305,,,2|10008|40,3008,4,10008,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,143,30,0|1,6|3
10008400,,,,-1,-1,10008,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11008,4,4,hero_awaken_10008_dec_4,hero_awaken_10008_stage_4,0,-1,30,0|1,6|3
10019000,,,2|10019|5,3007,1,10019,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,143,30,0|1,5|7
10019100,,,2|10019|5,-1,-1,10019,-1,1001913,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10019_dec_1,hero_awaken_10019_stage_1,0,-1,30,0|1,5|7
10019101,,,2|10019|10,-1,-1,10019,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,30,0|1,5|7
10019102,,,2|10019|10,-1,-1,10019,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,30,0|1,5|7
10019103,,,2|10019|10,-1,-1,10019,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,30,0|1,5|7
10019104,,,2|10019|15,-1,-1,10019,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,30,0|1,5|7
10019105,,,2|10019|15,3007,2,10019,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,143,30,0|1,5|7
10019200,,,2|10019|15,-1,-1,10019,-1,1001904,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10019_dec_2,hero_awaken_10019_stage_2,0,-1,30,0|1,5|7
10019201,,,2|10019|15,-1,-1,10019,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,30,0|1,5|7
10019202,,,2|10019|20,-1,-1,10019,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,30,0|1,5|7
10019203,,,2|10019|20,-1,-1,10019,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,30,0|1,5|7
10019204,,,2|10019|20,-1,-1,10019,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,30,0|1,5|7
10019205,,,2|10019|20,3007,2,10019,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,143,30,0|1,5|7
10019300,,,2|10019|20,-1,-1,10019,-1,1001913,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10019_dec_3,hero_awaken_10019_stage_3,0,-1,30,0|1,5|7
10019301,,,2|10019|20,-1,-1,10019,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,30,0|1,5|7
10019302,,,2|10019|30,-1,-1,10019,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,30,0|1,5|7
10019303,,,2|10019|30,-1,-1,10019,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,30,0|1,5|7
10019304,,,2|10019|30,-1,-1,10019,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,30,0|1,5|7
10019305,,,2|10019|40,3007,4,10019,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,143,30,0|1,5|7
10019400,,,,-1,-1,10019,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11019,4,4,hero_awaken_10019_dec_4,hero_awaken_10019_stage_4,0,-1,30,0|1,5|7
10028000,,,2|10028|5,3018,1,10028,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,142,17,0|1,0|1
10028100,,,2|10028|5,-1,-1,10028,-1,1002813,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10028_dec_1,hero_awaken_10028_stage_1,0,-1,17,0|1,0|1
10028101,,,2|10028|10,-1,-1,10028,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,17,0|1,0|1
10028102,,,2|10028|10,-1,-1,10028,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,17,0|1,0|1
10028103,,,2|10028|10,-1,-1,10028,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,17,0|1,0|1
10028104,,,2|10028|15,-1,-1,10028,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,17,0|1,0|1
10028105,,,2|10028|15,3018,2,10028,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,142,17,0|1,0|1
10028200,,,2|10028|15,-1,-1,10028,-1,1002804,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10028_dec_2,hero_awaken_10028_stage_2,0,-1,17,0|1,0|1
10028201,,,2|10028|15,-1,-1,10028,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,17,0|1,0|1
10028202,,,2|10028|20,-1,-1,10028,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,17,0|1,0|1
10028203,,,2|10028|20,-1,-1,10028,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,17,0|1,0|1
10028204,,,2|10028|20,-1,-1,10028,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,17,0|1,0|1
10028205,,,2|10028|20,3018,2,10028,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,142,17,0|1,0|1
10028300,,,2|10028|20,-1,-1,10028,-1,1002813,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10028_dec_3,hero_awaken_10028_stage_3,0,-1,17,0|1,0|1
10028301,,,2|10028|20,-1,-1,10028,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,17,0|1,0|1
10028302,,,2|10028|30,-1,-1,10028,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,17,0|1,0|1
10028303,,,2|10028|30,-1,-1,10028,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,17,0|1,0|1
10028304,,,2|10028|30,-1,-1,10028,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,17,0|1,0|1
10028305,,,2|10028|40,3018,4,10028,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,142,17,0|1,0|1
10028400,,,,-1,-1,10028,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11028,4,4,hero_awaken_10028_dec_4,hero_awaken_10028_stage_4,0,-1,17,0|1,0|1
10012000,,,2|10012|5,3020,1,10012,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,143,1500,300|6,300|6
10012100,,,2|10012|5,-1,-1,10012,-1,1001213,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10012_dec_1,hero_awaken_10012_stage_1,0,-1,1500,300|6,300|6
10012101,,,2|10012|10,-1,-1,10012,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,1500,300|6,300|6
10012102,,,2|10012|10,-1,-1,10012,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,1500,300|6,300|6
10012103,,,2|10012|10,-1,-1,10012,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,1500,300|6,300|6
10012104,,,2|10012|15,-1,-1,10012,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,1500,300|6,300|6
10012105,,,2|10012|15,3020,2,10012,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,143,1500,300|6,300|6
10012200,,,2|10012|15,-1,-1,10012,-1,1001204,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10012_dec_2,hero_awaken_10012_stage_2,0,-1,1500,300|6,300|6
10012201,,,2|10012|15,-1,-1,10012,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,1500,300|6,300|6
10012202,,,2|10012|20,-1,-1,10012,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,1500,300|6,300|6
10012203,,,2|10012|20,-1,-1,10012,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,1500,300|6,300|6
10012204,,,2|10012|20,-1,-1,10012,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,1500,300|6,300|6
10012205,,,2|10012|20,3020,2,10012,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,143,1500,300|6,300|6
10012300,,,2|10012|20,-1,-1,10012,-1,1001213,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10012_dec_3,hero_awaken_10012_stage_3,0,-1,1500,300|6,300|6
10012301,,,2|10012|20,-1,-1,10012,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,1500,300|6,300|6
10012302,,,2|10012|30,-1,-1,10012,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,1500,300|6,300|6
10012303,,,2|10012|30,-1,-1,10012,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,1500,300|6,300|6
10012304,,,2|10012|30,-1,-1,10012,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,1500,300|6,300|6
10012305,,,2|10012|40,3020,4,10012,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,143,1500,300|6,300|6
10012400,,,,-1,-1,10012,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11012,4,4,hero_awaken_10012_dec_4,hero_awaken_10012_stage_4,0,-1,1500,300|6,300|6
10021000,,,2|10021|5,3021,1,10021,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,143,1500,300|6,300|6
10021100,,,2|10021|5,-1,-1,10021,-1,1002113,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10021_dec_1,hero_awaken_10021_stage_1,0,-1,1500,300|6,300|6
10021101,,,2|10021|10,-1,-1,10021,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,1500,300|6,300|6
10021102,,,2|10021|10,-1,-1,10021,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,1500,300|6,300|6
10021103,,,2|10021|10,-1,-1,10021,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,1500,300|6,300|6
10021104,,,2|10021|15,-1,-1,10021,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,1500,300|6,300|6
10021105,,,2|10021|15,3021,2,10021,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,143,1500,300|6,300|6
10021200,,,2|10021|15,-1,-1,10021,-1,1002104,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10021_dec_2,hero_awaken_10021_stage_2,0,-1,1500,300|6,300|6
10021201,,,2|10021|15,-1,-1,10021,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,1500,300|6,300|6
10021202,,,2|10021|20,-1,-1,10021,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,1500,300|6,300|6
10021203,,,2|10021|20,-1,-1,10021,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,1500,300|6,300|6
10021204,,,2|10021|20,-1,-1,10021,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,1500,300|6,300|6
10021205,,,2|10021|20,3021,2,10021,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,143,1500,300|6,300|6
10021300,,,2|10021|20,-1,-1,10021,-1,1002113,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10021_dec_3,hero_awaken_10021_stage_3,0,-1,1500,300|6,300|6
10021301,,,2|10021|20,-1,-1,10021,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,1500,300|6,300|6
10021302,,,2|10021|30,-1,-1,10021,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,1500,300|6,300|6
10021303,,,2|10021|30,-1,-1,10021,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,1500,300|6,300|6
10021304,,,2|10021|30,-1,-1,10021,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,1500,300|6,300|6
10021305,,,2|10021|40,3021,4,10021,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,143,1500,300|6,300|6
10021400,,,,-1,-1,10021,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11021,4,4,hero_awaken_10021_dec_4,hero_awaken_10021_stage_4,0,-1,1500,300|6,300|6
10022000,,,2|10022|5,3022,1,10022,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,142,1500,300|6,300|6
10022100,,,2|10022|5,-1,-1,10022,-1,1002213,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10022_dec_1,hero_awaken_10022_stage_1,0,-1,1500,300|6,300|6
10022101,,,2|10022|10,-1,-1,10022,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,1500,300|6,300|6
10022102,,,2|10022|10,-1,-1,10022,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,1500,300|6,300|6
10022103,,,2|10022|10,-1,-1,10022,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,1500,300|6,300|6
10022104,,,2|10022|15,-1,-1,10022,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,1500,300|6,300|6
10022105,,,2|10022|15,3022,2,10022,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,142,1500,300|6,300|6
10022200,,,2|10022|15,-1,-1,10022,-1,1002204,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10022_dec_2,hero_awaken_10022_stage_2,0,-1,1500,300|6,300|6
10022201,,,2|10022|15,-1,-1,10022,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,1500,300|6,300|6
10022202,,,2|10022|20,-1,-1,10022,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,1500,300|6,300|6
10022203,,,2|10022|20,-1,-1,10022,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,1500,300|6,300|6
10022204,,,2|10022|20,-1,-1,10022,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,1500,300|6,300|6
10022205,,,2|10022|20,3022,2,10022,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,142,1500,300|6,300|6
10022300,,,2|10022|20,-1,-1,10022,-1,1002213,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10022_dec_3,hero_awaken_10022_stage_3,0,-1,1500,300|6,300|6
10022301,,,2|10022|20,-1,-1,10022,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,1500,300|6,300|6
10022302,,,2|10022|30,-1,-1,10022,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,1500,300|6,300|6
10022303,,,2|10022|30,-1,-1,10022,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,1500,300|6,300|6
10022304,,,2|10022|30,-1,-1,10022,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,1500,300|6,300|6
10022305,,,2|10022|40,3022,4,10022,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,142,1500,300|6,300|6
10022400,,,,-1,-1,10022,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11022,4,4,hero_awaken_10022_dec_4,hero_awaken_10022_stage_4,0,-1,1500,300|6,300|6
10026000,,,2|10026|5,3023,1,10026,-1,-1,11,1,-1,3|1,4|1,9,-1,-1,0,,,0,143,1500,300|6,300|6
10026100,,,2|10026|5,-1,-1,10026,-1,1002613,11,1.07,-1,3|1.13,4|1.07,9,-1,1,1,hero_awaken_10026_dec_1,hero_awaken_10026_stage_1,0,-1,1500,300|6,300|6
10026101,,,2|10026|10,-1,-1,10026,-1,-1,11,1.08,-1,3|1.13,4|1.08,9,-1,-1,1,,,1,-1,1500,300|6,300|6
10026102,,,2|10026|10,-1,-1,10026,-1,-1,11,1.1,-1,3|1.13,4|1.09,9,-1,-1,1,,,2,-1,1500,300|6,300|6
10026103,,,2|10026|10,-1,-1,10026,-1,-1,11,1.11,-1,3|1.13,4|1.1,9,-1,-1,1,,,3,-1,1500,300|6,300|6
10026104,,,2|10026|15,-1,-1,10026,-1,-1,11,1.12,-1,3|1.13,4|1.12,9,-1,-1,1,,,4,-1,1500,300|6,300|6
10026105,,,2|10026|15,3023,2,10026,-1,-1,11,1.14,-1,3|1.13,4|1.14,9,-1,-1,1,,,5,143,1500,300|6,300|6
10026200,,,2|10026|15,-1,-1,10026,-1,1002604,11,1.17,-1,3|1.22,4|1.14,9,-1,2,2,hero_awaken_10026_dec_2,hero_awaken_10026_stage_2,0,-1,1500,300|6,300|6
10026201,,,2|10026|15,-1,-1,10026,-1,-1,11,1.19,-1,3|1.22,4|1.16,9,-1,-1,2,,,1,-1,1500,300|6,300|6
10026202,,,2|10026|20,-1,-1,10026,-1,-1,11,1.19,-1,3|1.22,4|1.19,9,-1,-1,2,,,2,-1,1500,300|6,300|6
10026203,,,2|10026|20,-1,-1,10026,-1,-1,11,1.23,-1,3|1.22,4|1.24,9,-1,-1,2,,,3,-1,1500,300|6,300|6
10026204,,,2|10026|20,-1,-1,10026,-1,-1,11,1.27,-1,3|1.22,4|1.27,9,-1,-1,2,,,4,-1,1500,300|6,300|6
10026205,,,2|10026|20,3023,2,10026,-1,-1,11,1.31,-1,3|1.22,4|1.31,9,-1,-1,2,,,5,143,1500,300|6,300|6
10026300,,,2|10026|20,-1,-1,10026,-1,1002613,11,1.32,-1,3|1.37,4|1.31,9,-1,3,3,hero_awaken_10026_dec_3,hero_awaken_10026_stage_3,0,-1,1500,300|6,300|6
10026301,,,2|10026|20,-1,-1,10026,-1,-1,11,1.35,-1,3|1.37,4|1.35,9,-1,-1,3,,,1,-1,1500,300|6,300|6
10026302,,,2|10026|30,-1,-1,10026,-1,-1,11,1.4,-1,3|1.37,4|1.4,9,-1,-1,3,,,2,-1,1500,300|6,300|6
10026303,,,2|10026|30,-1,-1,10026,-1,-1,11,1.45,-1,3|1.37,4|1.45,9,-1,-1,3,,,3,-1,1500,300|6,300|6
10026304,,,2|10026|30,-1,-1,10026,-1,-1,11,1.51,-1,3|1.37,4|1.51,9,-1,-1,3,,,4,-1,1500,300|6,300|6
10026305,,,2|10026|40,3023,4,10026,-1,-1,11,1.56,-1,3|1.37,4|1.6,9,-1,-1,3,,,5,143,1500,300|6,300|6
10026400,,,,-1,-1,10026,-1,-1,11,1.6,6,3|1.6,4|1.6,9,11026,4,4,hero_awaken_10026_dec_4,hero_awaken_10026_stage_4,0,-1,1500,300|6,300|6
