id,iconAtlas,button,city_lv,desc,function,go_target,goTargetArr,icon,icon_atlas,name,numerical_show,recommend,scene,task_guide,type
405231003,Atlas/UI_Function,,-1,,-1,405231003,[405231003],func_32,,exchange_name_fwyclb,1,1,0,-1,4
405232001,Atlas/UI_Function,,-1,,-1,405232001,[405232001],func_32,,exchange_name_fwtslb,1,1,0,-1,4
405233001,Atlas/UI_Function,,-1,,-1,405233001,[405233001],func_32,,exchange_name_fwfclb,1,1,0,-1,4
405233002,Atlas/UI_Function,,-1,,-1,405233002,[405233002],func_32,,exchange_name_fwfclb,1,1,0,-1,4
405233003,Atlas/UI_Function,,-1,,-1,405233003,[405233003],func_32,,exchange_name_fwfclb,1,1,0,-1,4
405233004,Atlas/UI_Function,,-1,,-1,405233004,[405233004],func_32,,exchange_name_fwfclb,1,1,0,-1,4
405233005,Atlas/UI_Function,,-1,,-1,405233005,[405233005],func_32,,exchange_name_fwfclb,1,1,0,-1,4
403017501,Atlas/UI_Function,,-1,,-1,403017501,[403017501],func_32,,exchange_name_fwfclb,1,1,0,-1,4
403017502,Atlas/UI_Function,,-1,,-1,403017502,[403017502],func_32,,exchange_name_fwfclb,1,1,0,-1,4
403017503,Atlas/UI_Function,,-1,,-1,403017503,[403017503],func_32,,exchange_name_fwfclb,1,1,0,-1,4
403017504,Atlas/UI_Function,,-1,,-1,403017504,[403017504],func_32,,exchange_name_fwfclb,1,1,0,-1,4
403017505,Atlas/UI_Function,,-1,,-1,403017505,[403017505],func_32,,exchange_name_fwfclb,1,1,0,-1,4
402266662,Atlas/UI_Function,,-1,,-1,402266662,[402266662],func_32,,exchange_name_fwfclb,1,1,0,-1,4
1000121,Atlas/UI_Function,jump_btn_701,-1,,-1,1251,[1251],remote:Icon_Function/Activity_84.png,,activity_name_1052,-1,1,0,20,1
1000122,Atlas/UI_Function,jump_btn_701,-1,,-1,1271,[1271],remote:Icon_Function/Activity_60.png,,activity_name_252,-1,1,0,20,1
1000123,Atlas/UI_Function,jump_btn_701,-1,,-1,1295,[1295],remote:Icon_Function/Activity_76.png,,activity_name_1052,-1,1,0,20,1
1000124,Atlas/UI_Function,jump_btn_701,-1,,-1,1297,[1297],remote:Icon_Function/Activity_76.png,,activity_name_1052,-1,1,0,20,1
1000125,Atlas/UI_Function,jump_btn_701,-1,,-1,1264,[1264],remote:Icon_Function/Activity_258.png,,activity_name_tonghuo,-1,1,0,20,1
1000126,Atlas/UI_Function,,-1,,-1,1288,[1288],,,,-1,1,0,20,1
1000127,Atlas/UI_Function,jump_btn_701,-1,,-1,1299,[1299],remote:Icon_Function/Activity_258.png,,activity_name_tonghuo,-1,1,0,20,1
1000128,Atlas/UI_Function,jump_btn_701,-1,,-1,1300,[1300],remote:Icon_Function/Activity_162.png,,activity_name_1052,-1,1,0,20,1
1000129,Atlas/UI_Function,jump_btn_701,-1,,-1,1307,[1307],remote:Icon_Function/Activity_98.png,,activity_name_1052,-1,1,0,20,1
1000130,Atlas/UI_Function,jump_btn_701,-1,,-1,1305,[1305],remote:Icon_Function/Activity_40.png,,activity_name203,-1,1,0,20,1
1000131,Atlas/UI_Function,jump_btn_701,-1,,-1,1324,[1324],remote:Icon_Function/Activity_11.png,,activity_name_shop_2,-1,1,0,20,1
1000132,Atlas/UI_Function,jump_btn_701,-1,,-1,1357,[1357],remote:Icon_Function/Activity_66.png,,activity_name_1052,-1,1,0,20,1
1000133,Atlas/UI_Function,jump_btn_701,-1,,-1,1350,[1350],remote:Icon_Function/Activity_26.png,,activity_name181,-1,1,0,20,1
1000134,Atlas/UI_Function,jump_btn_701,-1,,-1,1237,[1237],remote:Icon_Function/Activity_279.png,,activity_name161,-1,1,0,20,1
1000135,Atlas/UI_Function,jump_btn_701,-1,,-1,111001,[111001],remote:Icon_Function/Activity_264.png,,Activity_DrakKnight_1,-1,1,0,20,1
100136,Atlas/UI_Function,,-1,,-1,402266658,[402266658],remote:Icon_Function/Activity_341.png,,exchange_name_402266658,0,1,0,-1,4
100137,Atlas/UI_Function,,-1,,-1,408145001,[408145001],remote:Icon_Function/Activity_341.png,,exchange_name_402266658,1,1,0,-1,4
1000136,Atlas/UI_Function,,-1,,-1,1651,[1651],,,,-1,1,0,20,1
1000137,Atlas/UI_Function,,-1,,-1,1739,[1739],,,,-1,1,0,20,1
1000138,Atlas/UI_Function,,-1,,-1,1953,[1953],,,,-1,1,0,20,1
1000139,Atlas/UI_Function,,-1,,-1,1961,[1961],,,,-1,1,0,20,1
1000140,Atlas/UI_Function,,-1,,-1,2026,[2026],,,,-1,1,0,20,1
19003,Atlas/UI_Function,jump_btn_701,-1,,207,3,[3],Activity_10,,goods_orign_shop_daily,-1,-1,-1,19,1
19004,Atlas/UI_Function,jump_btn_701,-1,,207,4,[4],Activity_11,,goods_orign_shop_guild,-1,-1,-1,19,1
19005,Atlas/UI_Function,jump_btn_701,-1,,207,5,[5],Activity_62,,goods_orign_shop_point,-1,-1,-1,19,1
19006,Atlas/UI_Common,jump_btn_701,-1,,207,6,[6],icon_vip,Atlas/UI_Common,goods_orign_shop_vip,-1,-1,-1,19,1
19007,Atlas/UI_Item,jump_btn_701,-1,,207,14,[14],icon_30079,Atlas/UI_Item,goods_orign_shop_star,-1,-1,-1,19,1
19008,Atlas/UI_Function,jump_btn_701,-1,,207,13,[13],Activity_10,,goods_orign_shop_war,-1,-1,-1,19,1
19009,Atlas/UI_Function,jump_btn_701,-1,,207,8,[8],Activity_16,,goods_orign_shop_exchange,-1,-1,-1,19,1
19010,Atlas/UI_Function,jump_btn_701,-1,,207,10,[10],Activity_16,,goods_orign_shop_exchange,-1,-1,-1,19,1
19011,Atlas/UI_Function,jump_btn_701,-1,,207,11,[11],Activity_10,,goods_orign_shop_guild_activity,-1,-1,-1,19,1
19012,Atlas/UI_Function,jump_btn_701,-1,,207,110,[110],Activity_375,,goods_orign_shop_season,-1,-1,-1,19,1
19013,Atlas/UI_Function,jump_btn_701,-1,,207,1001,[1001],Activity_178,,goods_orign_shop_dec,-1,-1,-1,19,1
19014,Atlas/UI_Function,jump_btn_701,-1,jump_desc_19016,207,111,[111],Activity_545,,goods_orign_shop_season,-1,-1,-1,19,1
19015,Seasons/S2/Atlas/SeasonRes_S2,jump_btn_701,-1,,207,208,[208],res_boss_bg_208,Seasons/S2/Atlas/SeasonRes_S2,hero_name_60312,-1,-1,-1,7,1
19016,Atlas/UI_Function,jump_btn_701,-1,,207,112,[112],Activity_11,,goods_orign_shop_season,-1,-1,-1,19,1
19018,Atlas/UI_Function,jump_btn_701,-1,jump_desc_19016,207,112,[112],Activity_11,,goods_orign_shop_season,-1,-1,-1,19,1
19017,Atlas/UI_Function,jump_btn_701,-1,jump_desc_19017,207,112,[112],Activity_11,,goods_orign_shop_season,-1,-1,-1,19,1
19019,Atlas/UI_Function,jump_btn_701,-1,jump_desc_19017,207,112,[112],Activity_11,,goods_orign_shop_season,-1,-1,-1,19,1
19020,Atlas/UI_Function,jump_btn_701,-1,,-1,12,[12],func_16,,UI_Combat_012,-1,-1,-1,25,1
19021,Atlas/UI_Function,jump_btn_701,-1,,-1,75,[75],Activity_325,,king_cross_1_1,-1,1,0,23,1
19022,Atlas/UI_Function,jump_btn_701,-1,,-1,16,[16],icon_hd_tongji,,task_new_desc3,-1,-1,-1,25,1
19023,Atlas/UI_Function,jump_btn_701,-1,,-1,28,[28],Activity_646,,activity_name_1004001,-1,-1,-1,25,1
19024,Atlas/UI_Function,jump_btn_701,-1,,-1,29,[29],func_32,,citybuilding_name_178,-1,-1,-1,25,1
19025,Atlas/UI_Function,jump_btn_701,-1,,207,118,[118],Activity_16,,goods_orign_shop_exchange,-1,-1,-1,19,1
20001,Atlas/UI_Function,jump_btn_701,-1,,-1,33,[33],Activity_97,,advertising_privileges,-1,-1,-1,25,1
1021000,Atlas/UI_Function,,-1,,-1,,[],,,,-1,-1,0,21,1
1025001,Atlas/UI_Function,,-1,,-1,1,[1],,,,-1,-1,0,25,1
1025002,Atlas/UI_Function,,-1,,-1,2,[2],,,,-1,-1,0,25,1
1025003,Atlas/UI_Function,,-1,,-1,3,[3],,,,-1,-1,0,25,1
1025004,Atlas/UI_Function,,-1,,-1,4,[4],,,,-1,-1,0,25,1
1025005,Atlas/UI_Function,,-1,,-1,5,[5],,,,-1,-1,0,25,1
1025006,Atlas/UI_Function,,-1,,-1,6,[6],,,,-1,-1,0,25,1
1025007,Atlas/UI_Function,,-1,,-1,7,[7],,,,-1,-1,0,25,1
1025008,Atlas/UI_Function,,-1,,-1,8,[8],,,,-1,-1,0,25,1
1025009,Atlas/UI_Function,,-1,,-1,9,[9],,,,-1,-1,0,25,1
1025010,Atlas/UI_Function,,-1,,-1,10,[10],Activity_120,,guild_treasury_name,-1,-1,0,25,1
1025011,Atlas/UI_Function,,-1,,-1,11,[11],,,,-1,-1,0,25,1
1025012,Atlas/UI_Function,,-1,,-1,12,[12],,,,-1,-1,0,25,1
1025013,Atlas/UI_Function,,-1,,-1,13,[13],,,,-1,-1,0,25,1
1025014,Atlas/UI_Function,,-1,,-1,14,[14],,,,-1,-1,0,25,1
1025015,Atlas/UI_Function,jump_btn_701,-1,,-1,15,[15],Activity_55,,UI_Bounty_001,-1,-1,0,25,1
1025016,Atlas/UI_Function,,-1,,-1,16,[16],Activity_222,,task_new_desc3,-1,-1,0,25,1
1025017,Atlas/UI_Function,,-1,,-1,17,[17],,,,-1,-1,0,25,1
1025018,Atlas/UI_Function,,-1,,-1,18,[18],Activity_96,,season_introduce_title8,-1,-1,0,25,1
1025019,Atlas/UI_Function,,-1,,-1,19,[19],Activity_375,,activity_name_348,-1,-1,0,25,1
1025020,Atlas/UI_Function,jump_btn_701,-1,,-1,20,[20],Activity_96,,Raid_BattaleField_20,-1,-1,0,25,1
1025021,Atlas/UI_Function,jump_btn_701,-1,,-1,21,[21],Activity_17,,UI_Activity_007,-1,-1,0,25,1
1025022,Atlas/UI_Function,jump_btn_701,-1,,-1,22,[22],,,,-1,-1,0,25,1
1025025,Atlas/UI_Function,jump_btn_701,-1,,-1,25,[25],,,,-1,-1,0,25,1
1025026,Atlas/UI_Function,jump_btn_701,-1,,-1,26,[26],,,,-1,-1,0,25,1
1026000,Atlas/UI_Function,jump_btn_701,-1,jump_desc_701,-1,34,[34],jump_boss_112,,jump_name_701,-1,-1,0,25,1
10244401,Atlas/UI_Function,,-1,,-1,4401,[4401],,,,-1,-1,0,24,1
10244402,Atlas/UI_Function,,-1,,-1,4402,[4402],,,,-1,-1,0,24,1
10244403,Atlas/UI_Function,,-1,,-1,4403,[4403],,,,-1,-1,0,24,1
10244404,Atlas/UI_Function,jump_btn_701,-1,,-1,4404,[4404],Activity_168,,activity_name_shop,-1,-1,0,24,1
10244405,Atlas/UI_Function,jump_btn_701,-1,,-1,4405,[4405],remote:Icon_Function/Activity_256.png,,activity_name_czzthd,-1,-1,0,24,1
10244406,Atlas/UI_Function,jump_btn_701,-1,,-1,4406,[4406],remote:Icon_Function/Activity_256.png,,activity_name_czzthd,-1,-1,0,24,1
10240019,Atlas/UI_Function,jump_btn_701,-1,,-1,19,[19],Activity_26,,activity_name181,-1,-1,0,24,1
10240053,Atlas/UI_Function,jump_btn_701,-1,,-1,53,[53],remote:Icon_Function/Activity_190.png,,dice_01,-1,-1,0,24,1
10240029,Atlas/UI_Function,jump_btn_701,-1,,-1,29,[29],,,,-1,-1,0,24,1
10240063,Atlas/UI_Function,jump_btn_701,-1,,-1,63,[63],remote:Icon_Function/Activity_258.png,,activity_name_tonghuo,-1,-1,0,24,1
10240027,Atlas/UI_Function,jump_btn_701,-1,,-1,27,[27],remote:Icon_Function/Activity_40.png,,activity_name203,-1,-1,0,24,1
10240074,Atlas/UI_Function,jump_btn_701,-1,,-1,74,[74],Activity_317,,rich_man_activity_title,-1,-1,0,24,1
10240075,Atlas/UI_Function,jump_btn_701,-1,,-1,75,[75],,,,-1,-1,0,24,1
10240086,Atlas/UI_Function,jump_btn_701,-1,,-1,86,[86],Activity_373,,activity_name1707,-1,-1,0,24,1
10240087,Atlas/UI_Function,jump_btn_701,-1,,-1,87,[87],Activity_406,,activity_name_1819,-1,-1,0,24,1
10240093,Atlas/UI_Function,jump_btn_701,-1,,-1,93,[93],,,,-1,1,0,24,1
10240099,Atlas/UI_Function,jump_btn_701,-1,,-1,99,[99],,,,-1,-1,0,24,1
102410000,Atlas/UI_Function,jump_btn_701,-1,,-1,10000,[10000],,,,-1,1,0,24,1
10242901,Atlas/UI_Function,jump_btn_701,-1,,-1,2901,[2901],,,,-1,-1,0,24,1
10240049,Atlas/UI_Function,jump_btn_701,-1,,-1,49,[49],Activity_168,,goods_name_12110001,-1,-1,0,24,1
10240043,Atlas/UI_Function,jump_btn_701,-1,,-1,43,[43],Activity_74,,race_alliance_name,-1,1,0,24,1
1000141,Atlas/UI_Function,,-1,,-1,2088,[2088],,,,-1,1,0,20,1
1000142,Atlas/UI_Function,,-1,,-1,2137,[2137],remote:Icon_Function/Activity_450.png,,activity_name_2137,-1,1,0,20,1
1000143,Atlas/UI_Function,,-1,,-1,2144,[2144],remote:Icon_Function/Activity_463.png,,activity_name_2144,-1,1,0,20,1
1000144,Atlas/UI_Function,,-1,,-1,2136,[2136],remote:Icon_Function/Activity_460.png,,activity_name_2136,-1,1,0,20,1
1000145,Atlas/UI_Function,,-1,,-1,2143,[2143],remote:Icon_Function/Activity_458.png,,activity_name_2143,-1,1,0,20,1
110001,Atlas/UI_Function,jump_btn_701,-1,jump_desc_110001,-1,118,[118],func_20,,jump_name_110001,-1,-1,1,1,1
110002,Atlas/UI_Function,jump_btn_701,-1,jump_desc_110002,-1,8,[8],Activity_280,,jump_name_110002,-1,-1,-1,25,1
110003,Atlas/UI_Function,jump_btn_701,-1,jump_desc_110003,-1,35,[35],Activity_160,,jump_name_110003,-1,-1,-1,24,1
110004,Atlas/UI_Function,,-1,,-1,308501,[308501],,,,-1,-1,-1,27,1
1000146,Atlas/UI_Function,,-1,,-1,2285,[2285],remote:Icon_Function/Activity_487.png,,activity_name_2285,-1,1,0,20,1
1000147,Atlas/UI_Function,,-1,,-1,2286,[2286],remote:Icon_Function/Activity_488.png,,activity_name_2286,-1,1,0,20,1
1000148,Atlas/UI_Function,,-1,,-1,2287,[2287],remote:Icon_Function/Activity_481.png,,activity_name_2287,-1,1,0,20,1
1000149,Atlas/UI_Function,,-1,,-1,2291,[2291],remote:Icon_Function/Activity_498.png,,activity_name_2291,-1,1,0,20,1
1000150,Atlas/UI_Function,,-1,,-1,2395,[2395],remote:Icon_Function/Activity_487.png,,activity_name_2285,-1,1,0,20,1
1000151,Atlas/UI_Function,,-1,,-1,10006,[10006],,,,-1,-1,0,24,1
10010117,Atlas/UI_Function,jump_btn_701,-1,,-1,117,[117],,,,-1,-1,10,1,1
10250023,Atlas/UI_Function,jump_btn_701,-1,,-1,23,[23],,,,-1,-1,10,25,1
10260040,Atlas/UI_Function,jump_btn_701,-1,,-1,40,[40],,,,-1,-1,10,26,1
10260060,Atlas/UI_Function,jump_btn_701,-1,,-1,60,[60],,,,-1,-1,10,26,1
1027000,Atlas/UI_Function,,-1,,-1,18,[18],Activity_96,,season_introduce_title8,-1,-1,0,25,1
1027001,Atlas/UI_Function,,-1,,-1,19,[19],Activity_545,,activity_name_359,-1,-1,0,25,1
1027002,Atlas/UI_Function,jump_btn_701,-1,,-1,86,[86],Activity_596,,activity_name2554,-1,-1,0,24,1
1027003,Atlas/UI_Function,jump_btn_701,-1,,-1,87,[87],Activity_527,,activity_name_2429,-1,-1,0,24,1
1028000,Atlas/UI_Function,,-1,,-1,18,[18],Activity_96,,season_introduce_title8,-1,-1,0,25,1
1028001,Atlas/UI_Function,,-1,,-1,19,[19],Activity_645,,item_source_introduction_text,-1,-1,0,25,1
1028002,Atlas/UI_Function,jump_btn_701,-1,,-1,86,[86],Activity_700,,activity_name2988,-1,-1,0,24,1
1028003,Atlas/UI_Function,jump_btn_701,-1,,-1,87,[87],Activity_625,,bloody_night_title,-1,-1,0,24,1
1028004,Atlas/UI_Function,jump_btn_701,-1,,-1,100,[100],Activity_701,,activity_name_2985,-1,-1,0,24,1
1028005,Atlas/UI_Function,jump_btn_701,-1,,-1,102,[102],Activity_703,,activity_name_2987,-1,-1,0,24,1
1029000,Atlas/UI_Function,,-1,,-1,18,[18],Activity_96,,season_introduce_title8,-1,-1,0,25,1
1029001,Atlas/UI_Function,,-1,,-1,19,[19],Activity_375,,activity_name_348,-1,-1,0,25,1
1029002,Atlas/UI_Function,jump_btn_701,-1,,-1,86,[86],Activity_373,,activity_name1707,-1,-1,0,24,1
1029003,Atlas/UI_Function,jump_btn_701,-1,,-1,87,[87],Activity_406,,activity_name_1819,-1,-1,0,24,1
1030000,Atlas/UI_Function,,-1,,-1,18,[18],Activity_96,,season_introduce_title8,-1,-1,0,25,1
1030001,Atlas/UI_Function,,-1,,-1,19,[19],Activity_959,,item_source_introduction_text,-1,-1,0,25,1
1030002,Atlas/UI_Function,jump_btn_701,-1,,-1,86,[86],Activity_961,,seagiant_name,-1,-1,0,24,1
1030003,Atlas/UI_Function,jump_btn_701,-1,,-1,87,[87],Activity_992,,activity_name_5001006,-1,-1,0,24,1
1030004,Atlas/UI_Function,jump_btn_701,-1,,-1,100,[100],Activity_960,,activity_name_2985,-1,-1,0,24,1
1030005,Atlas/UI_Function,jump_btn_701,-1,,-1,103,[103],Activity_897,,activity_name_5001004,-1,-1,0,24,1
1030006,Atlas/UI_Function,jump_btn_701,-1,,-1,101,[101],Activity_921,,business_delegation_desc_14,-1,-1,0,24,1
1030007,Atlas/UI_Function,jump_btn_701,-1,,-1,102,[102],Activity_996,,activity_name_5001003,-1,-1,0,24,1
1000154,Atlas/UI_Function,jump_btn_701,-1,,-1,2657,[2657],remote:Icon_Function/Activity_224.png,,activity_name_fhjkxz,-1,-1,0,20,1
1000155,Atlas/UI_Function,jump_btn_701,-1,,-1,2658,[2658],remote:Icon_Function/Activity_225.png,,activity_name_fhjbp,-1,-1,0,20,1
1000156,Atlas/UI_Function,jump_btn_701,-1,,-1,2662,[2662],remote:Icon_Function/Activity_533.png,,activity_name_2662,-1,1,0,20,1
1000157,Atlas/UI_Function,jump_btn_701,-1,,-1,2668,[2668],remote:Icon_Function/Activity_224.png,,activity_name_fhjkxz,-1,-1,0,20,1
1000158,Atlas/UI_Function,jump_btn_701,-1,,-1,2669,[2669],remote:Icon_Function/Activity_225.png,,activity_name_fhjbp,-1,-1,0,20,1
1000159,Atlas/UI_Function,jump_btn_701,-1,,-1,2672,[2672],remote:Icon_Function/Activity_533.png,,activity_name_2662,-1,1,0,20,1
1000160,Atlas/UI_Function,jump_btn_701,-1,,-1,10006,[10006],remote:Icon_Function/Activity_529.png,,butterfly_catch_42,-1,1,0,28,1
1000161,Atlas/UI_Function,jump_btn_701,-1,,-1,2833,[2833],remote:Icon_Function/Activity_224.png,,activity_name_fhjkxz,-1,-1,0,20,1
1000162,Atlas/UI_Function,jump_btn_701,-1,,-1,2832,[2832],remote:Icon_Function/Activity_225.png,,activity_name_fhjbp,-1,-1,0,20,1
1000164,Atlas/UI_Function,jump_btn_701,-1,,-1,2843,[2843],remote:Icon_Function/Activity_224.png,,activity_name_fhjkxz,-1,-1,0,20,1
1000165,Atlas/UI_Function,jump_btn_701,-1,,-1,2842,[2842],remote:Icon_Function/Activity_225.png,,activity_name_fhjbp,-1,-1,0,20,1
1000152,Atlas/UI_Function,jump_btn_701,-1,,-1,2835,[2835],remote:Icon_Function/Activity_576.png,,activity_name_2835,-1,-1,0,20,1
1000153,Atlas/UI_Function,jump_btn_701,-1,,-1,2845,[2845],remote:Icon_Function/Activity_576.png,,activity_name_2835,-1,-1,0,20,1
1000166,Atlas/UI_Function,jump_btn_701,-1,,-1,10012,[10012],,,,-1,-1,0,24,1
1000167,Atlas/UI_Function,jump_btn_701,-1,,-1,2906,[2906],Activity_168,,activity_name_shop,-1,-1,0,20,1
1000168,Atlas/UI_Function,jump_btn_701,-1,,-1,101,[101],Activity_571,Atlas/UI_Function,activity_name_362,-1,-1,0,24,1
1000169,Atlas/UI_Function,jump_btn_701,-1,,-1,256|516,[256|516],Activity_602,Atlas/UI_Function,activity_name_362,-1,-1,0,15,1
1001170,Atlas/UI_Function,jump_btn_701,-1,,-1,79900,[79900],Activity_571,Atlas/UI_Function,activity_name_362,-1,-1,0,20,1
1001171,Atlas/UI_Function,jump_btn_701,-1,,-1,256|516,[256|516],Activity_602,Atlas/UI_Function,activity_name_362,-1,-1,0,15,1
1001172,Atlas/UI_Function,jump_btn_701,-1,,-1,79903,[79903],Activity_571,Atlas/UI_Function,activity_name_362,-1,-1,0,20,1
1001173,Atlas/UI_Function,jump_btn_701,-1,,-1,256|516,[256|516],Activity_602,Atlas/UI_Function,activity_name_362,-1,-1,0,15,1
1001174,Atlas/UI_Function,jump_btn_701,-1,,-1,79906,[79906],Activity_571,Atlas/UI_Function,activity_name_362,-1,-1,0,20,1
1001175,Atlas/UI_Function,jump_btn_701,-1,,-1,256|516,[256|516],Activity_602,Atlas/UI_Function,activity_name_362,-1,-1,0,15,1
1001176,Atlas/UI_Function,jump_btn_701,-1,,-1,79900,[79900],Activity_770,Atlas/UI_Function,activity_name_362,-1,-1,0,20,1
1001177,Atlas/UI_Function,jump_btn_701,-1,,-1,79903,[79903],Activity_771,Atlas/UI_Function,activity_name_362,-1,-1,0,20,1
1001178,Atlas/UI_Function,jump_btn_701,-1,,-1,79906,[79906],Activity_772,Atlas/UI_Function,activity_name_362,-1,-1,0,20,1
1001179,Atlas/UI_Function,jump_btn_701,-1,,-1,79901,[79901],Activity_578,Atlas/UI_Function,activity_name_362,-1,-1,0,20,1
1001180,Atlas/UI_Function,jump_btn_701,-1,,-1,79904,[79904],Activity_578,Atlas/UI_Function,activity_name_362,-1,-1,0,20,1
1001181,Atlas/UI_Function,jump_btn_701,-1,,-1,79907,[79907],Activity_578,Atlas/UI_Function,activity_name_362,-1,-1,0,20,1
1001182,Atlas/UI_Function,jump_btn_701,-1,,-1,0|363,[0|363],Activity_770,Atlas/UI_Function,activity_name_362,-1,-1,0,14,1
1001183,Atlas/UI_Function,jump_btn_701,-1,,-1,0|363,[0|363],Activity_771,Atlas/UI_Function,activity_name_362,-1,-1,0,14,1
1001184,Atlas/UI_Function,jump_btn_701,-1,,-1,0|363,[0|363],Activity_772,Atlas/UI_Function,activity_name_362,-1,-1,0,14,1
1029212,Atlas/UI_Function,jump_btn_701,-1,,-1,212,[212],,,,-1,-1,0,29,1
1029231,Atlas/UI_Function,jump_btn_701,-1,,-1,231,[231],,,,-1,-1,0,29,1
1029213,Atlas/UI_Function,jump_btn_701,-1,,-1,213,[213],,,,-1,-1,0,29,1
1029304,Atlas/UI_Function,jump_btn_701,-1,,-1,304,[304],,,,-1,-1,0,29,1
1029307,Atlas/UI_Function,jump_btn_701,-1,,-1,307,[307],,,,-1,-1,0,29,1
1029211,Atlas/UI_Function,jump_btn_701,-1,,-1,211,[211],,,,-1,-1,0,29,1
1029241,Atlas/UI_Function,jump_btn_701,-1,,-1,241,[241],,,,-1,-1,0,29,1
1029310,Atlas/UI_Function,jump_btn_701,-1,,-1,310,[310],,,,-1,-1,0,29,1
1029271,Atlas/UI_Function,jump_btn_701,-1,,-1,271,[271],,,,-1,-1,0,29,1
1029308,Atlas/UI_Function,jump_btn_701,-1,,-1,308,[308],,,,-1,-1,0,29,1
1029309,Atlas/UI_Function,jump_btn_701,-1,,-1,309,[309],,,,-1,-1,0,29,1
1030017,Atlas/UI_Function,jump_btn_701,-1,,-1,17,[17],,,,-1,-1,0,30,1
1030035,Atlas/UI_Function,jump_btn_701,-1,,-1,35,[35],,,,-1,-1,0,30,1
1030030,Atlas/UI_Function,jump_btn_701,-1,,-1,30,[30],,,,-1,-1,0,30,1
1030032,Atlas/UI_Function,jump_btn_701,-1,,-1,32,[32],,,,-1,-1,0,30,1
1030025,Atlas/UI_Function,jump_btn_701,-1,,-1,25,[25],,,,-1,-1,0,30,1
1031117,Atlas/UI_Function,jump_btn_701,-1,,-1,117,[117],,,,-1,-1,1,31,1
10321001,Atlas/UI_Function,jump_btn_701,-1,,-1,10010402|10010903,[10010402|10010903],,,,-1,-1,0,32,1
10321002,Atlas/UI_Function,jump_btn_701,-1,,-1,10020402|10020903,[10020402|10020903],,,,-1,-1,0,32,1
10321003,Atlas/UI_Function,jump_btn_701,-1,,-1,10030402|10030903,[10030402|10030903],,,,-1,-1,0,32,1
10321004,Atlas/UI_Function,jump_btn_701,-1,,-1,10040303|10040703,[10040303|10040703],,,,-1,-1,0,32,1
10321005,Atlas/UI_Function,jump_btn_701,-1,,-1,10050303|10050703,[10050303|10050703],,,,-1,-1,0,32,1
10321006,Atlas/UI_Function,jump_btn_701,-1,,-1,10060303|10060703,[10060303|10060703],,,,-1,-1,0,32,1
10331001,Atlas/UI_Function,jump_btn_701,-1,,-1,502|5021101,[502|5021101],,,,-1,-1,0,33,1
10331002,Atlas/UI_Function,jump_btn_701,-1,,-1,502|5021102,[502|5021102],,,,-1,-1,0,33,1
10331003,Atlas/UI_Function,jump_btn_701,-1,,-1,502|5021103,[502|5021103],,,,-1,-1,0,33,1
1029319,Atlas/UI_Function,jump_btn_701,-1,,-1,319,[319],,,,-1,-1,0,29,1
1040001,Atlas/UI_Function,jump_btn_701,-1,,-1,1,[1],,,,-1,-1,0,40,1
1000170,Atlas/UI_Function,jump_btn_701,-1,,-1,2955,[2955],,,,-1,-1,0,20,1
1000171,Atlas/UI_Function,jump_btn_701,-1,,-1,2956,[2956],,,,-1,-1,0,20,1
1000172,Atlas/UI_Function,jump_btn_701,-1,,-1,2962,[2962],,,,-1,-1,0,20,1
1000173,Atlas/UI_Function,jump_btn_701,-1,,-1,2963,[2963],,,,-1,-1,0,20,1
1000174,Atlas/UI_Function,jump_btn_701,-1,,-1,2957,[2957],remote:Icon_Function/Activity_611.png,,activity_name_2957,-1,-1,0,20,1
1000175,Atlas/UI_Function,jump_btn_701,-1,,-1,2964,[2964],remote:Icon_Function/Activity_611.png,,activity_name_2957,-1,-1,0,20,1
1000176,Atlas/UI_Function,jump_btn_701,-1,,-1,44,[44],remote:Icon_Function/Activity_611.png,,activity_name_2957,-1,-1,0,23,1
1000177,Atlas/UI_Function,jump_btn_701,-1,,-1,100,[100],Activity_578,Atlas/UI_Function,activity_name_362,-1,-1,0,24,1
1000178,Atlas/UI_Function,jump_btn_701,-1,,-1,0|363,[0|363],Activity_571,Atlas/UI_Function,activity_name_362,-1,-1,0,14,1
1000179,Atlas/UI_Function,jump_btn_701,-1,,-1,10005,[10005],Activity_548,,activity_name_gvg4,-1,-1,0,23,1
1000180,Atlas/UI_Function,jump_btn_701,-1,,-1,4407,[4407],remote:Icon_Function/Activity_579.png,,activity_name_niudan,-1,-1,0,24,1
1000181,Atlas/UI_Function,jump_btn_701,-1,,-1,82,[82],remote:Icon_Function/Activity_579.png,,activity_name_niudan,-1,-1,0,24,1
1000182,Atlas/UI_Function,jump_btn_701,-1,,-1,12|121001,[12|121001],,,,-1,-1,0,33,1
1000183,Atlas/UI_Function,jump_btn_701,-1,,-1,12|121002,[12|121002],,,,-1,-1,0,33,1
1000184,Atlas/UI_Function,jump_btn_701,-1,,-1,12|121003,[12|121003],,,,-1,-1,0,33,1
1000185,Atlas/UI_Function,jump_btn_701,-1,,-1,10010901,[10010901],,,,-1,-1,0,32,1
1000186,Atlas/UI_Function,jump_btn_701,-1,,-1,10020901,[10020901],,,,-1,-1,0,32,1
1000187,Atlas/UI_Function,jump_btn_701,-1,,-1,10030901,[10030901],,,,-1,-1,0,32,1
1000188,Atlas/UI_Function,jump_btn_701,-1,,-1,10041303,[10041303],,,,-1,-1,0,32,1
