id,display_value,gift,giftIds,group,mail_id,name,race_type,rank_reward,reward,score,sub,target_score,targetScores,targetStageExtraRewardValues,targetStagePointRewards,targetTasks
1304,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],11003,3001,race_name_777,1,0,[404150101|404150102|404150103],[404150001|404150002|404150003|404150004|404150005],1|99,[4000|8000|24000],[[4000|8000|24000]],[],[[404150101|404150102|404150103]],[404150001|404150002|404150003|404150004|404150005]
1305,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],11003,3001,race_name_111,1,0,[404150101|404150102|404150103],[404150001|404151001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404151001]
1306,,[9051016|9051017|9051018|9051019|9051020],[9051016|9051017|9051018|9051019|9051020],11003,3001,race_name_666,1,0,[404150101|404150102|404150103],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012]
1401,,[9051036|9051037|9051038|9051039],[9051036|9051037|9051038|9051039],11004,3001,race_name_444,1,0,[404150101|404150102|404150103],[404150001|404153001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404153001]
1402,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11004,3001,race_name_333,1,0,[404150101|404150102|404150103],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110]
1403,,[9051036|9051037|9051038|9051039],[9051036|9051037|9051038|9051039],11004,3001,race_name_777,1,0,[404150101|404150102|404150103],[404150001|404150002|404150003|404150004|404150005],1|99,[4000|8000|24000],[[4000|8000|24000]],[],[[404150101|404150102|404150103]],[404150001|404150002|404150003|404150004|404150005]
1404,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11004,3001,race_name_111,1,0,[404150101|404150102|404150103],[404150001|404151001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404151001]
1405,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11004,3001,race_name_666,1,0,[404150101|404150102|404150103],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012]
1406,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11004,3001,race_name_444,1,0,[404150101|404150102|404150103],[404150001|404153001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404153001]
1501,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11005,3001,race_name_333,1,0,[404150101|404150102|404150103],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110]
1502,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11005,3001,race_name_777,1,0,[404150101|404150102|404150103],[404150001|404150002|404150003|404150004|404150005],1|99,[4000|8000|24000],[[4000|8000|24000]],[],[[404150101|404150102|404150103]],[404150001|404150002|404150003|404150004|404150005]
1503,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11005,3001,race_name_111,1,0,[404150101|404150102|404150103],[404150001|404151001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404151001]
1504,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11005,3001,race_name_666,1,0,[404150101|404150102|404150103],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012]
1505,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11005,3001,race_name_444,1,0,[404150101|404150102|404150103],[404150001|404153001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404153001]
1506,,[9051031|9051032|9051033|9051034|9051035],[9051031|9051032|9051033|9051034|9051035],11005,3001,race_name_333,1,0,[404150101|404150102|404150103],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110]
1601,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11006,3001,race_name_777,1,0,[404150101|404150102|404150103],[404150001|404150002|404150003|404150004|404150005],1|99,[4000|8000|24000],[[4000|8000|24000]],[],[[404150101|404150102|404150103]],[404150001|404150002|404150003|404150004|404150005]
1602,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11006,3001,race_name_111,1,0,[404150101|404150102|404150103],[404150001|404151001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404151001]
1603,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11006,3001,race_name_666,1,0,[404150101|404150102|404150103],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012]
1604,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11006,3001,race_name_444,1,0,[404150101|404150102|404150103],[404150001|404153001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404153001]
1605,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11006,3001,race_name_333,1,0,[404150101|404150102|404150103],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110]
1606,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11006,3001,race_name_777,1,0,[404150101|404150102|404150103],[404150001|404150002|404150003|404150004|404150005],1|99,[4000|8000|24000],[[4000|8000|24000]],[],[[404150101|404150102|404150103]],[404150001|404150002|404150003|404150004|404150005]
1701,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11007,3001,race_name_111,1,0,[404150101|404150102|404150103],[404150001|404151001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404151001]
1702,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11007,3001,race_name_666,1,0,[404150101|404150102|404150103],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404152001|404152002|404152003|404152004|404152005|404152006|404152007|404152008|404152009|404152010|404152011|404152012]
1703,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11007,3001,race_name_444,1,0,[404150101|404150102|404150103],[404150001|404153001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404153001]
1704,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11007,3001,race_name_333,1,0,[404150101|404150102|404150103],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110],1|99,[8000|16000|48000],[[8000|16000|48000]],[],[[404150101|404150102|404150103]],[404150001|404154001|404154002|404154003|404154004|404154005|404154006|404154007|404154008|404154009|404154010|404154011|404154012|404154013|404154014|404154015|404154016|404154017|404154018|404154019|404154020|404154021|404154022|404154023|404154024|404154025|404154026|404154027|404154028|404154029|404154030|404154101|404154102|404154103|404154104|404154105|404154106|404154107|404154108|404154109|404154110]
1705,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11007,3001,race_name_777,1,0,[404150101|404150102|404150103],[404150001|404150002|404150003|404150004|404150005],1|99,[4000|8000|24000],[[4000|8000|24000]],[],[[404150101|404150102|404150103]],[404150001|404150002|404150003|404150004|404150005]
1706,,[9051040|9051041|9051042|9051043|9051044],[9051040|9051041|9051042|9051043|9051044],11007,3001,race_name_111,1,0,[404150101|404150102|404150103],[404150001|404151001],1|99,[12500|25000|60000],[[12500|25000|60000]],[],[[404150101|404150102|404150103]],[404150001|404151001]
