id,exchange,exhibition,group,order,reward,reward2,type,value
400,510211019,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,3,510211020,510211021,22,[2740|0|0]
401,510211022,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,4,510211023,510211024,22,[2740|0|0]
402,510211025,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,5,510211026,510211027,22,[2230|0|0]
403,506277001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,2,506277002,506277003,22,[2625|0|0]
404,506277004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,3,506277005,506277006,22,[2422|0|0]
405,506277007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,4,506277008,506277009,22,[2421|0|0]
406,506277010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,5,506277011,506277012,22,[2196|0|0]
407,510211001,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,2,510211002,510211003,22,[2410|0|0]
408,510211004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,3,510211005,510211006,22,[2410|0|0]
409,510211007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,4,510211008,510211009,22,[2410|0|0]
410,510211010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,5,510211011,510211012,22,[2410|0|0]
411,-1,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],1,1,408144000,-1,23,[0|0|0]
412,510211064,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,510211065,510211066,23,[2870|0|0]
413,510211067,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,510211068,510211069,23,[2600|0|0]
414,510211070,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,510211071,510211072,23,[2330|0|0]
415,510211073,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,510211074,510211075,23,[2330|0|0]
416,510211049,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,510211050,510211051,23,[2625|0|0]
417,510211052,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,510211053,510211054,23,[2421|0|0]
418,510211055,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,510211056,510211057,23,[2196|0|0]
419,510211058,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,510211059,510211060,23,[1780|0|0]
420,510211034,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,510211035,510211036,23,[3660|0|0]
421,510211037,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,510211038,510211039,23,[2900|0|0]
422,510211040,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,510211041,510211042,23,[2070|0|0]
423,510211043,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,510211044,510211045,23,[1770|0|0]
424,408165004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,2,408165005,408165006,23,[3262|0|0]
425,408165007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,3,408165008,408165009,23,[3261|0|0]
426,408165010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,4,408165011,408165012,23,[3260|0|0]
427,408165013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,5,408165014,408165015,23,[3260|0|0]
428,510211019,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,2,510211020,510211021,23,[2740|0|0]
429,510211022,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,3,510211023,510211024,23,[2740|0|0]
430,510211025,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,4,510211026,510211027,23,[2230|0|0]
431,510211028,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,5,510211029,510211030,23,[2230|0|0]
432,506277004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,2,506277005,506277006,23,[2422|0|0]
433,506277007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,3,506277008,506277009,23,[2421|0|0]
434,506277010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,4,506277011,506277012,23,[2196|0|0]
435,506277013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,5,506277014,506277015,23,[2196|0|0]
436,510211004,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,2,510211005,510211006,23,[2410|0|0]
437,510211007,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,3,510211008,510211009,23,[2410|0|0]
438,510211010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,4,510211011,510211012,23,[2410|0|0]
439,510211013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,5,510211014,510211015,23,[2410|0|0]
440,-1,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],1,1,408144000,-1,24,[0|0|0]
441,510211070,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,2,510211071,510211072,24,[2330|0|0]
442,510211073,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,3,510211074,510211075,24,[2330|0|0]
443,510211074,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,4,510211074,510211075,24,[2330|0|0]
444,510211075,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],2,5,510211074,510211075,24,[2330|0|0]
445,510211055,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,2,510211056,510211057,24,[2196|0|0]
446,510211058,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,3,510211059,510211060,24,[1780|0|0]
447,510211059,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,4,510211059,510211060,24,[1780|0|0]
448,510211060,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],3,5,510211059,510211060,24,[1780|0|0]
449,510211040,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,2,510211041,510211042,24,[2070|0|0]
450,510211043,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,3,510211044,510211045,24,[1770|0|0]
451,510211044,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,4,510211044,510211045,24,[1770|0|0]
452,510211045,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],4,5,510211044,510211045,24,[1770|0|0]
453,408165010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,2,408165011,408165012,24,[3260|0|0]
454,408165013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,3,408165014,408165015,24,[3260|0|0]
455,408165014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,4,408165014,408165015,24,[3260|0|0]
456,408165015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],5,5,408165014,408165015,24,[3260|0|0]
457,510211025,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,2,510211026,510211027,24,[2230|0|0]
458,510211028,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,3,510211029,510211030,24,[2230|0|0]
459,510211029,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,4,510211029,510211030,24,[2230|0|0]
460,510211030,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],6,5,510211029,510211030,24,[2230|0|0]
461,506277010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,2,506277011,506277012,24,[2196|0|0]
462,506277013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,3,506277014,506277015,24,[2196|0|0]
463,506277014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,4,506277014,506277015,24,[2196|0|0]
464,506277015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],7,5,506277014,506277015,24,[2196|0|0]
465,510211010,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,2,510211011,510211012,24,[2410|0|0]
466,510211013,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,3,510211014,510211015,24,[2410|0|0]
467,510211014,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,4,510211014,510211015,24,[2410|0|0]
468,510211015,[bg_LuckyBox_yellow|bg_LuckyBox_purple|bg_LuckyBox_purple],8,5,510211014,510211015,24,[2410|0|0]
