id,taskConditionVo,Atlas,descParams,group,icon,is_daily,level,point,progress_desc,progress_isopen,read_split,read_type,reward,reward_extra,scene,server_list,serverLists,show_progress,showProgress,stage_group,take_effect_day,target,target_type,task_condition,task_condition_num,task_count,task_discription,task_guide,task_guide_mun,task_order,taskConditionType,taskGuideNum,unit,unit_order,week,weight
12013042,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012128,-1,0,,[],1,true,,0,-1,-1,71,5|1950,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013043,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012129,-1,0,,[],1,true,,0,-1,-1,71,5|2000,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013044,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012130,-1,0,,[],1,true,,0,-1,-1,71,5|2050,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013045,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012131,-1,0,,[],1,true,,0,-1,-1,71,5|2100,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013046,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012132,-1,0,,[],1,true,,0,-1,-1,71,5|2150,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013047,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012133,-1,0,,[],1,true,,0,-1,-1,71,5|2200,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013048,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012134,-1,0,,[],1,true,,0,-1,-1,71,5|2250,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013049,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012135,-1,0,,[],1,true,,0,-1,-1,71,5|2300,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013050,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012136,-1,0,,[],1,true,,0,-1,-1,71,5|2350,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013051,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012137,-1,0,,[],1,true,,0,-1,-1,71,5|2400,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013052,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012138,-1,0,,[],1,true,,0,-1,-1,71,5|2450,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013053,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012139,-1,0,,[],1,true,,0,-1,-1,71,5|2500,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013054,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012140,-1,0,,[],1,true,,0,-1,-1,71,5|2550,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013055,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012141,-1,0,,[],1,true,,0,-1,-1,71,5|2600,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013056,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012142,-1,0,,[],1,true,,0,-1,-1,71,5|2650,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013057,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012143,-1,0,,[],1,true,,0,-1,-1,71,5|2700,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013058,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012144,-1,0,,[],1,true,,0,-1,-1,71,5|2750,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013059,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012145,-1,0,,[],1,true,,0,-1,-1,71,5|2800,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013060,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012146,-1,0,,[],1,true,,0,-1,-1,71,5|2850,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013061,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012147,-1,0,,[],1,true,,0,-1,-1,71,5|2900,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013062,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012148,-1,0,,[],1,true,,0,-1,-1,71,5|2950,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013063,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012149,-1,0,,[],1,true,,0,-1,-1,71,5|3000,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013064,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012150,-1,0,,[],1,true,,0,-1,-1,71,5|3050,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013065,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012151,-1,0,,[],1,true,,0,-1,-1,71,5|3100,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013066,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012152,-1,0,,[],1,true,,0,-1,-1,71,5|3150,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12013067,TaskConditionBaseVO,Atlas/UI_Item,[],1067,icon_30215,-1,,100,,-1,,-1,12012153,-1,0,,[],1,true,,0,-1,-1,71,5|3200,0,task_chengse,12,[103],-1,71,[103],-1,-1,-1,
12014001,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,15,,-1,,-1,12012154,-1,0,,[],1,true,,0,-1,-1,71,6|5,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014002,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,15,,-1,,-1,12012155,-1,0,,[],1,true,,0,-1,-1,71,6|10,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014003,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,30,,-1,,-1,12012156,-1,0,,[],1,true,,0,-1,-1,71,6|20,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014004,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,90,,-1,,-1,12012157,-1,0,,[],1,true,,0,-1,-1,71,6|50,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014005,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012158,-1,0,,[],1,true,,0,-1,-1,71,6|100,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014006,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012159,-1,0,,[],1,true,,0,-1,-1,71,6|150,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014007,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012160,-1,0,,[],1,true,,0,-1,-1,71,6|200,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014008,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012161,-1,0,,[],1,true,,0,-1,-1,71,6|250,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014009,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012162,-1,0,,[],1,true,,0,-1,-1,71,6|300,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014010,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012163,-1,0,,[],1,true,,0,-1,-1,71,6|350,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014011,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012164,-1,0,,[],1,true,,0,-1,-1,71,6|400,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014012,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012165,-1,0,,[],1,true,,0,-1,-1,71,6|450,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014013,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012166,-1,0,,[],1,true,,0,-1,-1,71,6|500,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014014,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012167,-1,0,,[],1,true,,0,-1,-1,71,6|550,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014015,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012168,-1,0,,[],1,true,,0,-1,-1,71,6|600,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014016,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012169,-1,0,,[],1,true,,0,-1,-1,71,6|650,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014017,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012170,-1,0,,[],1,true,,0,-1,-1,71,6|700,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014018,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012171,-1,0,,[],1,true,,0,-1,-1,71,6|750,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014019,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012172,-1,0,,[],1,true,,0,-1,-1,71,6|800,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014020,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012173,-1,0,,[],1,true,,0,-1,-1,71,6|850,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014021,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012174,-1,0,,[],1,true,,0,-1,-1,71,6|900,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014022,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012175,-1,0,,[],1,true,,0,-1,-1,71,6|950,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014023,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012176,-1,0,,[],1,true,,0,-1,-1,71,6|1000,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014024,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012177,-1,0,,[],1,true,,0,-1,-1,71,6|1050,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014025,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012178,-1,0,,[],1,true,,0,-1,-1,71,6|1100,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014026,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012179,-1,0,,[],1,true,,0,-1,-1,71,6|1150,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014027,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012180,-1,0,,[],1,true,,0,-1,-1,71,6|1200,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014028,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012181,-1,0,,[],1,true,,0,-1,-1,71,6|1250,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014029,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012182,-1,0,,[],1,true,,0,-1,-1,71,6|1300,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014030,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012183,-1,0,,[],1,true,,0,-1,-1,71,6|1350,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014031,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012184,-1,0,,[],1,true,,0,-1,-1,71,6|1400,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014032,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012185,-1,0,,[],1,true,,0,-1,-1,71,6|1450,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014033,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012186,-1,0,,[],1,true,,0,-1,-1,71,6|1500,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014034,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012187,-1,0,,[],1,true,,0,-1,-1,71,6|1550,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014035,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012188,-1,0,,[],1,true,,0,-1,-1,71,6|1600,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014036,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012189,-1,0,,[],1,true,,0,-1,-1,71,6|1650,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014037,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012190,-1,0,,[],1,true,,0,-1,-1,71,6|1700,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014038,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012191,-1,0,,[],1,true,,0,-1,-1,71,6|1750,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014039,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012192,-1,0,,[],1,true,,0,-1,-1,71,6|1800,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014040,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012193,-1,0,,[],1,true,,0,-1,-1,71,6|1850,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014041,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012194,-1,0,,[],1,true,,0,-1,-1,71,6|1900,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014042,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012195,-1,0,,[],1,true,,0,-1,-1,71,6|1950,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014043,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012196,-1,0,,[],1,true,,0,-1,-1,71,6|2000,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014044,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012197,-1,0,,[],1,true,,0,-1,-1,71,6|2050,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014045,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012198,-1,0,,[],1,true,,0,-1,-1,71,6|2100,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014046,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012199,-1,0,,[],1,true,,0,-1,-1,71,6|2150,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014047,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012200,-1,0,,[],1,true,,0,-1,-1,71,6|2200,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014048,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012201,-1,0,,[],1,true,,0,-1,-1,71,6|2250,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014049,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012202,-1,0,,[],1,true,,0,-1,-1,71,6|2300,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014050,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012203,-1,0,,[],1,true,,0,-1,-1,71,6|2350,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014051,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012204,-1,0,,[],1,true,,0,-1,-1,71,6|2400,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014052,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012205,-1,0,,[],1,true,,0,-1,-1,71,6|2450,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014053,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012206,-1,0,,[],1,true,,0,-1,-1,71,6|2500,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014054,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012207,-1,0,,[],1,true,,0,-1,-1,71,6|2550,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014055,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012208,-1,0,,[],1,true,,0,-1,-1,71,6|2600,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014056,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012209,-1,0,,[],1,true,,0,-1,-1,71,6|2650,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014057,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012210,-1,0,,[],1,true,,0,-1,-1,71,6|2700,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014058,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012211,-1,0,,[],1,true,,0,-1,-1,71,6|2750,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014059,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012212,-1,0,,[],1,true,,0,-1,-1,71,6|2800,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014060,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012213,-1,0,,[],1,true,,0,-1,-1,71,6|2850,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014061,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012214,-1,0,,[],1,true,,0,-1,-1,71,6|2900,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014062,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012215,-1,0,,[],1,true,,0,-1,-1,71,6|2950,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12014063,TaskConditionBaseVO,Atlas/UI_Item,[],1068,icon_30216,-1,,150,,-1,,-1,12012216,-1,0,,[],1,true,,0,-1,-1,71,6|3000,0,task_hongse,12,[103],-1,71,[103],-1,-1,-1,
12016001,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,1,,-1,,-1,12012217,-1,0,,[],1,true,,0,-1,-1,23,3|100000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016002,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,2,,-1,,-1,12012218,-1,0,,[],1,true,,0,-1,-1,23,3|300000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016003,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,2,,-1,,-1,12012219,-1,0,,[],1,true,,0,-1,-1,23,3|500000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016004,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,5,,-1,,-1,12012220,-1,0,,[],1,true,,0,-1,-1,23,3|1000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016005,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012221,-1,0,,[],1,true,,0,-1,-1,23,3|2000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016006,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012222,-1,0,,[],1,true,,0,-1,-1,23,3|3000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016007,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012223,-1,0,,[],1,true,,0,-1,-1,23,3|4000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016008,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012224,-1,0,,[],1,true,,0,-1,-1,23,3|5000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016009,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012225,-1,0,,[],1,true,,0,-1,-1,23,3|6000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016010,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012226,-1,0,,[],1,true,,0,-1,-1,23,3|7000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016011,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012227,-1,0,,[],1,true,,0,-1,-1,23,3|8000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016012,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012228,-1,0,,[],1,true,,0,-1,-1,23,3|9000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016013,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012229,-1,0,,[],1,true,,0,-1,-1,23,3|10000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016014,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012230,-1,0,,[],1,true,,0,-1,-1,23,3|11000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016015,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012231,-1,0,,[],1,true,,0,-1,-1,23,3|12000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016016,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012232,-1,0,,[],1,true,,0,-1,-1,23,3|13000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016017,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012233,-1,0,,[],1,true,,0,-1,-1,23,3|14000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016018,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012234,-1,0,,[],1,true,,0,-1,-1,23,3|15000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016019,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012235,-1,0,,[],1,true,,0,-1,-1,23,3|16000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016020,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012236,-1,0,,[],1,true,,0,-1,-1,23,3|17000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016021,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012237,-1,0,,[],1,true,,0,-1,-1,23,3|18000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016022,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012238,-1,0,,[],1,true,,0,-1,-1,23,3|19000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016023,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012239,-1,0,,[],1,true,,0,-1,-1,23,3|20000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016024,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012240,-1,0,,[],1,true,,0,-1,-1,23,3|21000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016025,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012241,-1,0,,[],1,true,,0,-1,-1,23,3|22000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016026,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012242,-1,0,,[],1,true,,0,-1,-1,23,3|23000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016027,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012243,-1,0,,[],1,true,,0,-1,-1,23,3|24000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016028,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012244,-1,0,,[],1,true,,0,-1,-1,23,3|25000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016029,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012245,-1,0,,[],1,true,,0,-1,-1,23,3|26000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12016030,TaskConditionBaseVO,Atlas/UI_Item,[],1069,icon_30217,-1,,10,,-1,,-1,12012246,-1,0,,[],1,true,,0,-1,-1,23,3|27000000,0,task_rou,12,[103],-1,23,[103],-1,-1,-1,
12017001,TaskConditionBaseVO,Atlas/UI_Item,[],1070,icon_30212,-1,,1,,-1,,-1,12012247,-1,0,,[],1,true,,0,-1,-1,53,"241,242,243|100",0,task_tuposhi,12,[103],-1,53,[103],-1,-1,-1,
