id,idle_reward,idle_reward_2,idle_scene_type,idle_time,idle_time_2,idle_time_max,need_level,pre_id,reward_ID,rewardIds,show_floor,show_unit_icon,stage,tower_type,type
13696,1501,0,1,300,3600,480,1,13695,[150696],[150696],696,87242,13696,2,1
13697,1501,0,1,300,3600,480,1,13696,[150697],[150697],697,87247,13697,2,1
13698,1501,0,1,300,3600,480,1,13697,[150698],[150698],698,87251,13698,2,1
13699,1501,0,1,300,3600,480,1,13698,[150699],[150699],699,87223,13699,2,1
13700,1501,0,1,300,3600,480,1,13699,[150700],[150700],700,87244,13700,2,1
14001,1501,0,1,300,3600,480,1,-1,[151001],[151001],1,10006,14001,3,3
14002,1501,0,2,300,3600,480,1,14001,[151002],[151002],2,10010,14002,3,1
14003,1501,0,2,300,3600,480,1,14002,[151003],[151003],3,10007,14003,3,1
14004,1501,0,2,300,3600,480,1,14003,[151004],[151004],4,10011,14004,3,1
14005,1501,0,2,300,3600,480,1,14004,[151005],[151005],5,10013,14005,3,1
14006,1501,0,2,300,3600,480,1,14005,[151006],[151006],6,10028,14006,3,2
14007,1501,0,2,300,3600,480,1,14006,[151007],[151007],7,10028,14007,3,1
14008,1501,0,2,300,3600,480,1,14007,[151008],[151008],8,10011,14008,3,1
14009,1501,0,2,300,3600,480,1,14008,[151009],[151009],9,10020,14009,3,1
14010,1501,0,2,300,3600,480,1,14009,[151010],[151010],10,10038,14010,3,1
14011,1501,0,2,300,3600,480,1,14010,[151011],[151011],11,10016,14011,3,3
14012,1501,0,2,300,3600,480,1,14011,[151012],[151012],12,10020,14012,3,1
14013,1501,0,2,300,3600,480,1,14012,[151013],[151013],13,10016,14013,3,1
14014,1501,0,2,300,3600,480,1,14013,[151014],[151014],14,10022,14014,3,1
14015,1501,0,2,300,3600,480,1,14014,[151015],[151015],15,10015,14015,3,1
14016,1501,0,2,300,3600,480,1,14015,[151016],[151016],16,10015,14016,3,2
14017,1501,0,2,300,3600,480,1,14016,[151017],[151017],17,10034,14017,3,1
14018,1501,0,2,300,3600,480,1,14017,[151018],[151018],18,10034,14018,3,1
14019,1501,0,2,300,3600,480,1,14018,[151019],[151019],19,10034,14019,3,1
14020,1501,0,2,300,3600,480,1,14019,[151020],[151020],20,10016,14020,3,1
14021,1501,0,2,300,3600,480,1,14020,[151021],[151021],21,10013,14021,3,3
14022,1501,0,3,300,3600,480,1,14021,[151022],[151022],22,10011,14022,3,1
14023,1501,0,3,300,3600,480,1,14022,[151023],[151023],23,10015,14023,3,1
14024,1501,0,3,300,3600,480,1,14023,[151024],[151024],24,10020,14024,3,1
14025,1501,0,3,300,3600,480,1,14024,[151025],[151025],25,10027,14025,3,1
14026,1501,0,3,300,3600,480,1,14025,[151026],[151026],26,10021,14026,3,2
14027,1501,0,3,300,3600,480,1,14026,[151027],[151027],27,10011,14027,3,1
14028,1501,0,3,300,3600,480,1,14027,[151028],[151028],28,10020,14028,3,1
14029,1501,0,3,300,3600,480,1,14028,[151029],[151029],29,10013,14029,3,1
14030,1501,0,3,300,3600,480,1,14029,[151030],[151030],30,10005,14030,3,1
14031,1501,0,3,300,3600,480,1,14030,[151031],[151031],31,10005,14031,3,3
14032,1501,0,3,300,3600,480,1,14031,[151032],[151032],32,10012,14032,3,1
14033,1501,0,3,300,3600,480,1,14032,[151033],[151033],33,10015,14033,3,1
14034,1501,0,3,300,3600,480,1,14033,[151034],[151034],34,10015,14034,3,1
14035,1501,0,3,300,3600,480,1,14034,[151035],[151035],35,10027,14035,3,1
14036,1501,0,3,300,3600,480,1,14035,[151036],[151036],36,10011,14036,3,2
14037,1501,0,3,300,3600,480,1,14036,[151037],[151037],37,10011,14037,3,1
14038,1501,0,3,300,3600,480,1,14037,[151038],[151038],38,10013,14038,3,1
14039,1501,0,3,300,3600,480,1,14038,[151039],[151039],39,10015,14039,3,1
14040,1501,0,3,300,3600,480,1,14039,[151040],[151040],40,10019,14040,3,1
14041,1501,0,3,300,3600,480,1,14040,[151041],[151041],41,10011,14041,3,3
14042,1501,0,1,300,3600,480,1,14041,[151042],[151042],42,10020,14042,3,1
14043,1501,0,1,300,3600,480,1,14042,[151043],[151043],43,10015,14043,3,1
14044,1501,0,1,300,3600,480,1,14043,[151044],[151044],44,10005,14044,3,1
14045,1501,0,1,300,3600,480,1,14044,[151045],[151045],45,10030,14045,3,1
14046,1501,0,1,300,3600,480,1,14045,[151046],[151046],46,10021,14046,3,2
14047,1501,0,1,300,3600,480,1,14046,[151047],[151047],47,10005,14047,3,1
14048,1501,0,1,300,3600,480,1,14047,[151048],[151048],48,10014,14048,3,1
14049,1501,0,1,300,3600,480,1,14048,[151049],[151049],49,10015,14049,3,1
14050,1501,0,1,300,3600,480,1,14049,[151050],[151050],50,10019,14050,3,1
14051,1501,0,1,300,3600,480,1,14050,[151051],[151051],51,10028,14051,3,3
14052,1501,0,1,300,3600,480,1,14051,[151052],[151052],52,10011,14052,3,1
14053,1501,0,1,300,3600,480,1,14052,[151053],[151053],53,10011,14053,3,1
14054,1501,0,1,300,3600,480,1,14053,[151054],[151054],54,10021,14054,3,1
14055,1501,0,1,300,3600,480,1,14054,[151055],[151055],55,10032,14055,3,1
14056,1501,0,1,300,3600,480,1,14055,[151056],[151056],56,10020,14056,3,2
14057,1501,0,1,300,3600,480,1,14056,[151057],[151057],57,10012,14057,3,1
14058,1501,0,1,300,3600,480,1,14057,[151058],[151058],58,10028,14058,3,1
14059,1501,0,1,300,3600,480,1,14058,[151059],[151059],59,10038,14059,3,1
14060,1501,0,1,300,3600,480,1,14059,[151060],[151060],60,10021,14060,3,1
14061,1501,0,1,300,3600,480,1,14060,[151061],[151061],61,10020,14061,3,3
14062,1501,0,2,300,3600,480,1,14061,[151062],[151062],62,10011,14062,3,1
14063,1501,0,2,300,3600,480,1,14062,[151063],[151063],63,10015,14063,3,1
14064,1501,0,2,300,3600,480,1,14063,[151064],[151064],64,10030,14064,3,1
14065,1501,0,2,300,3600,480,1,14064,[151065],[151065],65,10018,14065,3,1
14066,1501,0,2,300,3600,480,1,14065,[151066],[151066],66,10028,14066,3,2
14067,1501,0,2,300,3600,480,1,14066,[151067],[151067],67,10020,14067,3,1
14068,1501,0,2,300,3600,480,1,14067,[151068],[151068],68,10038,14068,3,1
14069,1501,0,2,300,3600,480,1,14068,[151069],[151069],69,10020,14069,3,1
14070,1501,0,2,300,3600,480,1,14069,[151070],[151070],70,10012,14070,3,1
14071,1501,0,2,300,3600,480,1,14070,[151071],[151071],71,10022,14071,3,3
14072,1501,0,2,300,3600,480,1,14071,[151072],[151072],72,10022,14072,3,1
14073,1501,0,2,300,3600,480,1,14072,[151073],[151073],73,10022,14073,3,1
14074,1501,0,2,300,3600,480,1,14073,[151074],[151074],74,10015,14074,3,1
14075,1501,0,2,300,3600,480,1,14074,[151075],[151075],75,10018,14075,3,1
14076,1501,0,2,300,3600,480,1,14075,[151076],[151076],76,10020,14076,3,2
14077,1501,0,2,300,3600,480,1,14076,[151077],[151077],77,10038,14077,3,1
14078,1501,0,2,300,3600,480,1,14077,[151078],[151078],78,10020,14078,3,1
14079,1501,0,2,300,3600,480,1,14078,[151079],[151079],79,10012,14079,3,1
14080,1501,0,2,300,3600,480,1,14079,[151080],[151080],80,10012,14080,3,1
14081,1501,0,2,300,3600,480,1,14080,[151081],[151081],81,10022,14081,3,3
14082,1501,0,3,300,3600,480,1,14081,[151082],[151082],82,10030,14082,3,1
14083,1501,0,3,300,3600,480,1,14082,[151083],[151083],83,10012,14083,3,1
14084,1501,0,3,300,3600,480,1,14083,[151084],[151084],84,10020,14084,3,1
14085,1501,0,3,300,3600,480,1,14084,[151085],[151085],85,10004,14085,3,1
14086,1501,0,3,300,3600,480,1,14085,[151086],[151086],86,10015,14086,3,2
14087,1501,0,3,300,3600,480,1,14086,[151087],[151087],87,10036,14087,3,1
14088,1501,0,3,300,3600,480,1,14087,[151088],[151088],88,10036,14088,3,1
14089,1501,0,3,300,3600,480,1,14088,[151089],[151089],89,10036,14089,3,1
14090,1501,0,3,300,3600,480,1,14089,[151090],[151090],90,10019,14090,3,1
14091,1501,0,3,300,3600,480,1,14090,[151091],[151091],91,10028,14091,3,3
14092,1501,0,3,300,3600,480,1,14091,[151092],[151092],92,10038,14092,3,1
14093,1501,0,3,300,3600,480,1,14092,[151093],[151093],93,10015,14093,3,1
14094,1501,0,3,300,3600,480,1,14093,[151094],[151094],94,10021,14094,3,1
14095,1501,0,3,300,3600,480,1,14094,[151095],[151095],95,10004,14095,3,1
14096,1501,0,3,300,3600,480,1,14095,[151096],[151096],96,10036,14096,3,2
14097,1501,0,3,300,3600,480,1,14096,[151097],[151097],97,10021,14097,3,1
14098,1501,0,3,300,3600,480,1,14097,[151098],[151098],98,10021,14098,3,1
14099,1501,0,3,300,3600,480,1,14098,[151099],[151099],99,10022,14099,3,1
14100,1501,0,3,300,3600,480,1,14099,[151100],[151100],100,10021,14100,3,1
14101,1501,0,3,300,3600,480,1,14100,[151101],[151101],101,10028,14101,3,3
14102,1501,0,3,300,3600,480,1,14101,[151102],[151102],102,10028,14102,3,1
14103,1501,0,3,300,3600,480,1,14102,[151103],[151103],103,10028,14103,3,1
14104,1501,0,3,300,3600,480,1,14103,[151104],[151104],104,10020,14104,3,1
14105,1501,0,3,300,3600,480,1,14104,[151105],[151105],105,10021,14105,3,1
14106,1501,0,3,300,3600,480,1,14105,[151106],[151106],106,10028,14106,3,2
14107,1501,0,3,300,3600,480,1,14106,[151107],[151107],107,10021,14107,3,1
14108,1501,0,3,300,3600,480,1,14107,[151108],[151108],108,10012,14108,3,1
14109,1501,0,3,300,3600,480,1,14108,[151109],[151109],109,10028,14109,3,1
14110,1501,0,3,300,3600,480,1,14109,[151110],[151110],110,10012,14110,3,1
14111,1501,0,3,300,3600,480,1,14110,[151111],[151111],111,10021,14111,3,3
14112,1501,0,3,300,3600,480,1,14111,[151112],[151112],112,10045,14112,3,1
14113,1501,0,3,300,3600,480,1,14112,[151113],[151113],113,10021,14113,3,1
14114,1501,0,3,300,3600,480,1,14113,[151114],[151114],114,10038,14114,3,1
14115,1501,0,3,300,3600,480,1,14114,[151115],[151115],115,10012,14115,3,1
14116,1501,0,3,300,3600,480,1,14115,[151116],[151116],116,10045,14116,3,2
14117,1501,0,3,300,3600,480,1,14116,[151117],[151117],117,10045,14117,3,1
14118,1501,0,3,300,3600,480,1,14117,[151118],[151118],118,10045,14118,3,1
14119,1501,0,3,300,3600,480,1,14118,[151119],[151119],119,10022,14119,3,1
14120,1501,0,3,300,3600,480,1,14119,[151120],[151120],120,10008,14120,3,1
14121,1501,0,3,300,3600,480,1,14120,[151121],[151121],121,10036,14121,3,3
14122,1501,0,3,300,3600,480,1,14121,[151122],[151122],122,10021,14122,3,1
14123,1501,0,3,300,3600,480,1,14122,[151123],[151123],123,10045,14123,3,1
14124,1501,0,3,300,3600,480,1,14123,[151124],[151124],124,10028,14124,3,1
14125,1501,0,3,300,3600,480,1,14124,[151125],[151125],125,10028,14125,3,1
14126,1501,0,3,300,3600,480,1,14125,[151126],[151126],126,10021,14126,3,2
14127,1501,0,3,300,3600,480,1,14126,[151127],[151127],127,10020,14127,3,1
14128,1501,0,3,300,3600,480,1,14127,[151128],[151128],128,10022,14128,3,1
14129,1501,0,3,300,3600,480,1,14128,[151129],[151129],129,10036,14129,3,1
14130,1501,0,3,300,3600,480,1,14129,[151130],[151130],130,10008,14130,3,1
14131,1501,0,3,300,3600,480,1,14130,[151131],[151131],131,10036,14131,3,3
14132,1501,0,3,300,3600,480,1,14131,[151132],[151132],132,10045,14132,3,1
14133,1501,0,3,300,3600,480,1,14132,[151133],[151133],133,10021,14133,3,1
14134,1501,0,3,300,3600,480,1,14133,[151134],[151134],134,10022,14134,3,1
14135,1501,0,3,300,3600,480,1,14134,[151135],[151135],135,10020,14135,3,1
14136,1501,0,3,300,3600,480,1,14135,[151136],[151136],136,10045,14136,3,2
14137,1501,0,3,300,3600,480,1,14136,[151137],[151137],137,10038,14137,3,1
14138,1501,0,3,300,3600,480,1,14137,[151138],[151138],138,10012,14138,3,1
14139,1501,0,3,300,3600,480,1,14138,[151139],[151139],139,10020,14139,3,1
14140,1501,0,3,300,3600,480,1,14139,[151140],[151140],140,10019,14140,3,1
14141,1501,0,3,300,3600,480,1,14140,[151141],[151141],141,10036,14141,3,3
14142,1501,0,3,300,3600,480,1,14141,[151142],[151142],142,10045,14142,3,1
14143,1501,0,3,300,3600,480,1,14142,[151143],[151143],143,10022,14143,3,1
14144,1501,0,3,300,3600,480,1,14143,[151144],[151144],144,10028,14144,3,1
14145,1501,0,3,300,3600,480,1,14144,[151145],[151145],145,10038,14145,3,1
14146,1501,0,3,300,3600,480,1,14145,[151146],[151146],146,10012,14146,3,2
14147,1501,0,3,300,3600,480,1,14146,[151147],[151147],147,10012,14147,3,1
14148,1501,0,3,300,3600,480,1,14147,[151148],[151148],148,10028,14148,3,1
14149,1501,0,3,300,3600,480,1,14148,[151149],[151149],149,10038,14149,3,1
14150,1501,0,3,300,3600,480,1,14149,[151150],[151150],150,10019,14150,3,1
14151,1501,0,3,300,3600,480,1,14150,[151151],[151151],151,10012,14151,3,3
14152,1501,0,3,300,3600,480,1,14151,[151152],[151152],152,10022,14152,3,1
14153,1501,0,3,300,3600,480,1,14152,[151153],[151153],153,10020,14153,3,1
14154,1501,0,3,300,3600,480,1,14153,[151154],[151154],154,10012,14154,3,1
14155,1501,0,3,300,3600,480,1,14154,[151155],[151155],155,10038,14155,3,1
14156,1501,0,3,300,3600,480,1,14155,[151156],[151156],156,10012,14156,3,2
14157,1501,0,3,300,3600,480,1,14156,[151157],[151157],157,10021,14157,3,1
14158,1501,0,3,300,3600,480,1,14157,[151158],[151158],158,10036,14158,3,1
14159,1501,0,3,300,3600,480,1,14158,[151159],[151159],159,10028,14159,3,1
14160,1501,0,3,300,3600,480,1,14159,[151160],[151160],160,10036,14160,3,1
14161,1501,0,3,300,3600,480,1,14160,[151161],[151161],161,10012,14161,3,3
14162,1501,0,3,300,3600,480,1,14161,[151162],[151162],162,10022,14162,3,1
14163,1501,0,3,300,3600,480,1,14162,[151163],[151163],163,10020,14163,3,1
14164,1501,0,3,300,3600,480,1,14163,[151164],[151164],164,10028,14164,3,1
14165,1501,0,3,300,3600,480,1,14164,[151165],[151165],165,10020,14165,3,1
14166,1501,0,3,300,3600,480,1,14165,[151166],[151166],166,10022,14166,3,2
14167,1501,0,3,300,3600,480,1,14166,[151167],[151167],167,10045,14167,3,1
14168,1501,0,3,300,3600,480,1,14167,[151168],[151168],168,10012,14168,3,1
14169,1501,0,3,300,3600,480,1,14168,[151169],[151169],169,10021,14169,3,1
14170,1501,0,3,300,3600,480,1,14169,[151170],[151170],170,10012,14170,3,1
14171,1501,0,3,300,3600,480,1,14170,[151171],[151171],171,10020,14171,3,3
14172,1501,0,3,300,3600,480,1,14171,[151172],[151172],172,10022,14172,3,1
14173,1501,0,3,300,3600,480,1,14172,[151173],[151173],173,10036,14173,3,1
14174,1501,0,3,300,3600,480,1,14173,[151174],[151174],174,10012,14174,3,1
14175,1501,0,3,300,3600,480,1,14174,[151175],[151175],175,10021,14175,3,1
14176,1501,0,3,300,3600,480,1,14175,[151176],[151176],176,10045,14176,3,2
14177,1501,0,3,300,3600,480,1,14176,[151177],[151177],177,10028,14177,3,1
14178,1501,0,3,300,3600,480,1,14177,[151178],[151178],178,10038,14178,3,1
14179,1501,0,3,300,3600,480,1,14178,[151179],[151179],179,10028,14179,3,1
14180,1501,0,3,300,3600,480,1,14179,[151180],[151180],180,10036,14180,3,1
14181,1501,0,3,300,3600,480,1,14180,[151181],[151181],181,10030,14181,3,3
14182,1501,0,3,300,3600,480,1,14181,[151182],[151182],182,10028,14182,3,1
14183,1501,0,3,300,3600,480,1,14182,[151183],[151183],183,10030,14183,3,1
14184,1501,0,3,300,3600,480,1,14183,[151184],[151184],184,10022,14184,3,1
14185,1501,0,3,300,3600,480,1,14184,[151185],[151185],185,10022,14185,3,1
14186,1501,0,3,300,3600,480,1,14185,[151186],[151186],186,10022,14186,3,2
14187,1501,0,3,300,3600,480,1,14186,[151187],[151187],187,10028,14187,3,1
14188,1501,0,3,300,3600,480,1,14187,[151188],[151188],188,10020,14188,3,1
14189,1501,0,3,300,3600,480,1,14188,[151189],[151189],189,10038,14189,3,1
14190,1501,0,3,300,3600,480,1,14189,[151190],[151190],190,10008,14190,3,1
14191,1501,0,3,300,3600,480,1,14190,[151191],[151191],191,10021,14191,3,3
14192,1501,0,3,300,3600,480,1,14191,[151192],[151192],192,10038,14192,3,1
14193,1501,0,3,300,3600,480,1,14192,[151193],[151193],193,10030,14193,3,1
14194,1501,0,3,300,3600,480,1,14193,[151194],[151194],194,10036,14194,3,1
14195,1501,0,3,300,3600,480,1,14194,[151195],[151195],195,10012,14195,3,1
14196,1501,0,3,300,3600,480,1,14195,[151196],[151196],196,10012,14196,3,2
14197,1501,0,3,300,3600,480,1,14196,[151197],[151197],197,10020,14197,3,1
14198,1501,0,3,300,3600,480,1,14197,[151198],[151198],198,10028,14198,3,1
14199,1501,0,3,300,3600,480,1,14198,[151199],[151199],199,10020,14199,3,1
14200,1501,0,3,300,3600,480,1,14199,[151200],[151200],200,10008,14200,3,1
14201,1501,0,3,300,3600,480,1,14200,[151201],[151201],201,10020,14201,3,1
14202,1501,0,3,300,3600,480,1,14201,[151202],[151202],202,10021,14202,3,1
14203,1501,0,3,300,3600,480,1,14202,[151203],[151203],203,10045,14203,3,1
14204,1501,0,3,300,3600,480,1,14203,[151204],[151204],204,10030,14204,3,1
14205,1501,0,3,300,3600,480,1,14204,[151205],[151205],205,10028,14205,3,1
14206,1501,0,3,300,3600,480,1,14205,[151206],[151206],206,10030,14206,3,1
14207,1501,0,3,300,3600,480,1,14206,[151207],[151207],207,10045,14207,3,1
14208,1501,0,3,300,3600,480,1,14207,[151208],[151208],208,10030,14208,3,1
14209,1501,0,3,300,3600,480,1,14208,[151209],[151209],209,10028,14209,3,1
14210,1501,0,3,300,3600,480,1,14209,[151210],[151210],210,10036,14210,3,1
14211,1501,0,3,300,3600,480,1,14210,[151211],[151211],211,10012,14211,3,1
14212,1501,0,3,300,3600,480,1,14211,[151212],[151212],212,10038,14212,3,1
14213,1501,0,3,300,3600,480,1,14212,[151213],[151213],213,10038,14213,3,1
14214,1501,0,3,300,3600,480,1,14213,[151214],[151214],214,10022,14214,3,1
14215,1501,0,3,300,3600,480,1,14214,[151215],[151215],215,10030,14215,3,1
14216,1501,0,3,300,3600,480,1,14215,[151216],[151216],216,10021,14216,3,1
14217,1501,0,3,300,3600,480,1,14216,[151217],[151217],217,10036,14217,3,1
14218,1501,0,3,300,3600,480,1,14217,[151218],[151218],218,10030,14218,3,1
14219,1501,0,3,300,3600,480,1,14218,[151219],[151219],219,10045,14219,3,1
14220,1501,0,3,300,3600,480,1,14219,[151220],[151220],220,10038,14220,3,1
14221,1501,0,3,300,3600,480,1,14220,[151221],[151221],221,10028,14221,3,1
14222,1501,0,3,300,3600,480,1,14221,[151222],[151222],222,10030,14222,3,1
14223,1501,0,3,300,3600,480,1,14222,[151223],[151223],223,10030,14223,3,1
14224,1501,0,3,300,3600,480,1,14223,[151224],[151224],224,10028,14224,3,1
14225,1501,0,3,300,3600,480,1,14224,[151225],[151225],225,10047,14225,3,1
14226,1501,0,3,300,3600,480,1,14225,[151226],[151226],226,10022,14226,3,1
14227,1501,0,3,300,3600,480,1,14226,[151227],[151227],227,10038,14227,3,1
14228,1501,0,3,300,3600,480,1,14227,[151228],[151228],228,10020,14228,3,1
14229,1501,0,3,300,3600,480,1,14228,[151229],[151229],229,10020,14229,3,1
14230,1501,0,3,300,3600,480,1,14229,[151230],[151230],230,10036,14230,3,1
14231,1501,0,3,300,3600,480,1,14230,[151231],[151231],231,10028,14231,3,1
14232,1501,0,3,300,3600,480,1,14231,[151232],[151232],232,10030,14232,3,1
14233,1501,0,3,300,3600,480,1,14232,[151233],[151233],233,10030,14233,3,1
14234,1501,0,3,300,3600,480,1,14233,[151234],[151234],234,10030,14234,3,1
14235,1501,0,3,300,3600,480,1,14234,[151235],[151235],235,10028,14235,3,1
14236,1501,0,3,300,3600,480,1,14235,[151236],[151236],236,10036,14236,3,1
14237,1501,0,3,300,3600,480,1,14236,[151237],[151237],237,10012,14237,3,1
14238,1501,0,3,300,3600,480,1,14237,[151238],[151238],238,10022,14238,3,1
14239,1501,0,3,300,3600,480,1,14238,[151239],[151239],239,10022,14239,3,1
14240,1501,0,3,300,3600,480,1,14239,[151240],[151240],240,10036,14240,3,1
14241,1501,0,3,300,3600,480,1,14240,[151241],[151241],241,10020,14241,3,1
14242,1501,0,3,300,3600,480,1,14241,[151242],[151242],242,10012,14242,3,1
14243,1501,0,3,300,3600,480,1,14242,[151243],[151243],243,10022,14243,3,1
14244,1501,0,3,300,3600,480,1,14243,[151244],[151244],244,10036,14244,3,1
14245,1501,0,3,300,3600,480,1,14244,[151245],[151245],245,10036,14245,3,1
14246,1501,0,3,300,3600,480,1,14245,[151246],[151246],246,10028,14246,3,1
14247,1501,0,3,300,3600,480,1,14246,[151247],[151247],247,10028,14247,3,1
14248,1501,0,3,300,3600,480,1,14247,[151248],[151248],248,10022,14248,3,1
14249,1501,0,3,300,3600,480,1,14248,[151249],[151249],249,10030,14249,3,1
14250,1501,0,3,300,3600,480,1,14249,[151250],[151250],250,10036,14250,3,1
14251,1501,0,3,300,3600,480,1,14250,[151251],[151251],251,10030,14251,3,1
14252,1501,0,3,300,3600,480,1,14251,[151252],[151252],252,10030,14252,3,1
14253,1501,0,3,300,3600,480,1,14252,[151253],[151253],253,10012,14253,3,1
14254,1501,0,3,300,3600,480,1,14253,[151254],[151254],254,10012,14254,3,1
14255,1501,0,3,300,3600,480,1,14254,[151255],[151255],255,10036,14255,3,1
14256,1501,0,3,300,3600,480,1,14255,[151256],[151256],256,10021,14256,3,1
14257,1501,0,3,300,3600,480,1,14256,[151257],[151257],257,10012,14257,3,1
14258,1501,0,3,300,3600,480,1,14257,[151258],[151258],258,10030,14258,3,1
14259,1501,0,3,300,3600,480,1,14258,[151259],[151259],259,10022,14259,3,1
14260,1501,0,3,300,3600,480,1,14259,[151260],[151260],260,10020,14260,3,1
14261,1501,0,3,300,3600,480,1,14260,[151261],[151261],261,10045,14261,3,1
14262,1501,0,3,300,3600,480,1,14261,[151262],[151262],262,10020,14262,3,1
14263,1501,0,3,300,3600,480,1,14262,[151263],[151263],263,10020,14263,3,1
14264,1501,0,3,300,3600,480,1,14263,[151264],[151264],264,10028,14264,3,1
14265,1501,0,3,300,3600,480,1,14264,[151265],[151265],265,10036,14265,3,1
14266,1501,0,3,300,3600,480,1,14265,[151266],[151266],266,10030,14266,3,1
14267,1501,0,3,300,3600,480,1,14266,[151267],[151267],267,10045,14267,3,1
14268,1501,0,3,300,3600,480,1,14267,[151268],[151268],268,10036,14268,3,1
14269,1501,0,3,300,3600,480,1,14268,[151269],[151269],269,10020,14269,3,1
14270,1501,0,3,300,3600,480,1,14269,[151270],[151270],270,10020,14270,3,1
14271,1501,0,3,300,3600,480,1,14270,[151271],[151271],271,10020,14271,3,1
14272,1501,0,3,300,3600,480,1,14271,[151272],[151272],272,10022,14272,3,1
14273,1501,0,3,300,3600,480,1,14272,[151273],[151273],273,10045,14273,3,1
14274,1501,0,3,300,3600,480,1,14273,[151274],[151274],274,10030,14274,3,1
14275,1501,0,3,300,3600,480,1,14274,[151275],[151275],275,10038,14275,3,1
14276,1501,0,3,300,3600,480,1,14275,[151276],[151276],276,10038,14276,3,1
14277,1501,0,3,300,3600,480,1,14276,[151277],[151277],277,10036,14277,3,1
14278,1501,0,3,300,3600,480,1,14277,[151278],[151278],278,10012,14278,3,1
14279,1501,0,3,300,3600,480,1,14278,[151279],[151279],279,10022,14279,3,1
14280,1501,0,3,300,3600,480,1,14279,[151280],[151280],280,10038,14280,3,1
14281,1501,0,3,300,3600,480,1,14280,[151281],[151281],281,10030,14281,3,1
14282,1501,0,3,300,3600,480,1,14281,[151282],[151282],282,10028,14282,3,1
14283,1501,0,3,300,3600,480,1,14282,[151283],[151283],283,10036,14283,3,1
14284,1501,0,3,300,3600,480,1,14283,[151284],[151284],284,10012,14284,3,1
14285,1501,0,3,300,3600,480,1,14284,[151285],[151285],285,10047,14285,3,1
14286,1501,0,3,300,3600,480,1,14285,[151286],[151286],286,10028,14286,3,1
14287,1501,0,3,300,3600,480,1,14286,[151287],[151287],287,10036,14287,3,1
14288,1501,0,3,300,3600,480,1,14287,[151288],[151288],288,10047,14288,3,1
14289,1501,0,3,300,3600,480,1,14288,[151289],[151289],289,10021,14289,3,1
14290,1501,0,3,300,3600,480,1,14289,[151290],[151290],290,10030,14290,3,1
14291,1501,0,3,300,3600,480,1,14290,[151291],[151291],291,10012,14291,3,1
14292,1501,0,3,300,3600,480,1,14291,[151292],[151292],292,10030,14292,3,1
14293,1501,0,3,300,3600,480,1,14292,[151293],[151293],293,10020,14293,3,1
14294,1501,0,3,300,3600,480,1,14293,[151294],[151294],294,10030,14294,3,1
14295,1501,0,3,300,3600,480,1,14294,[151295],[151295],295,10028,14295,3,1
14296,1501,0,3,300,3600,480,1,14295,[151296],[151296],296,10030,14296,3,1
14297,1501,0,3,300,3600,480,1,14296,[151297],[151297],297,10028,14297,3,1
14298,1501,0,3,300,3600,480,1,14297,[151298],[151298],298,10020,14298,3,1
14299,1501,0,3,300,3600,480,1,14298,[151299],[151299],299,10028,14299,3,1
14300,1501,0,3,300,3600,480,1,14299,[151300],[151300],300,10047,14300,3,1
14301,1501,0,3,300,3600,480,1,14300,[151301],[151301],301,10030,14301,3,1
14302,1501,0,3,300,3600,480,1,14301,[151302],[151302],302,10045,14302,3,1
14303,1501,0,3,300,3600,480,1,14302,[151303],[151303],303,10038,14303,3,1
14304,1501,0,3,300,3600,480,1,14303,[151304],[151304],304,10036,14304,3,1
14305,1501,0,3,300,3600,480,1,14304,[151305],[151305],305,10036,14305,3,1
14306,1501,0,3,300,3600,480,1,14305,[151306],[151306],306,10030,14306,3,1
14307,1501,0,3,300,3600,480,1,14306,[151307],[151307],307,10028,14307,3,1
14308,1501,0,3,300,3600,480,1,14307,[151308],[151308],308,10036,14308,3,1
14309,1501,0,3,300,3600,480,1,14308,[151309],[151309],309,10028,14309,3,1
14310,1501,0,3,300,3600,480,1,14309,[151310],[151310],310,10028,14310,3,1
14311,1501,0,3,300,3600,480,1,14310,[151311],[151311],311,10036,14311,3,1
14312,1501,0,3,300,3600,480,1,14311,[151312],[151312],312,10047,14312,3,1
14313,1501,0,3,300,3600,480,1,14312,[151313],[151313],313,10020,14313,3,1
14314,1501,0,3,300,3600,480,1,14313,[151314],[151314],314,10028,14314,3,1
14315,1501,0,3,300,3600,480,1,14314,[151315],[151315],315,10036,14315,3,1
14316,1501,0,3,300,3600,480,1,14315,[151316],[151316],316,10012,14316,3,1
14317,1501,0,3,300,3600,480,1,14316,[151317],[151317],317,10038,14317,3,1
14318,1501,0,3,300,3600,480,1,14317,[151318],[151318],318,10038,14318,3,1
14319,1501,0,3,300,3600,480,1,14318,[151319],[151319],319,10036,14319,3,1
14320,1501,0,3,300,3600,480,1,14319,[151320],[151320],320,10047,14320,3,1
14321,1501,0,3,300,3600,480,1,14320,[151321],[151321],321,10028,14321,3,1
14322,1501,0,3,300,3600,480,1,14321,[151322],[151322],322,10028,14322,3,1
14323,1501,0,3,300,3600,480,1,14322,[151323],[151323],323,10036,14323,3,1
14324,1501,0,3,300,3600,480,1,14323,[151324],[151324],324,10020,14324,3,1
14325,1501,0,3,300,3600,480,1,14324,[151325],[151325],325,10036,14325,3,1
14326,1501,0,3,300,3600,480,1,14325,[151326],[151326],326,10012,14326,3,1
