id,attrExtraList,attrRatioList,cosr,desc,desc_2,desc_parameter,desc1s,desc2s,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,fightforce,fightforce_ratio,hero_id,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,skill,skill_level,skill_level_new,skill_levels,skill_new,skills,special,star,star_sub
10035050,[[3|279]|[4|12597]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,[hero_star_desc_1],[hero_skill_name_1003512],1,[hero_star_desc_1],[hero_skill_name_1003512],[3|279],[4|12597],[10|0],[5|0],[57|0],[24|0],0,1.43,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003512,2,[1],[1],[1003512],[1003512],-1,5,0
10035051,[[3|286]|[4|13289]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,,,,[],[],[3|286],[4|13289],[10|0],[5|0],[57|0],[24|0],0,1.44,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,1
10035052,[[3|294]|[4|13982]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,,,,[],[],[3|294],[4|13982],[10|0],[5|0],[57|0],[24|0],0,1.45,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,2
10035053,[[3|301]|[4|14674]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,,,,[],[],[3|301],[4|14674],[10|0],[5|0],[57|0],[24|0],0,1.46,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,3
10035054,[[3|309]|[4|15367]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],6,,,,[],[],[3|309],[4|15367],[10|0],[5|0],[57|0],[24|0],0,1.47,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,4
10035060,[[3|459]|[4|20198]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1003501],2,[hero_star_desc_1],[hero_skill_name_1003501],[3|459],[4|20198],[10|0],[5|0],[57|0],[24|0],0,1.57,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003501,3,[2],[2],[1003501],[1003501],1,6,0
10035061,[[3|469]|[4|21100]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|469],[4|21100],[10|0],[5|0],[57|0],[24|0],0,1.58,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,1
10035062,[[3|478]|[4|22002]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|478],[4|22002],[10|0],[5|0],[57|0],[24|0],0,1.59,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,2
10035063,[[3|487]|[4|22904]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|487],[4|22904],[10|0],[5|0],[57|0],[24|0],0,1.6,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,3
10035064,[[3|496]|[4|23805]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|496],[4|23805],[10|0],[5|0],[57|0],[24|0],0,1.61,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,4
10035070,[[3|706]|[4|30910]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1003503],2,[hero_star_desc_1],[hero_skill_name_1003503],[3|706],[4|30910],[10|0],[5|0],[57|0],[24|0],0,1.71,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003503,3,[2],[2],[1003503],[1003503],-1,7,0
10035071,[[3|717]|[4|32077]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|717],[4|32077],[10|0],[5|0],[57|0],[24|0],0,1.72,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,1
10035072,[[3|728]|[4|33243]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|728],[4|33243],[10|0],[5|0],[57|0],[24|0],0,1.73,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,2
10035073,[[3|740]|[4|34410]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|740],[4|34410],[10|0],[5|0],[57|0],[24|0],0,1.74,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,3
10035074,[[3|751]|[4|35577]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|751],[4|35577],[10|0],[5|0],[57|0],[24|0],0,1.75,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,4
10035080,[[3|1038]|[4|45868]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,[hero_star_desc_1],[hero_skill_name_1003511],2,[hero_star_desc_1],[hero_skill_name_1003511],[3|1038],[4|45868],[10|0],[5|0],[57|0],[24|0],0,1.85,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003511,3,[2],[2],[1003511],[1003511],-1,8,0
10035081,[[3|1052]|[4|47373]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1052],[4|47373],[10|0],[5|0],[57|0],[24|0],0,1.86,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,1
10035082,[[3|1066]|[4|48877]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1066],[4|48877],[10|0],[5|0],[57|0],[24|0],0,1.87,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,2
10035083,[[3|1080]|[4|50382]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1080],[4|50382],[10|0],[5|0],[57|0],[24|0],0,1.88,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,3
10035084,[[3|1094]|[4|51887]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1094],[4|51887],[10|0],[5|0],[57|0],[24|0],0,1.9,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,4
10035090,[[3|1474]|[4|66151]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,[hero_star_desc_1],[hero_skill_name_1003502],2,[hero_star_desc_1],[hero_skill_name_1003502],[3|1474],[4|66151],[10|0],[5|0],[57|0],[24|0],0,1.99,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003502,3,[2],[2],[1003502],[1003502],-1,9,0
10035091,[[3|1491]|[4|68075]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1491],[4|68075],[10|0],[5|0],[57|0],[24|0],0,2,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,1
10035092,[[3|1508]|[4|69999]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1508],[4|69999],[10|0],[5|0],[57|0],[24|0],0,2.01,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,2
10035093,[[3|1524]|[4|71924]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1524],[4|71924],[10|0],[5|0],[57|0],[24|0],0,2.03,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,3
10035094,[[3|1541]|[4|73848]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1541],[4|73848],[10|0],[5|0],[57|0],[24|0],0,2.04,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,4
10035100,[[3|2044]|[4|93636]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,[hero_star_desc_1],[hero_skill_name_1003512],2,[hero_star_desc_1],[hero_skill_name_1003512],[3|2044],[4|93636],[10|0],[5|0],[57|0],[24|0],0,2.13,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003512,3,[2],[2],[1003512],[1003512],-1,10,0
10035101,[[3|2065]|[4|96977]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2065],[4|96977],[10|0],[5|0],[57|0],[24|0],0,2.14,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,1
10035102,[[3|2085]|[4|100319]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2085],[4|100319],[10|0],[5|0],[57|0],[24|0],0,2.16,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,2
10035103,[[3|2106]|[4|103660]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2106],[4|103660],[10|0],[5|0],[57|0],[24|0],0,2.17,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,3
10035104,[[3|2126]|[4|107001]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2126],[4|107001],[10|0],[5|0],[57|0],[24|0],0,2.18,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,4
10035110,[[3|2834]|[4|137896]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1003501],3,[hero_star_desc_1],[hero_skill_name_1003501],[3|2834],[4|137896],[10|0],[5|0],[57|0],[24|0],0,2.3,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003501,4,[3],[3],[1003501],[1003501],1,11,0
10035111,[[3|2859]|[4|142294]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|2859],[4|142294],[10|0],[5|0],[57|0],[24|0],0,2.31,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,1
10035112,[[3|2884]|[4|146691]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|2884],[4|146691],[10|0],[5|0],[57|0],[24|0],0,2.33,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,2
10035113,[[3|2908]|[4|151088]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|2908],[4|151088],[10|0],[5|0],[57|0],[24|0],0,2.34,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,3
10035114,[[3|2933]|[4|155486]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|2933],[4|155486],[10|0],[5|0],[57|0],[24|0],0,2.35,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,4
10035120,[[3|3750]|[4|193792]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,[hero_star_desc_1],[hero_skill_name_1003511],3,[hero_star_desc_1],[hero_skill_name_1003511],[3|3750],[4|193792],[10|0],[5|0],[57|0],[24|0],0,2.47,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003511,4,[3],[3],[1003511],[1003511],-1,12,0
10035121,[[3|3779]|[4|199391]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|3779],[4|199391],[10|0],[5|0],[57|0],[24|0],0,2.48,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,1
10035122,[[3|3808]|[4|204990]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|3808],[4|204990],[10|0],[5|0],[57|0],[24|0],0,2.5,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,2
10035123,[[3|3837]|[4|210589]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|3837],[4|210589],[10|0],[5|0],[57|0],[24|0],0,2.51,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,3
10035124,[[3|3865]|[4|216188]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|3865],[4|216188],[10|0],[5|0],[57|0],[24|0],0,2.52,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,4
10035130,[[3|4879]|[4|267599]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,[hero_star_desc_1],[hero_skill_name_1003512],3,[hero_star_desc_1],[hero_skill_name_1003512],[3|4879],[4|267599],[10|0],[5|0],[57|0],[24|0],0,2.64,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003512,4,[3],[3],[1003512],[1003512],-1,13,0
10035131,[[3|4912]|[4|278822]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|4912],[4|278822],[10|0],[5|0],[57|0],[24|0],0,2.65,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,1
10035132,[[3|4946]|[4|290045]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|4946],[4|290045],[10|0],[5|0],[57|0],[24|0],0,2.67,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,2
10035133,[[3|4980]|[4|301268]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|4980],[4|301268],[10|0],[5|0],[57|0],[24|0],0,2.68,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,3
10035134,[[3|5013]|[4|312491]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5013],[4|312491],[10|0],[5|0],[57|0],[24|0],0,2.69,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,4
10035140,[[3|5804]|[4|334625]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,[hero_star_desc_1],[hero_skill_name_1003502],3,[hero_star_desc_1],[hero_skill_name_1003502],[3|5804],[4|334625],[10|0],[5|0],[57|0],[24|0],0,2.96,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003502,4,[3],[3],[1003502],[1003502],-1,14,0
10035141,[[3|5838]|[4|346841]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5838],[4|346841],[10|0],[5|0],[57|0],[24|0],0,2.97,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,1
10035142,[[3|5871]|[4|359056]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5871],[4|359056],[10|0],[5|0],[57|0],[24|0],0,2.98,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,2
10035143,[[3|5905]|[4|371272]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5905],[4|371272],[10|0],[5|0],[57|0],[24|0],0,2.99,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,3
10035144,[[3|5939]|[4|383488]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|5939],[4|383488],[10|0],[5|0],[57|0],[24|0],0,3,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,4
10035150,[[3|7689]|[4|466747]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],0,[hero_star_desc_1],[hero_skill_name_1003503],3,[hero_star_desc_1],[hero_skill_name_1003503],[3|7689],[4|466747],[10|0],[5|0],[57|0],[24|0],0,3.27,10035,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1003503,4,[3],[3],[1003503],[1003503],-1,15,0
10036000,[[3|0]|[4|0]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|0],[4|0],[10|0],[5|0],[57|0],[24|0],0,1,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,0
10036001,[[3|9]|[4|238]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|9],[4|238],[10|0],[5|0],[57|0],[24|0],0,1.01,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,1
10036002,[[3|18]|[4|477]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|18],[4|477],[10|0],[5|0],[57|0],[24|0],0,1.02,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,2
10036003,[[3|27]|[4|716]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|27],[4|716],[10|0],[5|0],[57|0],[24|0],0,1.03,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,3
10036004,[[3|37]|[4|954]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|37],[4|954],[10|0],[5|0],[57|0],[24|0],0,1.05,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,4
10036010,[[3|69]|[4|1301]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,[hero_star_desc_1],[hero_skill_name_1002901],1,[hero_star_desc_1],[hero_skill_name_1002901],[3|69],[4|1301],[10|0],[5|0],[57|0],[24|0],0,1.09,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1002901,2,[1],[1],[1002901],[1002901],-1,1,0
10036011,[[3|79]|[4|1589]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|79],[4|1589],[10|0],[5|0],[57|0],[24|0],0,1.1,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,1
10036012,[[3|88]|[4|1877]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|88],[4|1877],[10|0],[5|0],[57|0],[24|0],0,1.11,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,2
10036013,[[3|97]|[4|2165]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|97],[4|2165],[10|0],[5|0],[57|0],[24|0],0,1.12,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,3
10036014,[[3|107]|[4|2452]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],1,,,,[],[],[3|107],[4|2452],[10|0],[5|0],[57|0],[24|0],0,1.13,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,4
10036020,[[3|139]|[4|2967]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,[hero_star_desc_1],[hero_skill_name_1002903],1,[hero_star_desc_1],[hero_skill_name_1002903],[3|139],[4|2967],[10|0],[5|0],[57|0],[24|0],0,1.17,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1002903,2,[1],[1],[1002903],[1002903],-1,2,0
10036021,[[3|148]|[4|3308]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|148],[4|3308],[10|0],[5|0],[57|0],[24|0],0,1.18,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,1
10036022,[[3|158]|[4|3650]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|158],[4|3650],[10|0],[5|0],[57|0],[24|0],0,1.19,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,2
10036023,[[3|167]|[4|3992]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|167],[4|3992],[10|0],[5|0],[57|0],[24|0],0,1.2,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,3
10036024,[[3|176]|[4|4334]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|176],[4|4334],[10|0],[5|0],[57|0],[24|0],0,1.22,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,4
10036030,[[3|209]|[4|5032]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,[hero_star_desc_1],[hero_skill_name_1002911],1,[hero_star_desc_1],[hero_skill_name_1002911],[3|209],[4|5032],[10|0],[5|0],[57|0],[24|0],0,1.26,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1002911,2,[1],[1],[1002911],[1002911],1,3,0
10036031,[[3|218]|[4|5432]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|218],[4|5432],[10|0],[5|0],[57|0],[24|0],0,1.27,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,1
10036032,[[3|228]|[4|5832]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|228],[4|5832],[10|0],[5|0],[57|0],[24|0],0,1.28,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,2
10036033,[[3|237]|[4|6232]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|237],[4|6232],[10|0],[5|0],[57|0],[24|0],0,1.29,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,3
10036034,[[3|246]|[4|6632]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|246],[4|6632],[10|0],[5|0],[57|0],[24|0],0,1.3,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,4
10036040,[[3|279]|[4|7531]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1002902],1,[hero_star_desc_1],[hero_skill_name_1002902],[3|279],[4|7531],[10|0],[5|0],[57|0],[24|0],0,1.34,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1002902,2,[1],[1],[1002902],[1002902],-1,4,0
10036041,[[3|288]|[4|7994]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|288],[4|7994],[10|0],[5|0],[57|0],[24|0],0,1.35,10036,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,4,1
