id,attr,attrs,basic_score,break_probably_1,break_probably_2,break_reward,breakRewards,desc,drop_exist_time,entry_1,entry_2,entry_3,entry_4,entry_group_1,entry_group_2,entry_group_3,entry_group_4,entry_num,entry_quality,entrys,fightforce,fly_bag,level,name,picture,probably_reward_1,probably_reward_2,probablyRewards1,probablyRewards2,quality,race_list,race_probability,show_picture,strAttrs,suit_id,type
250902,[4|23472],{4:23472},23472,-1,10000,[999|11|2880],[999|11|2880],,6000,[2401|10000],[2401|10000],[],[],[2401|10000],[2401|10000],,,,,[2401|2401],23472,1,180,equipment_name_410291,icon_41029,,[2|302|67],[],[2|302|67],5,1,10000,,[4|23472],-1,2
320902,[3|1956],{3:1956},7824,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],7824,1,180,equipment_name_420291,icon_42029,,,[],[],2,1,10000,,[3|1956],-1,3
330902,[3|2054],{3:2054},8216,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],8216,1,180,equipment_name_420291,icon_42029,[2|301|140],,[2|301|140],[],3,1,10000,,[3|2054],-1,3
340902,[3|2152],{3:2152},8608,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],8608,1,180,equipment_name_420291,icon_42029,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[3|2152],-1,3
350902,[3|2347],{3:2347},9388,-1,10000,[999|11|2880],[999|11|2880],,6000,[3401|10000],[3401|10000],[],[],[3401|10000],[3401|10000],,,,,[3401|3401],9388,1,180,equipment_name_420291,icon_42029,,[2|302|67],[],[2|302|67],5,1,10000,,[3|2347],-1,3
420902,[4|19560],{4:19560},19560,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],19560,1,180,equipment_name_450291,icon_45029,,,[],[],2,1,10000,,[4|19560],-1,4
430902,[4|20538],{4:20538},20538,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],20538,1,180,equipment_name_450291,icon_45029,[2|301|140],,[2|301|140],[],3,1,10000,,[4|20538],-1,4
440902,[4|21516],{4:21516},21516,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],21516,1,180,equipment_name_450291,icon_45029,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[4|21516],-1,4
450902,[4|23472],{4:23472},23472,-1,10000,[999|11|2880],[999|11|2880],,6000,[4401|10000],[4401|10000],[],[],[4401|10000],[4401|10000],,,,,[4401|4401],23472,1,180,equipment_name_450291,icon_45029,,[2|302|67],[],[2|302|67],5,1,10000,,[4|23472],-1,4
120912,[3|1565],{3:1565},6260,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],6260,1,180,equipment_name_400331,icon_40033,,,[],[],2,1,10000,,[3|1565],-1,1
130912,[3|1643],{3:1643},6572,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],6572,1,180,equipment_name_400331,icon_40033,[2|301|140],,[2|301|140],[],3,1,10000,,[3|1643],-1,1
140912,[3|1721],{3:1721},6884,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],6884,1,180,equipment_name_400331,icon_40033,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[3|1721],-1,1
150912,[3|1878],{3:1878},7512,-1,10000,[999|11|2880],[999|11|2880],,6000,[1401|10000],[1401|10000],[],[],[1401|10000],[1401|10000],,,,,[1401|1401],7512,1,180,equipment_name_400331,icon_40033,,[2|302|67],[],[2|302|67],5,1,10000,,[3|1878],301,1
220912,[4|23472],{4:23472},23472,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],23472,1,180,equipment_name_410331,icon_41033,,,[],[],2,1,10000,,[4|23472],-1,2
230912,[4|24646],{4:24646},24646,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],24646,1,180,equipment_name_410331,icon_41033,[2|301|140],,[2|301|140],[],3,1,10000,,[4|24646],-1,2
240912,[4|25819],{4:25819},25819,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],25819,1,180,equipment_name_410331,icon_41033,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[4|25819],-1,2
250912,[4|28166],{4:28166},28166,-1,10000,[999|11|2880],[999|11|2880],,6000,[2401|10000],[2401|10000],[],[],[2401|10000],[2401|10000],,,,,[2401|2401],28166,1,180,equipment_name_410331,icon_41033,,[2|302|67],[],[2|302|67],5,1,10000,,[4|28166],301,2
320912,[3|1565],{3:1565},6260,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],6260,1,180,equipment_name_420331,icon_42033,,,[],[],2,1,10000,,[3|1565],-1,3
330912,[3|1643],{3:1643},6572,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],6572,1,180,equipment_name_420331,icon_42033,[2|301|140],,[2|301|140],[],3,1,10000,,[3|1643],-1,3
340912,[3|1721],{3:1721},6884,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],6884,1,180,equipment_name_420331,icon_42033,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[3|1721],-1,3
350912,[3|1878],{3:1878},7512,-1,10000,[999|11|2880],[999|11|2880],,6000,[3401|10000],[3401|10000],[],[],[3401|10000],[3401|10000],,,,,[3401|3401],7512,1,180,equipment_name_420331,icon_42033,,[2|302|67],[],[2|302|67],5,1,10000,,[3|1878],301,3
420912,[4|23472],{4:23472},23472,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],23472,1,180,equipment_name_450331,icon_45033,,,[],[],2,1,10000,,[4|23472],-1,4
430912,[4|24646],{4:24646},24646,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],24646,1,180,equipment_name_450331,icon_45033,[2|301|140],,[2|301|140],[],3,1,10000,,[4|24646],-1,4
440912,[4|25819],{4:25819},25819,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],25819,1,180,equipment_name_450331,icon_45033,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[4|25819],-1,4
450912,[4|28166],{4:28166},28166,-1,10000,[999|11|2880],[999|11|2880],,6000,[4401|10000],[4401|10000],[],[],[4401|10000],[4401|10000],,,,,[4401|4401],28166,1,180,equipment_name_450331,icon_45033,,[2|302|67],[],[2|302|67],5,1,10000,,[4|28166],301,4
120922,[3|1956],{3:1956},7824,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],7824,1,180,equipment_name_400371,icon_40037,,,[],[],2,1,10000,,[3|1956],-1,1
130922,[3|2054],{3:2054},8216,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],8216,1,180,equipment_name_400371,icon_40037,[2|301|140],,[2|301|140],[],3,1,10000,,[3|2054],-1,1
140922,[3|2152],{3:2152},8608,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],8608,1,180,equipment_name_400371,icon_40037,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[3|2152],-1,1
150922,[3|2347],{3:2347},9388,-1,10000,[999|11|2880],[999|11|2880],,6000,[1401|10000],[1401|10000],[],[],[1401|10000],[1401|10000],,,,,[1401|1401],9388,1,180,equipment_name_400371,icon_40037,,[2|302|67],[],[2|302|67],5,1,10000,,[3|2347],302,1
220922,[4|19560],{4:19560},19560,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],19560,1,180,equipment_name_450371,icon_45037,,,[],[],2,1,10000,,[4|19560],-1,2
230922,[4|20538],{4:20538},20538,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],20538,1,180,equipment_name_410371,icon_41037,[2|301|140],,[2|301|140],[],3,1,10000,,[4|20538],-1,2
240922,[4|21516],{4:21516},21516,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],21516,1,180,equipment_name_410371,icon_41037,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[4|21516],-1,2
250922,[4|23472],{4:23472},23472,-1,10000,[999|11|2880],[999|11|2880],,6000,[2401|10000],[2401|10000],[],[],[2401|10000],[2401|10000],,,,,[2401|2401],23472,1,180,equipment_name_410371,icon_41037,,[2|302|67],[],[2|302|67],5,1,10000,,[4|23472],302,2
320922,[3|1956],{3:1956},7824,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],7824,1,180,equipment_name_420371,icon_42037,,,[],[],2,1,10000,,[3|1956],-1,3
330922,[3|2054],{3:2054},8216,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],8216,1,180,equipment_name_420371,icon_42037,[2|301|140],,[2|301|140],[],3,1,10000,,[3|2054],-1,3
340922,[3|2152],{3:2152},8608,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],8608,1,180,equipment_name_420371,icon_42037,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[3|2152],-1,3
350922,[3|2347],{3:2347},9388,-1,10000,[999|11|2880],[999|11|2880],,6000,[3401|10000],[3401|10000],[],[],[3401|10000],[3401|10000],,,,,[3401|3401],9388,1,180,equipment_name_420371,icon_42037,,[2|302|67],[],[2|302|67],5,1,10000,,[3|2347],302,3
420922,[4|19560],{4:19560},19560,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],19560,1,180,equipment_name_450371,icon_45037,,,[],[],2,1,10000,,[4|19560],-1,4
430922,[4|20538],{4:20538},20538,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],20538,1,180,equipment_name_450371,icon_45037,[2|301|140],,[2|301|140],[],3,1,10000,,[4|20538],-1,4
440922,[4|21516],{4:21516},21516,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],21516,1,180,equipment_name_450371,icon_45037,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[4|21516],-1,4
450922,[4|23472],{4:23472},23472,-1,10000,[999|11|2880],[999|11|2880],,6000,[4401|10000],[4401|10000],[],[],[4401|10000],[4401|10000],,,,,[4401|4401],23472,1,180,equipment_name_450371,icon_45037,,[2|302|67],[],[2|302|67],5,1,10000,,[4|23472],302,4
120932,[3|2347],{3:2347},9388,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],9388,1,180,equipment_name_400411,icon_40041,,,[],[],2,1,10000,,[3|2347],-1,1
130932,[3|2465],{3:2465},9860,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],9860,1,180,equipment_name_400411,icon_40041,[2|301|140],,[2|301|140],[],3,1,10000,,[3|2465],-1,1
140932,[3|2582],{3:2582},10328,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],10328,1,180,equipment_name_400411,icon_40041,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[3|2582],-1,1
150932,[3|2817],{3:2817},11268,-1,10000,[999|11|2880],[999|11|2880],,6000,[1401|10000],[1401|10000],[],[],[1401|10000],[1401|10000],,,,,[1401|1401],11268,1,180,equipment_name_400411,icon_40041,,[2|302|67],[],[2|302|67],5,1,10000,,[3|2817],303,1
220932,[4|15648],{4:15648},15648,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],15648,1,180,equipment_name_410411,icon_41041,,,[],[],2,1,10000,,[4|15648],-1,2
230932,[4|16430],{4:16430},16430,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],16430,1,180,equipment_name_410411,icon_41041,[2|301|140],,[2|301|140],[],3,1,10000,,[4|16430],-1,2
240932,[4|17213],{4:17213},17213,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],17213,1,180,equipment_name_410411,icon_41041,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[4|17213],-1,2
250932,[4|18778],{4:18778},18778,-1,10000,[999|11|2880],[999|11|2880],,6000,[2401|10000],[2401|10000],[],[],[2401|10000],[2401|10000],,,,,[2401|2401],18778,1,180,equipment_name_410411,icon_41041,,[2|302|67],[],[2|302|67],5,1,10000,,[4|18778],303,2
320932,[3|2347],{3:2347},9388,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],9388,1,180,equipment_name_420411,icon_42041,,,[],[],2,1,10000,,[3|2347],-1,3
330932,[3|2465],{3:2465},9860,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],9860,1,180,equipment_name_420411,icon_42041,[2|301|140],,[2|301|140],[],3,1,10000,,[3|2465],-1,3
340932,[3|2582],{3:2582},10328,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],10328,1,180,equipment_name_420411,icon_42041,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[3|2582],-1,3
350932,[3|2817],{3:2817},11268,-1,10000,[999|11|2880],[999|11|2880],,6000,[3401|10000],[3401|10000],[],[],[3401|10000],[3401|10000],,,,,[3401|3401],11268,1,180,equipment_name_420411,icon_42041,,[2|302|67],[],[2|302|67],5,1,10000,,[3|2817],303,3
420932,[4|15648],{4:15648},15648,-1,-1,[999|11|3100],[999|11|3100],,3000,[],[],[],[],,,,,,,[],15648,1,180,equipment_name_450411,icon_45041,,,[],[],2,1,10000,,[4|15648],-1,4
430932,[4|16430],{4:16430},16430,7000,-1,[999|11|3690],[999|11|3690],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],16430,1,180,equipment_name_450411,icon_45041,[2|301|140],,[2|301|140],[],3,1,10000,,[4|16430],-1,4
440932,[4|17213],{4:17213},17213,10000,2000,[999|11|4000],[999|11|4000],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],17213,1,180,equipment_name_450411,icon_45041,[2|301|128],[2|302|40],[2|301|128],[2|302|40],4,1,10000,,[4|17213],-1,4
450932,[4|18778],{4:18778},18778,-1,10000,[999|11|2880],[999|11|2880],,6000,[4401|10000],[4401|10000],[],[],[4401|10000],[4401|10000],,,,,[4401|4401],18778,1,180,equipment_name_450411,icon_45041,,[2|302|67],[],[2|302|67],5,1,10000,,[4|18778],303,4
121002,[3|2717],{3:2717},10868,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],10868,1,200,42,42,,,[],[],2,1,10000,,[3|2717],-1,1
131002,[3|2853],{3:2853},11412,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],11412,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[3|2853],-1,1
141002,[3|2988],{3:2988},11952,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],11952,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[3|2988],-1,1
151002,[3|3260],{3:3260},13040,-1,10000,[999|11|4500],[999|11|4500],,6000,[1401|10000],[1401|10000],[],[],[1401|10000],[1401|10000],,,,,[1401|1401],13040,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[3|3260],-1,1
221002,[4|27167],{4:27167},27167,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],27167,1,200,42,42,,,[],[],2,1,10000,,[4|27167],-1,2
231002,[4|28525],{4:28525},28525,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],28525,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[4|28525],-1,2
241002,[4|29883],{4:29883},29883,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],29883,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[4|29883],-1,2
251002,[4|32600],{4:32600},32600,-1,10000,[999|11|4500],[999|11|4500],,6000,[2401|10000],[2401|10000],[],[],[2401|10000],[2401|10000],,,,,[2401|2401],32600,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[4|32600],-1,2
321002,[3|2717],{3:2717},10868,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],10868,1,200,42,42,,,[],[],2,1,10000,,[3|2717],-1,3
331002,[3|2853],{3:2853},11412,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],11412,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[3|2853],-1,3
341002,[3|2988],{3:2988},11952,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],11952,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[3|2988],-1,3
351002,[3|3260],{3:3260},13040,-1,10000,[999|11|4500],[999|11|4500],,6000,[3401|10000],[3401|10000],[],[],[3401|10000],[3401|10000],,,,,[3401|3401],13040,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[3|3260],-1,3
421002,[4|27167],{4:27167},27167,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],27167,1,200,42,42,,,[],[],2,1,10000,,[4|27167],-1,4
431002,[4|28525],{4:28525},28525,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],28525,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[4|28525],-1,4
441002,[4|29883],{4:29883},29883,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],29883,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[4|29883],-1,4
451002,[4|32600],{4:32600},32600,-1,10000,[999|11|4500],[999|11|4500],,6000,[4401|10000],[4401|10000],[],[],[4401|10000],[4401|10000],,,,,[4401|4401],32600,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[4|32600],-1,4
121012,[3|2173],{3:2173},8692,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],8692,1,200,42,42,,,[],[],2,1,10000,,[3|2173],-1,1
131012,[3|2282],{3:2282},9128,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],9128,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[3|2282],-1,1
141012,[3|2391],{3:2391},9564,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],9564,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[3|2391],-1,1
151012,[3|2608],{3:2608},10432,-1,10000,[999|11|4500],[999|11|4500],,6000,[1401|10000],[1401|10000],[],[],[1401|10000],[1401|10000],,,,,[1401|1401],10432,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[3|2608],301,1
221012,[4|32600],{4:32600},32600,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],32600,1,200,42,42,,,[],[],2,1,10000,,[4|32600],-1,2
231012,[4|34230],{4:34230},34230,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],34230,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[4|34230],-1,2
241012,[4|35860],{4:35860},35860,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],35860,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[4|35860],-1,2
251012,[4|39120],{4:39120},39120,-1,10000,[999|11|4500],[999|11|4500],,6000,[2401|10000],[2401|10000],[],[],[2401|10000],[2401|10000],,,,,[2401|2401],39120,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[4|39120],301,2
321012,[3|2173],{3:2173},8692,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],8692,1,200,42,42,,,[],[],2,1,10000,,[3|2173],-1,3
331012,[3|2282],{3:2282},9128,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],9128,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[3|2282],-1,3
341012,[3|2391],{3:2391},9564,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],9564,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[3|2391],-1,3
351012,[3|2608],{3:2608},10432,-1,10000,[999|11|4500],[999|11|4500],,6000,[3401|10000],[3401|10000],[],[],[3401|10000],[3401|10000],,,,,[3401|3401],10432,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[3|2608],301,3
421012,[4|32600],{4:32600},32600,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],32600,1,200,42,42,,,[],[],2,1,10000,,[4|32600],-1,4
431012,[4|34230],{4:34230},34230,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],34230,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[4|34230],-1,4
441012,[4|35860],{4:35860},35860,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],35860,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[4|35860],-1,4
451012,[4|39120],{4:39120},39120,-1,10000,[999|11|4500],[999|11|4500],,6000,[4401|10000],[4401|10000],[],[],[4401|10000],[4401|10000],,,,,[4401|4401],39120,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[4|39120],301,4
121022,[3|2717],{3:2717},10868,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],10868,1,200,42,42,,,[],[],2,1,10000,,[3|2717],-1,1
131022,[3|2853],{3:2853},11412,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],11412,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[3|2853],-1,1
141022,[3|2988],{3:2988},11952,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],11952,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[3|2988],-1,1
151022,[3|3260],{3:3260},13040,-1,10000,[999|11|4500],[999|11|4500],,6000,[1401|10000],[1401|10000],[],[],[1401|10000],[1401|10000],,,,,[1401|1401],13040,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[3|3260],302,1
221022,[4|27167],{4:27167},27167,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],27167,1,200,42,42,,,[],[],2,1,10000,,[4|27167],-1,2
231022,[4|28525],{4:28525},28525,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],28525,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[4|28525],-1,2
241022,[4|29883],{4:29883},29883,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],29883,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[4|29883],-1,2
251022,[4|32600],{4:32600},32600,-1,10000,[999|11|4500],[999|11|4500],,6000,[2401|10000],[2401|10000],[],[],[2401|10000],[2401|10000],,,,,[2401|2401],32600,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[4|32600],302,2
321022,[3|2717],{3:2717},10868,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],10868,1,200,42,42,,,[],[],2,1,10000,,[3|2717],-1,3
331022,[3|2853],{3:2853},11412,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],11412,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[3|2853],-1,3
341022,[3|2988],{3:2988},11952,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],11952,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[3|2988],-1,3
351022,[3|3260],{3:3260},13040,-1,10000,[999|11|4500],[999|11|4500],,6000,[3401|10000],[3401|10000],[],[],[3401|10000],[3401|10000],,,,,[3401|3401],13040,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[3|3260],302,3
421022,[4|27167],{4:27167},27167,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],27167,1,200,42,42,,,[],[],2,1,10000,,[4|27167],-1,4
431022,[4|28525],{4:28525},28525,7000,-1,[999|11|5760],[999|11|5760],,4000,[1101|10000],[],[],[],[1101|10000],,,,,,[1101],28525,1,200,42,42,[2|301|219],,[2|301|219],[],3,1,10000,,[4|28525],-1,4
441022,[4|29883],{4:29883},29883,10000,2000,[999|11|6250],[999|11|6250],,5000,[1301|10000],[1301|5000],[],[],[1301|10000],[1301|5000],,,,,[1301|1301],29883,1,200,42,42,[2|301|200],[2|302|62],[2|301|200],[2|302|62],4,1,10000,,[4|29883],-1,4
451022,[4|32600],{4:32600},32600,-1,10000,[999|11|4500],[999|11|4500],,6000,[4401|10000],[4401|10000],[],[],[4401|10000],[4401|10000],,,,,[4401|4401],32600,1,200,42,42,,[2|302|105],[],[2|302|105],5,1,10000,,[4|32600],302,4
121032,[3|3260],{3:3260},13040,-1,-1,[999|11|4800],[999|11|4800],,3000,[],[],[],[],,,,,,,[],13040,1,200,42,42,,,[],[],2,1,10000,,[3|3260],-1,1
