id,be_sure,condition_param,condition_type,draw_weight,level_max,level_min,need_building_level,need_gacha_level,open_server_day_need,pool_id,pool_times_max,pool_times_min,pool_weight,quality,reward,times_min
1004,1,,-1,100,999,1,,-1,-1,1004,99999,0,1000,4,4104,1
1005,1,,-1,100,999,1,,-1,-1,1005,99999,0,1000,4,4105,1
1011,1,,-1,100,999,1,,-1,-1,1011,99999,0,1000,4,4111,1
1013,1,,-1,100,999,1,,-1,-1,1013,99999,0,1000,4,4113,1
1014,1,,-1,100,999,1,,-1,-1,1014,99999,0,1000,4,4114,1
1015,1,,-1,100,999,1,,-1,-1,1015,99999,0,1000,4,4115,1
1016,1,,-1,100,999,1,,-1,-1,1016,99999,0,1000,4,4116,1
1012,2,,-1,100,999,1,,-1,-1,1012,99999,0,1000,5,4112,1
1008,2,,-1,100,999,1,,-1,-1,1008,99999,0,1000,5,4108,1
1017,2,,-1,100,999,1,,-1,-1,1017,99999,0,1000,5,4117,1
1018,2,,-1,100,999,1,,-1,-1,1018,99999,0,1000,5,4118,1
1019,2,,-1,100,999,1,,-1,-1,1019,99999,0,1000,5,4119,1
1020,2,,-1,100,999,1,,-1,-1,1020,99999,0,1000,5,4120,1
1021,2,,-1,100,999,1,,-1,-1,1021,99999,0,1000,5,4121,1
1022,2,,-1,100,999,1,,-1,-1,1022,99999,0,1000,5,4122,1
1023,2,,-1,100,999,1,,-1,-1,1023,99999,0,1000,5,4123,1
1024,2,,-1,100,999,1,,-1,-1,1024,99999,0,1000,5,4124,1
1025,2,,-1,100,999,1,,-1,-1,1025,99999,0,1000,5,4125,1
1026,2,,-1,100,999,1,,-1,-1,1026,99999,0,1000,5,4126,1
1027,2,,-1,100,999,1,,-1,-1,1027,99999,0,1000,5,4127,1
1028,2,,-1,100,999,1,,-1,-1,1028,99999,0,1000,5,4128,1
1029,2,,-1,100,999,1,,-1,-1,1029,99999,0,1000,5,4129,1
1030,2,,-1,100,999,1,,-1,-1,1030,99999,0,1000,5,4130,1
1031,2,,-1,100,999,1,,-1,-1,1031,99999,0,1000,5,4131,1
1032,2,,-1,100,999,1,,-1,-1,1032,99999,0,1000,5,4132,1
1033,2,,-1,100,999,1,,-1,-1,1033,99999,0,1000,5,4133,1
1034,2,,-1,100,999,1,,-1,-1,1034,99999,0,1000,5,4134,1
1035,2,,-1,100,999,1,,-1,-1,1035,99999,0,1000,5,4135,1
1036,2,,-1,100,999,1,,-1,-1,1036,99999,0,1000,5,4136,1
1037,2,,-1,100,999,1,,-1,-1,1037,99999,0,1000,5,4137,1
1038,2,,-1,100,999,1,,-1,-1,1038,99999,0,1000,5,4138,1
1040,2,,-1,100,999,1,,-1,-1,1040,99999,0,1000,5,4140,1
10001001,2,,-1,100,999,1,,-1,-1,10001,99999,0,200,3,5901,1
10001002,2,,-1,100,999,1,,-1,-1,10001,99999,0,200,3,5902,1
10001003,2,,-1,100,999,1,,-1,-1,10001,99999,0,200,3,5903,1
10002001,2,,-1,100,999,1,,-1,-1,10002,99999,0,43,4,5904,1
10002002,2,,-1,100,999,1,,-1,-1,10002,99999,0,43,4,5905,1
10002003,2,,-1,100,999,1,,-1,-1,10002,99999,0,43,4,5906,1
10002004,2,,-1,100,999,1,,-1,-1,10002,99999,0,43,4,5907,1
10002005,2,,-1,100,999,1,,-1,-1,10002,99999,0,43,4,5908,1
10002006,2,,-1,100,999,1,,-1,-1,10002,99999,0,43,4,5909,1
10002007,2,,-1,100,999,1,,-1,-1,10002,99999,0,43,4,5910,1
10003001,2,,-1,100,999,1,,-1,-1,10003,99999,0,20,5,5911,1
10003002,2,150002,4,100,999,1,,-1,-1,10003,99999,0,20,5,5912,1
10003003,2,150003,4,100,999,1,,-1,-1,10003,99999,0,20,5,5913,1
10003004,2,150004,4,100,999,1,,-1,-1,10003,99999,0,20,5,5914,1
10003005,2,150005,4,100,999,1,,-1,-1,10003,99999,0,20,5,5915,1
10003006,2,150006,4,100,999,1,,-1,-1,10003,99999,0,20,5,5916,1
10003007,2,150007,4,100,999,1,,-1,-1,10003,99999,0,20,5,5917,1
10003008,2,150008,4,100,999,1,,-1,-1,10003,99999,0,20,5,5918,1
10003009,2,150009,4,100,999,1,,-1,-1,10003,99999,0,20,5,5919,1
10003010,2,150010,4,100,999,1,,-1,-1,10003,99999,0,20,5,5920,1
10003011,2,150011,4,100,999,1,,-1,-1,10003,99999,0,20,5,5921,1
10003012,2,150012,4,100,999,1,,-1,-1,10003,99999,0,20,5,5922,1
10003013,2,150013,4,100,999,1,,-1,-1,10003,99999,0,20,5,5923,1
10003014,2,150014,4,100,999,1,,-1,-1,10003,99999,0,20,5,5924,1
10003015,2,150015,4,100,999,1,,-1,-1,10003,99999,0,20,5,5925,1
10003016,2,150016,4,100,999,1,,-1,-1,10003,99999,0,20,5,5926,1
10003017,2,150017,4,100,999,1,,-1,-1,10003,99999,0,20,5,5927,1
10003018,2,150018,4,100,999,1,,-1,-1,10003,99999,0,20,5,5928,1
10003019,2,150019,4,100,999,1,,-1,-1,10003,99999,0,20,5,5929,1
10001101,2,,-1,100,999,1,,-1,-1,10001,99999,0,400,3,49601,1
10001102,2,,-1,100,999,1,,-1,-1,10001,99999,0,400,3,49602,1
10001103,2,,-1,100,999,1,,-1,-1,10001,99999,0,400,3,49603,1
10002101,2,,-1,100,999,1,,-1,-1,10002,99999,0,128,4,49604,1
10002102,2,,-1,100,999,1,,-1,-1,10002,99999,0,128,4,49605,1
10002103,2,,-1,100,999,1,,-1,-1,10002,99999,0,128,4,49606,1
10002104,2,,-1,100,999,1,,-1,-1,10002,99999,0,128,4,49607,1
10002105,2,,-1,100,999,1,,-1,-1,10002,99999,0,128,4,49608,1
10002106,2,,-1,100,999,1,,-1,-1,10002,99999,0,128,4,49609,1
10002107,2,,-1,100,999,1,,-1,-1,10002,99999,0,128,4,49610,1
10003101,2,,-1,100,999,1,,-1,-1,10003,99999,0,80,5,49611,1
10003102,2,150002,4,100,999,1,,-1,-1,10003,99999,0,80,5,49612,1
10003103,2,150003,4,100,999,1,,-1,-1,10003,99999,0,80,5,49613,1
10003104,2,150004,4,100,999,1,,-1,-1,10003,99999,0,80,5,49614,1
10003105,2,150005,4,100,999,1,,-1,-1,10003,99999,0,80,5,49615,1
10003106,2,150006,4,100,999,1,,-1,-1,10003,99999,0,80,5,49616,1
10003107,2,150007,4,100,999,1,,-1,-1,10003,99999,0,80,5,49617,1
10003108,2,150008,4,100,999,1,,-1,-1,10003,99999,0,80,5,49618,1
10003109,2,150009,4,100,999,1,,-1,-1,10003,99999,0,80,5,49619,1
10003110,2,150010,4,100,999,1,,-1,-1,10003,99999,0,80,5,49620,1
10003111,2,150011,4,100,999,1,,-1,-1,10003,99999,0,80,5,49621,1
10003112,2,150012,4,100,999,1,,-1,-1,10003,99999,0,80,5,49622,1
10003113,2,150013,4,100,999,1,,-1,-1,10003,99999,0,80,5,49623,1
10003114,2,150014,4,100,999,1,,-1,-1,10003,99999,0,80,5,49624,1
10003115,2,150015,4,100,999,1,,-1,-1,10003,99999,0,80,5,49625,1
10003116,2,150016,4,100,999,1,,-1,-1,10003,99999,0,80,5,49626,1
10003117,2,150017,4,100,999,1,,-1,-1,10003,99999,0,80,5,49627,1
10003118,2,150018,4,100,999,1,,-1,-1,10003,99999,0,80,5,49628,1
10003119,2,150019,4,100,999,1,,-1,-1,10003,99999,0,80,5,49629,1
10001201,2,,-1,100,999,1,,-1,-1,10001,99999,0,400,3,49801,1
10001202,2,,-1,100,999,1,,-1,-1,10001,99999,0,400,3,49802,1
10001203,2,,-1,100,999,1,,-1,-1,10001,99999,0,400,3,49803,1
10002201,2,,-1,100,999,1,,-1,-1,10002,99999,0,114,4,49804,1
10002202,2,,-1,100,999,1,,-1,-1,10002,99999,0,114,4,49805,1
10002203,2,,-1,100,999,1,,-1,-1,10002,99999,0,114,4,49806,1
10002204,2,,-1,100,999,1,,-1,-1,10002,99999,0,114,4,49807,1
10002205,2,,-1,100,999,1,,-1,-1,10002,99999,0,114,4,49808,1
10002206,2,,-1,100,999,1,,-1,-1,10002,99999,0,114,4,49809,1
10002207,2,,-1,100,999,1,,-1,-1,10002,99999,0,114,4,49810,1
10003201,2,,-1,100,999,1,,-1,-1,10003,99999,0,0,5,49811,1
10003202,2,150002,4,100,999,1,,-1,-1,10003,99999,0,0,5,49812,1
10003203,2,150003,4,100,999,1,,-1,-1,10003,99999,0,0,5,49813,1
10003204,2,150004,4,100,999,1,,-1,-1,10003,99999,0,0,5,49814,1
10003205,2,150005,4,100,999,1,,-1,-1,10003,99999,0,0,5,49815,1
10003206,2,150006,4,100,999,1,,-1,-1,10003,99999,0,0,5,49816,1
10003207,2,150007,4,100,999,1,,-1,-1,10003,99999,0,0,5,49817,1
10003208,2,150008,4,100,999,1,,-1,-1,10003,99999,0,0,5,49818,1
10003209,2,150009,4,100,999,1,,-1,-1,10003,99999,0,0,5,49819,1
10003210,2,150010,4,100,999,1,,-1,-1,10003,99999,0,0,5,49820,1
10003211,2,150011,4,100,999,1,,-1,-1,10003,99999,0,0,5,49821,1
10003212,2,150012,4,100,999,1,,-1,-1,10003,99999,0,0,5,49822,1
10003213,2,150013,4,100,999,1,,-1,-1,10003,99999,0,0,5,49823,1
10003214,2,150014,4,100,999,1,,-1,-1,10003,99999,0,0,5,49824,1
10003215,2,150015,4,100,999,1,,-1,-1,10003,99999,0,0,5,49825,1
10003216,2,150016,4,100,999,1,,-1,-1,10003,99999,0,0,5,49826,1
10003217,2,150017,4,100,999,1,,-1,-1,10003,99999,0,0,5,49827,1
10003218,2,150018,4,100,999,1,,-1,-1,10003,99999,0,0,5,49828,1
10003219,2,150019,4,100,999,1,,-1,-1,10003,99999,0,0,5,49829,1
10000001,-1,,-1,100,999,1,,-1,-1,10000,99999,0,2300,3,49901,1
10000002,-1,,-1,100,999,1,,-1,-1,10000,99999,0,700,3,49902,1
10000003,-1,,-1,100,999,1,,-1,-1,10000,99999,0,700,3,49903,1
10000004,-1,,-1,100,999,1,,-1,-1,10000,99999,0,300,3,49904,1
10004001,2,,-1,100,999,1,,-1,-1,10004,99999,0,80,5,5911,1
10004002,2,150002,4,100,999,1,,-1,-1,10004,99999,0,80,5,5912,1
10004003,2,150003,4,100,999,1,,-1,-1,10004,99999,0,80,5,5913,1
10004004,2,150004,4,100,999,1,,-1,-1,10004,99999,0,80,5,5914,1
10004005,2,150005,4,100,999,1,,-1,-1,10004,99999,0,80,5,5915,1
10004006,2,150006,4,100,999,1,,-1,-1,10004,99999,0,80,5,5916,1
10004007,2,150007,4,100,999,1,,-1,-1,10004,99999,0,80,5,5917,1
10004008,2,150008,4,100,999,1,,-1,-1,10004,99999,0,80,5,5918,1
10004009,2,150009,4,100,999,1,,-1,-1,10004,99999,0,80,5,5919,1
10004010,2,150010,4,100,999,1,,-1,-1,10004,99999,0,80,5,5920,1
10004011,2,150011,4,100,999,1,,-1,-1,10004,99999,0,80,5,5921,1
10004012,2,150012,4,100,999,1,,-1,-1,10004,99999,0,80,5,5922,1
10004013,2,150013,4,100,999,1,,-1,-1,10004,99999,0,80,5,5923,1
10004014,2,150014,4,100,999,1,,-1,-1,10004,99999,0,80,5,5924,1
10004015,2,150015,4,100,999,1,,-1,-1,10004,99999,0,80,5,5925,1
10004016,2,150016,4,100,999,1,,-1,-1,10004,99999,0,80,5,5926,1
10004017,2,150017,4,100,999,1,,-1,-1,10004,99999,0,80,5,5927,1
10004018,2,150018,4,100,999,1,,-1,-1,10004,99999,0,80,5,5928,1
10004019,2,150019,4,100,999,1,,-1,-1,10004,99999,0,80,5,5929,1
20001001,2,,-1,100,999,1,,-1,-1,20001,99999,0,200,3,49701,1
20001002,2,,-1,100,999,1,,-1,-1,20001,99999,0,200,3,49702,1
20001003,2,,-1,100,999,1,,-1,-1,20001,99999,0,200,3,49703,1
20002001,2,,-1,100,999,1,,-1,-1,20002,99999,0,43,4,49704,1
20002002,2,,-1,100,999,1,,-1,-1,20002,99999,0,43,4,49705,1
20002003,2,,-1,100,999,1,,-1,-1,20002,99999,0,43,4,49706,1
20002004,2,,-1,100,999,1,,-1,-1,20002,99999,0,43,4,49707,1
20002005,2,,-1,100,999,1,,-1,-1,20002,99999,0,43,4,49708,1
20002006,2,,-1,100,999,1,,-1,-1,20002,99999,0,43,4,49709,1
20002007,2,,-1,100,999,1,,-1,-1,20002,99999,0,43,4,49710,1
20003001,2,,-1,100,999,1,,-1,-1,20003,99999,0,20,5,49711,1
20003002,2,150002,4,100,999,1,,-1,-1,20003,99999,0,20,5,49712,1
20003003,2,150003,4,100,999,1,,-1,-1,20003,99999,0,20,5,49713,1
20003004,2,150004,4,100,999,1,,-1,-1,20003,99999,0,20,5,49714,1
20003005,2,150005,4,100,999,1,,-1,-1,20003,99999,0,20,5,49715,1
20003006,2,150006,4,100,999,1,,-1,-1,20003,99999,0,20,5,49716,1
20003007,2,150007,4,100,999,1,,-1,-1,20003,99999,0,20,5,49717,1
20003008,2,150008,4,100,999,1,,-1,-1,20003,99999,0,20,5,49718,1
20003009,2,150009,4,100,999,1,,-1,-1,20003,99999,0,20,5,49719,1
20003010,2,150010,4,100,999,1,,-1,-1,20003,99999,0,20,5,49720,1
20003011,2,150011,4,100,999,1,,-1,-1,20003,99999,0,20,5,49721,1
20003012,2,150012,4,100,999,1,,-1,-1,20003,99999,0,20,5,49722,1
20003013,2,150013,4,100,999,1,,-1,-1,20003,99999,0,20,5,49723,1
20003014,2,150014,4,100,999,1,,-1,-1,20003,99999,0,20,5,49724,1
20003015,2,150015,4,100,999,1,,-1,-1,20003,99999,0,20,5,49725,1
20003016,2,150016,4,100,999,1,,-1,-1,20003,99999,0,20,5,49726,1
20003017,2,150017,4,100,999,1,,-1,-1,20003,99999,0,20,5,49727,1
20003018,2,150018,4,100,999,1,,-1,-1,20003,99999,0,20,5,49728,1
20003019,2,150019,4,100,999,1,,-1,-1,20003,99999,0,20,5,49729,1
20001101,2,,-1,100,999,1,,-1,-1,20001,99999,0,400,3,49601,1
20001102,2,,-1,100,999,1,,-1,-1,20001,99999,0,400,3,49602,1
20001103,2,,-1,100,999,1,,-1,-1,20001,99999,0,400,3,49603,1
20002101,2,,-1,100,999,1,,-1,-1,20002,99999,0,128,4,49604,1
20002102,2,,-1,100,999,1,,-1,-1,20002,99999,0,128,4,49605,1
20002103,2,,-1,100,999,1,,-1,-1,20002,99999,0,128,4,49606,1
20002104,2,,-1,100,999,1,,-1,-1,20002,99999,0,128,4,49607,1
20002105,2,,-1,100,999,1,,-1,-1,20002,99999,0,128,4,49608,1
20002106,2,,-1,100,999,1,,-1,-1,20002,99999,0,128,4,49609,1
20002107,2,,-1,100,999,1,,-1,-1,20002,99999,0,128,4,49610,1
20003101,2,,-1,100,999,1,,-1,-1,20003,99999,0,80,5,49611,1
20003102,2,150002,4,100,999,1,,-1,-1,20003,99999,0,80,5,49612,1
20003103,2,150003,4,100,999,1,,-1,-1,20003,99999,0,80,5,49613,1
20003104,2,150004,4,100,999,1,,-1,-1,20003,99999,0,80,5,49614,1
20003105,2,150005,4,100,999,1,,-1,-1,20003,99999,0,80,5,49615,1
20003106,2,150006,4,100,999,1,,-1,-1,20003,99999,0,80,5,49616,1
20003107,2,150007,4,100,999,1,,-1,-1,20003,99999,0,80,5,49617,1
20003108,2,150008,4,100,999,1,,-1,-1,20003,99999,0,80,5,49618,1
20003109,2,150009,4,100,999,1,,-1,-1,20003,99999,0,80,5,49619,1
20003110,2,150010,4,100,999,1,,-1,-1,20003,99999,0,80,5,49620,1
20003111,2,150011,4,100,999,1,,-1,-1,20003,99999,0,80,5,49621,1
20003112,2,150012,4,100,999,1,,-1,-1,20003,99999,0,80,5,49622,1
20003113,2,150013,4,100,999,1,,-1,-1,20003,99999,0,80,5,49623,1
20003114,2,150014,4,100,999,1,,-1,-1,20003,99999,0,80,5,49624,1
20003115,2,150015,4,100,999,1,,-1,-1,20003,99999,0,80,5,49625,1
20003116,2,150016,4,100,999,1,,-1,-1,20003,99999,0,80,5,49626,1
20003117,2,150017,4,100,999,1,,-1,-1,20003,99999,0,80,5,49627,1
20003118,2,150018,4,100,999,1,,-1,-1,20003,99999,0,80,5,49628,1
20003119,2,150019,4,100,999,1,,-1,-1,20003,99999,0,80,5,49629,1
20001201,2,,-1,100,999,1,,-1,-1,20001,99999,0,400,3,49801,1
20001202,2,,-1,100,999,1,,-1,-1,20001,99999,0,400,3,49802,1
20001203,2,,-1,100,999,1,,-1,-1,20001,99999,0,400,3,49803,1
20002201,2,,-1,100,999,1,,-1,-1,20002,99999,0,114,4,49804,1
20002202,2,,-1,100,999,1,,-1,-1,20002,99999,0,114,4,49805,1
20002203,2,,-1,100,999,1,,-1,-1,20002,99999,0,114,4,49806,1
20002204,2,,-1,100,999,1,,-1,-1,20002,99999,0,114,4,49807,1
20002205,2,,-1,100,999,1,,-1,-1,20002,99999,0,114,4,49808,1
20002206,2,,-1,100,999,1,,-1,-1,20002,99999,0,114,4,49809,1
20002207,2,,-1,100,999,1,,-1,-1,20002,99999,0,114,4,49810,1
20003201,2,,-1,100,999,1,,-1,-1,20003,99999,0,0,5,49811,1
20003202,2,150002,4,100,999,1,,-1,-1,20003,99999,0,0,5,49812,1
20003203,2,150003,4,100,999,1,,-1,-1,20003,99999,0,0,5,49813,1
20003204,2,150004,4,100,999,1,,-1,-1,20003,99999,0,0,5,49814,1
20003205,2,150005,4,100,999,1,,-1,-1,20003,99999,0,0,5,49815,1
20003206,2,150006,4,100,999,1,,-1,-1,20003,99999,0,0,5,49816,1
20003207,2,150007,4,100,999,1,,-1,-1,20003,99999,0,0,5,49817,1
20003208,2,150008,4,100,999,1,,-1,-1,20003,99999,0,0,5,49818,1
20003209,2,150009,4,100,999,1,,-1,-1,20003,99999,0,0,5,49819,1
20003210,2,150010,4,100,999,1,,-1,-1,20003,99999,0,0,5,49820,1
20003211,2,150011,4,100,999,1,,-1,-1,20003,99999,0,0,5,49821,1
20003212,2,150012,4,100,999,1,,-1,-1,20003,99999,0,0,5,49822,1
20003213,2,150013,4,100,999,1,,-1,-1,20003,99999,0,0,5,49823,1
20003214,2,150014,4,100,999,1,,-1,-1,20003,99999,0,0,5,49824,1
20003215,2,150015,4,100,999,1,,-1,-1,20003,99999,0,0,5,49825,1
20003216,2,150016,4,100,999,1,,-1,-1,20003,99999,0,0,5,49826,1
20003217,2,150017,4,100,999,1,,-1,-1,20003,99999,0,0,5,49827,1
20003218,2,150018,4,100,999,1,,-1,-1,20003,99999,0,0,5,49828,1
20003219,2,150019,4,100,999,1,,-1,-1,20003,99999,0,0,5,49829,1
20000001,-1,,-1,100,999,1,,-1,-1,20000,99999,0,2300,3,49901,1
20000002,-1,,-1,100,999,1,,-1,-1,20000,99999,0,700,3,49902,1
20000003,-1,,-1,100,999,1,,-1,-1,20000,99999,0,700,3,49903,1
20000004,-1,,-1,100,999,1,,-1,-1,20000,99999,0,300,3,49904,1
20004001,2,,-1,100,999,1,,-1,-1,20004,99999,0,80,5,49711,1
20004002,2,150002,4,100,999,1,,-1,-1,20004,99999,0,80,5,49712,1
20004003,2,150003,4,100,999,1,,-1,-1,20004,99999,0,80,5,49713,1
20004004,2,150004,4,100,999,1,,-1,-1,20004,99999,0,80,5,49714,1
20004005,2,150005,4,100,999,1,,-1,-1,20004,99999,0,80,5,49715,1
20004006,2,150006,4,100,999,1,,-1,-1,20004,99999,0,80,5,49716,1
20004007,2,150007,4,100,999,1,,-1,-1,20004,99999,0,80,5,49717,1
20004008,2,150008,4,100,999,1,,-1,-1,20004,99999,0,80,5,49718,1
20004009,2,150009,4,100,999,1,,-1,-1,20004,99999,0,80,5,49719,1
20004010,2,150010,4,100,999,1,,-1,-1,20004,99999,0,80,5,49720,1
20004011,2,150011,4,100,999,1,,-1,-1,20004,99999,0,80,5,49721,1
20004012,2,150012,4,100,999,1,,-1,-1,20004,99999,0,80,5,49722,1
20004013,2,150013,4,100,999,1,,-1,-1,20004,99999,0,80,5,49723,1
20004014,2,150014,4,100,999,1,,-1,-1,20004,99999,0,80,5,49724,1
20004015,2,150015,4,100,999,1,,-1,-1,20004,99999,0,80,5,49725,1
20004016,2,150016,4,100,999,1,,-1,-1,20004,99999,0,80,5,49726,1
20004017,2,150017,4,100,999,1,,-1,-1,20004,99999,0,80,5,49727,1
20004018,2,150018,4,100,999,1,,-1,-1,20004,99999,0,80,5,49728,1
20004019,2,150019,4,100,999,1,,-1,-1,20004,99999,0,80,5,49729,1
