id,bossShowUnitId,enterCameraPosition,rewardIds,troopQueueHNumber,troopQueueVNumber,troopShowUnitId,unLockCondition,boss_show,boss_size,camera_point,corps,corps_skill,difficulty,enemyEntityPosition,icon,point,power,pre_id,raid,reward,skill_dec,skill_power,skill_type,skill_unlock,soldier_num,soldier_show,soldier_size,sort,target,unlock
40109,60188,"(87.1, -45.0, 0.0)",[155319],6,1,60187,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5466000,40108,729,155319,corps_skill_30011,"3|124000,4|20000000",-1,,6|1,60187,34,9,2,
40110,60188,"(87.1, -45.0, 0.0)",[155320],8,1,60187,[],60188,40,87.14|-45,4,30011,2,"(88.0, -43.4, 0.0)",Head_60188,87.97|-43.36,5580000,40109,730,155320,corps_skill_30011,"3|126000,4|20000000",-1,,8|1,60187,34,10,2,
40201,60184,"(87.1, -45.0, 0.0)",[155321],6,2,60172,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,9360000,40110,731,155321,corps_skill_30009,"3|216000,4|20000000",-1,,6|2,60172,30,1,2,
40202,60184,"(87.1, -45.0, 0.0)",[155322],6,2,60172,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,9468000,40201,732,155322,corps_skill_30009,"3|220000,4|20000000",-1,,6|2,60172,30,2,2,
40203,60184,"(87.1, -45.0, 0.0)",[155323],6,3,60172,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,9576000,40202,733,155323,corps_skill_30009,"3|224000,4|20000000",-1,,6|3,60172,30,3,2,
40204,60184,"(87.1, -45.0, 0.0)",[155324],6,3,60172,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,9684000,40203,734,155324,corps_skill_30009,"3|228000,4|20000000",-1,,6|3,60172,30,4,2,
40205,60184,"(87.1, -45.0, 0.0)",[155325],8,3,60172,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,9792000,40204,735,155325,corps_skill_30009,"3|232000,4|20000000",-1,,8|3,60172,30,5,2,
40206,60184,"(87.1, -45.0, 0.0)",[155326],8,3,60172,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,9900000,40205,736,155326,corps_skill_30009,"3|236000,4|20000000",-1,,8|3,60172,30,6,2,
40207,60184,"(87.1, -45.0, 0.0)",[155327],10,3,60172,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,10008000,40206,737,155327,corps_skill_30009,"3|240000,4|20000000",-1,,10|3,60172,30,7,2,
40208,60184,"(87.1, -45.0, 0.0)",[155328],4,1,60183,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,10116000,40207,738,155328,corps_skill_30009,"3|244000,4|20000000",-1,,4|1,60183,34,8,2,
40209,60184,"(87.1, -45.0, 0.0)",[155329],6,1,60183,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,10224000,40208,739,155329,corps_skill_30009,"3|248000,4|20000000",-1,,6|1,60183,34,9,2,
40210,60184,"(87.1, -45.0, 0.0)",[155330],8,1,60183,[],60184,40,87.14|-45,4,30009,3,"(88.0, -43.4, 0.0)",Head_60184,87.97|-43.36,10440000,40209,740,155330,corps_skill_30009,"3|252000,4|20000000",-1,,8|1,60183,34,10,2,
40301,60195,"(87.1, -45.0, 0.0)",[155331],6,2,60182,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,14220000,40210,741,155331,corps_skill_30007,"3|432000,4|20000000",-1,,6|2,60182,30,1,2,
40302,60195,"(87.1, -45.0, 0.0)",[155332],6,2,60182,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,14346000,40301,742,155332,corps_skill_30007,"3|440000,4|20000000",-1,,6|2,60182,30,2,2,
40303,60195,"(87.1, -45.0, 0.0)",[155333],6,3,60182,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,14472000,40302,743,155333,corps_skill_30007,"3|448000,4|20000000",-1,,6|3,60182,30,3,2,
40304,60195,"(87.1, -45.0, 0.0)",[155334],6,3,60182,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,14598000,40303,744,155334,corps_skill_30007,"3|456000,4|20000000",-1,,6|3,60182,30,4,2,
40305,60195,"(87.1, -45.0, 0.0)",[155335],8,3,60182,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,14724000,40304,745,155335,corps_skill_30007,"3|464000,4|20000000",-1,,8|3,60182,30,5,2,
40306,60195,"(87.1, -45.0, 0.0)",[155336],8,3,60182,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,14850000,40305,746,155336,corps_skill_30007,"3|472000,4|20000000",-1,,8|3,60182,30,6,2,
40307,60195,"(87.1, -45.0, 0.0)",[155337],10,3,60182,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,14976000,40306,747,155337,corps_skill_30007,"3|480000,4|20000000",-1,,10|3,60182,30,7,2,
40308,60195,"(87.1, -45.0, 0.0)",[155338],4,1,60190,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,15102000,40307,748,155338,corps_skill_30007,"3|488000,4|20000000",-1,,4|1,60190,34,8,2,
40309,60195,"(87.1, -45.0, 0.0)",[155339],6,1,60190,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,15228000,40308,749,155339,corps_skill_30007,"3|496000,4|20000000",-1,,6|1,60190,34,9,2,
40310,60195,"(87.1, -45.0, 0.0)",[155340],8,1,60190,[],60195,32,87.14|-45,4,30007,4,"(88.0, -43.4, 0.0)",Head_60195,87.97|-43.36,15480000,40309,750,155340,corps_skill_30007,"3|504000,4|20000000",-1,,8|1,60190,34,10,2,
40401,60197,"(87.1, -45.0, 0.0)",[155341],6,2,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,18576000,40310,751,155341,corps_skill_30010,"3|768000,4|20000000",-1,,6|2,60174,30,1,2,
40402,60197,"(87.1, -45.0, 0.0)",[155342],6,2,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,18662400,40401,752,155342,corps_skill_30010,"3|784000,4|20000000",-1,,6|2,60174,30,2,2,
40403,60197,"(87.1, -45.0, 0.0)",[155343],6,3,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,18748800,40402,753,155343,corps_skill_30010,"3|800000,4|20000000",-1,,6|3,60174,30,3,2,
40404,60197,"(87.1, -45.0, 0.0)",[155344],6,3,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,18835200,40403,754,155344,corps_skill_30010,"3|816000,4|20000000",-1,,6|3,60174,30,4,2,
40405,60197,"(87.1, -45.0, 0.0)",[155345],8,3,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,18921600,40404,755,155345,corps_skill_30010,"3|832000,4|20000000",-1,,8|3,60174,30,5,2,
40406,60197,"(87.1, -45.0, 0.0)",[155346],8,3,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,19008000,40405,756,155346,corps_skill_30010,"3|848000,4|20000000",-1,,8|3,60174,30,6,2,
40407,60197,"(87.1, -45.0, 0.0)",[155347],10,3,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,19094400,40406,757,155347,corps_skill_30010,"3|864000,4|20000000",-1,,10|3,60174,30,7,2,
40408,60197,"(87.1, -45.0, 0.0)",[155348],4,1,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,19180800,40407,758,155348,corps_skill_30010,"3|880000,4|20000000",-1,,4|1,60174,34,8,2,
40409,60197,"(87.1, -45.0, 0.0)",[155349],6,1,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,19267200,40408,759,155349,corps_skill_30010,"3|896000,4|20000000",-1,,6|1,60174,34,9,2,
40410,60197,"(87.1, -45.0, 0.0)",[155350],8,1,60174,[],60197,32,87.14|-45,4,30010,5,"(88.0, -43.4, 0.0)",Head_60197,87.97|-43.36,19440000,40409,760,155350,corps_skill_30010,"3|912000,4|20000000",-1,,8|1,60174,34,10,2,
40501,60196,"(87.1, -45.0, 0.0)",[155351],6,2,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,21528000,40410,761,155351,corps_skill_30008,"3|1382400,4|20000000",-1,,6|2,60174,30,1,2,
40502,60196,"(87.1, -45.0, 0.0)",[155352],6,2,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,21837600,40501,762,155352,corps_skill_30008,"3|1411200,4|20000000",-1,,6|2,60174,30,2,2,
40503,60196,"(87.1, -45.0, 0.0)",[155353],6,3,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,22147200,40502,763,155353,corps_skill_30008,"3|1440000,4|20000000",-1,,6|3,60174,30,3,2,
40504,60196,"(87.1, -45.0, 0.0)",[155354],6,3,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,22456800,40503,764,155354,corps_skill_30008,"3|1468800,4|20000000",-1,,6|3,60174,30,4,2,
40505,60196,"(87.1, -45.0, 0.0)",[155355],8,3,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,22766400,40504,765,155355,corps_skill_30008,"3|1497600,4|20000000",-1,,8|3,60174,30,5,2,
40506,60196,"(87.1, -45.0, 0.0)",[155356],8,3,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,23076000,40505,766,155356,corps_skill_30008,"3|1526400,4|20000000",-1,,8|3,60174,30,6,2,
40507,60196,"(87.1, -45.0, 0.0)",[155357],10,3,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,23385600,40506,767,155357,corps_skill_30008,"3|1555200,4|20000000",-1,,10|3,60174,30,7,2,
40508,60196,"(87.1, -45.0, 0.0)",[155358],4,1,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,23695200,40507,768,155358,corps_skill_30008,"3|1584000,4|20000000",-1,,4|1,60174,34,8,2,
40509,60196,"(87.1, -45.0, 0.0)",[155359],6,1,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,24004800,40508,769,155359,corps_skill_30008,"3|1612800,4|20000000",-1,,6|1,60174,34,9,2,
40510,60196,"(87.1, -45.0, 0.0)",[155360],8,1,60174,[],60196,32,87.14|-45,4,30008,6,"(88.0, -43.4, 0.0)",Head_60196,87.97|-43.36,24624000,40509,770,155360,corps_skill_30008,"3|1641600,4|20000000",-1,,8|1,60174,34,10,2,
50001,70026,"(87.1, -45.0, 0.0)",[155361],6,1,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,23046700,-1,811,155361,corps_skill_30004,"3|48000,4|20000000",-1,,6|1,60169,30,1,2,
50002,70026,"(87.1, -45.0, 0.0)",[155362],6,1,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,23649250,50001,812,155362,corps_skill_30004,"3|50000,4|20000000",-1,,6|1,60169,30,2,2,
50003,70026,"(87.1, -45.0, 0.0)",[155363],6,1,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,24251800,50002,813,155363,corps_skill_30004,"3|52000,4|20000000",-1,,6|1,60169,30,3,2,
50004,70026,"(87.1, -45.0, 0.0)",[155364],6,2,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,24854350,50003,814,155364,corps_skill_30004,"3|54000,4|20000000",-1,,6|2,60169,30,4,2,
50005,70026,"(87.1, -45.0, 0.0)",[155365],6,2,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,25456900,50004,815,155365,corps_skill_30004,"3|56000,4|20000000",-1,,6|2,60169,30,5,2,
50006,70026,"(87.1, -45.0, 0.0)",[155366],6,2,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,26059450,50005,816,155366,corps_skill_30004,"3|58000,4|20000000",-1,,6|2,60169,30,6,2,
50007,70026,"(87.1, -45.0, 0.0)",[155367],8,2,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,26662000,50006,817,155367,corps_skill_30004,"3|60000,4|20000000",-1,,8|2,60169,30,7,2,
50008,70026,"(87.1, -45.0, 0.0)",[155368],8,2,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,27264550,50007,818,155368,corps_skill_30004,"3|62000,4|20000000",-1,,8|2,60169,30,8,2,
50009,70026,"(87.1, -45.0, 0.0)",[155369],8,3,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,27867100,50008,819,155369,corps_skill_30004,"3|64000,4|20000000",-1,,8|3,60169,30,9,2,
50010,70026,"(87.1, -45.0, 0.0)",[155370],8,3,60169,[],70026,30,87.14|-45,5,30004,1,"(88.0, -43.4, 0.0)",Head_70026,87.97|-43.36,29072200,50009,820,155370,corps_skill_30004,"3|66000,4|20000000",-1,,8|3,60169,30,10,2,
50011,70028,"(87.1, -45.0, 0.0)",[155371],6,1,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,27767900,50010,821,155371,corps_skill_30003,"3|108000,4|20000000",-1,,6|1,60169,30,1,2,
50012,70028,"(87.1, -45.0, 0.0)",[155372],6,1,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,28229480,50011,822,155372,corps_skill_30003,"3|110000,4|20000000",-1,,6|1,60169,30,2,2,
50013,70028,"(87.1, -45.0, 0.0)",[155373],6,1,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,28691060,50012,823,155373,corps_skill_30003,"3|112000,4|20000000",-1,,6|1,60169,30,3,2,
50014,70028,"(87.1, -45.0, 0.0)",[155374],6,2,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,29152640,50013,824,155374,corps_skill_30003,"3|114000,4|20000000",-1,,6|2,60169,30,4,2,
50015,70028,"(87.1, -45.0, 0.0)",[155375],6,2,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,29614220,50014,825,155375,corps_skill_30003,"3|116000,4|20000000",-1,,6|2,60169,30,5,2,
50016,70028,"(87.1, -45.0, 0.0)",[155376],6,2,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,30075800,50015,826,155376,corps_skill_30003,"3|118000,4|20000000",-1,,6|2,60169,30,6,2,
50017,70028,"(87.1, -45.0, 0.0)",[155377],8,2,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,30537380,50016,827,155377,corps_skill_30003,"3|120000,4|20000000",-1,,8|2,60169,30,7,2,
50018,70028,"(87.1, -45.0, 0.0)",[155378],8,2,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,30998960,50017,828,155378,corps_skill_30003,"3|122000,4|20000000",-1,,8|2,60169,30,8,2,
50019,70028,"(87.1, -45.0, 0.0)",[155379],8,3,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,31460540,50018,829,155379,corps_skill_30003,"3|124000,4|20000000",-1,,8|3,60169,30,9,2,
50020,70028,"(87.1, -45.0, 0.0)",[155380],8,3,60169,[],70028,45,87.14|-45,5,30003,2,"(88.0, -43.4, 0.0)",Head_70028,87.97|-43.36,32383700,50019,830,155380,corps_skill_30003,"3|126000,4|20000000",-1,,8|3,60169,30,10,2,
50021,60095,"(87.1, -45.0, 0.0)",[155381],6,2,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,31649200,50020,831,155381,corps_skill_30012,"3|216000,4|20000000",-1,,6|2,60170,30,1,2,
50022,60095,"(87.1, -45.0, 0.0)",[155382],6,2,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,32041100,50021,832,155382,corps_skill_30012,"3|220000,4|20000000",-1,,6|2,60170,30,2,2,
50023,60095,"(87.1, -45.0, 0.0)",[155383],8,2,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,32433000,50022,833,155383,corps_skill_30012,"3|224000,4|20000000",-1,,8|2,60170,30,3,2,
50024,60095,"(87.1, -45.0, 0.0)",[155384],8,2,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,32824900,50023,834,155384,corps_skill_30012,"3|228000,4|20000000",-1,,8|2,60170,30,4,2,
50025,60095,"(87.1, -45.0, 0.0)",[155385],8,2,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,33216800,50024,835,155385,corps_skill_30012,"3|232000,4|20000000",-1,,8|2,60170,30,5,2,
50026,60095,"(87.1, -45.0, 0.0)",[155386],8,3,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,33608700,50025,836,155386,corps_skill_30012,"3|236000,4|20000000",-1,,8|3,60170,30,6,2,
50027,60095,"(87.1, -45.0, 0.0)",[155387],8,3,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,34000600,50026,837,155387,corps_skill_30012,"3|240000,4|20000000",-1,,8|3,60170,30,7,2,
50028,60095,"(87.1, -45.0, 0.0)",[155388],8,3,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,34392500,50027,838,155388,corps_skill_30012,"3|244000,4|20000000",-1,,8|3,60170,30,8,2,
50029,60095,"(87.1, -45.0, 0.0)",[155389],10,3,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,34784400,50028,839,155389,corps_skill_30012,"3|248000,4|20000000",-1,,10|3,60170,30,9,2,
50030,60095,"(87.1, -45.0, 0.0)",[155390],10,3,60170,[],60095,50,87.14|-45,5,30012,3,"(88.0, -43.4, 0.0)",Head_60095,87.97|-43.36,35568200,50029,840,155390,corps_skill_30012,"3|252000,4|20000000",-1,,10|3,60170,30,10,2,
50031,60246,"(87.1, -45.0, 0.0)",[155391],6,2,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,33109200,50030,841,155391,corps_skill_30013,"3|432000,4|20000000",-1,,6|2,60170,30,1,2,
50032,60246,"(87.1, -45.0, 0.0)",[155392],6,2,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,33402960,50031,842,155392,corps_skill_30013,"3|440000,4|20000000",-1,,6|2,60170,30,2,2,
50033,60246,"(87.1, -45.0, 0.0)",[155393],8,2,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,33696720,50032,843,155393,corps_skill_30013,"3|448000,4|20000000",-1,,8|2,60170,30,3,2,
50034,60246,"(87.1, -45.0, 0.0)",[155394],8,2,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,33990480,50033,844,155394,corps_skill_30013,"3|456000,4|20000000",-1,,8|2,60170,30,4,2,
50035,60246,"(87.1, -45.0, 0.0)",[155395],8,2,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,34284240,50034,845,155395,corps_skill_30013,"3|464000,4|20000000",-1,,8|2,60170,30,5,2,
50036,60246,"(87.1, -45.0, 0.0)",[155396],8,3,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,34578000,50035,846,155396,corps_skill_30013,"3|472000,4|20000000",-1,,8|3,60170,30,6,2,
50037,60246,"(87.1, -45.0, 0.0)",[155397],8,3,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,34871760,50036,847,155397,corps_skill_30013,"3|480000,4|20000000",-1,,8|3,60170,30,7,2,
50038,60246,"(87.1, -45.0, 0.0)",[155398],8,3,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,35165520,50037,848,155398,corps_skill_30013,"3|488000,4|20000000",-1,,8|3,60170,30,8,2,
50039,60246,"(87.1, -45.0, 0.0)",[155399],10,3,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,35459280,50038,849,155399,corps_skill_30013,"3|496000,4|20000000",-1,,10|3,60170,30,9,2,
50040,60246,"(87.1, -45.0, 0.0)",[155400],10,3,60170,[],60246,40,87.14|-45,5,30013,4,"(88.0, -43.4, 0.0)",Head_60246,87.97|-43.36,36046800,50039,850,155400,corps_skill_30013,"3|504000,4|20000000",-1,,10|3,60170,30,10,2,
50041,70037,"(87.1, -45.0, 0.0)",[155401],6,1,60171,[],70037,20,87.14|-45,5,30009,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,35727600,50040,851,155401,corps_skill_30009,"3|768000,4|20000000",-1,,6|1,60171,30,1,2,
50042,70037,"(87.1, -45.0, 0.0)",[155402],6,2,60171,[],70037,20,87.14|-45,5,30009,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,35938000,50041,852,155402,corps_skill_30009,"3|784000,4|20000000",-1,,6|2,60171,30,2,2,
50043,70037,"(87.1, -45.0, 0.0)",[155403],6,2,60171,[],70037,20,87.14|-45,5,30009,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,36148400,50042,853,155403,corps_skill_30009,"3|800000,4|20000000",-1,,6|2,60171,30,3,2,
50044,70037,"(87.1, -45.0, 0.0)",[155404],8,2,60171,[],70037,20,87.14|-45,5,30009,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,36358800,50043,854,155404,corps_skill_30009,"3|816000,4|20000000",-1,,8|2,60171,30,4,2,
50045,70037,"(87.1, -45.0, 0.0)",[155405],8,2,60171,[],70037,20,87.14|-45,5,30009,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,36569200,50044,855,155405,corps_skill_30009,"3|832000,4|20000000",-1,,8|2,60171,30,5,2,
50046,70037,"(87.1, -45.0, 0.0)",[155406],8,3,60171,[],70037,20,87.14|-45,5,30009,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,36779600,50045,856,155406,corps_skill_30009,"3|848000,4|20000000",-1,,8|3,60171,30,6,2,
50047,70037,"(87.1, -45.0, 0.0)",[155407],8,3,60171,[],70037,20,87.14|-45,5,30009,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,36990000,50046,857,155407,corps_skill_30009,"3|864000,4|20000000",-1,,8|3,60171,30,7,2,
50048,70037,"(87.1, -45.0, 0.0)",[155408],10,2,60171,[],70037,20,87.14|-45,5,30009,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,37200400,50047,858,155408,corps_skill_30009,"3|880000,4|20000000",-1,,10|2,60171,30,8,2,
50049,70037,"(87.1, -45.0, 0.0)",[155409],10,3,60171,[],70037,20,87.14|-45,5,30009,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,37410800,50048,859,155409,corps_skill_30009,"3|896000,4|20000000",-1,,10|3,60171,30,9,2,
50050,70037,"(87.1, -45.0, 0.0)",[155410],10,3,60171,[],70037,20,87.14|-45,5,30014,5,"(88.0, -43.4, 0.0)",Head_70037,87.97|-43.36,37831600,50049,860,155410,corps_skill_30014,"3|912000,4|20000000",-1,,10|3,60171,30,10,2,
50051,60247,"(87.1, -45.0, 0.0)",[155411],6,1,60171,[],60247,33,87.14|-45,5,30014,6,"(88.0, -43.4, 0.0)",Head_60247,87.97|-43.36,36502900,50050,861,155411,corps_skill_30014,"3|1382400,4|20000000",-1,,6|1,60171,30,1,2,
50052,60247,"(87.1, -45.0, 0.0)",[155412],6,2,60171,[],60247,25,87.14|-45,5,30014,6,"(88.0, -43.4, 0.0)",Head_60247,87.97|-43.36,36764040,50051,862,155412,corps_skill_30014,"3|1411200,4|20000000",-1,,6|2,60171,30,2,2,
50053,60247,"(87.1, -45.0, 0.0)",[155413],6,2,60171,[],60247,25,87.14|-45,5,30014,6,"(88.0, -43.4, 0.0)",Head_60247,87.97|-43.36,37025180,50052,863,155413,corps_skill_30014,"3|1440000,4|20000000",-1,,6|2,60171,30,3,2,
50054,60247,"(87.1, -45.0, 0.0)",[155414],8,2,60171,[],60247,25,87.14|-45,5,30014,6,"(88.0, -43.4, 0.0)",Head_60247,87.97|-43.36,37286320,50053,864,155414,corps_skill_30014,"3|1468800,4|20000000",-1,,8|2,60171,30,4,2,
50055,60247,"(87.1, -45.0, 0.0)",[155415],8,2,60171,[],60247,25,87.14|-45,5,30014,6,"(88.0, -43.4, 0.0)",Head_60247,87.97|-43.36,37547460,50054,865,155415,corps_skill_30014,"3|1497600,4|20000000",-1,,8|2,60171,30,5,2,
50056,60247,"(87.1, -45.0, 0.0)",[155416],8,3,60171,[],60247,25,87.14|-45,5,30014,6,"(88.0, -43.4, 0.0)",Head_60247,87.97|-43.36,37808600,50055,866,155416,corps_skill_30014,"3|1526400,4|20000000",-1,,8|3,60171,30,6,2,
50057,60247,"(87.1, -45.0, 0.0)",[155417],8,3,60171,[],60247,25,87.14|-45,5,30014,6,"(88.0, -43.4, 0.0)",Head_60247,87.97|-43.36,38069740,50056,867,155417,corps_skill_30014,"3|1555200,4|20000000",-1,,8|3,60171,30,7,2,
50058,60247,"(87.1, -45.0, 0.0)",[155418],10,2,60171,[],60247,25,87.14|-45,5,30014,6,"(88.0, -43.4, 0.0)",Head_60247,87.97|-43.36,38330880,50057,868,155418,corps_skill_30014,"3|1584000,4|20000000",-1,,10|2,60171,30,8,2,
