id,army_count,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attrList,downgrade,exp,exp_die,fightforce,level,mainAttribute,prebuilding_level,quality,unlock_lv,unlock_lv_new
26113,339,[3|3336],[4|34122],[10|5000],[5|350],[57|0],[24|0],[1021|1530],[[3|3336]|[4|34122]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1530]],0,22900,-1,26992,113,2,[117|20],6,8,1
26114,342,[3|3398],[4|34743],[10|5000],[5|350],[57|0],[24|0],[1021|1540],[[3|3398]|[4|34743]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1540]],0,23500,-1,27489,114,2,[117|20],6,8,1
26115,345,[3|3460],[4|35364],[10|5000],[5|350],[57|0],[24|0],[1021|1550],[[3|3460]|[4|35364]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1550]],0,24100,-1,27985,115,2,[117|21],6,8,1
26116,348,[3|3522],[4|35985],[10|5000],[5|350],[57|0],[24|0],[1021|1560],[[3|3522]|[4|35985]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1560]],0,24700,-1,28482,116,2,[117|21],6,8,1
26117,351,[3|3584],[4|36606],[10|5000],[5|350],[57|0],[24|0],[1021|1570],[[3|3584]|[4|36606]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1570]],0,25300,-1,28978,117,2,[117|21],6,8,1
26118,354,[3|3646],[4|37227],[10|5000],[5|350],[57|0],[24|0],[1021|1580],[[3|3646]|[4|37227]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1580]],0,25900,-1,29474,118,2,[117|21],6,8,1
26119,357,[3|3708],[4|37848],[10|5000],[5|350],[57|0],[24|0],[1021|1590],[[3|3708]|[4|37848]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1590]],0,26500,-1,29971,119,2,[117|21],6,8,1
26120,360,[3|3771],[4|38469],[10|5000],[5|350],[57|0],[24|0],[1021|1600],[[3|3771]|[4|38469]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1600]],0,27100,-1,30471,120,2,[117|22],6,9,1
26121,363,[3|3851],[4|39270],[10|5000],[5|350],[57|0],[24|0],[1021|1610],[[3|3851]|[4|39270]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1610]],0,27700,-1,31112,121,2,[117|22],6,9,1
26122,366,[3|3931],[4|40071],[10|5000],[5|350],[57|0],[24|0],[1021|1620],[[3|3931]|[4|40071]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1620]],0,28300,-1,31752,122,2,[117|22],6,9,1
26123,369,[3|4011],[4|40872],[10|5000],[5|350],[57|0],[24|0],[1021|1630],[[3|4011]|[4|40872]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1630]],0,28900,-1,32392,123,2,[117|22],6,9,1
26124,372,[3|4091],[4|41673],[10|5000],[5|350],[57|0],[24|0],[1021|1640],[[3|4091]|[4|41673]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1640]],0,29500,-1,33033,124,2,[117|22],6,9,1
26125,375,[3|4171],[4|42474],[10|5000],[5|350],[57|0],[24|0],[1021|1650],[[3|4171]|[4|42474]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1650]],0,30400,-1,33673,125,2,[117|23],6,9,1
26126,378,[3|4251],[4|43275],[10|5000],[5|350],[57|0],[24|0],[1021|1660],[[3|4251]|[4|43275]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1660]],0,31300,-1,34314,126,2,[117|23],6,9,1
26127,381,[3|4331],[4|44076],[10|5000],[5|350],[57|0],[24|0],[1021|1670],[[3|4331]|[4|44076]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1670]],0,32200,-1,34954,127,2,[117|23],6,9,1
26128,384,[3|4411],[4|44877],[10|5000],[5|350],[57|0],[24|0],[1021|1680],[[3|4411]|[4|44877]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1680]],0,33100,-1,35594,128,2,[117|23],6,9,1
26129,387,[3|4491],[4|45678],[10|5000],[5|350],[57|0],[24|0],[1021|1690],[[3|4491]|[4|45678]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1690]],0,34000,-1,36235,129,2,[117|23],6,9,1
26130,390,[3|4572],[4|46479],[10|5000],[5|350],[57|0],[24|0],[1021|1700],[[3|4572]|[4|46479]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1700]],0,36000,-1,36879,130,2,[117|24],6,10,1
26131,393,[3|4676],[4|47523],[10|5000],[5|350],[57|0],[24|0],[1021|1710],[[3|4676]|[4|47523]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1710]],0,39000,-1,37713,131,2,[117|24],6,10,1
26132,396,[3|4780],[4|48567],[10|5000],[5|350],[57|0],[24|0],[1021|1720],[[3|4780]|[4|48567]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1720]],0,42000,-1,38546,132,2,[117|24],6,10,1
26133,399,[3|4885],[4|49611],[10|5000],[5|350],[57|0],[24|0],[1021|1730],[[3|4885]|[4|49611]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1730]],0,45000,-1,39384,133,2,[117|24],6,10,1
26134,402,[3|4989],[4|50655],[10|5000],[5|350],[57|0],[24|0],[1021|1740],[[3|4989]|[4|50655]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1740]],0,48000,-1,40218,134,2,[117|24],6,10,1
26135,405,[3|5094],[4|51699],[10|5000],[5|350],[57|0],[24|0],[1021|1750],[[3|5094]|[4|51699]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1750]],0,51000,-1,41055,135,2,[117|25],6,10,1
26136,408,[3|5198],[4|52743],[10|5000],[5|350],[57|0],[24|0],[1021|1760],[[3|5198]|[4|52743]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1760]],0,55000,-1,41889,136,2,[117|25],6,10,1
26137,411,[3|5302],[4|53787],[10|5000],[5|350],[57|0],[24|0],[1021|1770],[[3|5302]|[4|53787]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1770]],0,59000,-1,42722,137,2,[117|25],6,10,1
26138,414,[3|5407],[4|54831],[10|5000],[5|350],[57|0],[24|0],[1021|1780],[[3|5407]|[4|54831]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1780]],0,62000,-1,43560,138,2,[117|25],6,10,1
26139,417,[3|5511],[4|55875],[10|5000],[5|350],[57|0],[24|0],[1021|1790],[[3|5511]|[4|55875]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1790]],0,66000,-1,44394,139,2,[117|25],6,10,1
26140,420,[3|5616],[4|56919],[10|5000],[5|350],[57|0],[24|0],[1021|1800],[[3|5616]|[4|56919]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1800]],0,70000,-1,45231,140,2,[117|26],6,11,1
26141,423,[3|5746],[4|58224],[10|5000],[5|350],[57|0],[24|0],[1021|1810],[[3|5746]|[4|58224]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1810]],0,74000,-1,46273,141,2,[117|26],6,11,1
26142,426,[3|5877],[4|59529],[10|5000],[5|350],[57|0],[24|0],[1021|1820],[[3|5877]|[4|59529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1820]],0,79000,-1,47319,142,2,[117|26],6,11,1
26143,429,[3|6007],[4|60834],[10|5000],[5|350],[57|0],[24|0],[1021|1830],[[3|6007]|[4|60834]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1830]],0,83000,-1,48361,143,2,[117|26],6,11,1
26144,432,[3|6138],[4|62139],[10|5000],[5|350],[57|0],[24|0],[1021|1840],[[3|6138]|[4|62139]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1840]],0,88000,-1,49407,144,2,[117|26],6,11,1
26145,435,[3|6268],[4|63444],[10|5000],[5|350],[57|0],[24|0],[1021|1850],[[3|6268]|[4|63444]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1850]],0,93000,-1,50449,145,2,[117|27],6,11,1
26146,438,[3|6399],[4|64749],[10|5000],[5|350],[57|0],[24|0],[1021|1860],[[3|6399]|[4|64749]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1860]],0,98000,-1,51495,146,2,[117|27],6,11,1
26147,441,[3|6529],[4|66054],[10|5000],[5|350],[57|0],[24|0],[1021|1870],[[3|6529]|[4|66054]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1870]],0,103000,-1,52537,147,2,[117|27],6,11,1
26148,444,[3|6660],[4|67359],[10|5000],[5|350],[57|0],[24|0],[1021|1880],[[3|6660]|[4|67359]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1880]],0,108000,-1,53583,148,2,[117|27],6,11,1
26149,447,[3|6790],[4|68664],[10|5000],[5|350],[57|0],[24|0],[1021|1890],[[3|6790]|[4|68664]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1890]],0,113000,-1,54625,149,2,[117|27],6,11,1
26150,450,[3|6921],[4|69969],[10|5000],[5|350],[57|0],[24|0],[1021|1900],[[3|6921]|[4|69969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1900]],0,120000,-1,55671,150,2,[117|28],6,12,1
26151,453,[3|7078],[4|71544],[10|5000],[5|350],[57|0],[24|0],[1021|1910],[[3|7078]|[4|71544]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1910]],0,130000,-1,56929,151,2,[117|28],6,12,1
26152,456,[3|7236],[4|73119],[10|5000],[5|350],[57|0],[24|0],[1021|1920],[[3|7236]|[4|73119]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1920]],0,140000,-1,58191,152,2,[117|28],6,12,1
26153,459,[3|7393],[4|74694],[10|5000],[5|350],[57|0],[24|0],[1021|1930],[[3|7393]|[4|74694]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1930]],0,142400,-1,59449,153,2,[117|28],6,12,1
26154,462,[3|7551],[4|76269],[10|5000],[5|350],[57|0],[24|0],[1021|1940],[[3|7551]|[4|76269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1940]],0,150000,-1,60711,154,2,[117|28],6,12,1
26155,465,[3|7708],[4|77844],[10|5000],[5|350],[57|0],[24|0],[1021|1950],[[3|7708]|[4|77844]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1950]],0,152700,-1,61969,155,2,[117|29],6,12,1
26156,468,[3|7866],[4|79419],[10|5000],[5|350],[57|0],[24|0],[1021|1960],[[3|7866]|[4|79419]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1960]],0,160000,-1,63231,156,2,[117|29],6,12,1
26157,471,[3|8023],[4|80994],[10|5000],[5|350],[57|0],[24|0],[1021|1970],[[3|8023]|[4|80994]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1970]],0,170000,-1,64489,157,2,[117|29],6,12,1
26158,474,[3|8181],[4|82569],[10|5000],[5|350],[57|0],[24|0],[1021|1980],[[3|8181]|[4|82569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1980]],0,172700,-1,65751,158,2,[117|29],6,12,1
26159,477,[3|8338],[4|84144],[10|5000],[5|350],[57|0],[24|0],[1021|1990],[[3|8338]|[4|84144]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|1990]],0,180000,-1,67009,159,2,[117|29],6,12,1
26160,480,[3|8496],[4|85719],[10|5000],[5|350],[57|0],[24|0],[1021|2000],[[3|8496]|[4|85719]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2000]],0,190000,-1,68271,160,2,[117|30],6,13,1
26161,483,[3|8685],[4|87609],[10|5000],[5|350],[57|0],[24|0],[1021|2010],[[3|8685]|[4|87609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2010]],0,200000,-1,69783,161,2,[117|30],6,13,1
26162,486,[3|8874],[4|89499],[10|5000],[5|350],[57|0],[24|0],[1021|2020],[[3|8874]|[4|89499]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2020]],0,203000,-1,71295,162,2,[117|30],6,13,1
26163,489,[3|9063],[4|91389],[10|5000],[5|350],[57|0],[24|0],[1021|2030],[[3|9063]|[4|91389]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2030]],0,210000,-1,72807,163,2,[117|30],6,13,1
26164,492,[3|9252],[4|93279],[10|5000],[5|350],[57|0],[24|0],[1021|2040],[[3|9252]|[4|93279]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2040]],0,220000,-1,74319,164,2,[117|30],6,13,1
26165,495,[3|9441],[4|95169],[10|5000],[5|350],[57|0],[24|0],[1021|2050],[[3|9441]|[4|95169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2050]],0,230000,-1,75831,165,2,[117|30],6,13,1
26166,498,[3|9630],[4|97059],[10|5000],[5|350],[57|0],[24|0],[1021|2060],[[3|9630]|[4|97059]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2060]],0,240000,-1,77343,166,2,[117|30],6,13,1
26167,501,[3|9819],[4|98949],[10|5000],[5|350],[57|0],[24|0],[1021|2070],[[3|9819]|[4|98949]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2070]],0,250000,-1,78855,167,2,[117|30],6,13,1
26168,504,[3|10008],[4|100839],[10|5000],[5|350],[57|0],[24|0],[1021|2080],[[3|10008]|[4|100839]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2080]],0,253300,-1,80367,168,2,[117|30],6,13,1
26169,507,[3|10197],[4|102729],[10|5000],[5|350],[57|0],[24|0],[1021|2090],[[3|10197]|[4|102729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2090]],0,260000,-1,81879,169,2,[117|30],6,13,1
26170,510,[3|10386],[4|104619],[10|5000],[5|350],[57|0],[24|0],[1021|2100],[[3|10386]|[4|104619]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2100]],0,280000,-1,83391,170,2,[117|31],6,14,1
26171,513,[3|10615],[4|106914],[10|5000],[5|350],[57|0],[24|0],[1021|2110],[[3|10615]|[4|106914]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2110]],0,290000,-1,85225,171,2,[117|31],6,14,1
26172,516,[3|10845],[4|109209],[10|5000],[5|350],[57|0],[24|0],[1021|2120],[[3|10845]|[4|109209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2120]],0,310000,-1,87063,172,2,[117|31],6,14,1
26173,519,[3|11074],[4|111504],[10|5000],[5|350],[57|0],[24|0],[1021|2130],[[3|11074]|[4|111504]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2130]],0,320000,-1,88897,173,2,[117|31],6,14,1
26174,522,[3|11304],[4|113799],[10|5000],[5|350],[57|0],[24|0],[1021|2140],[[3|11304]|[4|113799]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2140]],0,340000,-1,90735,174,2,[117|31],6,14,1
26175,525,[3|11533],[4|116094],[10|5000],[5|350],[57|0],[24|0],[1021|2150],[[3|11533]|[4|116094]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2150]],0,350000,-1,92569,175,2,[117|32],6,14,1
26176,528,[3|11763],[4|118389],[10|5000],[5|350],[57|0],[24|0],[1021|2160],[[3|11763]|[4|118389]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2160]],0,370000,-1,94407,176,2,[117|32],6,14,1
26177,531,[3|11992],[4|120684],[10|5000],[5|350],[57|0],[24|0],[1021|2170],[[3|11992]|[4|120684]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2170]],0,380000,-1,96241,177,2,[117|32],6,14,1
26178,534,[3|12222],[4|122979],[10|5000],[5|350],[57|0],[24|0],[1021|2180],[[3|12222]|[4|122979]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2180]],0,400000,-1,98079,178,2,[117|32],6,14,1
26179,537,[3|12451],[4|125274],[10|5000],[5|350],[57|0],[24|0],[1021|2190],[[3|12451]|[4|125274]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2190]],0,410000,-1,99913,179,2,[117|32],6,14,1
26180,540,[3|12681],[4|127569],[10|5000],[5|350],[57|0],[24|0],[1021|2200],[[3|12681]|[4|127569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2200]],0,430000,-1,101751,180,2,[117|33],6,15,1
26181,543,[3|12951],[4|130269],[10|5000],[5|350],[57|0],[24|0],[1021|2210],[[3|12951]|[4|130269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2210]],0,450000,-1,103911,181,2,[117|33],6,15,1
26182,546,[3|13221],[4|132969],[10|5000],[5|350],[57|0],[24|0],[1021|2220],[[3|13221]|[4|132969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2220]],0,470000,-1,106071,182,2,[117|33],6,15,1
26183,549,[3|13491],[4|135669],[10|5000],[5|350],[57|0],[24|0],[1021|2230],[[3|13491]|[4|135669]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2230]],0,490000,-1,108231,183,2,[117|33],6,15,1
26184,552,[3|13761],[4|138369],[10|5000],[5|350],[57|0],[24|0],[1021|2240],[[3|13761]|[4|138369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2240]],0,510000,-1,110391,184,2,[117|33],6,15,1
26185,555,[3|14031],[4|141069],[10|5000],[5|350],[57|0],[24|0],[1021|2250],[[3|14031]|[4|141069]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2250]],0,530000,-1,112551,185,2,[117|34],6,15,1
26186,558,[3|14301],[4|143769],[10|5000],[5|350],[57|0],[24|0],[1021|2260],[[3|14301]|[4|143769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2260]],0,550000,-1,114711,186,2,[117|34],6,15,1
26187,561,[3|14571],[4|146469],[10|5000],[5|350],[57|0],[24|0],[1021|2270],[[3|14571]|[4|146469]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2270]],0,570000,-1,116871,187,2,[117|34],6,15,1
26188,564,[3|14841],[4|149169],[10|5000],[5|350],[57|0],[24|0],[1021|2280],[[3|14841]|[4|149169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2280]],0,590000,-1,119031,188,2,[117|34],6,15,1
26189,567,[3|15111],[4|151869],[10|5000],[5|350],[57|0],[24|0],[1021|2290],[[3|15111]|[4|151869]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2290]],0,610000,-1,121191,189,2,[117|34],6,15,1
26190,570,[3|15381],[4|154569],[10|5000],[5|350],[57|0],[24|0],[1021|2300],[[3|15381]|[4|154569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2300]],0,630000,-1,123351,190,2,[117|35],6,16,1
26191,573,[3|15705],[4|157809],[10|5000],[5|350],[57|0],[24|0],[1021|2310],[[3|15705]|[4|157809]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2310]],0,650000,-1,125943,191,2,[117|35],6,16,1
26192,576,[3|16029],[4|161049],[10|5000],[5|350],[57|0],[24|0],[1021|2320],[[3|16029]|[4|161049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2320]],0,670000,-1,128535,192,2,[117|35],6,16,1
26193,579,[3|16353],[4|164289],[10|5000],[5|350],[57|0],[24|0],[1021|2330],[[3|16353]|[4|164289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2330]],0,690000,-1,131127,193,2,[117|35],6,16,1
26194,582,[3|16677],[4|167529],[10|5000],[5|350],[57|0],[24|0],[1021|2340],[[3|16677]|[4|167529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2340]],0,720000,-1,133719,194,2,[117|35],6,16,1
26195,585,[3|17001],[4|170769],[10|5000],[5|350],[57|0],[24|0],[1021|2350],[[3|17001]|[4|170769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2350]],0,740000,-1,136311,195,2,[117|36],6,16,1
26196,588,[3|17325],[4|174009],[10|5000],[5|350],[57|0],[24|0],[1021|2360],[[3|17325]|[4|174009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2360]],0,760000,-1,138903,196,2,[117|36],6,16,1
26197,591,[3|17649],[4|177249],[10|5000],[5|350],[57|0],[24|0],[1021|2370],[[3|17649]|[4|177249]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2370]],0,780000,-1,141495,197,2,[117|36],6,16,1
26198,594,[3|17973],[4|180489],[10|5000],[5|350],[57|0],[24|0],[1021|2380],[[3|17973]|[4|180489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2380]],0,800000,-1,144087,198,2,[117|36],6,16,1
26199,597,[3|18297],[4|183729],[10|5000],[5|350],[57|0],[24|0],[1021|2390],[[3|18297]|[4|183729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2390]],0,820000,-1,146679,199,2,[117|36],6,16,1
26200,600,[3|18621],[4|186969],[10|5000],[5|350],[57|0],[24|0],[1021|2400],[[3|18621]|[4|186969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2400]],0,850000,-1,149271,200,2,[117|37],6,17,1
26201,603,[3|18999],[4|190749],[10|5000],[5|350],[57|0],[24|0],[1021|2410],[[3|18999]|[4|190749]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2410]],0,900000,-1,152295,201,2,[117|37],6,17,1
26202,606,[3|19377],[4|194529],[10|5000],[5|350],[57|0],[24|0],[1021|2420],[[3|19377]|[4|194529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2420]],0,905400,-1,155319,202,2,[117|37],6,17,1
26203,609,[3|19755],[4|198309],[10|5000],[5|350],[57|0],[24|0],[1021|2430],[[3|19755]|[4|198309]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2430]],0,950000,-1,158343,203,2,[117|37],6,17,1
26204,612,[3|20133],[4|202089],[10|5000],[5|350],[57|0],[24|0],[1021|2440],[[3|20133]|[4|202089]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2440]],0,955400,-1,161367,204,2,[117|37],6,17,1
26205,615,[3|20511],[4|205869],[10|5000],[5|350],[57|0],[24|0],[1021|2450],[[3|20511]|[4|205869]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2450]],0,1000000,-1,164391,205,2,[117|38],6,17,1
26206,618,[3|20889],[4|209649],[10|5000],[5|350],[57|0],[24|0],[1021|2460],[[3|20889]|[4|209649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2460]],0,1005700,-1,167415,206,2,[117|38],6,17,1
26207,621,[3|21267],[4|213429],[10|5000],[5|350],[57|0],[24|0],[1021|2470],[[3|21267]|[4|213429]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2470]],0,1011400,-1,170439,207,2,[117|38],6,17,1
26208,624,[3|21645],[4|217209],[10|5000],[5|350],[57|0],[24|0],[1021|2480],[[3|21645]|[4|217209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2480]],0,1050000,-1,173463,208,2,[117|38],6,17,1
26209,627,[3|22023],[4|220989],[10|5000],[5|350],[57|0],[24|0],[1021|2490],[[3|22023]|[4|220989]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2490]],0,1055700,-1,176487,209,2,[117|38],6,17,1
26210,630,[3|22401],[4|224769],[10|5000],[5|350],[57|0],[24|0],[1021|2500],[[3|22401]|[4|224769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2500]],0,1100000,-1,179511,210,2,[117|39],6,17,1
26211,633,[3|22779],[4|228549],[10|5000],[5|350],[57|0],[24|0],[1021|2510],[[3|22779]|[4|228549]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2510]],0,1106000,-1,182535,211,2,[117|39],6,17,1
26212,636,[3|23157],[4|232329],[10|5000],[5|350],[57|0],[24|0],[1021|2520],[[3|23157]|[4|232329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2520]],0,1150000,-1,185559,212,2,[117|39],6,17,1
26213,639,[3|23535],[4|236109],[10|5000],[5|350],[57|0],[24|0],[1021|2530],[[3|23535]|[4|236109]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2530]],0,1156000,-1,188583,213,2,[117|39],6,17,1
26214,642,[3|23913],[4|239889],[10|5000],[5|350],[57|0],[24|0],[1021|2540],[[3|23913]|[4|239889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2540]],0,1200000,-1,191607,214,2,[117|39],6,17,1
26215,645,[3|24291],[4|243669],[10|5000],[5|350],[57|0],[24|0],[1021|2550],[[3|24291]|[4|243669]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2550]],0,1206300,-1,194631,215,2,[117|40],6,17,1
26216,648,[3|24669],[4|247449],[10|5000],[5|350],[57|0],[24|0],[1021|2560],[[3|24669]|[4|247449]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2560]],0,1250000,-1,197655,216,2,[117|40],6,17,1
26217,651,[3|25047],[4|251229],[10|5000],[5|350],[57|0],[24|0],[1021|2570],[[3|25047]|[4|251229]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2570]],0,1256300,-1,200679,217,2,[117|40],6,17,1
26218,654,[3|25425],[4|255009],[10|5000],[5|350],[57|0],[24|0],[1021|2580],[[3|25425]|[4|255009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2580]],0,1300000,-1,203703,218,2,[117|40],6,17,1
26219,657,[3|25803],[4|258789],[10|5000],[5|350],[57|0],[24|0],[1021|2590],[[3|25803]|[4|258789]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2590]],0,1306300,-1,206727,219,2,[117|40],6,17,1
26220,660,[3|26181],[4|262569],[10|5000],[5|350],[57|0],[24|0],[1021|2600],[[3|26181]|[4|262569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2600]],0,1350000,-1,209751,220,2,[117|40],6,18,1
26221,663,[3|26613],[4|266889],[10|5000],[5|350],[57|0],[24|0],[1021|2610],[[3|26613]|[4|266889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2610]],0,1356600,-1,213207,221,2,[117|40],6,18,1
26222,666,[3|27045],[4|271209],[10|5000],[5|350],[57|0],[24|0],[1021|2620],[[3|27045]|[4|271209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2620]],0,1400000,-1,216663,222,2,[117|40],6,18,1
26223,669,[3|27477],[4|275529],[10|5000],[5|350],[57|0],[24|0],[1021|2630],[[3|27477]|[4|275529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2630]],0,1406600,-1,220119,223,2,[117|40],6,18,1
26224,672,[3|27909],[4|279849],[10|5000],[5|350],[57|0],[24|0],[1021|2640],[[3|27909]|[4|279849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2640]],0,1450000,-1,223575,224,2,[117|40],6,18,1
26225,675,[3|28341],[4|284169],[10|5000],[5|350],[57|0],[24|0],[1021|2650],[[3|28341]|[4|284169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2650]],0,1456900,-1,227031,225,2,[117|40],6,18,1
26226,678,[3|28773],[4|288489],[10|5000],[5|350],[57|0],[24|0],[1021|2660],[[3|28773]|[4|288489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2660]],0,1500000,-1,230487,226,2,[117|40],6,18,1
26227,681,[3|29205],[4|292809],[10|5000],[5|350],[57|0],[24|0],[1021|2670],[[3|29205]|[4|292809]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2670]],0,1506900,-1,233943,227,2,[117|40],6,18,1
26228,684,[3|29637],[4|297129],[10|5000],[5|350],[57|0],[24|0],[1021|2680],[[3|29637]|[4|297129]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2680]],0,1550000,-1,237399,228,2,[117|40],6,18,1
