id,destroy_type,downgrade,exit_point,exitPos,fight_force,finish_param,finish_type,inlet_point,inletPos,map_event_limit,map_id,map_level,map_zoom_icon,mapEventLimit,monster_level_fix,next_raid,raid_inlet,reborn,time_limit,type
2174,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2175,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2176,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2177,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2178,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2179,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2180,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,511,,,[],0,-1,-1,0,180,6
2181,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2182,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2183,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2184,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2185,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2186,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2187,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2188,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2189,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2190,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2191,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2192,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2193,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2194,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2195,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2196,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2197,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2198,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2199,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2200,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2201,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2202,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2203,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2204,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2205,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2206,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2207,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2208,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2209,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2210,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2211,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2212,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2213,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2214,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2215,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2216,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2217,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2218,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2219,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2220,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2221,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2222,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2223,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2224,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2225,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2226,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2227,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2228,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2229,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2230,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2231,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2232,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2233,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2234,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2235,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2236,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2237,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2238,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2239,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2240,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2241,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2242,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2243,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2244,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2245,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2246,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2247,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2248,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2249,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2250,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2251,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2252,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2253,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2254,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2255,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2256,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2257,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2258,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2259,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
2260,0,-1,,,-1,,4,[129.7|-92.48],[129.7|-92.48],,512,,,[],0,-1,-1,0,180,6
10001,0,-1,,,-1,100131,2,[-7.63|-92.8],[-7.63|-92.8],,10001,,,[],0,-1,30055,0,-1,2
10002,0,-1,,,-1,100231,2,[57.85|-136.84],[57.85|-136.84],,10002,,,[],0,-1,30056,0,-1,2
10003,0,-1,,,-1,100321,2,[170.45|-195.7],[170.45|-195.7],,10003,,,[],0,-1,30057,0,-1,2
10004,0,-1,,,-1,100421,2,[311.29|-151.21],[311.29|-151.21],,10004,,,[],0,-1,30058,0,-1,2
20001,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20002,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20003,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20004,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20005,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20006,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20007,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20008,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20009,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20010,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20011,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20012,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20013,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20014,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20015,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20016,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20017,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20018,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20019,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20020,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20021,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20022,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20023,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20024,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20025,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20026,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20027,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20028,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20029,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
20030,1,-1,,,-1,3,2,[65.29|-43.98],[65.29|-43.98],,101,,,[],0,-1,-1,1,120,3
21001,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21002,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21003,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21004,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21005,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21006,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21007,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21008,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21009,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21010,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21011,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21012,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21013,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21014,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21015,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21016,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21017,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21018,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21019,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21020,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21021,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21022,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21023,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21024,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21025,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21026,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21027,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21028,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21029,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
21030,1,-1,,,-1,3,2,[30.83|-31.29],[30.83|-31.29],,201,,,[],0,-1,-1,1,120,3
22001,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
22002,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
22003,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
22004,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
22005,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
22006,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
22007,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
22008,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
22009,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
22010,1,-1,,,-1,3,2,[78.53|-5.18],[78.53|-5.18],,301,,,[],0,-1,-1,1,120,3
30001,1,-1,,,-1,65010,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30002,1,-1,,,-1,65020,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30003,1,-1,,,-1,65030,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30004,1,-1,,,-1,65040,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30005,1,-1,,,-1,65050,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30006,1,-1,,,-1,65060,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30007,1,-1,,,-1,65070,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30008,1,-1,,,-1,65080,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30009,1,-1,,,-1,65090,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30010,1,-1,,,-1,65100,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30011,1,-1,,,-1,65110,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30012,1,-1,,,-1,65120,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30013,1,-1,,,-1,65130,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30014,1,-1,,,-1,65140,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30015,1,-1,,,-1,65150,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30016,1,-1,,,-1,65160,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30017,1,-1,,,-1,65170,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30018,1,-1,,,-1,65180,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30019,1,-1,,,-1,65190,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
30020,1,-1,,,-1,65200,3,[174.57|37.44],[174.57|37.44],,390,,,[],0,-1,-1,1,120,3
31001,1,-1,,,-1,66010,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31002,1,-1,,,-1,66020,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31003,1,-1,,,-1,66030,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31004,1,-1,,,-1,66040,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31005,1,-1,,,-1,66050,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31006,1,-1,,,-1,66060,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31007,1,-1,,,-1,66070,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31008,1,-1,,,-1,66080,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31009,1,-1,,,-1,66090,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31010,1,-1,,,-1,66100,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31011,1,-1,,,-1,66110,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31012,1,-1,,,-1,66120,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31013,1,-1,,,-1,66130,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31014,1,-1,,,-1,66140,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31015,1,-1,,,-1,66150,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31016,1,-1,,,-1,66160,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31017,1,-1,,,-1,66170,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31018,1,-1,,,-1,66180,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31019,1,-1,,,-1,66190,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
31020,1,-1,,,-1,66200,3,[131.24|-13.74],[131.24|-13.74],,420,,,[],0,-1,-1,1,120,3
32001,1,-1,,,-1,67010,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32002,1,-1,,,-1,67020,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32003,1,-1,,,-1,67030,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32004,1,-1,,,-1,67040,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32005,1,-1,,,-1,67050,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32006,1,-1,,,-1,67060,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32007,1,-1,,,-1,67070,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32008,1,-1,,,-1,67080,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32009,1,-1,,,-1,67090,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32010,1,-1,,,-1,67100,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32011,1,-1,,,-1,67110,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32012,1,-1,,,-1,67120,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32013,1,-1,,,-1,67130,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32014,1,-1,,,-1,67140,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32015,1,-1,,,-1,67150,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32016,1,-1,,,-1,67160,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32017,1,-1,,,-1,67170,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32018,1,-1,,,-1,67180,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32019,1,-1,,,-1,67190,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
32020,1,-1,,,-1,67200,3,[-29.09|-47.43],[-29.09|-47.43],,410,,,[],0,-1,-1,1,120,3
33001,1,-1,,,-1,64010,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33002,1,-1,,,-1,64020,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33003,1,-1,,,-1,64030,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33004,1,-1,,,-1,64040,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33005,1,-1,,,-1,64050,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33006,1,-1,,,-1,64060,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33007,1,-1,,,-1,64070,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33008,1,-1,,,-1,64080,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33009,1,-1,,,-1,64090,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33010,1,-1,,,-1,64100,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33011,1,-1,,,-1,64110,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33012,1,-1,,,-1,64120,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33013,1,-1,,,-1,64130,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33014,1,-1,,,-1,64140,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33015,1,-1,,,-1,64150,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33016,1,-1,,,-1,64160,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33017,1,-1,,,-1,64170,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
33018,1,-1,,,-1,64180,3,[12.5|-67.7],[12.5|-67.7],,400,,,[],0,-1,-1,1,120,3
