id,attribute,attrs,break_cost,break_cost_goods,break_cost_no_back,break_quality,breakCostGoods,breakCostGoodsBack,breakCostList,breakCostNoBack,fightforce,icon_change,lv,master_lv,model_id,star_num
15214,[66|43162|65|2055|166|3360|16|336],[[66|43162]|[65|2055]|[166|3360]|[16|336]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],64363,,14,-1,1502,0
15215,[66|43162|65|2055|166|3360|16|336],[[66|43162]|[65|2055]|[166|3360]|[16|336]],,[2|404100005|240|2|151|15|2|206|20000],,-1,[[2|404100005|240]|[2|151|15]|[2|206|20000]],[[2|404100005|240]|[2|151|15]|[2|206|20000]],[],[],70781,,15,-1,1502,0
15216,[66|55069|65|2622|166|3840|16|384],[[66|55069]|[65|2622]|[166|3840]|[16|384]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],77203,,16,-1,1502,0
15217,[66|61023|65|2905|166|4080|16|408],[[66|61023]|[65|2905]|[166|4080]|[16|408]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],83621,,17,-1,1502,0
15218,[66|66976|65|3189|166|4320|16|432],[[66|66976]|[65|3189]|[166|4320]|[16|432]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],90043,,18,-1,1502,0
15219,[66|72930|65|3472|166|4560|16|456],[[66|72930]|[65|3472]|[166|4560]|[16|456]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],96461,,19,-1,1502,0
15220,[66|72930|65|3472|166|4560|16|456],[[66|72930]|[65|3472]|[166|4560]|[16|456]],,[2|404100005|285|2|151|20|2|206|23750],,-1,[[2|404100005|285]|[2|151|20]|[2|206|23750]],[[2|404100005|285]|[2|151|20]|[2|206|23750]],[],[],103828,,20,-1,1502,0
15221,[66|87814|65|4181|166|5040|16|504],[[66|87814]|[65|4181]|[166|5040]|[16|504]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],111192,,21,-1,1502,0
15222,[66|95256|65|4536|166|5280|16|528],[[66|95256]|[65|4536]|[166|5280]|[16|528]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],118560,,22,-1,1502,0
15223,[66|102697|65|4890|166|5520|16|552],[[66|102697]|[65|4890]|[166|5520]|[16|552]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],125923,,23,-1,1502,0
15224,[66|110139|65|5244|166|5760|16|576],[[66|110139]|[65|5244]|[166|5760]|[16|576]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],133286,,24,-1,1502,0
15225,[66|110139|65|5244|166|5760|16|576],[[66|110139]|[65|5244]|[166|5760]|[16|576]],,[2|404100005|330|2|152|10|2|206|27500],,-1,[[2|404100005|330]|[2|152|10]|[2|206|27500]],[[2|404100005|330]|[2|152|10]|[2|206|27500]],[],[],141600,,25,-1,1502,0
15300,,[],,,,-1,[],[],[],[],0,,0,-1,1503,0
15301,[65|165|66|637|165|240|10|24],[[65|165]|[66|637]|[165|240]|[10|24]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],3583,,1,-1,1503,0
15302,[65|330|66|1275|165|480|10|48],[[65|330]|[66|1275]|[165|480]|[10|48]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],7166,,2,-1,1503,0
15303,[65|496|66|1913|165|720|10|72],[[65|496]|[66|1913]|[165|720]|[10|72]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],10754,,3,-1,1503,0
15304,[65|661|66|2551|165|960|10|96],[[65|661]|[66|2551]|[165|960]|[10|96]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],14337,,4,-1,1503,0
15305,[65|661|66|2551|165|960|10|96],[[65|661]|[66|2551]|[165|960]|[10|96]],,[2|404100005|150|2|151|5|2|206|12500],,-1,[[2|404100005|150]|[2|151|5]|[2|206|12500]],[[2|404100005|150]|[2|151|5]|[2|206|12500]],[],[],18868,,5,-1,1503,0
15306,[65|1323|66|5103|165|1440|10|144],[[65|1323]|[66|5103]|[165|1440]|[10|144]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],23400,,6,-1,1503,0
15307,[65|1653|66|6378|165|1680|10|168],[[65|1653]|[66|6378]|[165|1680]|[10|168]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],27926,,7,-1,1503,0
15308,[65|1984|66|7654|165|1920|10|192],[[65|1984]|[66|7654]|[165|1920]|[10|192]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],32457,,8,-1,1503,0
15309,[65|2315|66|8930|165|2160|10|216],[[65|2315]|[66|8930]|[165|2160]|[10|216]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],36988,,9,-1,1503,0
15310,[65|2315|66|8930|165|2160|10|216],[[65|2315]|[66|8930]|[165|2160]|[10|216]],,[2|404100005|195|2|151|10|2|206|16250],,-1,[[2|404100005|195]|[2|151|10]|[2|206|16250]],[[2|404100005|195]|[2|151|10]|[2|206|16250]],[],[],42463,,10,-1,1503,0
15311,[65|3307|66|12757|165|2640|10|264],[[65|3307]|[66|12757]|[165|2640]|[10|264]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],47937,,11,-1,1503,0
15312,[65|3803|66|14671|165|2880|10|288],[[65|3803]|[66|14671]|[165|2880]|[10|288]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],53412,,12,-1,1503,0
15313,[65|4299|66|16584|165|3120|10|312],[[65|4299]|[66|16584]|[165|3120]|[10|312]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],58886,,13,-1,1503,0
15314,[65|4795|66|18498|165|3360|10|336],[[65|4795]|[66|18498]|[165|3360]|[10|336]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],64361,,14,-1,1503,0
15315,[65|4795|66|18498|165|3360|10|336],[[65|4795]|[66|18498]|[165|3360]|[10|336]],,[2|404100005|240|2|151|15|2|206|20000],,-1,[[2|404100005|240]|[2|151|15]|[2|206|20000]],[[2|404100005|240]|[2|151|15]|[2|206|20000]],[],[],70783,,15,-1,1503,0
15316,[65|6118|66|23601|165|3840|10|384],[[65|6118]|[66|23601]|[165|3840]|[10|384]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],77201,,16,-1,1503,0
15317,[65|6780|66|26152|165|4080|10|408],[[65|6780]|[66|26152]|[165|4080]|[10|408]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],83623,,17,-1,1503,0
15318,[65|7441|66|28704|165|4320|10|432],[[65|7441]|[66|28704]|[165|4320]|[10|432]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],90041,,18,-1,1503,0
15319,[65|8103|66|31255|165|4560|10|456],[[65|8103]|[66|31255]|[165|4560]|[10|456]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],96463,,19,-1,1503,0
15320,[65|8103|66|31255|165|4560|10|456],[[65|8103]|[66|31255]|[165|4560]|[10|456]],,[2|404100005|285|2|151|20|2|206|23750],,-1,[[2|404100005|285]|[2|151|20]|[2|206|23750]],[[2|404100005|285]|[2|151|20]|[2|206|23750]],[],[],103828,,20,-1,1503,0
15321,[65|9757|66|37634|165|5040|10|504],[[65|9757]|[66|37634]|[165|5040]|[10|504]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],111194,,21,-1,1503,0
15322,[65|10584|66|40824|165|5280|10|528],[[65|10584]|[66|40824]|[165|5280]|[10|528]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],118560,,22,-1,1503,0
15323,[65|11410|66|44013|165|5520|10|552],[[65|11410]|[66|44013]|[165|5520]|[10|552]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],125921,,23,-1,1503,0
15324,[65|12237|66|47202|165|5760|10|576],[[65|12237]|[66|47202]|[165|5760]|[10|576]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],133286,,24,-1,1503,0
15325,[65|12237|66|47202|165|5760|10|576],[[65|12237]|[66|47202]|[165|5760]|[10|576]],,[2|404100005|330|2|152|10|2|206|27500],,-1,[[2|404100005|330]|[2|152|10]|[2|206|27500]],[[2|404100005|330]|[2|152|10]|[2|206|27500]],[],[],141600,,25,-1,1503,0
15400,,[],,,,-1,[],[],[],[],0,,0,-1,1504,0
15401,[66|1488|65|70|166|240|26|24],[[66|1488]|[65|70]|[166|240]|[26|24]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],3581,,1,-1,1504,0
15402,[66|2976|65|141|166|480|26|48],[[66|2976]|[65|141]|[166|480]|[26|48]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],7166,,2,-1,1504,0
15403,[66|4465|65|212|166|720|26|72],[[66|4465]|[65|212]|[166|720]|[26|72]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],10752,,3,-1,1504,0
15404,[66|5953|65|283|166|960|26|96],[[66|5953]|[65|283]|[166|960]|[26|96]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],14337,,4,-1,1504,0
15405,[66|5953|65|283|166|960|26|96],[[66|5953]|[65|283]|[166|960]|[26|96]],,[2|404100005|150|2|151|5|2|206|12500],,-1,[[2|404100005|150]|[2|151|5]|[2|206|12500]],[[2|404100005|150]|[2|151|5]|[2|206|12500]],[],[],18868,,5,-1,1504,0
15406,[66|11907|65|567|166|1440|26|144],[[66|11907]|[65|567]|[166|1440]|[26|144]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],23400,,6,-1,1504,0
15407,[66|14883|65|708|166|1680|26|168],[[66|14883]|[65|708]|[166|1680]|[26|168]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],27926,,7,-1,1504,0
15408,[66|17860|65|850|166|1920|26|192],[[66|17860]|[65|850]|[166|1920]|[26|192]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],32457,,8,-1,1504,0
15409,[66|20837|65|992|166|2160|26|216],[[66|20837]|[65|992]|[166|2160]|[26|216]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],36988,,9,-1,1504,0
15410,[66|20837|65|992|166|2160|26|216],[[66|20837]|[65|992]|[166|2160]|[26|216]],,[2|404100005|195|2|151|10|2|206|16250],,-1,[[2|404100005|195]|[2|151|10]|[2|206|16250]],[[2|404100005|195]|[2|151|10]|[2|206|16250]],[],[],42461,,10,-1,1504,0
15411,[66|29767|65|1417|166|2640|26|264],[[66|29767]|[65|1417]|[166|2640]|[26|264]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],47937,,11,-1,1504,0
15412,[66|34232|65|1630|166|2880|26|288],[[66|34232]|[65|1630]|[166|2880]|[26|288]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],53414,,12,-1,1504,0
15413,[66|38697|65|1842|166|3120|26|312],[[66|38697]|[65|1842]|[166|3120]|[26|312]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],58886,,13,-1,1504,0
15414,[66|43162|65|2055|166|3360|26|336],[[66|43162]|[65|2055]|[166|3360]|[26|336]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],64363,,14,-1,1504,0
15415,[66|43162|65|2055|166|3360|26|336],[[66|43162]|[65|2055]|[166|3360]|[26|336]],,[2|404100005|240|2|151|15|2|206|20000],,-1,[[2|404100005|240]|[2|151|15]|[2|206|20000]],[[2|404100005|240]|[2|151|15]|[2|206|20000]],[],[],70781,,15,-1,1504,0
15416,[66|55069|65|2622|166|3840|26|384],[[66|55069]|[65|2622]|[166|3840]|[26|384]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],77203,,16,-1,1504,0
15417,[66|61023|65|2905|166|4080|26|408],[[66|61023]|[65|2905]|[166|4080]|[26|408]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],83621,,17,-1,1504,0
15418,[66|66976|65|3189|166|4320|26|432],[[66|66976]|[65|3189]|[166|4320]|[26|432]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],90043,,18,-1,1504,0
15419,[66|72930|65|3472|166|4560|26|456],[[66|72930]|[65|3472]|[166|4560]|[26|456]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],96461,,19,-1,1504,0
15420,[66|72930|65|3472|166|4560|26|456],[[66|72930]|[65|3472]|[166|4560]|[26|456]],,[2|404100005|285|2|151|20|2|206|23750],,-1,[[2|404100005|285]|[2|151|20]|[2|206|23750]],[[2|404100005|285]|[2|151|20]|[2|206|23750]],[],[],103828,,20,-1,1504,0
15421,[66|87814|65|4181|166|5040|26|504],[[66|87814]|[65|4181]|[166|5040]|[26|504]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],111192,,21,-1,1504,0
15422,[66|95256|65|4536|166|5280|26|528],[[66|95256]|[65|4536]|[166|5280]|[26|528]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],118560,,22,-1,1504,0
15423,[66|102697|65|4890|166|5520|26|552],[[66|102697]|[65|4890]|[166|5520]|[26|552]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],125923,,23,-1,1504,0
15424,[66|110139|65|5244|166|5760|26|576],[[66|110139]|[65|5244]|[166|5760]|[26|576]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],133286,,24,-1,1504,0
15425,[66|110139|65|5244|166|5760|26|576],[[66|110139]|[65|5244]|[166|5760]|[26|576]],,[2|404100005|330|2|152|10|2|206|27500],,-1,[[2|404100005|330]|[2|152|10]|[2|206|27500]],[[2|404100005|330]|[2|152|10]|[2|206|27500]],[],[],138000,,25,-1,1504,0
151100,,[],,,,-1,[],[],[],[],0,,0,-1,1511,0
151101,[65|198|66|637|165|240|8|24],[[65|198]|[66|637]|[165|240]|[8|24]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],4299,,1,-1,1511,0
151102,[65|396|66|1275|165|480|8|48],[[65|396]|[66|1275]|[165|480]|[8|48]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],8599,,2,-1,1511,0
151103,[65|595|66|1913|165|720|8|72],[[65|595]|[66|1913]|[165|720]|[8|72]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],12904,,3,-1,1511,0
151104,[65|793|66|2551|165|960|8|96],[[65|793]|[66|2551]|[165|960]|[8|96]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],17204,,4,-1,1511,0
151105,[65|793|66|2551|165|960|8|96],[[65|793]|[66|2551]|[165|960]|[8|96]],,[2|404100005|150|2|151|5|2|206|12500],,-1,[[2|404100005|150]|[2|151|5]|[2|206|12500]],[[2|404100005|150]|[2|151|5]|[2|206|12500]],[],[],22641,,5,-1,1511,0
151106,[65|1587|66|5103|165|1440|8|144],[[65|1587]|[66|5103]|[165|1440]|[8|144]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],28080,,6,-1,1511,0
151107,[65|1983|66|6378|165|1680|8|168],[[65|1983]|[66|6378]|[165|1680]|[8|168]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],33511,,7,-1,1511,0
151108,[65|2380|66|7654|165|1920|8|192],[[65|2380]|[66|7654]|[165|1920]|[8|192]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],38948,,8,-1,1511,0
151109,[65|2778|66|8930|165|2160|8|216],[[65|2778]|[66|8930]|[165|2160]|[8|216]],,[2|404100005|195|2|206|16250],999|6|975000,-1,[[2|404100005|195]|[2|206|16250]|[999|6|975000]],[[2|404100005|195]|[2|206|16250]],[],[[999|6|975000]],44385,,9,-1,1511,0
151110,[65|2778|66|8930|165|2160|8|216],[[65|2778]|[66|8930]|[165|2160]|[8|216]],,[2|404100005|195|2|151|10|2|206|16250],,-1,[[2|404100005|195]|[2|151|10]|[2|206|16250]],[[2|404100005|195]|[2|151|10]|[2|206|16250]],[],[],50955,,10,-1,1511,0
151111,[65|3968|66|12757|165|2640|8|264],[[65|3968]|[66|12757]|[165|2640]|[8|264]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],57524,,11,-1,1511,0
151112,[65|4563|66|14671|165|2880|8|288],[[65|4563]|[66|14671]|[165|2880]|[8|288]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],64094,,12,-1,1511,0
151113,[65|5158|66|16584|165|3120|8|312],[[65|5158]|[66|16584]|[165|3120]|[8|312]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],70663,,13,-1,1511,0
151114,[65|5754|66|18498|165|3360|8|336],[[65|5754]|[66|18498]|[165|3360]|[8|336]],,[2|404100005|240|2|206|20000],999|6|1200000,-1,[[2|404100005|240]|[2|206|20000]|[999|6|1200000]],[[2|404100005|240]|[2|206|20000]],[],[[999|6|1200000]],77233,,14,-1,1511,0
151115,[65|5754|66|18498|165|3360|8|336],[[65|5754]|[66|18498]|[165|3360]|[8|336]],,[2|404100005|240|2|151|15|2|206|20000],,-1,[[2|404100005|240]|[2|151|15]|[2|206|20000]],[[2|404100005|240]|[2|151|15]|[2|206|20000]],[],[],84939,,15,-1,1511,0
151116,[65|7341|66|23601|165|3840|8|384],[[65|7341]|[66|23601]|[165|3840]|[8|384]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],92641,,16,-1,1511,0
151117,[65|8136|66|26152|165|4080|8|408],[[65|8136]|[66|26152]|[165|4080]|[8|408]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],100347,,17,-1,1511,0
151118,[65|8929|66|28704|165|4320|8|432],[[65|8929]|[66|28704]|[165|4320]|[8|432]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],108049,,18,-1,1511,0
151119,[65|9723|66|31255|165|4560|8|456],[[65|9723]|[66|31255]|[165|4560]|[8|456]],,[2|404100005|285|2|206|23750],999|6|1425000,-1,[[2|404100005|285]|[2|206|23750]|[999|6|1425000]],[[2|404100005|285]|[2|206|23750]],[],[[999|6|1425000]],115755,,19,-1,1511,0
151120,[65|9723|66|31255|165|4560|8|456],[[65|9723]|[66|31255]|[165|4560]|[8|456]],,[2|404100005|285|2|151|20|2|206|23750],,-1,[[2|404100005|285]|[2|151|20]|[2|206|23750]],[[2|404100005|285]|[2|151|20]|[2|206|23750]],[],[],124593,,20,-1,1511,0
151121,[65|11708|66|37634|165|5040|8|504],[[65|11708]|[66|37634]|[165|5040]|[8|504]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],133432,,21,-1,1511,0
151122,[65|12700|66|40824|165|5280|8|528],[[65|12700]|[66|40824]|[165|5280]|[8|528]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],142272,,22,-1,1511,0
151123,[65|13692|66|44013|165|5520|8|552],[[65|13692]|[66|44013]|[165|5520]|[8|552]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],151105,,23,-1,1511,0
151124,[65|14684|66|47202|165|5760|8|576],[[65|14684]|[66|47202]|[165|5760]|[8|576]],,[2|404100005|330|2|206|27500],999|6|1650000,-1,[[2|404100005|330]|[2|206|27500]|[999|6|1650000]],[[2|404100005|330]|[2|206|27500]],[],[[999|6|1650000]],159943,,24,-1,1511,0
151125,[65|14684|66|47202|165|5760|8|576],[[65|14684]|[66|47202]|[165|5760]|[8|576]],,[2|404100005|330|2|152|10|2|206|27500],,-1,[[2|404100005|330]|[2|152|10]|[2|206|27500]],[[2|404100005|330]|[2|152|10]|[2|206|27500]],[],[],169920,,25,-1,1511,0
151200,,[],,,,-1,[],[],[],[],0,,0,-1,1512,0
151201,[66|1488|65|84|166|240|16|24],[[66|1488]|[65|84]|[166|240]|[16|24]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],4297,,1,-1,1512,0
151202,[66|2976|65|169|166|480|16|48],[[66|2976]|[65|169]|[166|480]|[16|48]],,[2|404100005|150|2|206|12500],999|6|750000,-1,[[2|404100005|150]|[2|206|12500]|[999|6|750000]],[[2|404100005|150]|[2|206|12500]],[],[[999|6|750000]],8599,,2,-1,1512,0
