id,iconAtlas,condition_type,desc,icon,icon_atlas,is_important,isScale,itemPos,maxlv,name,need_lv,open_id,openIdCondition,openIds,pos,position,queue,sci_ids,techIdDic,techIdDict,techIdKeyDic,techIds,type
3021402,Atlas/UI_Tech,1,technology_adv_desc_3031,tech_tree_league_counter_dmg,,-1,false,"(14, 2)",5,technology_adv_name_3031_v4,-1,[3021301|1|3021303|1],[3021301|3021303],[[3021301|1]|[3021303|1]],[14|2],[14|2],,[302140201|302140202|302140203|302140204|302140205],{302140201:1|302140202:2|302140203:3|302140204:4|302140205:5},{1:302140201|2:302140202|3:302140203|4:302140204|5:302140205},{302140201:1|302140202:2|302140203:3|302140204:4|302140205:5},[302140201|302140202|302140203|302140204|302140205],302
3021501,Atlas/UI_Tech,1,technology_adv_desc_3003,tech_tree_league_hero_atk,,-1,false,"(15, 1)",10,technology_adv_name_3003_v4,-1,[3021402|1],[3021402],[[3021402|1]],[15|1],[15|1],,[302150101|302150102|302150103|302150104|302150105|302150106|302150107|302150108|302150109|302150110],{302150101:1|302150102:2|302150103:3|302150104:4|302150105:5|302150106:6|302150107:7|302150108:8|302150109:9|302150110:10},{1:302150101|2:302150102|3:302150103|4:302150104|5:302150105|6:302150106|7:302150107|8:302150108|9:302150109|10:302150110},{302150101:1|302150102:2|302150103:3|302150104:4|302150105:5|302150106:6|302150107:7|302150108:8|302150109:9|302150110:10},[302150101|302150102|302150103|302150104|302150105|302150106|302150107|302150108|302150109|302150110],302
3021503,Atlas/UI_Tech,1,technology_adv_desc_3004,tech_tree_league_hero_hp,,-1,false,"(15, 3)",10,technology_adv_name_3004_v4,-1,[3021402|1],[3021402],[[3021402|1]],[15|3],[15|3],,[302150301|302150302|302150303|302150304|302150305|302150306|302150307|302150308|302150309|302150310],{302150301:1|302150302:2|302150303:3|302150304:4|302150305:5|302150306:6|302150307:7|302150308:8|302150309:9|302150310:10},{1:302150301|2:302150302|3:302150303|4:302150304|5:302150305|6:302150306|7:302150307|8:302150308|9:302150309|10:302150310},{302150301:1|302150302:2|302150303:3|302150304:4|302150305:5|302150306:6|302150307:7|302150308:8|302150309:9|302150310:10},[302150301|302150302|302150303|302150304|302150305|302150306|302150307|302150308|302150309|302150310],302
3021602,Atlas/UI_Tech,1,technology_adv_desc_3032,tech_tree_league_counter_dmgrdc,,-1,false,"(16, 2)",5,technology_adv_name_3032_v4,-1,[3021501|1|3021503|1],[3021501|3021503],[[3021501|1]|[3021503|1]],[16|2],[16|2],,[302160201|302160202|302160203|302160204|302160205],{302160201:1|302160202:2|302160203:3|302160204:4|302160205:5},{1:302160201|2:302160202|3:302160203|4:302160204|5:302160205},{302160201:1|302160202:2|302160203:3|302160204:4|302160205:5},[302160201|302160202|302160203|302160204|302160205],302
3030101,Atlas/UI_Tech,-1,technology_adv_desc_14103,tech_tree_horde_troop_atk,,-1,false,"(1, 1)",5,technology_adv_name_14103_v1,-1,,,,[1|1],[1|1],,[303010101|303010102|303010103|303010104|303010105],{303010101:1|303010102:2|303010103:3|303010104:4|303010105:5},{1:303010101|2:303010102|3:303010103|4:303010104|5:303010105},{303010101:1|303010102:2|303010103:3|303010104:4|303010105:5},[303010101|303010102|303010103|303010104|303010105],303
3030103,Atlas/UI_Tech,-1,technology_adv_desc_14104,tech_tree_horde_troop_hp,,-1,false,"(1, 3)",5,technology_adv_name_14104_v1,-1,,,,[1|3],[1|3],,[303010301|303010302|303010303|303010304|303010305],{303010301:1|303010302:2|303010303:3|303010304:4|303010305:5},{1:303010301|2:303010302|3:303010303|4:303010304|5:303010305},{303010301:1|303010302:2|303010303:3|303010304:4|303010305:5},[303010301|303010302|303010303|303010304|303010305],303
3030202,Atlas/UI_Tech,1,technology_adv_desc_4027,tech_tree_horde_counter_dmg,,-1,false,"(2, 2)",5,technology_adv_name_4027_v1,-1,[3030101|1|3030103|1],[3030101|3030103],[[3030101|1]|[3030103|1]],[2|2],[2|2],,[303020201|303020202|303020203|303020204|303020205],{303020201:1|303020202:2|303020203:3|303020204:4|303020205:5},{1:303020201|2:303020202|3:303020203|4:303020204|5:303020205},{303020201:1|303020202:2|303020203:3|303020204:4|303020205:5},[303020201|303020202|303020203|303020204|303020205],303
3030301,Atlas/UI_Tech,1,technology_adv_desc_4003,tech_tree_horde_hero_atk,,-1,false,"(3, 1)",5,technology_adv_name_4003_v1,-1,[3030202|1],[3030202],[[3030202|1]],[3|1],[3|1],,[303030101|303030102|303030103|303030104|303030105],{303030101:1|303030102:2|303030103:3|303030104:4|303030105:5},{1:303030101|2:303030102|3:303030103|4:303030104|5:303030105},{303030101:1|303030102:2|303030103:3|303030104:4|303030105:5},[303030101|303030102|303030103|303030104|303030105],303
3030303,Atlas/UI_Tech,1,technology_adv_desc_4004,tech_tree_horde_hero_hp,,-1,false,"(3, 3)",5,technology_adv_name_4004_v1,-1,[3030202|1],[3030202],[[3030202|1]],[3|3],[3|3],,[303030301|303030302|303030303|303030304|303030305],{303030301:1|303030302:2|303030303:3|303030304:4|303030305:5},{1:303030301|2:303030302|3:303030303|4:303030304|5:303030305},{303030301:1|303030302:2|303030303:3|303030304:4|303030305:5},[303030301|303030302|303030303|303030304|303030305],303
3030402,Atlas/UI_Tech,1,technology_adv_desc_4028,tech_tree_horde_counter_dmgrdc,,-1,false,"(4, 2)",5,technology_adv_name_4028_v1,-1,[3030301|1|3030303|1],[3030301|3030303],[[3030301|1]|[3030303|1]],[4|2],[4|2],,[303040201|303040202|303040203|303040204|303040205],{303040201:1|303040202:2|303040203:3|303040204:4|303040205:5},{1:303040201|2:303040202|3:303040203|4:303040204|5:303040205},{303040201:1|303040202:2|303040203:3|303040204:4|303040205:5},[303040201|303040202|303040203|303040204|303040205],303
3030501,Atlas/UI_Tech,1,technology_adv_desc_14103,tech_tree_horde_troop_atk,,-1,false,"(5, 1)",10,technology_adv_name_14103_v2,-1,[3030402|1],[3030402],[[3030402|1]],[5|1],[5|1],,[303050101|303050102|303050103|303050104|303050105|303050106|303050107|303050108|303050109|303050110],{303050101:1|303050102:2|303050103:3|303050104:4|303050105:5|303050106:6|303050107:7|303050108:8|303050109:9|303050110:10},{1:303050101|2:303050102|3:303050103|4:303050104|5:303050105|6:303050106|7:303050107|8:303050108|9:303050109|10:303050110},{303050101:1|303050102:2|303050103:3|303050104:4|303050105:5|303050106:6|303050107:7|303050108:8|303050109:9|303050110:10},[303050101|303050102|303050103|303050104|303050105|303050106|303050107|303050108|303050109|303050110],303
3030503,Atlas/UI_Tech,1,technology_adv_desc_14104,tech_tree_horde_troop_hp,,-1,false,"(5, 3)",10,technology_adv_name_14104_v2,-1,[3030402|1],[3030402],[[3030402|1]],[5|3],[5|3],,[303050301|303050302|303050303|303050304|303050305|303050306|303050307|303050308|303050309|303050310],{303050301:1|303050302:2|303050303:3|303050304:4|303050305:5|303050306:6|303050307:7|303050308:8|303050309:9|303050310:10},{1:303050301|2:303050302|3:303050303|4:303050304|5:303050305|6:303050306|7:303050307|8:303050308|9:303050309|10:303050310},{303050301:1|303050302:2|303050303:3|303050304:4|303050305:5|303050306:6|303050307:7|303050308:8|303050309:9|303050310:10},[303050301|303050302|303050303|303050304|303050305|303050306|303050307|303050308|303050309|303050310],303
3030602,Atlas/UI_Tech,1,technology_adv_desc_4027,tech_tree_horde_counter_dmg,,-1,false,"(6, 2)",5,technology_adv_name_4027_v2,-1,[3030501|1|3030503|1],[3030501|3030503],[[3030501|1]|[3030503|1]],[6|2],[6|2],,[303060201|303060202|303060203|303060204|303060205],{303060201:1|303060202:2|303060203:3|303060204:4|303060205:5},{1:303060201|2:303060202|3:303060203|4:303060204|5:303060205},{303060201:1|303060202:2|303060203:3|303060204:4|303060205:5},[303060201|303060202|303060203|303060204|303060205],303
3030701,Atlas/UI_Tech,1,technology_adv_desc_4003,tech_tree_horde_hero_atk,,-1,false,"(7, 1)",10,technology_adv_name_4003_v2,-1,[3030602|1],[3030602],[[3030602|1]],[7|1],[7|1],,[303070101|303070102|303070103|303070104|303070105|303070106|303070107|303070108|303070109|303070110],{303070101:1|303070102:2|303070103:3|303070104:4|303070105:5|303070106:6|303070107:7|303070108:8|303070109:9|303070110:10},{1:303070101|2:303070102|3:303070103|4:303070104|5:303070105|6:303070106|7:303070107|8:303070108|9:303070109|10:303070110},{303070101:1|303070102:2|303070103:3|303070104:4|303070105:5|303070106:6|303070107:7|303070108:8|303070109:9|303070110:10},[303070101|303070102|303070103|303070104|303070105|303070106|303070107|303070108|303070109|303070110],303
3030703,Atlas/UI_Tech,1,technology_adv_desc_4004,tech_tree_horde_hero_hp,,-1,false,"(7, 3)",10,technology_adv_name_4004_v2,-1,[3030602|1],[3030602],[[3030602|1]],[7|3],[7|3],,[303070301|303070302|303070303|303070304|303070305|303070306|303070307|303070308|303070309|303070310],{303070301:1|303070302:2|303070303:3|303070304:4|303070305:5|303070306:6|303070307:7|303070308:8|303070309:9|303070310:10},{1:303070301|2:303070302|3:303070303|4:303070304|5:303070305|6:303070306|7:303070307|8:303070308|9:303070309|10:303070310},{303070301:1|303070302:2|303070303:3|303070304:4|303070305:5|303070306:6|303070307:7|303070308:8|303070309:9|303070310:10},[303070301|303070302|303070303|303070304|303070305|303070306|303070307|303070308|303070309|303070310],303
3030802,Atlas/UI_Tech,1,technology_adv_desc_4028,tech_tree_horde_counter_dmgrdc,,-1,false,"(8, 2)",5,technology_adv_name_4028_v2,-1,[3030701|1|3030703|1],[3030701|3030703],[[3030701|1]|[3030703|1]],[8|2],[8|2],,[303080201|303080202|303080203|303080204|303080205],{303080201:1|303080202:2|303080203:3|303080204:4|303080205:5},{1:303080201|2:303080202|3:303080203|4:303080204|5:303080205},{303080201:1|303080202:2|303080203:3|303080204:4|303080205:5},[303080201|303080202|303080203|303080204|303080205],303
3030901,Atlas/UI_Tech,1,technology_adv_desc_14103,tech_tree_horde_troop_atk,,-1,false,"(9, 1)",10,technology_adv_name_14103_v3,-1,[3030802|1],[3030802],[[3030802|1]],[9|1],[9|1],,[303090101|303090102|303090103|303090104|303090105|303090106|303090107|303090108|303090109|303090110],{303090101:1|303090102:2|303090103:3|303090104:4|303090105:5|303090106:6|303090107:7|303090108:8|303090109:9|303090110:10},{1:303090101|2:303090102|3:303090103|4:303090104|5:303090105|6:303090106|7:303090107|8:303090108|9:303090109|10:303090110},{303090101:1|303090102:2|303090103:3|303090104:4|303090105:5|303090106:6|303090107:7|303090108:8|303090109:9|303090110:10},[303090101|303090102|303090103|303090104|303090105|303090106|303090107|303090108|303090109|303090110],303
3030903,Atlas/UI_Tech,1,technology_adv_desc_14104,tech_tree_horde_troop_hp,,-1,false,"(9, 3)",10,technology_adv_name_14104_v3,-1,[3030802|1],[3030802],[[3030802|1]],[9|3],[9|3],,[303090301|303090302|303090303|303090304|303090305|303090306|303090307|303090308|303090309|303090310],{303090301:1|303090302:2|303090303:3|303090304:4|303090305:5|303090306:6|303090307:7|303090308:8|303090309:9|303090310:10},{1:303090301|2:303090302|3:303090303|4:303090304|5:303090305|6:303090306|7:303090307|8:303090308|9:303090309|10:303090310},{303090301:1|303090302:2|303090303:3|303090304:4|303090305:5|303090306:6|303090307:7|303090308:8|303090309:9|303090310:10},[303090301|303090302|303090303|303090304|303090305|303090306|303090307|303090308|303090309|303090310],303
3031002,Atlas/UI_Tech,1,technology_adv_desc_4027,tech_tree_horde_counter_dmg,,-1,false,"(10, 2)",5,technology_adv_name_4027_v3,-1,[3030901|1|3030903|1],[3030901|3030903],[[3030901|1]|[3030903|1]],[10|2],[10|2],,[303100201|303100202|303100203|303100204|303100205],{303100201:1|303100202:2|303100203:3|303100204:4|303100205:5},{1:303100201|2:303100202|3:303100203|4:303100204|5:303100205},{303100201:1|303100202:2|303100203:3|303100204:4|303100205:5},[303100201|303100202|303100203|303100204|303100205],303
3031101,Atlas/UI_Tech,1,technology_adv_desc_4003,tech_tree_horde_hero_atk,,-1,false,"(11, 1)",10,technology_adv_name_4003_v3,-1,[3031002|1],[3031002],[[3031002|1]],[11|1],[11|1],,[303110101|303110102|303110103|303110104|303110105|303110106|303110107|303110108|303110109|303110110],{303110101:1|303110102:2|303110103:3|303110104:4|303110105:5|303110106:6|303110107:7|303110108:8|303110109:9|303110110:10},{1:303110101|2:303110102|3:303110103|4:303110104|5:303110105|6:303110106|7:303110107|8:303110108|9:303110109|10:303110110},{303110101:1|303110102:2|303110103:3|303110104:4|303110105:5|303110106:6|303110107:7|303110108:8|303110109:9|303110110:10},[303110101|303110102|303110103|303110104|303110105|303110106|303110107|303110108|303110109|303110110],303
3031103,Atlas/UI_Tech,1,technology_adv_desc_4004,tech_tree_horde_hero_hp,,-1,false,"(11, 3)",10,technology_adv_name_4004_v3,-1,[3031002|1],[3031002],[[3031002|1]],[11|3],[11|3],,[303110301|303110302|303110303|303110304|303110305|303110306|303110307|303110308|303110309|303110310],{303110301:1|303110302:2|303110303:3|303110304:4|303110305:5|303110306:6|303110307:7|303110308:8|303110309:9|303110310:10},{1:303110301|2:303110302|3:303110303|4:303110304|5:303110305|6:303110306|7:303110307|8:303110308|9:303110309|10:303110310},{303110301:1|303110302:2|303110303:3|303110304:4|303110305:5|303110306:6|303110307:7|303110308:8|303110309:9|303110310:10},[303110301|303110302|303110303|303110304|303110305|303110306|303110307|303110308|303110309|303110310],303
3031202,Atlas/UI_Tech,1,technology_adv_desc_4028,tech_tree_horde_counter_dmgrdc,,-1,false,"(12, 2)",5,technology_adv_name_4028_v3,-1,[3031101|1|3031103|1],[3031101|3031103],[[3031101|1]|[3031103|1]],[12|2],[12|2],,[303120201|303120202|303120203|303120204|303120205],{303120201:1|303120202:2|303120203:3|303120204:4|303120205:5},{1:303120201|2:303120202|3:303120203|4:303120204|5:303120205},{303120201:1|303120202:2|303120203:3|303120204:4|303120205:5},[303120201|303120202|303120203|303120204|303120205],303
3031301,Atlas/UI_Tech,1,technology_adv_desc_14103,tech_tree_horde_troop_atk,,-1,false,"(13, 1)",10,technology_adv_name_14103_v4,-1,[3031202|1],[3031202],[[3031202|1]],[13|1],[13|1],,[303130101|303130102|303130103|303130104|303130105|303130106|303130107|303130108|303130109|303130110],{303130101:1|303130102:2|303130103:3|303130104:4|303130105:5|303130106:6|303130107:7|303130108:8|303130109:9|303130110:10},{1:303130101|2:303130102|3:303130103|4:303130104|5:303130105|6:303130106|7:303130107|8:303130108|9:303130109|10:303130110},{303130101:1|303130102:2|303130103:3|303130104:4|303130105:5|303130106:6|303130107:7|303130108:8|303130109:9|303130110:10},[303130101|303130102|303130103|303130104|303130105|303130106|303130107|303130108|303130109|303130110],303
3031303,Atlas/UI_Tech,1,technology_adv_desc_14104,tech_tree_horde_troop_hp,,-1,false,"(13, 3)",10,technology_adv_name_14104_v4,-1,[3031202|1],[3031202],[[3031202|1]],[13|3],[13|3],,[303130301|303130302|303130303|303130304|303130305|303130306|303130307|303130308|303130309|303130310],{303130301:1|303130302:2|303130303:3|303130304:4|303130305:5|303130306:6|303130307:7|303130308:8|303130309:9|303130310:10},{1:303130301|2:303130302|3:303130303|4:303130304|5:303130305|6:303130306|7:303130307|8:303130308|9:303130309|10:303130310},{303130301:1|303130302:2|303130303:3|303130304:4|303130305:5|303130306:6|303130307:7|303130308:8|303130309:9|303130310:10},[303130301|303130302|303130303|303130304|303130305|303130306|303130307|303130308|303130309|303130310],303
3031402,Atlas/UI_Tech,1,technology_adv_desc_4027,tech_tree_horde_counter_dmg,,-1,false,"(14, 2)",5,technology_adv_name_4027_v4,-1,[3031301|1|3031303|1],[3031301|3031303],[[3031301|1]|[3031303|1]],[14|2],[14|2],,[303140201|303140202|303140203|303140204|303140205],{303140201:1|303140202:2|303140203:3|303140204:4|303140205:5},{1:303140201|2:303140202|3:303140203|4:303140204|5:303140205},{303140201:1|303140202:2|303140203:3|303140204:4|303140205:5},[303140201|303140202|303140203|303140204|303140205],303
3031501,Atlas/UI_Tech,1,technology_adv_desc_4003,tech_tree_horde_hero_atk,,-1,false,"(15, 1)",10,technology_adv_name_4003_v4,-1,[3031402|1],[3031402],[[3031402|1]],[15|1],[15|1],,[303150101|303150102|303150103|303150104|303150105|303150106|303150107|303150108|303150109|303150110],{303150101:1|303150102:2|303150103:3|303150104:4|303150105:5|303150106:6|303150107:7|303150108:8|303150109:9|303150110:10},{1:303150101|2:303150102|3:303150103|4:303150104|5:303150105|6:303150106|7:303150107|8:303150108|9:303150109|10:303150110},{303150101:1|303150102:2|303150103:3|303150104:4|303150105:5|303150106:6|303150107:7|303150108:8|303150109:9|303150110:10},[303150101|303150102|303150103|303150104|303150105|303150106|303150107|303150108|303150109|303150110],303
3031503,Atlas/UI_Tech,1,technology_adv_desc_4004,tech_tree_horde_hero_hp,,-1,false,"(15, 3)",10,technology_adv_name_4004_v4,-1,[3031402|1],[3031402],[[3031402|1]],[15|3],[15|3],,[303150301|303150302|303150303|303150304|303150305|303150306|303150307|303150308|303150309|303150310],{303150301:1|303150302:2|303150303:3|303150304:4|303150305:5|303150306:6|303150307:7|303150308:8|303150309:9|303150310:10},{1:303150301|2:303150302|3:303150303|4:303150304|5:303150305|6:303150306|7:303150307|8:303150308|9:303150309|10:303150310},{303150301:1|303150302:2|303150303:3|303150304:4|303150305:5|303150306:6|303150307:7|303150308:8|303150309:9|303150310:10},[303150301|303150302|303150303|303150304|303150305|303150306|303150307|303150308|303150309|303150310],303
3031602,Atlas/UI_Tech,1,technology_adv_desc_4028,tech_tree_horde_counter_dmgrdc,,-1,false,"(16, 2)",5,technology_adv_name_4028_v4,-1,[3031501|1|3031503|1],[3031501|3031503],[[3031501|1]|[3031503|1]],[16|2],[16|2],,[303160201|303160202|303160203|303160204|303160205],{303160201:1|303160202:2|303160203:3|303160204:4|303160205:5},{1:303160201|2:303160202|3:303160203|4:303160204|5:303160205},{303160201:1|303160202:2|303160203:3|303160204:4|303160205:5},[303160201|303160202|303160203|303160204|303160205],303
3040101,Atlas/UI_Tech,-1,technology_adv_desc_15103,tech_tree_nature_troop_atk,,-1,false,"(1, 1)",5,technology_adv_name_15103_v1,-1,,,,[1|1],[1|1],,[304010101|304010102|304010103|304010104|304010105],{304010101:1|304010102:2|304010103:3|304010104:4|304010105:5},{1:304010101|2:304010102|3:304010103|4:304010104|5:304010105},{304010101:1|304010102:2|304010103:3|304010104:4|304010105:5},[304010101|304010102|304010103|304010104|304010105],304
3040103,Atlas/UI_Tech,-1,technology_adv_desc_15104,tech_tree_nature_troop_hp,,-1,false,"(1, 3)",5,technology_adv_name_15104_v1,-1,,,,[1|3],[1|3],,[304010301|304010302|304010303|304010304|304010305],{304010301:1|304010302:2|304010303:3|304010304:4|304010305:5},{1:304010301|2:304010302|3:304010303|4:304010304|5:304010305},{304010301:1|304010302:2|304010303:3|304010304:4|304010305:5},[304010301|304010302|304010303|304010304|304010305],304
3040202,Atlas/UI_Tech,1,technology_adv_desc_5029,tech_tree_nature_counter_dmg,,-1,false,"(2, 2)",5,technology_adv_name_5029_v1,-1,[3040101|1|3040103|1],[3040101|3040103],[[3040101|1]|[3040103|1]],[2|2],[2|2],,[304020201|304020202|304020203|304020204|304020205],{304020201:1|304020202:2|304020203:3|304020204:4|304020205:5},{1:304020201|2:304020202|3:304020203|4:304020204|5:304020205},{304020201:1|304020202:2|304020203:3|304020204:4|304020205:5},[304020201|304020202|304020203|304020204|304020205],304
3040301,Atlas/UI_Tech,1,technology_adv_desc_5003,tech_tree_nature_hero_atk,,-1,false,"(3, 1)",5,technology_adv_name_5003_v1,-1,[3040202|1],[3040202],[[3040202|1]],[3|1],[3|1],,[304030101|304030102|304030103|304030104|304030105],{304030101:1|304030102:2|304030103:3|304030104:4|304030105:5},{1:304030101|2:304030102|3:304030103|4:304030104|5:304030105},{304030101:1|304030102:2|304030103:3|304030104:4|304030105:5},[304030101|304030102|304030103|304030104|304030105],304
3040303,Atlas/UI_Tech,1,technology_adv_desc_5004,tech_tree_nature_hero_hp,,-1,false,"(3, 3)",5,technology_adv_name_5004_v1,-1,[3040202|1],[3040202],[[3040202|1]],[3|3],[3|3],,[304030301|304030302|304030303|304030304|304030305],{304030301:1|304030302:2|304030303:3|304030304:4|304030305:5},{1:304030301|2:304030302|3:304030303|4:304030304|5:304030305},{304030301:1|304030302:2|304030303:3|304030304:4|304030305:5},[304030301|304030302|304030303|304030304|304030305],304
3040402,Atlas/UI_Tech,1,technology_adv_desc_5030,tech_tree_nature_counter_dmgrdc,,-1,false,"(4, 2)",5,technology_adv_name_5030_v1,-1,[3040301|1|3040303|1],[3040301|3040303],[[3040301|1]|[3040303|1]],[4|2],[4|2],,[304040201|304040202|304040203|304040204|304040205],{304040201:1|304040202:2|304040203:3|304040204:4|304040205:5},{1:304040201|2:304040202|3:304040203|4:304040204|5:304040205},{304040201:1|304040202:2|304040203:3|304040204:4|304040205:5},[304040201|304040202|304040203|304040204|304040205],304
3040501,Atlas/UI_Tech,1,technology_adv_desc_15103,tech_tree_nature_troop_atk,,-1,false,"(5, 1)",10,technology_adv_name_15103_v2,-1,[3040402|1],[3040402],[[3040402|1]],[5|1],[5|1],,[304050101|304050102|304050103|304050104|304050105|304050106|304050107|304050108|304050109|304050110],{304050101:1|304050102:2|304050103:3|304050104:4|304050105:5|304050106:6|304050107:7|304050108:8|304050109:9|304050110:10},{1:304050101|2:304050102|3:304050103|4:304050104|5:304050105|6:304050106|7:304050107|8:304050108|9:304050109|10:304050110},{304050101:1|304050102:2|304050103:3|304050104:4|304050105:5|304050106:6|304050107:7|304050108:8|304050109:9|304050110:10},[304050101|304050102|304050103|304050104|304050105|304050106|304050107|304050108|304050109|304050110],304
3040503,Atlas/UI_Tech,1,technology_adv_desc_15104,tech_tree_nature_troop_hp,,-1,false,"(5, 3)",10,technology_adv_name_15104_v2,-1,[3040402|1],[3040402],[[3040402|1]],[5|3],[5|3],,[304050301|304050302|304050303|304050304|304050305|304050306|304050307|304050308|304050309|304050310],{304050301:1|304050302:2|304050303:3|304050304:4|304050305:5|304050306:6|304050307:7|304050308:8|304050309:9|304050310:10},{1:304050301|2:304050302|3:304050303|4:304050304|5:304050305|6:304050306|7:304050307|8:304050308|9:304050309|10:304050310},{304050301:1|304050302:2|304050303:3|304050304:4|304050305:5|304050306:6|304050307:7|304050308:8|304050309:9|304050310:10},[304050301|304050302|304050303|304050304|304050305|304050306|304050307|304050308|304050309|304050310],304
3040602,Atlas/UI_Tech,1,technology_adv_desc_5029,tech_tree_nature_counter_dmg,,-1,false,"(6, 2)",5,technology_adv_name_5029_v2,-1,[3040501|1|3040503|1],[3040501|3040503],[[3040501|1]|[3040503|1]],[6|2],[6|2],,[304060201|304060202|304060203|304060204|304060205],{304060201:1|304060202:2|304060203:3|304060204:4|304060205:5},{1:304060201|2:304060202|3:304060203|4:304060204|5:304060205},{304060201:1|304060202:2|304060203:3|304060204:4|304060205:5},[304060201|304060202|304060203|304060204|304060205],304
3040701,Atlas/UI_Tech,1,technology_adv_desc_5003,tech_tree_nature_hero_atk,,-1,false,"(7, 1)",10,technology_adv_name_5003_v2,-1,[3040602|1],[3040602],[[3040602|1]],[7|1],[7|1],,[304070101|304070102|304070103|304070104|304070105|304070106|304070107|304070108|304070109|304070110],{304070101:1|304070102:2|304070103:3|304070104:4|304070105:5|304070106:6|304070107:7|304070108:8|304070109:9|304070110:10},{1:304070101|2:304070102|3:304070103|4:304070104|5:304070105|6:304070106|7:304070107|8:304070108|9:304070109|10:304070110},{304070101:1|304070102:2|304070103:3|304070104:4|304070105:5|304070106:6|304070107:7|304070108:8|304070109:9|304070110:10},[304070101|304070102|304070103|304070104|304070105|304070106|304070107|304070108|304070109|304070110],304
3040703,Atlas/UI_Tech,1,technology_adv_desc_5004,tech_tree_nature_hero_hp,,-1,false,"(7, 3)",10,technology_adv_name_5004_v2,-1,[3040602|1],[3040602],[[3040602|1]],[7|3],[7|3],,[304070301|304070302|304070303|304070304|304070305|304070306|304070307|304070308|304070309|304070310],{304070301:1|304070302:2|304070303:3|304070304:4|304070305:5|304070306:6|304070307:7|304070308:8|304070309:9|304070310:10},{1:304070301|2:304070302|3:304070303|4:304070304|5:304070305|6:304070306|7:304070307|8:304070308|9:304070309|10:304070310},{304070301:1|304070302:2|304070303:3|304070304:4|304070305:5|304070306:6|304070307:7|304070308:8|304070309:9|304070310:10},[304070301|304070302|304070303|304070304|304070305|304070306|304070307|304070308|304070309|304070310],304
3040802,Atlas/UI_Tech,1,technology_adv_desc_5030,tech_tree_nature_counter_dmgrdc,,-1,false,"(8, 2)",5,technology_adv_name_5030_v2,-1,[3040701|1|3040703|1],[3040701|3040703],[[3040701|1]|[3040703|1]],[8|2],[8|2],,[304080201|304080202|304080203|304080204|304080205],{304080201:1|304080202:2|304080203:3|304080204:4|304080205:5},{1:304080201|2:304080202|3:304080203|4:304080204|5:304080205},{304080201:1|304080202:2|304080203:3|304080204:4|304080205:5},[304080201|304080202|304080203|304080204|304080205],304
3040901,Atlas/UI_Tech,1,technology_adv_desc_15103,tech_tree_nature_troop_atk,,-1,false,"(9, 1)",10,technology_adv_name_15103_v3,-1,[3040802|1],[3040802],[[3040802|1]],[9|1],[9|1],,[304090101|304090102|304090103|304090104|304090105|304090106|304090107|304090108|304090109|304090110],{304090101:1|304090102:2|304090103:3|304090104:4|304090105:5|304090106:6|304090107:7|304090108:8|304090109:9|304090110:10},{1:304090101|2:304090102|3:304090103|4:304090104|5:304090105|6:304090106|7:304090107|8:304090108|9:304090109|10:304090110},{304090101:1|304090102:2|304090103:3|304090104:4|304090105:5|304090106:6|304090107:7|304090108:8|304090109:9|304090110:10},[304090101|304090102|304090103|304090104|304090105|304090106|304090107|304090108|304090109|304090110],304
3040903,Atlas/UI_Tech,1,technology_adv_desc_15104,tech_tree_nature_troop_hp,,-1,false,"(9, 3)",10,technology_adv_name_15104_v3,-1,[3040802|1],[3040802],[[3040802|1]],[9|3],[9|3],,[304090301|304090302|304090303|304090304|304090305|304090306|304090307|304090308|304090309|304090310],{304090301:1|304090302:2|304090303:3|304090304:4|304090305:5|304090306:6|304090307:7|304090308:8|304090309:9|304090310:10},{1:304090301|2:304090302|3:304090303|4:304090304|5:304090305|6:304090306|7:304090307|8:304090308|9:304090309|10:304090310},{304090301:1|304090302:2|304090303:3|304090304:4|304090305:5|304090306:6|304090307:7|304090308:8|304090309:9|304090310:10},[304090301|304090302|304090303|304090304|304090305|304090306|304090307|304090308|304090309|304090310],304
3041002,Atlas/UI_Tech,1,technology_adv_desc_5029,tech_tree_nature_counter_dmg,,-1,false,"(10, 2)",5,technology_adv_name_5029_v3,-1,[3040901|1|3040903|1],[3040901|3040903],[[3040901|1]|[3040903|1]],[10|2],[10|2],,[304100201|304100202|304100203|304100204|304100205],{304100201:1|304100202:2|304100203:3|304100204:4|304100205:5},{1:304100201|2:304100202|3:304100203|4:304100204|5:304100205},{304100201:1|304100202:2|304100203:3|304100204:4|304100205:5},[304100201|304100202|304100203|304100204|304100205],304
3041101,Atlas/UI_Tech,1,technology_adv_desc_5003,tech_tree_nature_hero_atk,,-1,false,"(11, 1)",10,technology_adv_name_5003_v3,-1,[3041002|1],[3041002],[[3041002|1]],[11|1],[11|1],,[304110101|304110102|304110103|304110104|304110105|304110106|304110107|304110108|304110109|304110110],{304110101:1|304110102:2|304110103:3|304110104:4|304110105:5|304110106:6|304110107:7|304110108:8|304110109:9|304110110:10},{1:304110101|2:304110102|3:304110103|4:304110104|5:304110105|6:304110106|7:304110107|8:304110108|9:304110109|10:304110110},{304110101:1|304110102:2|304110103:3|304110104:4|304110105:5|304110106:6|304110107:7|304110108:8|304110109:9|304110110:10},[304110101|304110102|304110103|304110104|304110105|304110106|304110107|304110108|304110109|304110110],304
