id,attr_1,attr_1_grow,attr_2,attr_2_grow,attr_3,attr_4,attr_5,attr_6,attrList,component1_levelup,component2_levelup,component3_levelup,component4_levelup,growList
60107,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60108,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60109,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60110,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60111,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60112,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60113,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60114,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,1,,[[3|3]|[4|30]]
60115,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,1,,[[3|3]|[4|30]]
60116,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,1,,[[3|3]|[4|30]]
60117,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60118,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60119,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60120,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,,,[[3|3]|[4|30]]
60121,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60122,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,1,,[[3|3]|[4|30]]
60123,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60124,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,,,[[3|3]|[4|30]]
60125,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60126,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60127,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60128,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60129,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60130,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60131,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60132,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60133,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60134,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60135,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60136,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60137,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60138,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60139,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60140,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60141,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60142,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|350],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|350]|[23|0]|[24|0]],1,1,1,1,[[3|3]|[4|30]]
60143,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|350],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|350]|[23|0]|[24|0]],1,1,1,1,[[3|3]|[4|30]]
60144,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|350],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|350]|[23|0]|[24|0]],1,1,1,1,[[3|3]|[4|30]]
60145,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|350],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|350]|[23|0]|[24|0]],1,1,1,1,[[3|3]|[4|30]]
60146,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|350],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|350]|[23|0]|[24|0]],1,1,1,,[[3|3]|[4|30]]
60147,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],,,,,[[3|3]|[4|30]]
60148,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60149,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60150,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60151,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60152,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60153,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60154,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60155,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60156,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60157,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60159,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60160,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60161,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60162,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60163,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60164,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60165,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60166,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60167,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60168,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60169,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60170,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60171,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60172,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60173,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60174,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60175,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60176,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60177,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60178,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60179,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60180,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60181,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60182,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60183,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60184,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60185,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60186,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60187,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60188,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60189,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60192,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60193,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60194,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60195,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60196,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60197,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60198,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60199,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60200,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60201,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60209,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60210,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60211,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60212,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60213,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60214,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60215,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60216,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60217,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60218,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60219,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60220,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60221,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60222,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60223,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60224,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60225,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60226,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60230,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60231,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60232,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60233,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60234,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60235,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60236,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60237,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60238,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60240,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|0],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|0]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60241,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|0],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|0]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60242,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|0],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|0]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60243,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60245,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60246,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60247,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60248,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
60415,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|300],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|300]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
64001,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
64002,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
64003,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
64004,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
64043,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|0],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|0]|[23|0]|[24|0]],1,,,,[[3|3]|[4|30]]
70022,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,1,1,[[3|3]|[4|30]]
70023,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,1,1,[[3|3]|[4|30]]
70024,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,1,1,[[3|3]|[4|30]]
70025,[3|3],[3|3],[4|5],[4|30],[10|10000],[5|200],[23|0],[24|0],[[3|3]|[4|5]|[10|10000]|[5|200]|[23|0]|[24|0]],1,1,1,1,[[3|3]|[4|30]]
