id,picAtlas,scale,anim,anim_2,anim_2_f,anim_f,attr_equip,attr_equip_f,attr_own,attr_own_f,auto_use,avatar,avatar_birth,avatar_birth_f,avatar_f,avatar_idle,avatar_idle_f,building_lv,City_building_resource,City_building_resource_f,conversion_goods,cost,costArr,desc,fightforce,group,Hall_icon,hide,large,level,name,offsetX,offsetY,pic,pic_atlas,pic_f,position1,quality,scale1,scale2,server_list,serverSet,sex,shield_scale,skill_effect_buff,source_goods,territory_anim,territory_desc,territory_param,territory_range,unlock_days,world_skin_skill
301,Atlas/UI_Worldskin,1.85,castle_face_301,,,castle_face_301,[10104|1000|26|500],[10104|1000|26|500],[10104|2000|1019|20|1039|500],[10104|2000|1019|20|1039|500],1,,,,,,,,Avatar/Spine/Building/chengjiandating_301,Avatar/Spine/Building/chengjiandating_301,999|2|5000,,[],skin_desc_301,60000,301,Building_chengjiandating,-1,2,1,skin_name_301,0,0,worldskin_029,Atlas/UI_Worldskin,worldskin_029,[0|0],5,185,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
302,Atlas/UI_Worldskin,1.85,castle_face_302,,,castle_face_302,[10104|1000|26|500],[10104|1000|26|500],[10104|2000|1019|20|1039|500|21023|1000|21024|2000],[10104|2000|1019|20|1039|500|21023|1000|21024|2000],1,,,,,,,,Avatar/Spine/Building/chengjiandating_302,Avatar/Spine/Building/chengjiandating_302,999|2|5000,,[],skin_desc_302,80000,302,Building_chengjiandating,-1,2,1,skin_name_302,0,0,worldskin_030,Atlas/UI_Worldskin,worldskin_030,[0|0],5,185,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
30201,Atlas/UI_Worldskin,1.85,castle_face_302,,,castle_face_302,[10104|1000|26|500],[10104|1000|26|500],[10104|2200|1019|22|1039|600|21023|1100|21024|2200],[10104|2200|1019|22|1039|600|21023|1100|21024|2200],1,,,,,,,,Avatar/Spine/Building/chengjiandating_302,Avatar/Spine/Building/chengjiandating_302,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_302,85000,302,Building_chengjiandating,-1,2,2,skin_name_302,0,0,worldskin_030,Atlas/UI_Worldskin,worldskin_030,[0|0],5,185,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
30202,Atlas/UI_Worldskin,1.85,castle_face_302,,,castle_face_302,[10104|1000|26|500],[10104|1000|26|500],[10104|2400|1019|24|1039|700|21023|1200|21024|2400],[10104|2400|1019|24|1039|700|21023|1200|21024|2400],1,,,,,,,,Avatar/Spine/Building/chengjiandating_302,Avatar/Spine/Building/chengjiandating_302,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_302,90000,302,Building_chengjiandating,-1,2,3,skin_name_302,0,0,worldskin_030,Atlas/UI_Worldskin,worldskin_030,[0|0],5,185,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
30203,Atlas/UI_Worldskin,1.85,castle_face_302,,,castle_face_302,[10104|1000|26|500],[10104|1000|26|500],[10104|2600|1019|26|1039|800|21023|1300|21024|2600],[10104|2600|1019|26|1039|800|21023|1300|21024|2600],1,,,,,,,,Avatar/Spine/Building/chengjiandating_302,Avatar/Spine/Building/chengjiandating_302,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_302,95000,302,Building_chengjiandating,-1,2,4,skin_name_302,0,0,worldskin_030,Atlas/UI_Worldskin,worldskin_030,[0|0],5,185,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
30204,Atlas/UI_Worldskin,1.85,castle_face_302,,,castle_face_302,[10104|1000|26|500],[10104|1000|26|500],[10104|2800|1019|28|1039|900|21023|1400|21024|2800],[10104|2800|1019|28|1039|900|21023|1400|21024|2800],1,,,,,,,,Avatar/Spine/Building/chengjiandating_302,Avatar/Spine/Building/chengjiandating_302,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_302,100000,302,Building_chengjiandating,-1,2,5,skin_name_302,0,0,worldskin_030,Atlas/UI_Worldskin,worldskin_030,[0|0],5,185,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
3022,Atlas/UI_Worldskin,1.85,castle_face_302_lv2,,,castle_face_302_lv2,[10104|1000|26|500],[10104|1000|26|500],[10104|3000|1019|30|1039|1000|21023|1500|21024|3000],[10104|3000|1019|30|1039|1000|21023|1500|21024|3000],1,,,,,,,,Avatar/Spine/Building/chengjiandating_302_lv2,Avatar/Spine/Building/chengjiandating_302_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_302,120000,302,Building_chengjiandating,-1,2,6,skin_name_302,0,0,worldskin_030_lv2,Atlas/UI_Worldskin,worldskin_030_lv2,[0|0],6,185,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
303,Atlas/UI_Worldskin,1.85,castle_face_303,,,castle_face_303,[1022|3000|1122|2000],[1022|3000|1122|2000],[1018|4500|1032|3000|1053|15],[1018|4500|1032|3000|1053|15],1,,,,,,,,Avatar/Spine/Building/chengjiandating_303,Avatar/Spine/Building/chengjiandating_303,999|2|5000,,[],skin_desc_303,80000,303,Building_chengjiandating,-1,2,1,skin_name_303,0,0,worldskin_031,Atlas/UI_Worldskin,worldskin_031,[0|0],5,185,180,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,55,-1
304,Atlas/UI_Worldskin,1.9,castle_face_304,,,castle_face_304,[10104|1000|16|1000],[10104|1000|16|1000],[10104|3000|1019|30],[10104|3000|1019|30],1,,,,,,,,Avatar/Spine/Building/chengjiandating_304,Avatar/Spine/Building/chengjiandating_304,999|2|5000,,[],skin_desc_304,60000,304,Building_chengjiandating,-1,2,1,skin_name_304,0,0,worldskin_032,Atlas/UI_Worldskin,worldskin_032,[0|0],5,190,240,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
30401,Atlas/UI_Worldskin,1.9,castle_face_304,,,castle_face_304,[10104|1000|16|1000],[10104|1000|16|1000],[10104|3400|1019|32],[10104|3400|1019|32],1,,,,,,,,Avatar/Spine/Building/chengjiandating_304,Avatar/Spine/Building/chengjiandating_304,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_304,65000,304,Building_chengjiandating,-1,2,2,skin_name_304,0,0,worldskin_032,Atlas/UI_Worldskin,worldskin_032,[0|0],5,190,240,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
30402,Atlas/UI_Worldskin,1.9,castle_face_304,,,castle_face_304,[10104|1000|16|1000],[10104|1000|16|1000],[10104|3800|1019|34],[10104|3800|1019|34],1,,,,,,,,Avatar/Spine/Building/chengjiandating_304,Avatar/Spine/Building/chengjiandating_304,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_304,70000,304,Building_chengjiandating,-1,2,3,skin_name_304,0,0,worldskin_032,Atlas/UI_Worldskin,worldskin_032,[0|0],5,190,240,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
30403,Atlas/UI_Worldskin,1.9,castle_face_304,,,castle_face_304,[10104|1000|16|1000],[10104|1000|16|1000],[10104|4200|1019|36],[10104|4200|1019|36],1,,,,,,,,Avatar/Spine/Building/chengjiandating_304,Avatar/Spine/Building/chengjiandating_304,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_304,75000,304,Building_chengjiandating,-1,2,4,skin_name_304,0,0,worldskin_032,Atlas/UI_Worldskin,worldskin_032,[0|0],5,190,240,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
30404,Atlas/UI_Worldskin,1.9,castle_face_304,,,castle_face_304,[10104|1000|16|1000],[10104|1000|16|1000],[10104|4600|1019|38],[10104|4600|1019|38],1,,,,,,,,Avatar/Spine/Building/chengjiandating_304,Avatar/Spine/Building/chengjiandating_304,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_304,80000,304,Building_chengjiandating,-1,2,5,skin_name_304,0,0,worldskin_032,Atlas/UI_Worldskin,worldskin_032,[0|0],5,190,240,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
3042,Atlas/UI_Worldskin,1.9,castle_face_304_lv2,,,castle_face_304_lv2,[10104|1000|16|1000],[10104|1000|16|1000],[10104|5000|1019|40],[10104|5000|1019|40],1,,,,,,,,Avatar/Spine/Building/chengjiandating_304_lv2,Avatar/Spine/Building/chengjiandating_304_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_304,100000,304,Building_chengjiandating,-1,2,6,skin_name_304,0,0,worldskin_032_lv2,Atlas/UI_Worldskin,worldskin_032_lv2,[0|0],6,190,240,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
305,Atlas/UI_Worldskin,1.85,castle_face_305,,,castle_face_305,[10104|500],[10104|500],[10104|500|1013|1000],[10104|500|1013|1000],1,,,,,,,,Avatar/Spine/Building/chengjiandating_305,Avatar/Spine/Building/chengjiandating_305,999|2|3000,,[],skin_desc_305,40000,305,Building_chengjiandating,-1,2,1,skin_name_305,0,0,worldskin_034,Atlas/UI_Worldskin,worldskin_034,[0|0],4,185,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
306,Atlas/UI_Worldskin,1.85,castle_face_306,,,castle_face_306,[10103|500|18|500],[10103|500|18|500],[10104|3000|1019|30],[10104|3000|1019|30],1,castle_face_306_spine,birth,birth,castle_face_306_spine,idle|idle2,idle|idle2,,Avatar/Spine/Building/chengjiandating_306,Avatar/Spine/Building/chengjiandating_306,999|2|5000,,[],skin_desc_306,60000,306,Building_chengjiandating,-1,2,1,skin_name_306,0,0,worldskin_035,Atlas/UI_Worldskin,worldskin_035,[0|0],5,185,160,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
307,Atlas/UI_Worldskin,1.9,castle_face_307,,,castle_face_307,[10103|300|10188|500],[10103|300|10188|500],[10104|3000|1019|20],[10104|3000|1019|20],1,,,,,,,,Avatar/Spine/Building/chengjiandating_307,Avatar/Spine/Building/chengjiandating_307,999|2|5000,,[],skin_desc_307,60000,307,Building_chengjiandating,-1,2,1,skin_name_307,0,0,worldskin_036,Atlas/UI_Worldskin,worldskin_036,[0|0],5,190,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,307001,-1,,,,-1,80,307001
30701,Atlas/UI_Worldskin,1.9,castle_face_307,,,castle_face_307,[10103|300|10188|500],[10103|300|10188|500],[10104|3400|1019|22],[10104|3400|1019|22],1,,,,,,,,Avatar/Spine/Building/chengjiandating_307,Avatar/Spine/Building/chengjiandating_307,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_307,65000,307,Building_chengjiandating,-1,2,2,skin_name_307,0,0,worldskin_036,Atlas/UI_Worldskin,worldskin_036,[0|0],5,190,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,307001,-1,,,,-1,80,307001
30702,Atlas/UI_Worldskin,1.9,castle_face_307,,,castle_face_307,[10103|300|10188|500],[10103|300|10188|500],[10104|3800|1019|24],[10104|3800|1019|24],1,,,,,,,,Avatar/Spine/Building/chengjiandating_307,Avatar/Spine/Building/chengjiandating_307,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_307,70000,307,Building_chengjiandating,-1,2,3,skin_name_307,0,0,worldskin_036,Atlas/UI_Worldskin,worldskin_036,[0|0],5,190,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,307001,-1,,,,-1,80,307001
30703,Atlas/UI_Worldskin,1.9,castle_face_307,,,castle_face_307,[10103|300|10188|500],[10103|300|10188|500],[10104|4200|1019|26],[10104|4200|1019|26],1,,,,,,,,Avatar/Spine/Building/chengjiandating_307,Avatar/Spine/Building/chengjiandating_307,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_307,75000,307,Building_chengjiandating,-1,2,4,skin_name_307,0,0,worldskin_036,Atlas/UI_Worldskin,worldskin_036,[0|0],5,190,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,307001,-1,,,,-1,80,307001
30704,Atlas/UI_Worldskin,1.9,castle_face_307,,,castle_face_307,[10103|300|10188|500],[10103|300|10188|500],[10104|4600|1019|28],[10104|4600|1019|28],1,,,,,,,,Avatar/Spine/Building/chengjiandating_307,Avatar/Spine/Building/chengjiandating_307,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_307,80000,307,Building_chengjiandating,-1,2,5,skin_name_307,0,0,worldskin_036,Atlas/UI_Worldskin,worldskin_036,[0|0],5,190,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,307001,-1,,,,-1,80,307001
3072,Atlas/UI_Worldskin,1.8,castle_face_307_lv2,,,castle_face_307_lv2,[10103|300|10188|500],[10103|300|10188|500],[10104|5000|1019|30],[10104|5000|1019|30],1,,,,,,,,Avatar/Spine/Building/chengjiandating_307_lv2,Avatar/Spine/Building/chengjiandating_307_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_307,100000,307,Building_chengjiandating,-1,2,6,skin_name_307,0,0,worldskin_036_lv2,Atlas/UI_Worldskin,worldskin_036_lv2,[0|0],6,180,180,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,307021,-1,,,,-1,80,307021
308,Atlas/UI_Worldskin,1.8,castle_face_308,,,castle_face_308,[10103|500|18|500],[10103|500|18|500],[10104|3000|1019|30],[10104|3000|1019|30],1,,,,,,,,Avatar/Spine/Building/chengjiandating_308,Avatar/Spine/Building/chengjiandating_308,999|2|5000,,[],skin_desc_308,60000,308,Building_chengjiandating,-1,2,1,skin_name_308,0,0,worldskin_308,Atlas/UI_Worldskin,worldskin_308,[0|0],5,180,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
30801,Atlas/UI_Worldskin,1.8,castle_face_308,,,castle_face_308,[10103|500|18|500],[10103|500|18|500],[10104|3400|1019|32],[10104|3400|1019|32],1,,,,,,,,Avatar/Spine/Building/chengjiandating_308,Avatar/Spine/Building/chengjiandating_308,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_308,65000,308,Building_chengjiandating,-1,2,2,skin_name_308,0,0,worldskin_308,Atlas/UI_Worldskin,worldskin_308,[0|0],5,180,180,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
30802,Atlas/UI_Worldskin,1.8,castle_face_308,,,castle_face_308,[10103|500|18|500],[10103|500|18|500],[10104|3800|1019|34],[10104|3800|1019|34],1,,,,,,,,Avatar/Spine/Building/chengjiandating_308,Avatar/Spine/Building/chengjiandating_308,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_308,70000,308,Building_chengjiandating,-1,2,3,skin_name_308,0,0,worldskin_308,Atlas/UI_Worldskin,worldskin_308,[0|0],5,180,180,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
30803,Atlas/UI_Worldskin,1.8,castle_face_308,,,castle_face_308,[10103|500|18|500],[10103|500|18|500],[10104|4200|1019|36],[10104|4200|1019|36],1,,,,,,,,Avatar/Spine/Building/chengjiandating_308,Avatar/Spine/Building/chengjiandating_308,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_308,75000,308,Building_chengjiandating,-1,2,4,skin_name_308,0,0,worldskin_308,Atlas/UI_Worldskin,worldskin_308,[0|0],5,180,180,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
30804,Atlas/UI_Worldskin,1.8,castle_face_308,,,castle_face_308,[10103|500|18|500],[10103|500|18|500],[10104|4600|1019|38],[10104|4600|1019|38],1,,,,,,,,Avatar/Spine/Building/chengjiandating_308,Avatar/Spine/Building/chengjiandating_308,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_308,80000,308,Building_chengjiandating,-1,2,5,skin_name_308,0,0,worldskin_308,Atlas/UI_Worldskin,worldskin_308,[0|0],5,180,180,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
3082,Atlas/UI_Worldskin,1.8,castle_face_308_lv2,,,castle_face_308_lv2,[10103|500|18|500],[10103|500|18|500],[10104|5000|1019|40],[10104|5000|1019|40],1,,,,,,,,Avatar/Spine/Building/chengjiandating_308_lv2,Avatar/Spine/Building/chengjiandating_308_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_308,100000,308,Building_chengjiandating,-1,2,6,skin_name_308,0,0,worldskin_308_lv2,Atlas/UI_Worldskin,worldskin_308_lv2,[0|0],6,180,175,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,-1
309,Atlas/UI_Worldskin,1.85,castle_face_309,,,castle_face_309,[10103|200|10104|300],[10103|200|10104|300],[10103|500|10104|1500],[10103|500|10104|1500],1,castle_face_309_spine,idle,idle,castle_face_309_spine,idle|idle,idle|idle,,Avatar/Spine/Building/chengjiandating_309,Avatar/Spine/Building/chengjiandating_309,999|2|5000,,[],skin_desc_309,60000,309,Building_chengjiandating,-1,2,1,skin_name_309,0,0,worldskin_309,Atlas/UI_Worldskin,worldskin_309,[0|0],5,185,320,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,25,309001
30901,Atlas/UI_Worldskin,1.85,castle_face_309,,,castle_face_309,[10103|200|10104|300],[10103|200|10104|300],[10103|600|10104|1700|1019|2],[10103|600|10104|1700|1019|2],1,castle_face_309_spine,idle,idle,castle_face_309_spine,idle|idle,idle|idle,,Avatar/Spine/Building/chengjiandating_309,Avatar/Spine/Building/chengjiandating_309,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_309,65000,309,Building_chengjiandating,-1,2,2,skin_name_309,0,0,worldskin_309,Atlas/UI_Worldskin,worldskin_309,[0|0],5,185,320,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,25,309001
30902,Atlas/UI_Worldskin,1.85,castle_face_309,,,castle_face_309,[10103|200|10104|300],[10103|200|10104|300],[10103|700|10104|1900|1019|4],[10103|700|10104|1900|1019|4],1,castle_face_309_spine,idle,idle,castle_face_309_spine,idle|idle,idle|idle,,Avatar/Spine/Building/chengjiandating_309,Avatar/Spine/Building/chengjiandating_309,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_309,70000,309,Building_chengjiandating,-1,2,3,skin_name_309,0,0,worldskin_309,Atlas/UI_Worldskin,worldskin_309,[0|0],5,185,320,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,25,309001
30903,Atlas/UI_Worldskin,1.85,castle_face_309,,,castle_face_309,[10103|200|10104|300],[10103|200|10104|300],[10103|800|10104|2100|1019|6],[10103|800|10104|2100|1019|6],1,castle_face_309_spine,idle,idle,castle_face_309_spine,idle|idle,idle|idle,,Avatar/Spine/Building/chengjiandating_309,Avatar/Spine/Building/chengjiandating_309,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_309,75000,309,Building_chengjiandating,-1,2,4,skin_name_309,0,0,worldskin_309,Atlas/UI_Worldskin,worldskin_309,[0|0],5,185,320,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,25,309001
30904,Atlas/UI_Worldskin,1.85,castle_face_309,,,castle_face_309,[10103|200|10104|300],[10103|200|10104|300],[10103|900|10104|2300|1019|8],[10103|900|10104|2300|1019|8],1,castle_face_309_spine,idle,idle,castle_face_309_spine,idle|idle,idle|idle,,Avatar/Spine/Building/chengjiandating_309,Avatar/Spine/Building/chengjiandating_309,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_309,80000,309,Building_chengjiandating,-1,2,5,skin_name_309,0,0,worldskin_309,Atlas/UI_Worldskin,worldskin_309,[0|0],5,185,320,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,25,309001
3092,Atlas/UI_Worldskin,1.85,castle_face_309_lv2,,,castle_face_309_lv2,[10103|200|10104|300],[10103|200|10104|300],[10103|1000|10104|2500|1019|10],[10103|1000|10104|2500|1019|10],1,castle_face_309_lv2_spine,idle,idle,castle_face_309_lv2_spine,idle|idle,idle|idle,,Avatar/Spine/Building/chengjiandating_309_lv2,Avatar/Spine/Building/chengjiandating_309_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_309,100000,309,Building_chengjiandating,-1,2,6,skin_name_309,0,0,worldskin_309_lv2,Atlas/UI_Worldskin,worldskin_309_lv2,[0|0],6,185,320,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,25,309021
310,Atlas/UI_Worldskin,1.85,castle_face_310,,,castle_face_310,[10104|1500|1000105|1500],[10104|1500|1000105|1500],[10104|2000|1019|20],[10104|2000|1019|20],1,,,,,,,,Avatar/Spine/Building/chengjiandating_310,Avatar/Spine/Building/chengjiandating_310,999|2|5000,,[],skin_desc_310,80000,310,Building_chengjiandating,-1,2,1,skin_name_310,0,0,worldskin_310,Atlas/UI_Worldskin,worldskin_310,[0|0],5,185,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,310001
31001,Atlas/UI_Worldskin,1.85,castle_face_310,,,castle_face_310,[10104|1500|1000105|1500],[10104|1500|1000105|1500],[10104|2200|1019|22],[10104|2200|1019|22],1,,,,,,,,Avatar/Spine/Building/chengjiandating_310,Avatar/Spine/Building/chengjiandating_310,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_310,85000,310,Building_chengjiandating,-1,2,2,skin_name_310,0,0,worldskin_310,Atlas/UI_Worldskin,worldskin_310,[0|0],5,185,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,310001
31002,Atlas/UI_Worldskin,1.85,castle_face_310,,,castle_face_310,[10104|1500|1000105|1500],[10104|1500|1000105|1500],[10104|2400|1019|24],[10104|2400|1019|24],1,,,,,,,,Avatar/Spine/Building/chengjiandating_310,Avatar/Spine/Building/chengjiandating_310,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_310,90000,310,Building_chengjiandating,-1,2,3,skin_name_310,0,0,worldskin_310,Atlas/UI_Worldskin,worldskin_310,[0|0],5,185,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,310001
31003,Atlas/UI_Worldskin,1.85,castle_face_310,,,castle_face_310,[10104|1500|1000105|1500],[10104|1500|1000105|1500],[10104|2600|1019|26],[10104|2600|1019|26],1,,,,,,,,Avatar/Spine/Building/chengjiandating_310,Avatar/Spine/Building/chengjiandating_310,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_310,95000,310,Building_chengjiandating,-1,2,4,skin_name_310,0,0,worldskin_310,Atlas/UI_Worldskin,worldskin_310,[0|0],5,185,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,310001
31004,Atlas/UI_Worldskin,1.85,castle_face_310,,,castle_face_310,[10104|1500|1000105|1500],[10104|1500|1000105|1500],[10104|2800|1019|28],[10104|2800|1019|28],1,,,,,,,,Avatar/Spine/Building/chengjiandating_310,Avatar/Spine/Building/chengjiandating_310,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_310,100000,310,Building_chengjiandating,-1,2,5,skin_name_310,0,0,worldskin_310,Atlas/UI_Worldskin,worldskin_310,[0|0],5,185,185,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,310001
3102,Atlas/UI_Worldskin,1.85,castle_face_310_lv2,,,castle_face_310_lv2,[10104|1500|1000105|1500],[10104|1500|1000105|1500],[10104|3000|1019|30],[10104|3000|1019|30],1,,,,,,,,Avatar/Spine/Building/chengjiandating_310_lv2,Avatar/Spine/Building/chengjiandating_310_lv2,999|2|5000,[2|290|20],[[2|290|20]],skin_desc_310,120000,310,Building_chengjiandating,-1,2,6,skin_name_310,0,0,worldskin_310_lv2,Atlas/UI_Worldskin,worldskin_310_lv2,[0|0],6,185,180,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,,,,-1,80,310021
311,Atlas/UI_Worldskin,1.85,castle_face_311,[Ani_shenchengbao_zhuti_open|FX_Castle_311],[Ani_shenchengbao_zhuti_open|FX_Castle_311],castle_face_311,[10103|1000|1038|1000],[10103|1000|1038|1000],[10103|1000|10104|3000|1038|1500],[10103|1000|10104|3000|1038|1500],1,,,,,,,,Avatar/Spine/Building/chengjiandating_311,Avatar/Spine/Building/chengjiandating_311,999|2|20000,,[],skin_desc_311,120000,311,Building_chengjiandating,-1,2,1,skin_name_311,0,0,worldskin_033,Atlas/UI_Worldskin,worldskin_033,[0|0],6,185,240,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,castle_face_311_territory,skin_territory_311,1|311002,4,80,311001
31101,Atlas/UI_Worldskin,1.85,castle_face_311,[Ani_shenchengbao_zhuti_open|FX_Castle_311],[Ani_shenchengbao_zhuti_open|FX_Castle_311],castle_face_311,[10103|1000|1038|1000],[10103|1000|1038|1000],[10103|1000|10104|4200|1038|1500],[10103|1000|10104|4200|1038|1500],1,,,,,,,,Avatar/Spine/Building/chengjiandating_311,Avatar/Spine/Building/chengjiandating_311,999|2|20000,[2|290|20|2|305|10],[[2|290|20]|[2|305|10]],skin_desc_311,130000,311,Building_chengjiandating,-1,2,2,skin_name_311,0,0,worldskin_033,Atlas/UI_Worldskin,worldskin_033,[0|0],6,185,240,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,castle_face_311_territory,skin_territory_311,1|311002,4,80,311001
31102,Atlas/UI_Worldskin,1.85,castle_face_311,[Ani_shenchengbao_zhuti_open|FX_Castle_311],[Ani_shenchengbao_zhuti_open|FX_Castle_311],castle_face_311,[10103|1000|1038|1000],[10103|1000|1038|1000],[10103|1000|10104|5400|1038|1500],[10103|1000|10104|5400|1038|1500],1,,,,,,,,Avatar/Spine/Building/chengjiandating_311,Avatar/Spine/Building/chengjiandating_311,999|2|20000,[2|290|20|2|305|10],[[2|290|20]|[2|305|10]],skin_desc_311,140000,311,Building_chengjiandating,-1,2,3,skin_name_311,0,0,worldskin_033,Atlas/UI_Worldskin,worldskin_033,[0|0],6,185,240,[1-501|1001-9999|10001-99999],[(1|501)|(1001|9999)|(10001|99999)],0,150,-1,-1,castle_face_311_territory,skin_territory_311,1|311002,4,80,311001
