id,specialAttribute4Self,attrAllExtraIdArr,attribute_all1,attribute_all2,attribute_self1,attribute_self2,attribute_self3,attribute_team1,attribute_team2,attribute1,attribute2,attributeAllExtras,attributeAllExtrasMax,attributesAll1,attributesAll2,attributeSelfExtras,attributeSelfExtrasMax,attributesSelf,attributesTeam1,attributesTeam2,attributeTeamExtras,attributeTeamExtrasMax,attrSelfExtraIdArr,attrTeamExtraIdArr,desc,desc_parameter1,desc_parameter2,desc_parameter3,desc_parameter4,desc_parameter5,desc1,desc2,desc3,desc4,desc5,descParams,descs,extraAttribute_all1,extraAttribute_self1,extraAttribute_team1,extraAttribute1,fightforce,fightforces,icon,icon_artclass,level_desc,level_desc_parameter,maxlevel_desc,maxlv,name,para,skill,skills,special_desc,specialAttribute_self1,specialAttribute_team1,specialAttribute_team2,specialTroopAttribute_team1,type
1005013,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[20|10],,,,,hero_skill_desc_1005013_1,,,,,[[20|10]|[]|[]|[]|[]],[hero_skill_desc_1005013_1||||],,,,,[1000],[1000],2125,Atlas/UI_Skill,,,,1,hero_skill_name_1005013,-1,[10050601],[10050601],,,,,,3
1005014,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[12|6],[10],[6|1],[10],[7|2],hero_skill_desc_1005014_1,hero_skill_desc_level_10050_15,hero_skill_desc_level_10050_16,hero_skill_desc_level_10050_17,hero_skill_desc_level_10050_18,[[12|6]|[10]|[6|1]|[10]|[7|2]],[hero_skill_desc_1005014_1|hero_skill_desc_level_10050_15|hero_skill_desc_level_10050_16|hero_skill_desc_level_10050_17|hero_skill_desc_level_10050_18],,,,,[100|150|200|300|400],[100|150|200|300|400],equipment_Exclusive031,Atlas/UI_Equipment,,,,5,hero_skill_name_1005014,-1,[10050801|10050802],[10050801|10050802],,,,,,2
1005015,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[5|5|10],[20],[10|20|6.5],[7.5|10],[15|30|8],hero_skill_desc_1005015_1,hero_skill_desc_level_10027_1,hero_skill_desc_level_10050_21,hero_skill_desc_level_10050_22,hero_skill_desc_level_10050_21,[[5|5|10]|[20]|[10|20|6.5]|[7.5|10]|[15|30|8]],[hero_skill_desc_1005015_1|hero_skill_desc_level_10027_1|hero_skill_desc_level_10050_21|hero_skill_desc_level_10050_22|hero_skill_desc_level_10050_21],,,,,[100|150|200|250|300],[100|150|200|250|300],skill_DharmaForm0008,Atlas/UI_Skill,,,,5,hero_skill_name_1005015,-1,[10050901|10050902|10050903],[10050901|10050902|10050903],,,,,,2
1005016,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,[100|200],[100|200],,,,,,2,hero_skill_name_1005016,-1,[10050851],[10050851],,,,,,2
1005101,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1|140|80|6|80|8],[50|1|12],[50|1],[50|1|2],,hero_skill_desc_1005101_1,hero_skill_desc_level_10051_1,hero_skill_desc_level_10051_16,hero_skill_desc_level_10051_2,,[[1|140|80|6|80|8]|[50|1|12]|[50|1]|[50|1|2]|[]],[hero_skill_desc_1005101_1|hero_skill_desc_level_10051_1|hero_skill_desc_level_10051_16|hero_skill_desc_level_10051_2|],,,,,[100|150|200],[100|150|200],1154,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"130|10,72|8",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1005101,-1,[10051101],[10051101],[0|2|0|0|2|0],,,,,1
1005102,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[6|5|30|15|15],[2|15|40],[2],[2|25|2],,hero_skill_desc_1005102_1,hero_skill_desc_level_10051_3,hero_skill_desc_level_10051_4,hero_skill_desc_level_10051_5,,[[6|5|30|15|15]|[2|15|40]|[2]|[2|25|2]|[]],[hero_skill_desc_1005102_1|hero_skill_desc_level_10051_3|hero_skill_desc_level_10051_4|hero_skill_desc_level_10051_5|],,,,,[100|150|200],[100|150|200],1155,Atlas/UI_Skill,skill_enhance_01,3.5|1.5,skill_enhance_03,4,hero_skill_name_1005102,-1,[10051201],[10051201],[0|2|0|0|0],,,,,2
1005103,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[200|180|1.5|40|24],[45|45|3|30],[45|45],[45|45|5],,hero_skill_desc_1005103_1,hero_skill_desc_level_10051_6,hero_skill_desc_level_10051_7,hero_skill_desc_level_10051_8,,[[200|180|1.5|40|24]|[45|45|3|30]|[45|45]|[45|45|5]|[]],[hero_skill_desc_1005103_1|hero_skill_desc_level_10051_6|hero_skill_desc_level_10051_7|hero_skill_desc_level_10051_8|],,,,,[150|250|400],[150|250|400],1156,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"185|15,165|15",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1005103,-1,[10051301|10051302],[10051301|10051302],[2|2|0|0|0],,,,,1
1005111,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1|0|8],[2],[1],[2],,hero_skill_desc_1005111_1,hero_skill_desc_level_10051_9,hero_skill_desc_level_10051_10,hero_skill_desc_level_10051_9,,[[1|0|8]|[2]|[1]|[2]|[]],[hero_skill_desc_1005111_1|hero_skill_desc_level_10051_9|hero_skill_desc_level_10051_10|hero_skill_desc_level_10051_9|],,,,,[500|750|1000],[500|750|1000],2126,Atlas/UI_Skill,skill_enhance_01,0|0.1,skill_enhance_03,4,hero_skill_name_1005111,-1,[10051401],[10051401],[0|2|0],,,,,2
1005112,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[20|20|10|80|6|6|48],[15|10],[15],[15|6],,hero_skill_desc_1005112_1,hero_skill_desc_level_10051_11,hero_skill_desc_buff_shield,hero_skill_desc_level_10051_12,,[[20|20|10|80|6|6|48]|[15|10]|[15]|[15|6]|[]],[hero_skill_desc_1005112_1|hero_skill_desc_level_10051_11|hero_skill_desc_buff_shield|hero_skill_desc_level_10051_12|],,,,,[500|750|1000],[500|750|1000],2127,Atlas/UI_Skill,skill_enhance_01,8|2,skill_enhance_03,4,hero_skill_name_1005112,-1,[10051501],[10051501],[0|0|2|0|0|0|0],,,,,2
1005113,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1.5|9|1.5|9],,,,,hero_skill_desc_1005113_1,,,,,[[1.5|9|1.5|9]|[]|[]|[]|[]],[hero_skill_desc_1005113_1||||],,,,,[1000],[1000],2128,Atlas/UI_Skill,,,,1,hero_skill_name_1005113,-1,[10051601|10051602],[10051601|10051602],,,,,,3
1005114,,,,,[89|0|1000|1000|1000|1000],,,,,,,,,{},{},,,{89:[0|1000|1000|1000|1000]},{},{},,,,,,[70|6],[10],[1|8],[4|10],[6|15|500|1000|8|15|10],hero_skill_desc_1005114_1,hero_skill_desc_level_10051_13,hero_skill_desc_level_10051_14,hero_skill_desc_level_10019_3,hero_skill_desc_level_10051_15,[[70|6]|[10]|[1|8]|[4|10]|[6|15|500|1000|8|15|10]],[hero_skill_desc_1005114_1|hero_skill_desc_level_10051_13|hero_skill_desc_level_10051_14|hero_skill_desc_level_10019_3|hero_skill_desc_level_10051_15],,,,,[100|150|200|300|400],[100|150|200|300|400],equipment_Exclusive032,Atlas/UI_Equipment,,,,5,hero_skill_name_1005114,-1,[10051801|10051802|10051803|10051804],[10051801|10051802|10051803|10051804],,,,,,2
1005115,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[5|5|10],[20],[10|20|6.5],[7.5|10],[15|30|8],hero_skill_desc_1005115_1,hero_skill_desc_level_10027_1,hero_skill_desc_level_10051_17,hero_skill_desc_level_10051_18,hero_skill_desc_level_10051_17,[[5|5|10]|[20]|[10|20|6.5]|[7.5|10]|[15|30|8]],[hero_skill_desc_1005115_1|hero_skill_desc_level_10027_1|hero_skill_desc_level_10051_17|hero_skill_desc_level_10051_18|hero_skill_desc_level_10051_17],,,,,[100|150|200|250|300],[100|150|200|250|300],skill_DharmaForm0009,Atlas/UI_Skill,,,,5,hero_skill_name_1005115,-1,[10051901|10051902|10051903],[10051901|10051902|10051903],,,,,,2
1005116,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,[100|200],[100|200],,,,,,2,hero_skill_name_1005116,-1,[10051851],[10051851],,,,,,2
1005201,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[2|140|65|6|10|3|8],[50|1|5],[50|1],[50|1|5],,hero_skill_desc_1005201_1,hero_skill_desc_level_10052_2,hero_skill_desc_level_10052_1,hero_skill_desc_level_10052_2,,[[2|140|65|6|10|3|8]|[50|1|5]|[50|1]|[50|1|5]|[]],[hero_skill_desc_1005201_1|hero_skill_desc_level_10052_2|hero_skill_desc_level_10052_1|hero_skill_desc_level_10052_2|],,,,,[100|150|200],[100|150|200],1157,Atlas/UI_Skill,skill_enhance_01,130|10,skill_enhance_03,4,hero_skill_name_1005201,-1,[10052101],[10052101],[0|2|0|0|0|0|0],,,,,1
1005202,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1|4|7.5|25|15],[2.5|10|25],[2.5],[2.5|2],,hero_skill_desc_1005202_1,hero_skill_desc_level_10052_3,hero_skill_desc_level_10052_4,hero_skill_desc_level_10052_5,,[[1|4|7.5|25|15]|[2.5|10|25]|[2.5]|[2.5|2]|[]],[hero_skill_desc_1005202_1|hero_skill_desc_level_10052_3|hero_skill_desc_level_10052_4|hero_skill_desc_level_10052_5|],,,,,[100|150|200],[100|150|200],1158,Atlas/UI_Skill,skill_enhance_01,7|0.5,skill_enhance_03,4,hero_skill_name_1005202,-1,[10052201|10052202],[10052201|10052202],[0|0|2|0|0],,,,,2
1005203,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[200|15|6|24],[45|5|200],[45|5],[45|5],,hero_skill_desc_1005203_1,hero_skill_desc_level_10052_6,hero_skill_desc_level_10052_7,hero_skill_desc_level_10052_8,,[[200|15|6|24]|[45|5|200]|[45|5]|[45|5]|[]],[hero_skill_desc_1005203_1|hero_skill_desc_level_10052_6|hero_skill_desc_level_10052_7|hero_skill_desc_level_10052_8|],,,,,[150|250|400],[150|250|400],1159,Atlas/UI_Skill,skill_enhance_01,185|15,skill_enhance_03,4,hero_skill_name_1005203,-1,[10052301],[10052301],[2|0|0|0],,,,,1
1005211,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[0.5|50|0.5],[1|4|1.5|6],[12],[18|1],,hero_skill_desc_1005211_1,hero_skill_desc_level_10052_9,hero_skill_desc_level_10052_10,hero_skill_desc_level_10052_11,,[[0.5|50|0.5]|[1|4|1.5|6]|[12]|[18|1]|[]],[hero_skill_desc_1005211_1|hero_skill_desc_level_10052_9|hero_skill_desc_level_10052_10|hero_skill_desc_level_10052_11|],,,,,[500|750|1000],[500|750|1000],2129,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"0.4|0.1,40|10",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1005211,-1,[10052401],[10052401],[2|2|0],,,,,2
1005212,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[5|1],[5|0.5],[5|0.5],[5|0.5],,hero_skill_desc_1005212_1,hero_skill_desc_level_10052_12,hero_skill_desc_level_10052_13,hero_skill_desc_level_10052_14,,[[5|1]|[5|0.5]|[5|0.5]|[5|0.5]|[]],[hero_skill_desc_1005212_1|hero_skill_desc_level_10052_12|hero_skill_desc_level_10052_13|hero_skill_desc_level_10052_14|],,,,,[500|750|1000],[500|750|1000],2130,Atlas/UI_Skill,skill_enhance_01,4|1,skill_enhance_03,4,hero_skill_name_1005212,-1,[10052501],[10052501],[2|0],,,,,2
1005213,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[12|6],,,,,hero_skill_desc_1005213_1,,,,,[[12|6]|[]|[]|[]|[]],[hero_skill_desc_1005213_1||||],,,,,[1000],[1000],2131,Atlas/UI_Skill,,,,1,hero_skill_name_1005213,-1,[10052601],[10052601],,,,,,3
1005214,,,,,[89|0|1000|1000|1000|1000],,,,,,,,,{},{},,,{89:[0|1000|1000|1000|1000]},{},{},,,,,,[10|3|10],[20],[10|10],[4|10],[10|1|5],hero_skill_desc_1005214_1,hero_skill_desc_level_10027_1,hero_skill_desc_level_10052_15,hero_skill_desc_level_10052_16,hero_skill_desc_level_10052_17,[[10|3|10]|[20]|[10|10]|[4|10]|[10|1|5]],[hero_skill_desc_1005214_1|hero_skill_desc_level_10027_1|hero_skill_desc_level_10052_15|hero_skill_desc_level_10052_16|hero_skill_desc_level_10052_17],,,,,[100|150|200|300|400],[100|150|200|300|400],equipment_Exclusive036,Atlas/UI_Equipment,,,,5,hero_skill_name_1005214,-1,[10052801|10052802],[10052801|10052802],,,,,,2
1005216,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,[100|200],[100|200],,,,,,2,hero_skill_name_1005216,-1,[10052851],[10052851],,,,,,2
1005301,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[2|300|6],[75|200|50|4],[75],[75|400],,hero_skill_desc_1005301_1,hero_skill_desc_level_10053_1,hero_skill_desc_level_10053_2,hero_skill_desc_level_10053_3,,[[2|300|6]|[75|200|50|4]|[75]|[75|400]|[]],[hero_skill_desc_1005301_1|hero_skill_desc_level_10053_1|hero_skill_desc_level_10053_2|hero_skill_desc_level_10053_3|],,,,,[100|150|200],[100|150|200],1160,Atlas/UI_Skill,skill_enhance_01,300|10,skill_enhance_03,4,hero_skill_name_1005301,-1,[10053101],[10053101],[0|2|0],,,,,1
1005302,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1|5|60|6|14],[1|2.5|12],[1|2.5],[1|2.5|100],,hero_skill_desc_1005302_1,hero_skill_desc_level_10053_4,hero_skill_desc_level_10053_5,hero_skill_desc_level_10053_6,,[[1|5|60|6|14]|[1|2.5|12]|[1|2.5]|[1|2.5|100]|[]],[hero_skill_desc_1005302_1|hero_skill_desc_level_10053_4|hero_skill_desc_level_10053_5|hero_skill_desc_level_10053_6|],,,,,[100|150|200],[100|150|200],1161,Atlas/UI_Skill,skill_enhance_01,5|0.5,skill_enhance_03,4,hero_skill_name_1005302,-1,[10053201],[10053201],[0|2|0|0|0],,,,,2
1005303,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[120|1.5|22],[60|4|25],[60],[60|25],,hero_skill_desc_1005303_1,hero_skill_desc_level_10053_7,hero_skill_desc_level_10053_8,hero_skill_desc_level_10053_9,,[[120|1.5|22]|[60|4|25]|[60]|[60|25]|[]],[hero_skill_desc_1005303_1|hero_skill_desc_level_10053_7|hero_skill_desc_level_10053_8|hero_skill_desc_level_10053_9|],,,,,[150|250|400],[150|250|400],1162,Atlas/UI_Skill,skill_enhance_01,120|10,skill_enhance_03,4,hero_skill_name_1005303,-1,[10053301],[10053301],[2|0|0],,,,,1
1005311,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[5|2|150],[1|4|3],[1],[1|4],,hero_skill_desc_1005311_1,hero_skill_desc_level_10053_10,hero_skill_desc_level_10053_11,hero_skill_desc_level_10053_12,,[[5|2|150]|[1|4|3]|[1]|[1|4]|[]],[hero_skill_desc_1005311_1|hero_skill_desc_level_10053_10|hero_skill_desc_level_10053_11|hero_skill_desc_level_10053_12|],,,,,[500|750|1000],[500|750|1000],2132,Atlas/UI_Skill,skill_enhance_01,150|10,skill_enhance_03,4,hero_skill_name_1005311,-1,[10053401],[10053401],[0|0|2],,,,,2
1005312,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1|15|10],[5|5],[5|5],[5|5],,hero_skill_desc_1005312_1,hero_skill_desc_level_10053_13,hero_skill_desc_level_10053_14,hero_skill_desc_level_10053_15,,[[1|15|10]|[5|5]|[5|5]|[5|5]|[]],[hero_skill_desc_1005312_1|hero_skill_desc_level_10053_13|hero_skill_desc_level_10053_14|hero_skill_desc_level_10053_15|],,,,,[500|750|1000],[500|750|1000],2133,Atlas/UI_Skill,skill_enhance_01,10|1,skill_enhance_03,4,hero_skill_name_1005312,-1,[10053501],[10053501],[0|0|2],,,,,2
1005313,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[12|6],,,,,hero_skill_desc_1005313_1,,,,,[[12|6]|[]|[]|[]|[]],[hero_skill_desc_1005313_1||||],,,,,[1000],[1000],2134,Atlas/UI_Skill,,,,1,hero_skill_name_1005313,-1,[10053601],[10053601],,,,,,3
1005314,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[60],[20],[60|3|10],[4|10],[10|5|1],hero_skill_desc_1005314_1,hero_skill_desc_level_10027_1,hero_skill_desc_level_10053_16,hero_skill_desc_level_10053_17,hero_skill_desc_level_10053_18,[[60]|[20]|[60|3|10]|[4|10]|[10|5|1]],[hero_skill_desc_1005314_1|hero_skill_desc_level_10027_1|hero_skill_desc_level_10053_16|hero_skill_desc_level_10053_17|hero_skill_desc_level_10053_18],,,,,[100|150|200|300|400],[100|150|200|300|400],equipment_Exclusive037,Atlas/UI_Equipment,,,,5,hero_skill_name_1005314,-1,[10053801|10053802],[10053801|10053802],,,,,,2
1005316,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,[100|200],[100|200],,,,,,2,hero_skill_name_1005316,-1,[10053851],[10053851],,,,,,2
1005401,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1|4|7|10|8],[2.5|10],[2.5],[2.5|2],,hero_skill_desc_1005401_1,hero_skill_desc_level_10054_1,hero_skill_desc_level_10054_2,hero_skill_desc_level_10054_3,,[[1|4|7|10|8]|[2.5|10]|[2.5]|[2.5|2]|[]],[hero_skill_desc_1005401_1|hero_skill_desc_level_10054_1|hero_skill_desc_level_10054_2|hero_skill_desc_level_10054_3|],,,,,[100|150|200],[100|150|200],1163,Atlas/UI_Skill,skill_enhance_01,7|0.5,skill_enhance_03,4,hero_skill_name_1005401,-1,[10054101],[10054101],[0|0|2|0|0],,,,,1
1005402,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1|8|5|3|15],[1|1],[1|10],[1|10],,hero_skill_desc_1005402_1,hero_skill_desc_level_10054_4,hero_skill_desc_level_10054_5,hero_skill_desc_level_10054_6,,[[1|8|5|3|15]|[1|1]|[1|10]|[1|10]|[]],[hero_skill_desc_1005402_1|hero_skill_desc_level_10054_4|hero_skill_desc_level_10054_5|hero_skill_desc_level_10054_6|],,,,,[100|150|200],[100|150|200],1164,Atlas/UI_Skill,skill_enhance_01,5|0.5,skill_enhance_03,4,hero_skill_name_1005402,-1,[10054201],[10054201],[0|0|2|0|0],,,,,2
1005403,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[100|300|6|5|250|4|50|22],[50|25],[50],[50|25],,hero_skill_desc_1005403_1,hero_skill_desc_level_10054_7,hero_skill_desc_level_10054_8,hero_skill_desc_level_10054_9,,[[100|300|6|5|250|4|50|22]|[50|25]|[50]|[50|25]|[]],[hero_skill_desc_1005403_1|hero_skill_desc_level_10054_7|hero_skill_desc_level_10054_8|hero_skill_desc_level_10054_9|],,,,,[150|250|400],[150|250|400],1165,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"100|3,300|10",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1005403,-1,[10054301],[10054301],[2|2|0|0|0|0|0|0],,,,,1
1005411,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[6|4|0.5|50|0.5],[1.5|4|6],[12],[18|2],,hero_skill_desc_1005411_1,hero_skill_desc_level_10054_10,hero_skill_desc_level_10054_11,hero_skill_desc_level_10054_12,,[[6|4|0.5|50|0.5]|[1.5|4|6]|[12]|[18|2]|[]],[hero_skill_desc_1005411_1|hero_skill_desc_level_10054_10|hero_skill_desc_level_10054_11|hero_skill_desc_level_10054_12|],,,,,[500|750|1000],[500|750|1000],2135,Atlas/UI_Skill,skill_enhance_01|skill_enhance_01,"0.5|0.1,50|10",skill_enhance_03|skill_enhance_03,4,hero_skill_name_1005411,-1,[10054401],[10054401],[0|0|2|2|0],,,,,2
1005412,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[100|4|6|5],[2|18|250],[2],[2|1.5],,hero_skill_desc_1005412_1,hero_skill_desc_level_10054_13,hero_skill_desc_level_10054_14,hero_skill_desc_level_10054_15,,[[100|4|6|5]|[2|18|250]|[2]|[2|1.5]|[]],[hero_skill_desc_1005412_1|hero_skill_desc_level_10054_13|hero_skill_desc_level_10054_14|hero_skill_desc_level_10054_15|],,,,,[500|750|1000],[500|750|1000],2136,Atlas/UI_Skill,skill_enhance_01,100|10,skill_enhance_03,4,hero_skill_name_1005412,-1,[10054501],[10054501],[2|0|0|0],,,,,2
1005413,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[12|6],,,,,hero_skill_desc_1005413_1,,,,,[[12|6]|[]|[]|[]|[]],[hero_skill_desc_1005413_1||||],,,,,[1000],[1000],2137,Atlas/UI_Skill,,,,1,hero_skill_name_1005413,-1,[10054601],[10054601],,,,,,3
1005414,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[200|6|50],[20],[6|150|6|30],[10],[1|1],hero_skill_desc_1005414_1,hero_skill_desc_level_10027_1,hero_skill_desc_level_10054_16,hero_skill_desc_level_10029_2,hero_skill_desc_level_10054_17,[[200|6|50]|[20]|[6|150|6|30]|[10]|[1|1]],[hero_skill_desc_1005414_1|hero_skill_desc_level_10027_1|hero_skill_desc_level_10054_16|hero_skill_desc_level_10029_2|hero_skill_desc_level_10054_17],,,,,[100|150|200|300|400],[100|150|200|300|400],equipment_Exclusive038,Atlas/UI_Equipment,,,,5,hero_skill_name_1005414,-1,[10054801|10054802|10054803],[10054801|10054802|10054803],,,,,,2
1005416,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,[100|200],[100|200],,,,,,2,hero_skill_name_1005416,-1,[10054851],[10054851],,,,,,2
1000001,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1000|4|0],,,,,hero_skill_desc_1000001_1,,,,,[[1000|4|0]|[]|[]|[]|[]],[hero_skill_desc_1000001_1||||],,,,,[1000],[1000],2093,Atlas/UI_Skill,,,,1,hero_skill_name_1000001,-1,,[],[0|0|1],,,,[10103|1000|400],3
1000002,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,[1000|12|0],,,,,hero_skill_desc_1000002_1,,,,,[[1000|12|0]|[]|[]|[]|[]],[hero_skill_desc_1000002_1||||],,,,,[1000],[1000],2096,Atlas/UI_Skill,,,,1,hero_skill_name_1000002,-1,,[],[0|0|1],,,,[10104|1000|1200],3
2300201,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[23002003],[23002003],,,,,,-1
2300301,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[23003003],[23003003],,,,,,-1
2400601,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[24006012],[24006012],,,,,,-1
2400602,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[24006013],[24006013],,,,,,-1
2400603,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[24006014],[24006014],,,,,,-1
2400604,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[24006015],[24006015],,,,,,-1
2400605,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[24006016],[24006016],,,,,,-1
3000101,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30001002],[30001002],,,,,,-1
3000201,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30002002],[30002002],,,,,,-1
3000301,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30003101],[30003101],,,,,,-1
3000601,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30006002],[30006002],,,,,,-1
3000602,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30006003],[30006003],,,,,,-1
3001101,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30011101],[30011101],,,,,,-1
3001102,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30011201],[30011201],,,,,,-1
3001103,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30011301],[30011301],,,,,,-1
3001301,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,4,,-1,[30013101],[30013101],,,,,,-1
3001302,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30013202],[30013202],,,,,,-1
3001801,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[30018002],[30018002],,,,,,-1
3001901,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,4,,-1,[30019101|30019201|30019301],[30019101|30019201|30019301],,,,,,2
3002201,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,4,,-1,[30022101],[30022101],,,,,,2
3002202,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,4,,-1,[30022201],[30022201],,,,,,2
3002203,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,4,,-1,[30022301],[30022301],,,,,,2
3002301,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,4,,-1,[10051805],[10051805],,,,,,2
3002401,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[10054303],[10054303],,,,,,2
3002402,,,,,,,,,,,,,,{},{},,,{},{},{},,,,,,,,,,,,,,,,[[]|[]|[]|[]|[]],[||||],,,,,,[],,,,,,1,,-1,[10054304],[10054304],,,,,,2
