id,appear_range,elite_number_limit,group_id,group_name,instance_id,monster_group,monsterDic,monsterList
43190,0,-1,2,,756,[313416|9],{313416:9},[313416|313416|313416|313416|313416|313416|313416|313416|313416]
43191,0,-1,3,,756,[313416|9],{313416:9},[313416|313416|313416|313416|313416|313416|313416|313416|313416]
43192,0,-1,4,,756,[313416|3],{313416:3},[313416|313416|313416]
43193,0,-1,2,,757,[313417|9],{313417:9},[313417|313417|313417|313417|313417|313417|313417|313417|313417]
43194,0,-1,3,,757,[313417|9],{313417:9},[313417|313417|313417|313417|313417|313417|313417|313417|313417]
43195,0,-1,4,,757,[313417|6],{313417:6},[313417|313417|313417|313417|313417|313417]
43196,0,-1,2,,758,[313418|9],{313418:9},[313418|313418|313418|313418|313418|313418|313418|313418|313418]
43197,0,-1,3,,758,[313418|9],{313418:9},[313418|313418|313418|313418|313418|313418|313418|313418|313418]
43198,0,-1,4,,758,[313418|6],{313418:6},[313418|313418|313418|313418|313418|313418]
43199,0,-1,2,,759,[313419|9],{313419:9},[313419|313419|313419|313419|313419|313419|313419|313419|313419]
43200,0,-1,3,,759,[313419|9],{313419:9},[313419|313419|313419|313419|313419|313419|313419|313419|313419]
43201,0,-1,4,,759,[313419|6],{313419:6},[313419|313419|313419|313419|313419|313419]
43202,0,-1,2,,760,[313420|9],{313420:9},[313420|313420|313420|313420|313420|313420|313420|313420|313420]
43203,0,-1,3,,760,[313420|9],{313420:9},[313420|313420|313420|313420|313420|313420|313420|313420|313420]
43204,0,-1,4,,760,[313420|6],{313420:6},[313420|313420|313420|313420|313420|313420]
43205,0,-1,2,,761,[313511|9],{313511:9},[313511|313511|313511|313511|313511|313511|313511|313511|313511]
43206,0,-1,3,,761,[313511|9],{313511:9},[313511|313511|313511|313511|313511|313511|313511|313511|313511]
43207,0,-1,2,,762,[313512|9],{313512:9},[313512|313512|313512|313512|313512|313512|313512|313512|313512]
43208,0,-1,3,,762,[313512|9],{313512:9},[313512|313512|313512|313512|313512|313512|313512|313512|313512]
43209,0,-1,2,,763,[313513|9],{313513:9},[313513|313513|313513|313513|313513|313513|313513|313513|313513]
43210,0,-1,3,,763,[313513|9],{313513:9},[313513|313513|313513|313513|313513|313513|313513|313513|313513]
43211,0,-1,2,,764,[313514|9],{313514:9},[313514|313514|313514|313514|313514|313514|313514|313514|313514]
43212,0,-1,3,,764,[313514|9],{313514:9},[313514|313514|313514|313514|313514|313514|313514|313514|313514]
43213,0,-1,4,,764,[313514|3],{313514:3},[313514|313514|313514]
43214,0,-1,2,,765,[313515|9],{313515:9},[313515|313515|313515|313515|313515|313515|313515|313515|313515]
43215,0,-1,3,,765,[313515|9],{313515:9},[313515|313515|313515|313515|313515|313515|313515|313515|313515]
43216,0,-1,4,,765,[313515|3],{313515:3},[313515|313515|313515]
43217,0,-1,2,,766,[313516|9],{313516:9},[313516|313516|313516|313516|313516|313516|313516|313516|313516]
43218,0,-1,3,,766,[313516|9],{313516:9},[313516|313516|313516|313516|313516|313516|313516|313516|313516]
43219,0,-1,4,,766,[313516|3],{313516:3},[313516|313516|313516]
43220,0,-1,2,,767,[313517|9],{313517:9},[313517|313517|313517|313517|313517|313517|313517|313517|313517]
43221,0,-1,3,,767,[313517|9],{313517:9},[313517|313517|313517|313517|313517|313517|313517|313517|313517]
43222,0,-1,4,,767,[313517|6],{313517:6},[313517|313517|313517|313517|313517|313517]
43223,0,-1,2,,768,[313518|9],{313518:9},[313518|313518|313518|313518|313518|313518|313518|313518|313518]
43224,0,-1,3,,768,[313518|9],{313518:9},[313518|313518|313518|313518|313518|313518|313518|313518|313518]
43225,0,-1,4,,768,[313518|6],{313518:6},[313518|313518|313518|313518|313518|313518]
43226,0,-1,2,,769,[313519|9],{313519:9},[313519|313519|313519|313519|313519|313519|313519|313519|313519]
43227,0,-1,3,,769,[313519|9],{313519:9},[313519|313519|313519|313519|313519|313519|313519|313519|313519]
43228,0,-1,4,,769,[313519|6],{313519:6},[313519|313519|313519|313519|313519|313519]
43229,0,-1,2,,770,[313520|9],{313520:9},[313520|313520|313520|313520|313520|313520|313520|313520|313520]
43230,0,-1,3,,770,[313520|9],{313520:9},[313520|313520|313520|313520|313520|313520|313520|313520|313520]
43231,0,-1,4,,770,[313520|6],{313520:6},[313520|313520|313520|313520|313520|313520]
44001,0,-1,1,,811,[314001|1],{314001:1},[314001]
44002,0,-1,1,,812,[314002|1],{314002:1},[314002]
44003,0,-1,1,,813,[314003|1],{314003:1},[314003]
44004,0,-1,1,,814,[314004|1],{314004:1},[314004]
44005,0,-1,1,,815,[314005|1],{314005:1},[314005]
44006,0,-1,1,,816,[314006|1],{314006:1},[314006]
44007,0,-1,1,,817,[314007|1],{314007:1},[314007]
44008,0,-1,1,,818,[314008|1],{314008:1},[314008]
44009,0,-1,1,,819,[314009|1],{314009:1},[314009]
44010,0,-1,1,,820,[314010|1],{314010:1},[314010]
44011,0,-1,1,,821,[314101|1],{314101:1},[314101]
44012,0,-1,1,,822,[314102|1],{314102:1},[314102]
44013,0,-1,1,,823,[314103|1],{314103:1},[314103]
44014,0,-1,1,,824,[314104|1],{314104:1},[314104]
44015,0,-1,1,,825,[314105|1],{314105:1},[314105]
44016,0,-1,1,,826,[314106|1],{314106:1},[314106]
44017,0,-1,1,,827,[314107|1],{314107:1},[314107]
44018,0,-1,1,,828,[314108|1],{314108:1},[314108]
44019,0,-1,1,,829,[314109|1],{314109:1},[314109]
44020,0,-1,1,,830,[314110|1],{314110:1},[314110]
44021,0,-1,1,,831,[314201|1],{314201:1},[314201]
44022,0,-1,1,,832,[314202|1],{314202:1},[314202]
44023,0,-1,1,,833,[314203|1],{314203:1},[314203]
44024,0,-1,1,,834,[314204|1],{314204:1},[314204]
44025,0,-1,1,,835,[314205|1],{314205:1},[314205]
44026,0,-1,1,,836,[314206|1],{314206:1},[314206]
44027,0,-1,1,,837,[314207|1],{314207:1},[314207]
44028,0,-1,1,,838,[314208|1],{314208:1},[314208]
44029,0,-1,1,,839,[314209|1],{314209:1},[314209]
44030,0,-1,1,,840,[314210|1],{314210:1},[314210]
44031,0,-1,1,,841,[314301|1],{314301:1},[314301]
44032,0,-1,1,,842,[314302|1],{314302:1},[314302]
44033,0,-1,1,,843,[314303|1],{314303:1},[314303]
44034,0,-1,1,,844,[314304|1],{314304:1},[314304]
44035,0,-1,1,,845,[314305|1],{314305:1},[314305]
44036,0,-1,1,,846,[314306|1],{314306:1},[314306]
44037,0,-1,1,,847,[314307|1],{314307:1},[314307]
44038,0,-1,1,,848,[314308|1],{314308:1},[314308]
44039,0,-1,1,,849,[314309|1],{314309:1},[314309]
44040,0,-1,1,,850,[314310|1],{314310:1},[314310]
44041,0,-1,1,,851,[314401|1],{314401:1},[314401]
44042,0,-1,1,,852,[314402|1],{314402:1},[314402]
44043,0,-1,1,,853,[314403|1],{314403:1},[314403]
44044,0,-1,1,,854,[314404|1],{314404:1},[314404]
44045,0,-1,1,,855,[314405|1],{314405:1},[314405]
44046,0,-1,1,,856,[314406|1],{314406:1},[314406]
44047,0,-1,1,,857,[314407|1],{314407:1},[314407]
44048,0,-1,1,,858,[314408|1],{314408:1},[314408]
44049,0,-1,1,,859,[314409|1],{314409:1},[314409]
44050,0,-1,1,,860,[314410|1],{314410:1},[314410]
44051,0,-1,1,,861,[314501|1],{314501:1},[314501]
44052,0,-1,1,,862,[314502|1],{314502:1},[314502]
44053,0,-1,1,,863,[314503|1],{314503:1},[314503]
44054,0,-1,1,,864,[314504|1],{314504:1},[314504]
44055,0,-1,1,,865,[314505|1],{314505:1},[314505]
44056,0,-1,1,,866,[314506|1],{314506:1},[314506]
44057,0,-1,1,,867,[314507|1],{314507:1},[314507]
44058,0,-1,1,,868,[314508|1],{314508:1},[314508]
44059,0,-1,1,,869,[314509|1],{314509:1},[314509]
44060,0,-1,1,,870,[314510|1],{314510:1},[314510]
44101,0,-1,2,,811,[314011|3],{314011:3},[314011|314011|314011]
44102,0,-1,2,,812,[314012|3],{314012:3},[314012|314012|314012]
44103,0,-1,2,,813,[314013|6],{314013:6},[314013|314013|314013|314013|314013|314013]
44104,0,-1,2,,814,[314014|6],{314014:6},[314014|314014|314014|314014|314014|314014]
44105,0,-1,2,,815,[314015|6],{314015:6},[314015|314015|314015|314015|314015|314015]
44106,0,-1,2,,816,[314016|6],{314016:6},[314016|314016|314016|314016|314016|314016]
44107,0,-1,2,,817,[314017|9],{314017:9},[314017|314017|314017|314017|314017|314017|314017|314017|314017]
44108,0,-1,2,,818,[314018|6],{314018:6},[314018|314018|314018|314018|314018|314018]
44109,0,-1,2,,819,[314019|9],{314019:9},[314019|314019|314019|314019|314019|314019|314019|314019|314019]
44110,0,-1,2,,820,[314020|9],{314020:9},[314020|314020|314020|314020|314020|314020|314020|314020|314020]
44111,0,-1,3,,820,[314020|3],{314020:3},[314020|314020|314020]
44112,0,-1,2,,821,[314111|9],{314111:9},[314111|314111|314111|314111|314111|314111|314111|314111|314111]
44113,0,-1,2,,822,[314112|9],{314112:9},[314112|314112|314112|314112|314112|314112|314112|314112|314112]
44114,0,-1,2,,823,[314113|9],{314113:9},[314113|314113|314113|314113|314113|314113|314113|314113|314113]
44115,0,-1,2,,824,[314114|9],{314114:9},[314114|314114|314114|314114|314114|314114|314114|314114|314114]
44116,0,-1,3,,824,[314114|3],{314114:3},[314114|314114|314114]
44117,0,-1,2,,825,[314115|9],{314115:9},[314115|314115|314115|314115|314115|314115|314115|314115|314115]
44118,0,-1,3,,825,[314115|3],{314115:3},[314115|314115|314115]
44119,0,-1,2,,826,[314116|9],{314116:9},[314116|314116|314116|314116|314116|314116|314116|314116|314116]
44120,0,-1,3,,826,[314116|3],{314116:3},[314116|314116|314116]
44121,0,-1,2,,827,[314117|9],{314117:9},[314117|314117|314117|314117|314117|314117|314117|314117|314117]
44122,0,-1,3,,827,[314117|6],{314117:6},[314117|314117|314117|314117|314117|314117]
44123,0,-1,2,,828,[314118|9],{314118:9},[314118|314118|314118|314118|314118|314118|314118|314118|314118]
44124,0,-1,3,,828,[314118|1],{314118:1},[314118]
44125,0,-1,2,,829,[314119|9],{314119:9},[314119|314119|314119|314119|314119|314119|314119|314119|314119]
44126,0,-1,3,,829,[314119|3],{314119:3},[314119|314119|314119]
44127,0,-1,2,,830,[314120|9],{314120:9},[314120|314120|314120|314120|314120|314120|314120|314120|314120]
44128,0,-1,3,,830,[314120|6],{314120:6},[314120|314120|314120|314120|314120|314120]
44129,0,-1,2,,831,[314211|9],{314211:9},[314211|314211|314211|314211|314211|314211|314211|314211|314211]
44130,0,-1,3,,831,[314211|6],{314211:6},[314211|314211|314211|314211|314211|314211]
44131,0,-1,2,,832,[314212|9],{314212:9},[314212|314212|314212|314212|314212|314212|314212|314212|314212]
44132,0,-1,3,,832,[314212|6],{314212:6},[314212|314212|314212|314212|314212|314212]
44133,0,-1,2,,833,[314213|9],{314213:9},[314213|314213|314213|314213|314213|314213|314213|314213|314213]
44134,0,-1,3,,833,[314213|6],{314213:6},[314213|314213|314213|314213|314213|314213]
44135,0,-1,2,,834,[314214|9],{314214:9},[314214|314214|314214|314214|314214|314214|314214|314214|314214]
44136,0,-1,3,,834,[314214|9],{314214:9},[314214|314214|314214|314214|314214|314214|314214|314214|314214]
44137,0,-1,2,,835,[314215|9],{314215:9},[314215|314215|314215|314215|314215|314215|314215|314215|314215]
44138,0,-1,3,,835,[314215|9],{314215:9},[314215|314215|314215|314215|314215|314215|314215|314215|314215]
44139,0,-1,2,,836,[314216|9],{314216:9},[314216|314216|314216|314216|314216|314216|314216|314216|314216]
44140,0,-1,3,,836,[314216|9],{314216:9},[314216|314216|314216|314216|314216|314216|314216|314216|314216]
44141,0,-1,2,,837,[314217|9],{314217:9},[314217|314217|314217|314217|314217|314217|314217|314217|314217]
44142,0,-1,3,,837,[314217|9],{314217:9},[314217|314217|314217|314217|314217|314217|314217|314217|314217]
44143,0,-1,2,,838,[314218|9],{314218:9},[314218|314218|314218|314218|314218|314218|314218|314218|314218]
44144,0,-1,3,,838,[314218|3],{314218:3},[314218|314218|314218]
44145,0,-1,2,,839,[314219|9],{314219:9},[314219|314219|314219|314219|314219|314219|314219|314219|314219]
44146,0,-1,3,,839,[314219|6],{314219:6},[314219|314219|314219|314219|314219|314219]
44147,0,-1,4,,839,[314219|9],{314219:9},[314219|314219|314219|314219|314219|314219|314219|314219|314219]
44148,0,-1,2,,840,[314220|9],{314220:9},[314220|314220|314220|314220|314220|314220|314220|314220|314220]
44149,0,-1,3,,840,[314220|9],{314220:9},[314220|314220|314220|314220|314220|314220|314220|314220|314220]
44150,0,-1,4,,840,[314220|1],{314220:1},[314220]
44151,0,-1,2,,841,[314311|9],{314311:9},[314311|314311|314311|314311|314311|314311|314311|314311|314311]
44152,0,-1,3,,841,[314311|9],{314311:9},[314311|314311|314311|314311|314311|314311|314311|314311|314311]
44153,0,-1,2,,842,[314312|9],{314312:9},[314312|314312|314312|314312|314312|314312|314312|314312|314312]
44154,0,-1,3,,842,[314312|9],{314312:9},[314312|314312|314312|314312|314312|314312|314312|314312|314312]
44155,0,-1,2,,843,[314314|9],{314314:9},[314314|314314|314314|314314|314314|314314|314314|314314|314314]
44156,0,-1,3,,843,[314314|9],{314314:9},[314314|314314|314314|314314|314314|314314|314314|314314|314314]
44157,0,-1,2,,844,[314314|9],{314314:9},[314314|314314|314314|314314|314314|314314|314314|314314|314314]
44158,0,-1,3,,844,[314314|9],{314314:9},[314314|314314|314314|314314|314314|314314|314314|314314|314314]
44159,0,-1,4,,844,[314314|3],{314314:3},[314314|314314|314314]
44160,0,-1,2,,845,[314315|9],{314315:9},[314315|314315|314315|314315|314315|314315|314315|314315|314315]
44161,0,-1,3,,845,[314315|9],{314315:9},[314315|314315|314315|314315|314315|314315|314315|314315|314315]
44162,0,-1,4,,845,[314315|3],{314315:3},[314315|314315|314315]
44163,0,-1,2,,846,[314316|9],{314316:9},[314316|314316|314316|314316|314316|314316|314316|314316|314316]
44164,0,-1,3,,846,[314316|9],{314316:9},[314316|314316|314316|314316|314316|314316|314316|314316|314316]
44165,0,-1,4,,846,[314316|3],{314316:3},[314316|314316|314316]
44166,0,-1,2,,847,[314317|9],{314317:9},[314317|314317|314317|314317|314317|314317|314317|314317|314317]
44167,0,-1,3,,847,[314317|9],{314317:9},[314317|314317|314317|314317|314317|314317|314317|314317|314317]
44168,0,-1,4,,847,[314317|6],{314317:6},[314317|314317|314317|314317|314317|314317]
44169,0,-1,2,,848,[314318|9],{314318:9},[314318|314318|314318|314318|314318|314318|314318|314318|314318]
44170,0,-1,3,,848,[314318|9],{314318:9},[314318|314318|314318|314318|314318|314318|314318|314318|314318]
44171,0,-1,4,,848,[314318|6],{314318:6},[314318|314318|314318|314318|314318|314318]
44172,0,-1,2,,849,[314319|9],{314319:9},[314319|314319|314319|314319|314319|314319|314319|314319|314319]
44173,0,-1,3,,849,[314319|9],{314319:9},[314319|314319|314319|314319|314319|314319|314319|314319|314319]
44174,0,-1,4,,849,[314319|3],{314319:3},[314319|314319|314319]
44175,0,-1,2,,850,[314320|9],{314320:9},[314320|314320|314320|314320|314320|314320|314320|314320|314320]
44176,0,-1,3,,850,[314320|9],{314320:9},[314320|314320|314320|314320|314320|314320|314320|314320|314320]
44177,0,-1,4,,850,[314320|6],{314320:6},[314320|314320|314320|314320|314320|314320]
44178,0,-1,2,,851,[314411|9],{314411:9},[314411|314411|314411|314411|314411|314411|314411|314411|314411]
44179,0,-1,3,,851,[314411|9],{314411:9},[314411|314411|314411|314411|314411|314411|314411|314411|314411]
44180,0,-1,2,,852,[314412|9],{314412:9},[314412|314412|314412|314412|314412|314412|314412|314412|314412]
44181,0,-1,3,,852,[314412|9],{314412:9},[314412|314412|314412|314412|314412|314412|314412|314412|314412]
44182,0,-1,2,,853,[314413|9],{314413:9},[314413|314413|314413|314413|314413|314413|314413|314413|314413]
44183,0,-1,3,,853,[314413|9],{314413:9},[314413|314413|314413|314413|314413|314413|314413|314413|314413]
44184,0,-1,2,,854,[314414|9],{314414:9},[314414|314414|314414|314414|314414|314414|314414|314414|314414]
44185,0,-1,3,,854,[314414|9],{314414:9},[314414|314414|314414|314414|314414|314414|314414|314414|314414]
44186,0,-1,4,,854,[314414|3],{314414:3},[314414|314414|314414]
44187,0,-1,2,,855,[314415|9],{314415:9},[314415|314415|314415|314415|314415|314415|314415|314415|314415]
44188,0,-1,3,,855,[314415|9],{314415:9},[314415|314415|314415|314415|314415|314415|314415|314415|314415]
44189,0,-1,4,,855,[314415|3],{314415:3},[314415|314415|314415]
44190,0,-1,2,,856,[314416|9],{314416:9},[314416|314416|314416|314416|314416|314416|314416|314416|314416]
44191,0,-1,3,,856,[314416|9],{314416:9},[314416|314416|314416|314416|314416|314416|314416|314416|314416]
44192,0,-1,4,,856,[314416|3],{314416:3},[314416|314416|314416]
44193,0,-1,2,,857,[314417|9],{314417:9},[314417|314417|314417|314417|314417|314417|314417|314417|314417]
44194,0,-1,3,,857,[314417|9],{314417:9},[314417|314417|314417|314417|314417|314417|314417|314417|314417]
44195,0,-1,4,,857,[314417|6],{314417:6},[314417|314417|314417|314417|314417|314417]
44196,0,-1,2,,858,[314418|9],{314418:9},[314418|314418|314418|314418|314418|314418|314418|314418|314418]
44197,0,-1,3,,858,[314418|9],{314418:9},[314418|314418|314418|314418|314418|314418|314418|314418|314418]
44198,0,-1,4,,858,[314418|6],{314418:6},[314418|314418|314418|314418|314418|314418]
44199,0,-1,2,,859,[314419|9],{314419:9},[314419|314419|314419|314419|314419|314419|314419|314419|314419]
44200,0,-1,3,,859,[314419|9],{314419:9},[314419|314419|314419|314419|314419|314419|314419|314419|314419]
44201,0,-1,4,,859,[314419|6],{314419:6},[314419|314419|314419|314419|314419|314419]
44202,0,-1,2,,860,[314420|9],{314420:9},[314420|314420|314420|314420|314420|314420|314420|314420|314420]
44203,0,-1,3,,860,[314420|9],{314420:9},[314420|314420|314420|314420|314420|314420|314420|314420|314420]
44204,0,-1,4,,860,[314420|6],{314420:6},[314420|314420|314420|314420|314420|314420]
44205,0,-1,2,,861,[314511|9],{314511:9},[314511|314511|314511|314511|314511|314511|314511|314511|314511]
44206,0,-1,3,,861,[314511|9],{314511:9},[314511|314511|314511|314511|314511|314511|314511|314511|314511]
44207,0,-1,2,,862,[314512|9],{314512:9},[314512|314512|314512|314512|314512|314512|314512|314512|314512]
44208,0,-1,3,,862,[314512|9],{314512:9},[314512|314512|314512|314512|314512|314512|314512|314512|314512]
44209,0,-1,2,,863,[314513|9],{314513:9},[314513|314513|314513|314513|314513|314513|314513|314513|314513]
44210,0,-1,3,,863,[314513|9],{314513:9},[314513|314513|314513|314513|314513|314513|314513|314513|314513]
44211,0,-1,2,,864,[314514|9],{314514:9},[314514|314514|314514|314514|314514|314514|314514|314514|314514]
44212,0,-1,3,,864,[314514|9],{314514:9},[314514|314514|314514|314514|314514|314514|314514|314514|314514]
44213,0,-1,4,,864,[314514|3],{314514:3},[314514|314514|314514]
44214,0,-1,2,,865,[314515|9],{314515:9},[314515|314515|314515|314515|314515|314515|314515|314515|314515]
44215,0,-1,3,,865,[314515|9],{314515:9},[314515|314515|314515|314515|314515|314515|314515|314515|314515]
44216,0,-1,4,,865,[314515|3],{314515:3},[314515|314515|314515]
44217,0,-1,2,,866,[314516|9],{314516:9},[314516|314516|314516|314516|314516|314516|314516|314516|314516]
44218,0,-1,3,,866,[314516|9],{314516:9},[314516|314516|314516|314516|314516|314516|314516|314516|314516]
44219,0,-1,4,,866,[314516|3],{314516:3},[314516|314516|314516]
44220,0,-1,2,,867,[314517|9],{314517:9},[314517|314517|314517|314517|314517|314517|314517|314517|314517]
44221,0,-1,3,,867,[314517|9],{314517:9},[314517|314517|314517|314517|314517|314517|314517|314517|314517]
44222,0,-1,4,,867,[314517|6],{314517:6},[314517|314517|314517|314517|314517|314517]
44223,0,-1,2,,868,[314518|9],{314518:9},[314518|314518|314518|314518|314518|314518|314518|314518|314518]
44224,0,-1,3,,868,[314518|9],{314518:9},[314518|314518|314518|314518|314518|314518|314518|314518|314518]
44225,0,-1,4,,868,[314518|6],{314518:6},[314518|314518|314518|314518|314518|314518]
44226,0,-1,2,,869,[314519|9],{314519:9},[314519|314519|314519|314519|314519|314519|314519|314519|314519]
44227,0,-1,3,,869,[314519|9],{314519:9},[314519|314519|314519|314519|314519|314519|314519|314519|314519]
44228,0,-1,4,,869,[314519|6],{314519:6},[314519|314519|314519|314519|314519|314519]
44229,0,-1,2,,870,[314520|9],{314520:9},[314520|314520|314520|314520|314520|314520|314520|314520|314520]
44230,0,-1,3,,870,[314520|9],{314520:9},[314520|314520|314520|314520|314520|314520|314520|314520|314520]
44231,0,-1,4,,870,[314520|6],{314520:6},[314520|314520|314520|314520|314520|314520]
45001,0,-1,1,,911,[315001|1],{315001:1},[315001]
45002,0,-1,1,,912,[315002|1],{315002:1},[315002]
45003,0,-1,1,,913,[315003|1],{315003:1},[315003]
45004,0,-1,1,,914,[315004|1],{315004:1},[315004]
45005,0,-1,1,,915,[315005|1],{315005:1},[315005]
45006,0,-1,1,,916,[315006|1],{315006:1},[315006]
45007,0,-1,1,,917,[315007|1],{315007:1},[315007]
45008,0,-1,1,,918,[315008|1],{315008:1},[315008]
45009,0,-1,1,,919,[315009|1],{315009:1},[315009]
45010,0,-1,1,,920,[315010|1],{315010:1},[315010]
45011,0,-1,1,,921,[315101|1],{315101:1},[315101]
45012,0,-1,1,,922,[315102|1],{315102:1},[315102]
45013,0,-1,1,,923,[315103|1],{315103:1},[315103]
45014,0,-1,1,,924,[315104|1],{315104:1},[315104]
45015,0,-1,1,,925,[315105|1],{315105:1},[315105]
45016,0,-1,1,,926,[315106|1],{315106:1},[315106]
45017,0,-1,1,,927,[315107|1],{315107:1},[315107]
45018,0,-1,1,,928,[315108|1],{315108:1},[315108]
45019,0,-1,1,,929,[315109|1],{315109:1},[315109]
45020,0,-1,1,,930,[315110|1],{315110:1},[315110]
45021,0,-1,1,,931,[315201|1],{315201:1},[315201]
45022,0,-1,1,,932,[315202|1],{315202:1},[315202]
45023,0,-1,1,,933,[315203|1],{315203:1},[315203]
45024,0,-1,1,,934,[315204|1],{315204:1},[315204]
45025,0,-1,1,,935,[315205|1],{315205:1},[315205]
45026,0,-1,1,,936,[315206|1],{315206:1},[315206]
45027,0,-1,1,,937,[315207|1],{315207:1},[315207]
45028,0,-1,1,,938,[315208|1],{315208:1},[315208]
45029,0,-1,1,,939,[315209|1],{315209:1},[315209]
45030,0,-1,1,,940,[315210|1],{315210:1},[315210]
45031,0,-1,1,,941,[315301|1],{315301:1},[315301]
45032,0,-1,1,,942,[315302|1],{315302:1},[315302]
45033,0,-1,1,,943,[315303|1],{315303:1},[315303]
45034,0,-1,1,,944,[315304|1],{315304:1},[315304]
45035,0,-1,1,,945,[315305|1],{315305:1},[315305]
45036,0,-1,1,,946,[315306|1],{315306:1},[315306]
45037,0,-1,1,,947,[315307|1],{315307:1},[315307]
45038,0,-1,1,,948,[315308|1],{315308:1},[315308]
45039,0,-1,1,,949,[315309|1],{315309:1},[315309]
45040,0,-1,1,,950,[315310|1],{315310:1},[315310]
45041,0,-1,1,,951,[315401|1],{315401:1},[315401]
45042,0,-1,1,,952,[315402|1],{315402:1},[315402]
45043,0,-1,1,,953,[315403|1],{315403:1},[315403]
45044,0,-1,1,,954,[315404|1],{315404:1},[315404]
45045,0,-1,1,,955,[315405|1],{315405:1},[315405]
45046,0,-1,1,,956,[315406|1],{315406:1},[315406]
45047,0,-1,1,,957,[315407|1],{315407:1},[315407]
45048,0,-1,1,,958,[315408|1],{315408:1},[315408]
45049,0,-1,1,,959,[315409|1],{315409:1},[315409]
45050,0,-1,1,,960,[315410|1],{315410:1},[315410]
45051,0,-1,1,,961,[315501|1],{315501:1},[315501]
45052,0,-1,1,,962,[315502|1],{315502:1},[315502]
45053,0,-1,1,,963,[315503|1],{315503:1},[315503]
45054,0,-1,1,,964,[315504|1],{315504:1},[315504]
45055,0,-1,1,,965,[315505|1],{315505:1},[315505]
45056,0,-1,1,,966,[315506|1],{315506:1},[315506]
45057,0,-1,1,,967,[315507|1],{315507:1},[315507]
45058,0,-1,1,,968,[315508|1],{315508:1},[315508]
45059,0,-1,1,,969,[315509|1],{315509:1},[315509]
45060,0,-1,1,,970,[315510|1],{315510:1},[315510]
45101,0,-1,2,,911,[315011|3],{315011:3},[315011|315011|315011]
45102,0,-1,2,,912,[315012|3],{315012:3},[315012|315012|315012]
45103,0,-1,2,,913,[315013|6],{315013:6},[315013|315013|315013|315013|315013|315013]
45104,0,-1,2,,914,[315014|6],{315014:6},[315014|315014|315014|315014|315014|315014]
45105,0,-1,2,,915,[315015|6],{315015:6},[315015|315015|315015|315015|315015|315015]
45106,0,-1,2,,916,[315016|6],{315016:6},[315016|315016|315016|315016|315016|315016]
45107,0,-1,2,,917,[315017|9],{315017:9},[315017|315017|315017|315017|315017|315017|315017|315017|315017]
45108,0,-1,2,,918,[315018|6],{315018:6},[315018|315018|315018|315018|315018|315018]
45109,0,-1,2,,919,[315019|9],{315019:9},[315019|315019|315019|315019|315019|315019|315019|315019|315019]
45110,0,-1,2,,920,[315020|9],{315020:9},[315020|315020|315020|315020|315020|315020|315020|315020|315020]
45111,0,-1,3,,920,[315020|3],{315020:3},[315020|315020|315020]
45112,0,-1,2,,921,[315111|9],{315111:9},[315111|315111|315111|315111|315111|315111|315111|315111|315111]
45113,0,-1,2,,922,[315112|9],{315112:9},[315112|315112|315112|315112|315112|315112|315112|315112|315112]
45114,0,-1,2,,923,[315113|9],{315113:9},[315113|315113|315113|315113|315113|315113|315113|315113|315113]
45115,0,-1,2,,924,[315114|9],{315114:9},[315114|315114|315114|315114|315114|315114|315114|315114|315114]
45116,0,-1,3,,924,[315114|3],{315114:3},[315114|315114|315114]
45117,0,-1,2,,925,[315115|9],{315115:9},[315115|315115|315115|315115|315115|315115|315115|315115|315115]
45118,0,-1,3,,925,[315115|3],{315115:3},[315115|315115|315115]
45119,0,-1,2,,926,[315116|9],{315116:9},[315116|315116|315116|315116|315116|315116|315116|315116|315116]
45120,0,-1,3,,926,[315116|3],{315116:3},[315116|315116|315116]
45121,0,-1,2,,927,[315117|9],{315117:9},[315117|315117|315117|315117|315117|315117|315117|315117|315117]
45122,0,-1,3,,927,[315117|6],{315117:6},[315117|315117|315117|315117|315117|315117]
45123,0,-1,2,,928,[315118|9],{315118:9},[315118|315118|315118|315118|315118|315118|315118|315118|315118]
45124,0,-1,3,,928,[315118|1],{315118:1},[315118]
45125,0,-1,2,,929,[315119|9],{315119:9},[315119|315119|315119|315119|315119|315119|315119|315119|315119]
45126,0,-1,3,,929,[315119|3],{315119:3},[315119|315119|315119]
45127,0,-1,2,,930,[315120|9],{315120:9},[315120|315120|315120|315120|315120|315120|315120|315120|315120]
45128,0,-1,3,,930,[315120|6],{315120:6},[315120|315120|315120|315120|315120|315120]
45129,0,-1,2,,931,[315211|9],{315211:9},[315211|315211|315211|315211|315211|315211|315211|315211|315211]
45130,0,-1,3,,931,[315211|6],{315211:6},[315211|315211|315211|315211|315211|315211]
45131,0,-1,2,,932,[315212|9],{315212:9},[315212|315212|315212|315212|315212|315212|315212|315212|315212]
45132,0,-1,3,,932,[315212|6],{315212:6},[315212|315212|315212|315212|315212|315212]
45133,0,-1,2,,933,[315213|9],{315213:9},[315213|315213|315213|315213|315213|315213|315213|315213|315213]
45134,0,-1,3,,933,[315213|6],{315213:6},[315213|315213|315213|315213|315213|315213]
45135,0,-1,2,,934,[315214|9],{315214:9},[315214|315214|315214|315214|315214|315214|315214|315214|315214]
45136,0,-1,3,,934,[315214|9],{315214:9},[315214|315214|315214|315214|315214|315214|315214|315214|315214]
