id,isNormalAtk,adjustAttr,AdjustAttrs,adjustExtraBullet,AdjustExtraBulletParameters,adjustFinalEffect,AdjustParameters,adjustType,adjustTypearameter,atker_buffs,atkerBuffsList,before_buffs,buffList,buffs,bullet_replace,bullet_reply,bulletTraceID,damageNumType,decFilter,decLimit,decOnCreation,decParamList,decParams,decSide,decTime,decTragetLimit,decType,delayTime,dmg_atk_type,dmg_enhance,dmgFilter,effectAudio,effectFX,effectFX_new,effectFXTime,effetFXBindPos,gatherDmg,haveAdjustFinalEffect,heal_enhance,hpPercentDmg,hpPercentDmg_enhance,hpPercentHeal,hpPercentHeal_enhance,IsFollowtarget,judgeFX,judgeFX_time,launch_offset,LaunchOffset,lifeTime,mark,markDic,offsetAngle,phone_shake,rounds,size_change,skillDamageType,special_bullet,specialBullet,speed,TargetFilteringParams,TargetFilteringRules,update_at_once,upgradeDataDic
60307306,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60307301,-1,-1,0,-1,[150],[150],-1,0,-1,2,1500,-1,0,1,attack,,[105],-1,-1,-1,false,0,[800|0|4|10000000|1],,,,-1,Seasons/S2/Effect/Boss/SHMX_skill02_hit,1000,,[0|0],0,[1],{1:0},-80,-1,-1,,1,,[],500,[],,-1,
60307307,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60307301,-1,-1,0,-1,[150],[150],-1,0,-1,2,0,-1,0,1,attack,,[105],-1,-1,-1,false,0,,,,,-1,Seasons/S2/Effect/Boss/SHMX_skill02_hit,1000,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],500,[],,-1,
60307308,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60307301,-1,-1,0,-1,[150],[150],-1,0,-1,2,300,-1,0,1,attack,,[105],-1,-1,-1,false,0,,,,,-1,Seasons/S2/Effect/Boss/SHMX_skill02_hit,1000,,[0|0],0,[1],{1:0},45,-1,-1,,1,,[],500,[],,-1,
60307309,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60307301,-1,-1,0,-1,[150],[150],-1,0,-1,2,600,-1,0,1,attack,,[105],-1,-1,-1,false,0,,,,,-1,Seasons/S2/Effect/Boss/SHMX_skill02_hit,1000,,[0|0],0,[1],{1:0},-30,-1,-1,,1,,[],500,[],,-1,
60307310,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60307301,-1,-1,0,-1,[150],[150],-1,0,-1,2,900,-1,0,1,attack,,[105],-1,-1,-1,false,0,,,,,-1,Seasons/S2/Effect/Boss/SHMX_skill02_hit,1000,,[0|0],0,[1],{1:0},60,-1,-1,,1,,[],500,[],,-1,
60307311,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60307301,-1,-1,0,-1,[150],[150],-1,0,-1,2,1200,-1,0,1,attack,,[105],-1,-1,-1,false,0,,,,,-1,Seasons/S2/Effect/Boss/SHMX_skill02_hit,1000,,[0|0],0,[1],{1:0},170,-1,-1,,1,,[],500,[],,-1,
60307312,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60307301,-1,-1,0,-1,[150],[150],-1,0,-1,2,1500,-1,0,1,attack,,[105],-1,-1,-1,false,0,,,,,-1,Seasons/S2/Effect/Boss/SHMX_skill02_hit,1000,,[0|0],0,[1],{1:0},-80,-1,-1,,1,,[],500,[],,-1,
60307401,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030707],[6030707],[],,-1,-1,-1,0,-1,[300],[300],-1,200,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],100,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60307402,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030709],[6030709],[],,-1,-1,-1,0,-1,[600],[600],-1,0,-1,2,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60307403,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030707],[6030707],[],,-1,-1,-1,0,-1,[300],[300],-1,200,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],100,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60308001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[50],[50],-1,0,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[100|0|4|10000000|1],,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60308101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030801],[6030801],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60308102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030802],[6030802],[],,60308101,-1,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,attack,,[60308],-1,-1,-1,false,0,[300|0|4|10000000|1],,,,-1,,-1,[0|430],[0|430],600,[1],{1:0},0,-1,-1,,1,,[],1000,[],,-1,
60308201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030803],[6030803],[],,60308201,-1,-1,0,1,[150],[150],-1,1600,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],2500,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60308202,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030803],[6030803],[],,60308201,-1,-1,0,1,[150],[150],-1,1600,-1,2,300,-1,0,1,attack,,[101],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],2500,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60308203,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030803],[6030803],[],,60308201,-1,-1,0,1,[150],[150],-1,1600,-1,2,600,-1,0,1,attack,,[101],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],2500,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60308301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[300|120],[300|120],-1,0,-1,4,1400,-1,0,1,attack,,[101],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60308302,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030804],[6030804],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60308401,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030805],[6030805],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60308402,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60308401,-1,-1,0,-1,[75],[75],-1,0,-1,2,-1,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},0,-1,-1,,1,,[],1200,[],,-1,
60308403,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60308401,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},45,-1,-1,,1,,[],1200,[],,-1,
60308404,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60308401,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},90,-1,-1,,1,,[],1200,[],,-1,
60308405,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60308401,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},135,-1,-1,,1,,[],1200,[],,-1,
60308406,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60308401,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},180,-1,-1,,1,,[],1200,[],,-1,
60308407,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60308401,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},-45,-1,-1,,1,,[],1200,[],,-1,
60308408,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60308401,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},-90,-1,-1,,1,,[],1200,[],,-1,
60308409,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60308401,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},-135,-1,-1,,1,,[],1200,[],,-1,
60308501,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030806],[6030806],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60308502,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030807],[6030807],[],,-1,-1,-1,0,-1,[250],[250],-1,0,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[1000|0|4|10000000|1],,,,-1,,-1,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60308503,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030808],[6030808],[],,-1,-1,-1,0,-1,[1500],[1500],-1,0,-1,2,2400,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60308504,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030809],[6030809],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60308505,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030810],[6030810],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60308506,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030811],[6030811],[],,60308506,-1,-1,0,-1,[175],[175],-1,1100,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60309001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[50],[50],-1,0,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[200|0|4|10000000|1],,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60309101,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[50],[50],-1,0,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[400|0|4|10000000|1],,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60309201,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[150],[150],-1,500,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[300|0|4|10000000|1],,,,-1,,-1,,[0|0],1100,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60309202,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030901],[6030901],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60309301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030902],[6030902],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60309302,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030903],[6030903],[],,-1,-1,-1,0,-1,[350|450],[350|450],-1,200,-1,3,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[800|0|4|10000000|1],,,,-1,,-1,,[0|0],100,[1],{1:0},0,-1,-1,,1,,[],1,[],,-1,
60309401,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030904],[6030904],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60309402,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030905],[6030905],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60309403,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60309403,-1,-1,0,-1,[70],[70],-1,1100,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60309501,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030906],[6030906],[],,-1,-1,-1,0,-1,[150],[150],-1,0,-1,2,300,-1,0,1,attack,,[101],-1,-1,-1,false,0,[200|0|4|10000000|1],,,,-1,,-1,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60309502,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6030907],[6030907],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60310001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[50],[50],-1,0,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[200|0|4|10000000|1],,,,-1,,-1,,[0|0],0,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60310101,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,-1,-1,-1,0,-1,[300|600],[300|600],-1,200,-1,3,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],100,[0],{0:0},0,-1,-1,,0,,[],1,[],,-1,
60310201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031003],[6031003],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60310202,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031004],[6031004],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60310203,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031005],[6031005],[],,-1,-1,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60310301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031007],[6031007],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60310302,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,60319504,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},0,-1,-1,,1,,[],1200,[],,-1,
60310303,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,60319504,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},45,-1,-1,,1,,[],1200,[],,-1,
60310304,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,60319504,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},90,-1,-1,,1,,[],1200,[],,-1,
60310305,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,60319504,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},135,-1,-1,,1,,[],1200,[],,-1,
60310306,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,60319504,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},180,-1,-1,,1,,[],1200,[],,-1,
60310307,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,60319504,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},-45,-1,-1,,1,,[],1200,[],,-1,
60310308,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,60319504,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},-90,-1,-1,,1,,[],1200,[],,-1,
60310309,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,60319504,-1,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1500,[1|101],{1:0|101:1},-135,-1,-1,,1,,[],1200,[],,-1,
60310401,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031001],[6031001],[],,-1,-1,-1,0,-1,[300|1200],[300|1200],-1,300,-1,3,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[400|0|4|10000000|1],,,,-1,,-1,,[0|0],700,[0],{0:0},0,-1,-1,,0,,[],1,[],,-1,
60311001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[300|120],[300|120],-1,100,-1,4,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[50|0|4|10000000|1],,,,-1,,-1,,[0|0],300,[0],{0:0},0,-1,-1,,0,,[],1,[],,-1,
60311101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031101],[6031101],[],,60311101,-1,-1,0,-1,[50],[50],-1,0,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1000,[1|101],{1:0|101:1},0,-1,-1,,1,,[],1200,[],,-1,
60311102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031101],[6031101],[],,60311101,-1,-1,0,-1,[50],[50],-1,0,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1000,[1|101],{1:0|101:1},-30,-1,-1,,1,,[],1200,[],,-1,
60311103,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031101],[6031101],[],,60311101,-1,-1,0,-1,[50],[50],-1,0,-1,2,0,-1,0,1,attack,,[101],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],1000,[1|101],{1:0|101:1},30,-1,-1,,1,,[],1200,[],,-1,
60311201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031102],[6031102],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60311202,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031103],[6031103],[],,60311202,-1,-1,0,-1,[175],[175],-1,2600,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[1000|0|4|10000000|1],,,,-1,,-1,,[0|0],2500,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60311301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031104],[6031104],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60311302,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031105],[6031105],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60312001,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60312001,-1,-1,1,-1,[160],[160],-1,2100,3,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],2000,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60312002,true,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,60312001,-1,-1,0,-1,[160],[160],-1,2100,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[500|0|4|10000000|1],,,,-1,,-1,,[0|0],2000,[0],{0:0},0,-1,-1,,0,,[],-1,[],,-1,
60312101,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[300],[300],-1,1000,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[200|0|4|10000000|1],,,,1,,-1,,[0|0],4100,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60312102,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[500],[500],-1,1000,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[200|0|4|10000000|1],,,,1,,-1,,[0|0],4100,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60312201,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031201],[6031201],[],,-1,-1,-1,1,-1,[240|120],[240|120],-1,200,2,4,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[400|0|4|10000000|1],,,,-1,,-1,,[0|0],100,[1],{1:0},0,-1,-1,,1,,[],1,[],,-1,
60312202,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031201],[6031201],[],,-1,-1,-1,0,-1,[600|120],[600|120],-1,200,-1,4,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[400|0|4|10000000|1],,,,-1,,-1,,[0|0],100,[1],{1:0},0,-1,-1,,1,,[],1,[],,-1,
60312301,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031202|6031203],[6031202|6031203],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60312401,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031204],[6031204],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60312402,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031209],[6031209],[],,60312402,-1,-1,0,-1,[275],[275],-1,2100,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[1500|0|4|10000000|1],,,,-1,,-1,,[0|0],2000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60312403,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031206],[6031206],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,1400,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60312404,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031207],[6031207],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],0,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
60312405,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031209],[6031209],[],,60312402,-1,-1,0,-1,[400],[400],-1,2100,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[1500|0|4|10000000|1],,,,-1,,-1,,[0|0],2000,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
60312501,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[6031210],[6031210],[],,-1,-1,-1,0,-1,[100],[100],-1,0,-1,2,0,-1,0,1,attack,,[107],-1,-1,-1,false,0,[200|0|4|10000000|1],,,,-1,,-1,,[0|0],0,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
