id,act,actionType_1,actionType_2,actionType_3,actionType_4,actionTypeIndex,actParams_1,actParams_2,actParams_3,actParams_4,addConditions,avatar,cantDispel,damageNumType,desc,dispel_type,enhance_actParams_1,enhance_actParams_2,enhance_actParams_3,enhance_actParams_4,fx,fx_line,fx_news,icon,ignore_blackscreen,level_enhance,mat,maxLevel,name,overwrite,releaseProbability_enhance,ShowWord,special_hit_effect,type,TypeList,TypePos,updateTime,upgradeDataDic,viewValueList,viewValues
1003563,,7,31,-1,-1,{7:0|31:1},10035|0,1|1|0,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003564,,7,31,-1,-1,{7:0|31:1},10035|0,1|1|0,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003571,,10,34,48,16,{10:0|34:1|48:2|16:3},3|7|8|9|12|15|16|17|18|204,30007,"104|10000,15|3000",2500,,-1,-1,-1,,,,,"0|0,0|50",,,,[1003501],,-1,0,,-1,,-1,0,-1,,[0|10035],[0|10035],{0:0|10035:1},-1,{1:BuffUpgradeData},[],
1003572,,10,34,48,16,{10:0|34:1|48:2|16:3},3|7|8|9|12|15|16|17|18|204,30007,"104|10000,15|3250",2500,,-1,-1,-1,,,,,"0|0,0|50",,,,[1003501],,-1,0,,-1,,-1,0,-1,,[0|10035],[0|10035],{0:0|10035:1},-1,{1:BuffUpgradeData},[],
1003573,,10,34,48,16,{10:0|34:1|48:2|16:3},3|7|8|9|12|15|16|17|18|204,30007,"104|10000,15|3500",2500,,-1,-1,-1,,,,,"0|0,0|50",,,,[1003501],,-1,0,,-1,,-1,0,-1,,[0|10035],[0|10035],{0:0|10035:1},-1,{1:BuffUpgradeData},[],
1003574,,10,34,48,16,{10:0|34:1|48:2|16:3},3|7|8|9|12|15|16|17|18|204,30007,"104|10000,15|4250",2500,,-1,-1,-1,,,,,"0|0,0|50",,,,[1003501],,-1,0,,-1,,-1,0,-1,,[0|10035],[0|10035],{0:0|10035:1},-1,{1:BuffUpgradeData},[],
1003581,,9,-1,-1,-1,{9:0},1|0|4|3500|5000|2,,,,,-1,-1,-1,,,0|0|0|350|0|0,,,,,,,,-1,0,,-1,,-1,0,-1,,[0|10035|4],[0|10035|4],{0:0|10035:1|4:2},-1,{1:BuffUpgradeData},[],
1003582,,9,-1,-1,-1,{9:0},1|0|4|5250|5000|2,,,,,-1,-1,-1,,,0|0|0|350|0|0,,,,,,,,-1,0,,-1,,-1,0,-1,,[0|10035|4],[0|10035|4],{0:0|10035:1|4:2},-1,{1:BuffUpgradeData},[],
1003583,,9,-1,-1,-1,{9:0},1|0|4|7500|5000|2,,,,,-1,-1,-1,,,0|0|0|350|0|0,,,,,,,,-1,0,,-1,,-1,0,-1,,[0|10035|4],[0|10035|4],{0:0|10035:1|4:2},-1,{1:BuffUpgradeData},[],
1003584,,9,-1,-1,-1,{9:0},1|0|4|8750|5000|2,,,,,-1,-1,-1,,,0|0|0|350|0|0,,,,,,,,-1,0,,-1,,-1,0,-1,,[0|10035|4],[0|10035|4],{0:0|10035:1|4:2},-1,{1:BuffUpgradeData},[],
1003585,,9,-1,-1,-1,{9:0},1|0|4|1500|5000,,,,,-1,-1,-1,,,,,,,,,[1003502],,-1,0,,-1,,-1,0,-1,,[0|4],[0|4],{0:0|4:1},-1,{1:BuffUpgradeData},[],
1003591,,5,-1,-1,-1,{5:0},30008|1|7000|7000|1|0|30002002,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003592,,5,-1,-1,-1,{5:0},30008|1|7000|7000|1|0|30002002,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003593,,5,-1,-1,-1,{5:0},30008|1|7000|7000|1|0|30002002,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003594,,5,-1,-1,-1,{5:0},30008|1|7000|7000|1|0|30002002,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
10035101,,14,-1,-1,-1,{14:0},10035803|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
10035102,,14,-1,-1,-1,{14:0},10035813|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
10035103,,14,-1,-1,-1,{14:0},10035823|1,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
10035104,,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,[1],,,,,,,[10035802],,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
10035105,,48,-1,-1,-1,{48:0},"5103|500,5104|1000",,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
10035106,,48,-1,-1,-1,{48:0},80|500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,20,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
10035107,,54,-1,-1,-1,{54:0},6007|5000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
1003701,,35,-1,-1,-1,{35:0},3|1000,,,,,-1,-1,-1,,,0|50,,,,,,,,-1,0,,3,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003702,,35,-1,-1,-1,{35:0},3|1250,,,,,-1,-1,-1,,,0|50,,,,,,,,-1,0,,3,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003703,,35,-1,-1,-1,{35:0},3|1500,,,,,-1,-1,-1,,,0|50,,,,,,,,-1,0,,3,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003704,,35,-1,-1,-1,{35:0},3|1750,,,,,-1,-1,-1,,,0|50,,,,,,,,-1,0,,3,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003711,,48,-1,-1,-1,{48:0},12|-3000,,,,,-1,-1,-1,,,0|-50,,,,,,,,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
1003712,,48,-1,-1,-1,{48:0},12|-3250,,,,,-1,-1,-1,,,0|-50,,,,,,,,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
1003713,,48,-1,-1,-1,{48:0},12|-3500,,,,,-1,-1,-1,,,0|-50,,,,,,,,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
1003714,,48,-1,-1,-1,{48:0},12|-3750,,,,,-1,-1,-1,,,0|-50,,,,,,,,-1,0,,-1,,-1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
1003715,,48,23,-1,-1,{48:0|23:1},6|-3000,0|10037002|0|300|2|0|0|0,,,,-1,-1,-1,,,,,,,,,[100004],,-1,0,,-1,,-1,0,-1,,[1|203],[1|203],{1:0|203:1},-1,{1:BuffUpgradeData},[],
1003721,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
1003722,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
1003723,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
1003724,stun,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,Effect/Battle/CommonEffect/Fx_XuanYun_Buff,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
1003731,,15,-1,-1,-1,{15:0},6|3|1|19|0|250|1500|1,,,,,-1,1,-1,,[1],0|0|0|0|0|10|0|0,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003732,,15,-1,-1,-1,{15:0},6|3|1|19|0|450|3000|1,,,,,-1,1,-1,,[1],0|0|0|0|0|10|0|0,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003733,,15,-1,-1,-1,{15:0},6|3|1|19|0|500|3600|1,,,,,-1,1,-1,,[1],0|0|0|0|0|10|0|0,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003734,,15,-1,-1,-1,{15:0},6|3|1|19|0|600|4200|1,,,,,-1,1,-1,,[1],0|0|0|0|0|10|0|0,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003735,,15,-1,-1,-1,{15:0},6|3|1|18|0|300|1800|1,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003736,,15,-1,-1,-1,{15:0},6|3|1|19|0|250|1500|1,,,,[2|3],-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003737,,15,-1,-1,-1,{15:0},6|3|1|19|0|300|1800|1,,,,[2|3],-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003738,,15,-1,-1,-1,{15:0},6|3|1|19|0|350|2100|1,,,,[2|3],-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003741,,6,-1,-1,-1,{6:0},0|10037|500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003742,,6,-1,-1,-1,{6:0},0|10037|1000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003743,,6,-1,-1,-1,{6:0},0|10037|1500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003744,,6,-1,-1,-1,{6:0},0|10037|2000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003751,,33,-1,-1,-1,{33:0},10000|3,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003752,,33,-1,-1,-1,{33:0},10000|3,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003753,,33,-1,-1,-1,{33:0},10000|3,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003754,,33,-1,-1,-1,{33:0},10000|3,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003761,,63,-1,-1,-1,{63:0},"1|1,1|71|1200",,,,,-1,-1,-1,,[1],,,,,,,[1003761],,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003762,,63,-1,-1,-1,{63:0},"1|1,1|71|1800,2|105",,,,,-1,-1,-1,,[1],,,,,,,[1003761],,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003763,,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,[1],,,,,,,[10037802],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003764,,48,-1,-1,-1,{48:0},"5103|500,5104|1000",,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003765,,35,-1,-1,-1,{35:0},3|1000,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,2,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003766,,63,-1,-1,-1,{63:0},"1|1,1|71|1200,2|105,3|1003765",,,,,-1,-1,-1,,[1],,,,,,,[1003761],,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003801,,38,-1,-1,-1,{38:0},3000|4000,,,,,-1,-1,-1,,,60|0,,,,,Effect/Battle/E_TLL_skill0_dandao2,[1003801],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003802,,38,-1,-1,-1,{38:0},3300|4000,,,,,-1,-1,-1,,,60|0,,,,,Effect/Battle/E_TLL_skill0_dandao2,[1003801],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003803,,38,-1,-1,-1,{38:0},3600|4000,,,,,-1,-1,-1,,,60|0,,,,,Effect/Battle/E_TLL_skill0_dandao2,[1003801],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003804,,38,-1,-1,-1,{38:0},3900|5500,,,,,-1,-1,-1,,,60|0,,,,,Effect/Battle/E_TLL_skill0_dandao2,[1003801],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003810,,3,7,27,-1,{3:0|7:1|27:2},,10038|0,0,,,-1,-1,-1,,,,,,,Effect/Battle/E_TLL_skill1_hit2,,[1003810],,-1,0,,-1,,-1,0,-1,,[1|10038|7],[1|10038|7],{1:0|10038:1|7:2},-1,{1:BuffUpgradeData},[],
1003811,,20,20,-1,-1,{20:1},1|5|1003810,1|5|8805601,,,,-1,-1,-1,,,,,,,Effect/Battle/E_TLL_skill1_hit1,,[1003811],,-1,0,,5,,1,0,-1,,[1|10038],[1|10038],{1:0|10038:1},-1,{1:BuffUpgradeData},[],
1003812,,20,20,-1,-1,{20:1},1|5|1003810,1|5|8805601,,,,-1,-1,-1,,,,,,,Effect/Battle/E_TLL_skill1_hit1,,[1003811],,-1,0,,5,,1,0,-1,,[1|10038],[1|10038],{1:0|10038:1},-1,{1:BuffUpgradeData},[],
1003813,,20,20,-1,-1,{20:1},1|5|1003810,1|5|8805601,,,,-1,-1,-1,,,,,,,Effect/Battle/E_TLL_skill1_hit1,,[1003811],,-1,0,,5,,1,0,-1,,[1|10038],[1|10038],{1:0|10038:1},-1,{1:BuffUpgradeData},[],
1003814,,20,20,-1,-1,{20:1},1|5|1003810,1|5|8805601,,,,-1,-1,-1,,,,,,,Effect/Battle/E_TLL_skill1_hit1,,[1003811],,-1,0,,5,,1,0,-1,,[1|10038],[1|10038],{1:0|10038:1},-1,{1:BuffUpgradeData},[],
1003821,,31,7,-1,-1,{31:0|7:1},1|1|1,1003801|0,,,,30006,1,-1,,[1],,,,,Effect/Battle/E_TLL_Buff,,[1003821],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003822,,31,7,-1,-1,{31:0|7:1},1|1|1,1003801|0,,,,30006,1,-1,,[1],,,,,Effect/Battle/E_TLL_Buff,,[1003821],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003823,,31,7,6,-1,{31:0|7:1|6:2},1|1|1,1003801|0,0|10038|10000,,,30006,1,-1,,[1],,,,,Effect/Battle/E_TLL_Buff,,[1003821],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003824,,31,7,6,-1,{31:0|7:1|6:2},1|1|1,1003801|0,0|10038|10000,,,30006,1,-1,,[1],,,,,Effect/Battle/E_TLL_Buff,,[1003821],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003831,,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003832,,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003833,,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003834,,1,-1,-1,-1,{1:0},0|4|200,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},1000,{1:BuffUpgradeData},[],
1003841,,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[500],[500],{500:0},-1,{1:BuffUpgradeData},[],
1003842,,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[500],[500],{500:0},-1,{1:BuffUpgradeData},[],
1003843,,1,-1,-1,-1,{1:0},0|4|500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[500],[500],{500:0},500,{1:BuffUpgradeData},[],
1003844,,1,-1,-1,-1,{1:0},0|4|500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[500],[500],{500:0},500,{1:BuffUpgradeData},[],
1003851,,14,-1,-1,-1,{14:0},10038302|1,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[1003801],[1003801],{1003801:0},-1,{1:BuffUpgradeData},[],
1003852,,14,-1,-1,-1,{14:0},10038302|2,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[1003801],[1003801],{1003801:0},-1,{1:BuffUpgradeData},[],
1003853,,14,-1,-1,-1,{14:0},10038302|3,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[1003801],[1003801],{1003801:0},-1,{1:BuffUpgradeData},[],
1003854,,14,-1,-1,-1,{14:0},10038302|4,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[1003801],[1003801],{1003801:0},-1,{1:BuffUpgradeData},[],
1003861,,48,-1,-1,-1,{48:0},83|1000,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003862,,48,-1,-1,-1,{48:0},83|2000,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003863,,48,-1,-1,-1,{48:0},83|2000,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003864,,48,-1,-1,-1,{48:0},83|2000,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003870,,-1,-1,-1,-1,{},,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[1003802],[1003802],{1003802:0},-1,{1:BuffUpgradeData},[],
1003871,,48,-1,-1,-1,{48:0},"103|-300,34|-500",,,,[1|1003802],-1,-1,-1,,,,,,,,,,,-1,0,,99,,1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
1003872,,48,-1,-1,-1,{48:0},"103|-300,34|-500",,,,[1|1003802],-1,-1,-1,,,,,,,,,,,-1,0,,99,,1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
1003873,,48,-1,-1,-1,{48:0},"103|-300,34|-500",,,,[1|1003802],-1,-1,-1,,,,,,,,,,,-1,0,,99,,1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
1003874,,48,-1,-1,-1,{48:0},"103|-300,34|-500",,,,[1|1003802],-1,-1,-1,,,,,,,,,,,-1,0,,99,,1,0,-1,,[1|301],[1|301],{1:0|301:1},-1,{1:BuffUpgradeData},[],
1003881,,9,-1,-1,-1,{9:0},1|0|4|600|6500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,5,,1,0,-1,,[0|4],[0|4],{0:0|4:1},-1,{1:BuffUpgradeData},[],
1003882,,58,-1,-1,-1,{58:0},0|0|7000|1500|3000|0|2|10038,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003883,,58,-1,-1,-1,{58:0},0|0|7000|2000|100|0|2|10038,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003884,,58,-1,-1,-1,{58:0},0|0|10000|2000|2000|0|2|10038,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003885,,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,[1],,,,,,,[10038802],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003886,,48,-1,-1,-1,{48:0},"4103|500,4104|1000",,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003887,,59,-1,-1,-1,{59:0},,,,,,-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003900,,14,-1,-1,-1,{14:0},10039002|1,,,,,-1,1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003901,,9,-1,-1,-1,{9:0},1|0|3|40000|5000,,,,,-1,-1,-1,,,0|0|0|1000|0,,,,Effect/Battle/shamowangzi_skill_00,,[1003901],,-1,0,,-1,,-1,0,-1,,[0|4],[0|4],{0:0|4:1},-1,{1:BuffUpgradeData},[],
1003902,,9,23,-1,-1,{9:0|23:1},1|0|3|45000|5000,0|10039102|1|350|2|0|0|0,,,,-1,-1,-1,,,0|0|0|1000|0,,,,Effect/Battle/shamowangzi_skill_00,,[1003901],,-1,0,,-1,,-1,0,-1,,[0|4],[0|4],{0:0|4:1},-1,{1:BuffUpgradeData},[],
1003903,,9,23,-1,-1,{9:0|23:1},1|0|3|50000|5000,0|10039102|1|350|2|0|0|0,,,,-1,-1,-1,,,0|0|0|1000|0,,,,Effect/Battle/shamowangzi_skill_00,,[1003901],,-1,0,,-1,,-1,0,-1,,[0|4],[0|4],{0:0|4:1},-1,{1:BuffUpgradeData},[],
1003904,,9,23,14,-1,{9:0|23:1|14:2},1|0|3|55000|5000,0|10039102|1|350|2|0|0|0,10039102|4,,,-1,-1,-1,,,0|0|0|1000|0,,,,Effect/Battle/shamowangzi_skill_00,,[1003901],,-1,0,,-1,,-1,0,-1,,[0|4],[0|4],{0:0|4:1},-1,{1:BuffUpgradeData},[],
1003905,,30,-1,-1,-1,{30:0},3500,,,,,-1,-1,-1,,,,,,,Effect/Battle/shamowangzi_skill_00_dunsui,,[1003905],,-1,0,,-1,,-1,0,-1,,[0|30],[0|30],{0:0|30:1},-1,{1:BuffUpgradeData},[],
1003911,,-1,-1,-1,-1,{},,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
1003912,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
1003913,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
1003914,,3,-1,-1,-1,{3:0},,,,,,-1,-1,-1,,,,,,,,,[100001],,-1,0,,-1,,-1,0,-1,,[1|3],[1|3],{1:0|3:1},-1,{1:BuffUpgradeData},[],
1003915,,48,-1,-1,16,{48:0|16:1},6|5000,,,1000,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003916,,48,-1,-1,-1,{48:0},15|2500,,,,,-1,-1,-1,,,,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003921,,48,14,-1,16,{48:0|14:1|16:2},104|5500,"10039302|1,10039303|1",,1000,,-1,-1,-1,,,0|50,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003922,,48,14,-1,16,{48:0|14:1|16:2},104|5500,"10039302|2,10039303|2",,1000,,-1,-1,-1,,,0|50,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003923,,48,14,-1,16,{48:0|14:1|16:2},104|6500,"10039302|3,10039303|3",,1000,,-1,-1,-1,,,0|50,,,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003924,,10,14,48,16,{10:0|14:1|48:2|16:3},3|7|8|9|12|15|16|17|18|204,"10039302|4,10039303|4",104|6500,1000,,-1,-1,-1,,,,,0|50,,,,,,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003931,,48,-1,-1,-1,{48:0},"80|1500,81|1500",,,,,-1,-1,-1,,,"0|0,0|50",,,,Effect/Battle/shamowangzi_skill_00_duiyou,,[1003931],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003932,,48,-1,-1,-1,{48:0},"80|1500,81|1750",,,,,-1,-1,-1,,,"0|0,0|50",,,,Effect/Battle/shamowangzi_skill_00_duiyou,,[1003931],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
1003933,,48,-1,-1,-1,{48:0},"80|1500,81|2000",,,,,-1,-1,-1,,,"0|0,0|50",,,,Effect/Battle/shamowangzi_skill_00_duiyou,,[1003931],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
