id,LanguageTitle,banner,day,entry_icon,form_group,giftPushIdArray,gifts,mail_id,medal_point,name,patch_mail_id,reward_rank,reward_score,rewardRank,score,stageRewardIdArray,stageTargetScoreArray,stageTaskIdArray,target_score
7016,ui_race_top_16,hd_banner_zqlz_02,6,hd_btn_zuiqianglingzhu,701,[1127852|1127853|1127854|1127855|1127856],[1127852|1127853|1127854|1127855|1127856],4011,[0|0|0],mail_race_top_alliance_name_day6,3028,11102,[1223004|1223005|1223006],11102,[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620],[1223004|1223005|1223006],[100000|300000|500000],[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620],[100000|300000|500000]
8001,ui_race_top_16,hd_banner_zqlz_03,1,hd_btn_zuiqianglingzhu,800,[11180021|11180022|11180023|11180024|11180025],[11180021|11180022|11180023|11180024|11180025],4007,[0|0|1],mail_race_top_alliance_name_day2,3028,11200,[1223001|1223002|1223003],11200,[98000|98501|98502|98400|98413|98414|98415|98201|98211|98531|98532|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98201|98211|98531|98532|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
8002,ui_race_top_16,hd_banner_zqlz_05,2,hd_btn_zuiqianglingzhu,800,[11180031|11180032|11180033|11180034|11180035],[11180031|11180032|11180033|11180034|11180035],4008,[0|0|1],mail_race_top_alliance_name_day3,3028,11200,[1223001|1223002|1223003],11200,[98000|98501|98502|98400|98413|98414|98415|98202|98212|98531|98532|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98202|98212|98531|98532|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
8003,ui_race_top_16,hd_banner_zqlz_07,3,hd_btn_zuiqianglingzhu,800,[11180011|11180012|11180013|11180014|11180015],[11180011|11180012|11180013|11180014|11180015],4009,[0|0|1],mail_race_top_alliance_name_day4,3028,11200,[1223001|1223002|1223003],11200,[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[100000|300000|500000]
8004,ui_race_top_16,hd_banner_zqlz_04,4,hd_btn_zuiqianglingzhu,800,[11180041|11180042|11180043|11180044|11180045],[11180041|11180042|11180043|11180044|11180045],4006,[0|0|1],mail_race_top_alliance_name_day1,3028,11200,[1223001|1223002|1223003],11200,[98000|98511|98512|98513|98514|98300|98304|98305|98306|98310|99401|99411|98321|98322],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|98300|98304|98305|98306|98310|99401|99411|98321|98322],[100000|300000|500000]
8005,ui_race_top_16,hd_banner_zqlz_06,5,hd_btn_zuiqianglingzhu,800,[11180051|11180052|11180053|11180054|11180055],[11180051|11180052|11180053|11180054|11180055],4010,[0|0|1],mail_race_top_alliance_name_day5,3028,11200,[1223001|1223002|1223003],11200,[98000|98521|98524|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610|98621],[1223001|1223002|1223003],[100000|300000|500000],[98000|98521|98524|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610|98621],[100000|300000|500000]
8006,ui_race_top_16,hd_banner_zqlz_02,6,hd_btn_zuiqianglingzhu,800,[11180061|11180062|11180063|11180064|11180065],[11180061|11180062|11180063|11180064|11180065],4011,[0|0|0],mail_race_top_alliance_name_day6,3028,11202,[1223004|1223005|1223006],11202,[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98922|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620|98622],[1223004|1223005|1223006],[100000|300000|500000],[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98922|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620|98622],[100000|300000|500000]
8011,ui_race_top_16,hd_banner_zqlz_03,1,hd_btn_zuiqianglingzhu,801,[11180021|11180022|11180023|11180024|11180025],[11180021|11180022|11180023|11180024|11180025],4007,[0|0|1],mail_race_top_alliance_name_day2,3028,11200,[1223001|1223002|1223003],11200,[98000|98501|98502|98400|98413|98414|98415|98201|98211|98531|98532|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98201|98211|98531|98532|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
8012,ui_race_top_16,hd_banner_zqlz_05,2,hd_btn_zuiqianglingzhu,801,[11180031|11180032|11180033|11180034|11180035],[11180031|11180032|11180033|11180034|11180035],4008,[0|0|1],mail_race_top_alliance_name_day3,3028,11200,[1223001|1223002|1223003],11200,[98000|98501|98502|98400|98413|98414|98415|98202|98212|98531|98532|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98202|98212|98531|98532|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
8013,ui_race_top_16,hd_banner_zqlz_07,3,hd_btn_zuiqianglingzhu,801,[11180011|11180012|11180013|11180014|11180015],[11180011|11180012|11180013|11180014|11180015],4009,[0|0|1],mail_race_top_alliance_name_day4,3028,11200,[1223001|1223002|1223003],11200,[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841],[100000|300000|500000]
8014,ui_race_top_16,hd_banner_zqlz_04,4,hd_btn_zuiqianglingzhu,801,[11180041|11180042|11180043|11180044|11180045],[11180041|11180042|11180043|11180044|11180045],4006,[0|0|1],mail_race_top_alliance_name_day1,3028,11200,[1223001|1223002|1223003],11200,[98000|98511|98512|98513|98514|98300|98304|98305|98306|98310|99401|99411|98321|98322],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|98300|98304|98305|98306|98310|99401|99411|98321|98322],[100000|300000|500000]
8015,ui_race_top_16,hd_banner_zqlz_06,5,hd_btn_zuiqianglingzhu,801,[11180051|11180052|11180053|11180054|11180055],[11180051|11180052|11180053|11180054|11180055],4010,[0|0|1],mail_race_top_alliance_name_day5,3028,11200,[1223001|1223002|1223003],11200,[98000|98521|98524|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610|98621],[1223001|1223002|1223003],[100000|300000|500000],[98000|98521|98524|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610|98621],[100000|300000|500000]
8016,ui_race_top_16,hd_banner_zqlz_02,6,hd_btn_zuiqianglingzhu,801,[11180061|11180062|11180063|11180064|11180065],[11180061|11180062|11180063|11180064|11180065],4011,[0|0|0],mail_race_top_alliance_name_day6,3028,11202,[1223004|1223005|1223006],11202,[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98922|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620|98622],[1223004|1223005|1223006],[100000|300000|500000],[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98922|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620|98622],[100000|300000|500000]
8021,ui_race_top_16,hd_banner_zqlz_03,1,hd_btn_zuiqianglingzhu,802,[511277021|511277022|511277023|511277024|511277025],[511277021|511277022|511277023|511277024|511277025],4007,[0|0|1],mail_race_top_alliance_name_day2,3028,11200,[1223001|1223002|1223003],11200,[98000|98501|98502|98400|98413|98414|98415|98201|98211|98531|98532|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98201|98211|98531|98532|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
8022,ui_race_top_16,hd_banner_zqlz_05,2,hd_btn_zuiqianglingzhu,802,[511277031|511277032|511277033|511277034|511277035],[511277031|511277032|511277033|511277034|511277035],4008,[0|0|1],mail_race_top_alliance_name_day3,3028,11200,[1223001|1223002|1223003],11200,[98000|98501|98502|98400|98413|98414|98415|98202|98212|98531|98532|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98202|98212|98531|98532|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
8023,ui_race_top_16,hd_banner_zqlz_07,3,hd_btn_zuiqianglingzhu,802,[511277011|511277012|511277013|511277014|511277015],[511277011|511277012|511277013|511277014|511277015],4009,[0|0|1],mail_race_top_alliance_name_day4,3028,11200,[1223001|1223002|1223003],11200,[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841|98564|98565|98566],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841|98564|98565|98566],[100000|300000|500000]
8024,ui_race_top_16,hd_banner_zqlz_04,4,hd_btn_zuiqianglingzhu,802,[511277041|511277042|511277043|511277044|511277045],[511277041|511277042|511277043|511277044|511277045],4006,[0|0|1],mail_race_top_alliance_name_day1,3028,11200,[1223001|1223002|1223003],11200,[98000|98511|98512|98513|98514|98300|98304|98305|98306|98310|99401|99411|98321|98322|98564|98565|98566],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|98300|98304|98305|98306|98310|99401|99411|98321|98322|98564|98565|98566],[100000|300000|500000]
8025,ui_race_top_16,hd_banner_zqlz_06,5,hd_btn_zuiqianglingzhu,802,[511277051|511277052|511277053|511277054|511277055],[511277051|511277052|511277053|511277054|511277055],4010,[0|0|1],mail_race_top_alliance_name_day5,3028,11200,[1223001|1223002|1223003],11200,[98000|98521|98524|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610|98621],[1223001|1223002|1223003],[100000|300000|500000],[98000|98521|98524|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610|98621],[100000|300000|500000]
8026,ui_race_top_16,hd_banner_zqlz_02,6,hd_btn_zuiqianglingzhu,802,[],,4011,[0|0|0],mail_race_top_alliance_name_day6,3028,11202,[1223004|1223005|1223006],11202,[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98922|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620|98622],[1223004|1223005|1223006],[100000|300000|500000],[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98922|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620|98622],[100000|300000|500000]
8031,ui_race_top_16,hd_banner_zqlz_03,1,hd_btn_zuiqianglingzhu,803,[511277021|511277022|511277023|511277024|511277025],[511277021|511277022|511277023|511277024|511277025],4007,[0|0|1],mail_race_top_alliance_name_day2,3028,11200,[1223001|1223002|1223003],11200,[98000|98501|98502|98400|98413|98414|98415|98201|98211|98531|98532|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98201|98211|98531|98532|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
8032,ui_race_top_16,hd_banner_zqlz_05,2,hd_btn_zuiqianglingzhu,803,[511277031|511277032|511277033|511277034|511277035],[511277031|511277032|511277033|511277034|511277035],4008,[0|0|1],mail_race_top_alliance_name_day3,3028,11200,[1223001|1223002|1223003],11200,[98000|98501|98502|98400|98413|98414|98415|98202|98212|98531|98532|99221|99222|99223|98221|98222|98223],[1223001|1223002|1223003],[100000|300000|500000],[98000|98501|98502|98400|98413|98414|98415|98202|98212|98531|98532|99221|99222|99223|98221|98222|98223],[100000|300000|500000]
8033,ui_race_top_16,hd_banner_zqlz_07,3,hd_btn_zuiqianglingzhu,803,[511277011|511277012|511277013|511277014|511277015],[511277011|511277012|511277013|511277014|511277015],4009,[0|0|1],mail_race_top_alliance_name_day4,3028,11200,[1223001|1223002|1223003],11200,[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841|98564|98565|98566],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|99701|99702|99703|98800|98801|98802|98803|98804|98805|98806|98807|98808|98809|98810|98811|98812|98813|98814|98815|98816|98817|98818|98819|98820|98821|98822|98823|98824|98825|98826|98827|98828|98829|98830|98831|98832|98833|98834|98835|98836|98837|98838|98839|98840|98842|98841|98564|98565|98566],[100000|300000|500000]
8034,ui_race_top_16,hd_banner_zqlz_04,4,hd_btn_zuiqianglingzhu,803,[511277041|511277042|511277043|511277044|511277045],[511277041|511277042|511277043|511277044|511277045],4006,[0|0|1],mail_race_top_alliance_name_day1,3028,11200,[1223001|1223002|1223003],11200,[98000|98511|98512|98513|98514|98300|98304|98305|98306|98310|99401|99411|98321|98322|98323|98564|98565|98566],[1223001|1223002|1223003],[100000|300000|500000],[98000|98511|98512|98513|98514|98300|98304|98305|98306|98310|99401|99411|98321|98322|98323|98564|98565|98566],[100000|300000|500000]
8035,ui_race_top_16,hd_banner_zqlz_06,5,hd_btn_zuiqianglingzhu,803,[511277051|511277052|511277053|511277054|511277055],[511277051|511277052|511277053|511277054|511277055],4010,[0|0|1],mail_race_top_alliance_name_day5,3028,11200,[1223001|1223002|1223003],11200,[98000|98521|98524|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610|98621|98623|98331],[1223001|1223002|1223003],[100000|300000|500000],[98000|98521|98524|98213|98601|98602|98603|98604|98605|98606|98607|98608|98609|98610|98621|98623|98331],[100000|300000|500000]
8036,ui_race_top_16,hd_banner_zqlz_02,6,hd_btn_zuiqianglingzhu,803,[],,4011,[0|0|0],mail_race_top_alliance_name_day6,3028,11202,[1223004|1223005|1223006],11202,[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98922|98924|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620|98622|98624],[1223004|1223005|1223006],[100000|300000|500000],[98000|98214|98911|98912|98913|98914|98915|98916|98917|98918|98919|98920|98922|98924|98611|98612|98613|98614|98615|98616|98617|98618|98619|98620|98622|98624],[100000|300000|500000]
